qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,342B2EDD-3281-43D8-936A-83D09886034E,Camille D Malonzo,1,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,4D63779C-7917-44C8-B1D1-9AEC1219D7F1,Limin Ren,3,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,7C591F05-5D6A-4249-8833-09E0B3F23A1A,Timothy C Wang,9,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,99FB4AE5-D411-48A8-9E9D-981C79DC8B4E,Andreas Stein,18,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,A33DB137-7503-4215-8150-EC297AD6057E,Steven D Prinslow,4,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,E3A3C1FF-1C06-4DC4-B157-245641D8EC80,Jason C Myers,14,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51534501,Thermal Stabilization of Metal-Organic Framework-Derived Single-Site Catalytic Clusters through Nanocasting.,F2B2E720-E7B7-4B5D-926E-F76BEF65D169,Karena W Chapman,13,c3bffedce1466b771d3897181f643510fe018233,http://europepmc.org/abstract/MED/26848741,e1120665c24fe209495c2679ae22a6b9,2018-04-06T00:00:00Z,11
Q51574959,Single-Site Organozirconium Catalyst Embedded in a Metal-Organic Framework.,0B1AAD5A-B309-4F40-8277-4CE2AD05E213,Madelyn M Stalzer,5,8f6b2d1d50a41dafa2ae15e239fbe53e58e11ca4,http://europepmc.org/abstract/MED/26652625,c98e78f42d0c071092fb00b4f9707dd1,2018-04-07T00:00:00Z,11
Q51574959,Single-Site Organozirconium Catalyst Embedded in a Metal-Organic Framework.,5DC77142-AD70-4CDD-A723-99757C5903FB,Rachel C Klet,1,8f6b2d1d50a41dafa2ae15e239fbe53e58e11ca4,http://europepmc.org/abstract/MED/26652625,c98e78f42d0c071092fb00b4f9707dd1,2018-04-07T00:00:00Z,11
Q51574959,Single-Site Organozirconium Catalyst Embedded in a Metal-Organic Framework.,AEDDFA8C-E737-41CD-95C9-D57558D626BF,Jeffrey T Miller,6,8f6b2d1d50a41dafa2ae15e239fbe53e58e11ca4,http://europepmc.org/abstract/MED/26652625,c98e78f42d0c071092fb00b4f9707dd1,2018-04-07T00:00:00Z,11
Q53870396,Data Management: Streamlining Your Research and Publication Pipeline,,,,,,,,
Q55410842,"Choosing the Right Citation Management Tool: Endnote, Mendeley, Refworks, or Zotero.",ECBE85E1-42C1-4EB6-AD6D-C31DCAB3BB94,Janet Crum,2,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11
Q56337275,La presidencia de Sucre en Bolivia,FC96DD91-54BD-47BE-A7C6-FD1418FCE87E,William Lee Lofstrom,2,,,,,
Q56825246,Open Access Publishing and Scholarship,,,,,,,,
Q56825541,Information Literacy and Writing Assessment http://www.umuc.edu/library/tutorials/information_literacy/toc.html,,,,,,,,
Q56844082,"Bridging the Gap Between Digital Measures and Digital Commons in Support of Open Access: Or, How I Learned to Stop Worrying and Love Human Mediation",,,,,,,,
Q57067459,A pragmatic reading of Karl Barth's theological epistemology,,,,,,,,
Q57069121,A canopy of grace: common and particular grace in Abraham Kuyper's theology of science,,,,,,,,
Q57081384,Karl Barth and American evangelicalism,,,,,,,,
Q57083009,"The NSF/NIH effect: surveying the effect of data management requirements on faculty, sponsored programs, and institutional repositories",0ff85bd1-4de1-f0a2-40ae-988aa0075df2,Cheryl D. Walters,3,,,,,
Q57083009,"The NSF/NIH effect: surveying the effect of data management requirements on faculty, sponsored programs, and institutional repositories",7287f879-401c-5fac-db0b-1b1309f44ab5,Anne R. Diekema,1,,,,,
Q57083115,Data-first manifesto: shifting priorities in scholarly communications,,,,,,,,
Q57203473,Wittgensteinian support for domain analysis in classification,,,,,,,,
Q57205614,The Problem of Psychologism in Karl Barth's Doctrine of Sanctification,,,,,,,,
Q57205615,On Teaching XQuery to Digital Humanists,,,,,,,,
Q57250353,Correction to “Tuning Zr6 Metal-Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts”,17323679-6A8D-4A83-A9C9-7B6715BDD699,Bruce C. Gates,11,,,,,
Q57250353,Correction to “Tuning Zr6 Metal-Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts”,6E852242-A567-4F2A-9123-854AED773E1D,Timothy C. Wang,6,,,,,
Q57250353,Correction to “Tuning Zr6 Metal-Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts”,B8C5F254-6F47-459C-855B-D55AC7396A6D,Mohammad R. Momeni,1,,,,,
Q57250353,Correction to “Tuning Zr6 Metal-Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts”,E95670B1-8FFA-412F-9316-EA1896752D4C,Dale R. Pahls,2,,,,,
Q57250353,Correction to “Tuning Zr6 Metal-Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts”,EC1109B6-EDF6-43E8-A961-32EDBDCAEE02,Dong Yang,3,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",0BF19632-D238-46FB-AE19-CF822954B697,I. S. Kim,7,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",7623FE01-6C4F-468F-B5C5-19658F5319C4,Aleksei Vjunov,4,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",7F7291AA-D5B9-440A-BDE3-C501B32F4CF9,John L. Fulton,8,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",D17DDECB-9B13-404E-93CE-9CF4F16E649A,Johannes A. Lercher,10,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",E65DF48B-FE14-4920-934A-4C5514375FE4,A. B. F. Martinson,9,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",EA5AA38E-048D-4E60-AB70-73A2D06FA311,Karena W. Chapman,11,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",EC48563D-318B-4784-98DA-3BEEF8479B4B,Martino Rimoldi,1,,,,,
Q57250361,"Atomic Layer Deposition in a Metal–Organic Framework: Synthesis, Characterization, and Performance of a Solid Acid",F0EC77D7-1ED4-4F27-A86A-3646DBF45930,Laura Gagliardi,13,,,,,
Q57250376,Tuning Zr6 Metal–Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts,2A9D40EB-0372-46FF-B3C1-5AC4BDB4E6EF,Timothy C. Wang,4,,,,,
Q57250376,Tuning Zr6 Metal–Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts,CC9DAE6F-A8B0-41B6-8AD8-6DFA5DD9B059,Dong Yang,1,,,,,
Q57250376,Tuning Zr6 Metal–Organic Framework (MOF) Nodes as Catalyst Supports: Site Densities and Electron-Donor Properties Influence Molecular Iridium Complexes as Ethylene Conversion Catalysts,E32051FF-38C3-49DE-81ED-3F2F2684C813,Bruce C. Gates,9,,,,,
Q57250387,Targeted Single-Site MOF Node Modification: Trivalent Metal Loading via Atomic Layer Deposition,1B69328E-B978-4EB1-9CFD-15A8DB33FB16,In Soo Kim,1,,,,,
Q57250387,Targeted Single-Site MOF Node Modification: Trivalent Metal Loading via Atomic Layer Deposition,6043D2BD-B89E-4F38-A803-0EAC1CF526CD,Alex B. F. Martinson,11,,,,,
Q57250387,Targeted Single-Site MOF Node Modification: Trivalent Metal Loading via Atomic Layer Deposition,ADA1B1A0-9891-48EF-8052-F75BE2F8540C,Timothy C. Wang,5,,,,,
Q57250387,Targeted Single-Site MOF Node Modification: Trivalent Metal Loading via Atomic Layer Deposition,E74168F1-A4E5-468F-BF08-5DDFEBC95107,Karena W. Chapman,9,,,,,
Q57250399,A Hafnium-Based Metal–Organic Framework as an Efficient and Multifunctional Catalyst for Facile CO2 Fixation and Regioselective and Enantioretentive Epoxide Activation,6EDDC629-5482-455F-940E-C7FA9B046645,M. Hassan Beyzavi,1,,,,,
Q57250399,A Hafnium-Based Metal–Organic Framework as an Efficient and Multifunctional Catalyst for Facile CO2 Fixation and Regioselective and Enantioretentive Epoxide Activation,A6D6BFCD-E911-4220-BBB9-99D9BD98FF4F,Rachel C. Klet,2,,,,,
Q57250399,A Hafnium-Based Metal–Organic Framework as an Efficient and Multifunctional Catalyst for Facile CO2 Fixation and Regioselective and Enantioretentive Epoxide Activation,C068F95E-8F99-4048-88B6-6E02BD37A248,Nicolaas A. Vermeulen,5,,,,,
Q57302554,Jesus and the “Christian Worldview”: A Comparative Analysis of Abraham Kuyper and Karl Barth,,,,,,,,
Q57317494,Text mining in business libraries,,,,,,,,
Q57345053,Developing Data Curation Protocols for Digital Projects at Vanderbilt: Une Micro-Histoire,,,,,,,,
Q57345060,"Barth und Goethe: Die Goethe-Rezeption Karl Barths, 1906–1921",,,,,,,,
Q57345074,To Carl Schmitt: Letters and Reflections,,,,,,,,
Q57345080,Kuyper In The Civil Sphere,,,,,,,,
Q57345082,"Herman Bavinck, Reformed Dogmatics, vol. 3: Sin and Salvation in Christ, ed. John Bolt, trans. John Vriend (Grand Rapids: Baker Academic, 2006), pp. 685. $49.99",,,,,,,,
Q57345086,A Theology of Public Life,,,,,,,,
Q57345088,"Abraham Kuyper: A Centennial Reader; Edited by James D. Bratt; Grand Rapids, Eerdmans, 1998. 498 pp. $29.00",,,,,,,,
Q57396306,The Future of Memory,,,,,,,,
Q57444044,Albertsons Library Data Management Strategic Agenda,,,,,,,,
Q57455182,Liberalism versus Democracy? Abraham Kuyper and Carl Schmitt as Critics of Liberalism,,,,,,,,
Q57561191,The Purpose of a (Barthian) Theology of Religions: A Response to Wolf Krotke,,,,,,,,
Q57679288,"¿Dónde Está la Biblioteca? It's a Damn Shame: Outdated, Inadequate, and Nonexistent Law Libraries in Immigrant Detention Facilities",,,,,,,,
Q57680622,Librarian in the Boardroom: Outreach Strategies for an Executive MBA Program,,,,,,,,
Q57683388,Work/Life Flexibility,,,,,,,,
Q57683402,Digital Privacy and Security,,,,,,,,
Q57683468,DIY Services,,,,,,,,
Q57683500,Maker Mania,,,,,,,,
Q57683532,A Few of Our Favorite Things: Part I,,,,,,,,
Q57683554,A Few of Our Favorite Things: Part II,,,,,,,,
Q57754470,A Theology of Experience? Karl Barth and the Transcendental Argument,,,,,,,,
Q57817918,Lessons learned from adapting the Darwin Core vocabulary standard for use in RDF,7B290B3B-EDF7-44C0-960B-FC17ECAF68F4,John Deck,3,,,,,
Q57817923,Factors Influencing Population Dynamics of the Southwestern Corn Borer (Lepidoptera: Crambidae): A Reassessment,,,,,,,,
Q58363110,"Adolfo León Gómez, 1858–1927: An early 20th century Colombian nationalist and anti-imperialist",,,,,,,,
Q58508738,Holocaust Memory Reframed: Museums and the Challenges of Representation,,,,,,,,
Q58508760,The Researching Librarian,,,,,,,,
Q58508829,ALA Connect http://connect.ala.org/,,,,,,,,
Q58554666,There's An App for That! Part I,,,,,,,,
Q58554756,There's An App for That! Part II,,,,,,,,
Q58571262,"Who Uses this Stuff, Anyway? An Investigation of Who Uses the DigitalCommons@USU",,,,,,,,
Q58572610,Reinventing the Library's Message Through the Alignment of Research and Instruction,,,,,,,,
Q58578272,"Introducing Protein Data Bank, Molecular Modeling Database, and Cn3D",B8B9C29E-0C8A-40CA-B9A3-B3AD0DFA09B0,Blaine Danielson,3,,,,,
Q58579898,Gaming and Gamification Part II,,,,,,,,
Q58601421,The Personal Librarian: Enhancing the Student Experienceby Jean Moats and Richard Moniz (Eds.),,,,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,06BD52D2-F17F-4157-BA25-B479A1A92614,Hye-jin Juhn,24,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,099DD757-0E14-432D-BF41-A7EED6C18867,Elka Tenner,48,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,0A9D6773-79C8-4423-BC7D-92FDAF312486,Roger Schonfeld,2,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,11A7EE0C-3312-43C7-954A-958A76F6D43C,Gerrit van Dyk,16,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,1248930E-1E7A-45C8-ACAD-E5E92226B761,Kate Skrebutenas,42,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,1259743C-C01A-4CE3-80C1-2EB42F0886C8,Suzanne Estelle-Holmer,17,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,1AC2BD75-4C1C-4318-9AF8-111BFB7E8C9E,Graziano Krätli,28,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,2E2412BE-D0CC-4C6C-8DD5-8DCFA3A5E4B6,Kay Roethemeyer,37,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,321DED65-11C3-4463-BBE4-18D8D5865E61,Paul Allen Tippey,50,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,330FE9AA-2D3D-4C48-838A-F9E90CAE4852,Steven Squires,44,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,3C0C8FA1-4AB0-4E48-9A8F-872EBB14E19D,Justin Hill,21,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,3C6BA57D-27F6-4053-8EC7-68D92A5EEB18,Trevan Hatch,20,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,3F35C314-419E-4D2C-B14D-26029E1A38A3,Sarah Bogue,10,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,3FCECC00-FB28-42FE-8070-53140DA7D33D,Trisha Burr,11,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,40A73C2E-025D-4DA5-817D-03E6DD94FBE1,Amanda Thomas,49,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,4C95430A-9F1B-4AF8-A70A-5A60F7891FAF,Kathryn Flynn,18,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,4D1362B1-7893-47E9-9D8F-F6B938D4E6C2,John Bales,6,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,51A428CC-7764-435A-9E11-9CB30F9ED084,Richard Adams,3,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,5366BD16-2EAC-4ED4-AA3B-F344CA805FBA,Jacqueline Solis,43,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,5F7D3867-33F5-4CDC-9344-7FA3D9D7AF89,Robert Roethemeyer,38,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,752BB6E6-89E9-4666-BB90-FE1E0647D64E,John Robinson,36,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,75B6E37D-6728-4271-B921-8F756B1FDB26,Fred Rowland,40,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,833430A2-D711-46AC-8FAA-1157E5873184,Margot Lyon,32,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,86ADF330-A1C9-4BFE-A383-419038FE0213,Jean McManus,33,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,91158C66-44C7-4F05-B3CF-E777AD0E6A7C,Michael Kohut,26,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,965C6D77-182F-4588-862C-3B299ED3F7AE,Rebekah Bedard,7,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,96620E52-DB87-4962-A76A-8EA7B88A99EA,Danielle Cooper,1,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,96AB9706-0483-49D3-8C7B-317CDDF5A412,Chris Strauber,47,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,9733C59A-1A31-4175-BAFE-235922FAA0EE,Christine Pesch Richardson,35,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,9C87AFC0-B8A7-45FE-9A83-5090FAEFA366,Nicholas Weiss,52,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,A31EF0BC-5977-4862-BEB4-B941FE304233,Maria Stanton,45,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,A5BBFED5-4144-486A-81E0-C22D788D1A32,Rebecca Lloyd,30,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,B308589C-CB5C-4D34-A0D6-F6574040615E,Andrew Keck,25,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,B5898BF6-0626-4B6A-AC0C-CAF70A7DEE27,Veronica Simms,41,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,B7BD2856-8071-4E9A-8D21-79046EC49876,Jenifer Gundry,19,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,B88B1E64-60B7-4E32-8135-8172367A88EA,Virginia Dearborn,15,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,B9C363A7-8D4E-43FB-B970-67BC27AFDAF1,Bill Hook,22,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,C8AB7069-8792-4F89-B93E-1CFC951025DA,Wesley Custer,14,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,C94F8AA6-669E-4EDB-B19D-8A6E435DFA96,Thad Horner,23,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,CCA34B65-7882-490D-A0F7-60252A0D1BD3,Beth Bidlack,9,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,D6DBFDAD-4AF6-4952-B661-52999AA143F7,Nisa Bakkalbasi,5,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,DA80459C-340D-40CA-83FB-5BA60AFC5502,Gloria Korsman,27,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,E0B06E2F-6C6B-4227-AA17-C35D201855E2,Matthew Baker,4,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,E1FE31D2-4E7E-4DB3-AB5A-E76C13888BC3,Gillian Harrison Cain,12,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,E256611F-3DF3-43EB-A606-65E4456F8E59,Nancy Turber,51,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,E2EB8356-FA27-4DA1-AA9D-5FA11F5ADD86,John Meeks,34,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,E35A6067-83BF-4D3D-B843-E45B77C51759,Ina ICohen,13,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,EB668432-B7C2-47AC-9FDA-CF5F289E03B2,Naomi Steinberger,46,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,F409A1EE-2371-4259-800B-DEF0EADC3FB9,Ryan Lee,29,,,,,
Q58763061,Supporting the Changing Research Practices of Religious Studies Scholars,FD2C6DCC-DBD0-4EF9-87D1-082DCF7F3C43,Reed Lowrie,31,,,,,
Q59286679,CO2 Adsorption in Fe2(dobdc): A Classical Force Field Parameterized from Quantum Mechanical Calculations,007B1B3E-B8FF-409D-A10A-CA9DEF1017C6,Eric D. Bloch,3,,,,,
Q59286679,CO2 Adsorption in Fe2(dobdc): A Classical Force Field Parameterized from Quantum Mechanical Calculations,1347FDEB-D596-44E6-B816-7AF6E99C2986,Jihan Kim,4,,,,,
Q59286679,CO2 Adsorption in Fe2(dobdc): A Classical Force Field Parameterized from Quantum Mechanical Calculations,3BA6BE40-9789-4004-95BD-B8B2CB892E61,Allison L. Dzubak,5,,,,,
Q59286679,CO2 Adsorption in Fe2(dobdc): A Classical Force Field Parameterized from Quantum Mechanical Calculations,430096E5-505C-45DB-B92E-529ACF04913A,David Semrouni,7,,,,,
Q59286679,CO2 Adsorption in Fe2(dobdc): A Classical Force Field Parameterized from Quantum Mechanical Calculations,64A4672F-3741-4774-B62A-69DD35AF4288,Kyuho Lee,8,,,,,
Q59347161,REVIEWS,2C5274F7-36F2-4346-A3B2-2B9E364AA9C7,Abby Clobridge,2,,,,,
Q59347161,REVIEWS,309744A4-62B4-4652-BCFF-B1165A91381C,Dorothea Salo,7,,,,,
Q59347161,REVIEWS,31AEF755-E84B-428A-B4F1-1F39E7347EF1,Debbie Rabina,4,,,,,
Q59347161,REVIEWS,962D773B-DBD3-429E-A087-F2EF856AF194,Julia Bauder,5,,,,,
Q59347161,REVIEWS,A0149685-B866-4AE6-83DE-FD5199CED6C5,Kshitij Grover,3,,,,,
Q59347161,REVIEWS,A9A88324-75C3-41F9-90BC-B3AFCD9002E7,Phillip M. Edwards,1,,,,,
Q59347161,REVIEWS,C704BDCC-713C-40AC-806B-085575599155,Celia Ross,9,,,,,
Q59347161,REVIEWS,2A1D1D2F-5A86-496C-A87C-9102DCBB6087,Nicole C. Engard,6,,,,,
Q59420103,"Ab Initio Derived Force Fields for Predicting CO2 Adsorption and Accessibility of Metal Sites in the Metal–Organic Frameworks M-MOF-74 (M = Mn, Co, Ni, Cu)",700B382E-D2A3-4A56-99FE-1594E64AECC5,Huiliang Shi,3,,,,,
Q59420103,"Ab Initio Derived Force Fields for Predicting CO2 Adsorption and Accessibility of Metal Sites in the Metal–Organic Frameworks M-MOF-74 (M = Mn, Co, Ni, Cu)",80D906C7-2576-4C42-98DD-6550E1E9FD69,Wendy L. Queen,6,,,,,
Q59420103,"Ab Initio Derived Force Fields for Predicting CO2 Adsorption and Accessibility of Metal Sites in the Metal–Organic Frameworks M-MOF-74 (M = Mn, Co, Ni, Cu)",E81C4549-760A-415C-9E3E-A46036789256,Konstantinos D. Vogiatzis,4,,,,,
Q59420103,"Ab Initio Derived Force Fields for Predicting CO2 Adsorption and Accessibility of Metal Sites in the Metal–Organic Frameworks M-MOF-74 (M = Mn, Co, Ni, Cu)",F557B08F-D1D0-4B69-A4E1-E8B929AE8DC6,J. Ilja Siepmann,8,,,,,
Q59464133,"CO2 Adsorption in M-IRMOF-10 (M = Mg, Ca, Fe, Cu, Zn, Ge, Sr, Cd, Sn, Ba)",6D015811-3031-48D7-9D4F-2C9BF85D5BDC,J. Ilja Siepmann,6,,,,,
Q59464133,"CO2 Adsorption in M-IRMOF-10 (M = Mg, Ca, Fe, Cu, Zn, Ge, Sr, Cd, Sn, Ba)",BB07BBED-7EEE-446E-90FD-10CA011898D9,Jeffrey C. Sung,4,,,,,
Q59699732,"Religion and Popular Culture: A Cultural Studies Approach. By Chris Klassen. Oxford: Oxford University Press, 2014. Pp. xii + 227. $35.00",,,,,,,,
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,6AB62038-9FBE-4A30-BB71-A048BAF8D841,Jie Yang,4,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,79D5E7AA-8E7A-407A-B2FB-C9E874BA65BE,Kathleen Stergiopoulos,7,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,90AFF80F-DE9C-42DF-ABC8-BB1BA4D8972B,Kate Kerpen,1,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,B8483928-49C2-4356-913B-F9F48767356A,Chencan Zhu,3,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,BE7DE4F0-B68B-4F33-A4D6-C9B7224663D8,Paraskevi Koutrolou-Sotiropoulou,2,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192294,Disparities in death rates in women with peripartum cardiomyopathy between advanced and developing countries: A systematic review and meta-analysis,3F963888-8B72-43A5-9C9D-CCEA6C0EA22F,Fabio V Lima,6,8328faf964685f9eb38a98458495ec7a77202d15,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30594574%20AND%20SRC:MED&resulttype=core&format=json,2f59e90984799a2eeda6e6bea8b89d4f,2020-04-16T00:00:00Z,11
Q60192296,Laparoscopic versus open surgery: a systematic review evaluating Cochrane systematic reviews,3DFACA79-9120-4256-9B8E-5A3A6AE3FE1B,Brendan M. Carr,1,,,,,
