qid,label_en,description_en,instance_of_uuid,instance_of,doi_uuid,doi,doi_ref1_hash,doi_ref1_referenceUrl,doi_ref1_retrieved_nodeId,doi_ref1_retrieved_val,doi_ref1_retrieved_prec,pmid_uuid,pmid,pmid_ref1_hash,pmid_ref1_referenceUrl,pmid_ref1_retrieved_nodeId,pmid_ref1_retrieved_val,pmid_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,journal_uuid,journal,journal_ref1_hash,journal_ref1_referenceUrl,journal_ref1_retrieved_nodeId,journal_ref1_retrieved_val,journal_ref1_retrieved_prec,volume_uuid,volume,volume_ref1_hash,volume_ref1_referenceUrl,volume_ref1_retrieved_nodeId,volume_ref1_retrieved_val,volume_ref1_retrieved_prec,page_uuid,page,page_ref1_hash,page_ref1_referenceUrl,page_ref1_retrieved_nodeId,page_ref1_retrieved_val,page_ref1_retrieved_prec,issue_uuid,issue,issue_ref1_hash,issue_ref1_referenceUrl,issue_ref1_retrieved_nodeId,issue_ref1_retrieved_val,issue_ref1_retrieved_prec
Q35989299,Flipping one-shot library instruction: using Canvas and Pecha Kucha for peer teaching.,scientific article,282D3F35-695B-4A37-B2CF-724447A5D445,Q13442814,E7C44AFC-E5A0-4FD2-BC82-920E154AA07B,10.3163/1536-5050.104.2.006,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,,,,,,,,1685DB78-CB16-439D-95EB-8CD0D38EDB4C,e3d91cc3562b7bb25e38543e3b40127b,2016-04-01T00:00:00Z,11,dde83310b569b4c989e78703c4a99355f8540520,,10fdb18cdfaf6d8e665110d0db33559f,2017-08-11T00:00:00Z,11,6ADD1EA5-E5C8-435B-9F39-885EF581F488,Flipping one-shot library instruction: using Canvas and Pecha Kucha for peer teaching.,dde83310b569b4c989e78703c4a99355f8540520,,10fdb18cdfaf6d8e665110d0db33559f,2017-08-11T00:00:00Z,11,6BD3F59D-27A1-4F9C-85FE-65CB7EC3B706,Q15752795,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,57445270-0B12-4293-98D1-FE44BF2F103D,104,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,67AE4891-32AE-4D23-8245-E7B3C1BADF5A,125-130,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,4936B515-11B7-4C94-9EA3-662AC9572FB2,2,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11
Q38422208,Integrating computerized clinical decision support systems into clinical work: A meta-synthesis of qualitative research.,scientific article published on 14 September 2015,183A82FC-3672-4015-8208-32221EF73B7D,Q13442814,CBE98AE8-EC99-4B96-9430-5CA1DF7FED6C,10.1016/J.IJMEDINF.2015.09.005,7f82baac91e8a1a0aeb64ab3f278aaabd4e98cc3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:26391601%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,,,,,,,,3E3F6124-B85C-4A86-A9EC-A8A2A0D43E61,807a008cf709c668b1088aadff686eac,2015-09-14T00:00:00Z,11,f17492d692a9b7fea80ada3db4aafb53a85a05cf,,80afb388a7499b288342ba543d6bc5cc,2017-09-02T00:00:00Z,11,9C532AED-EB4C-4E3A-B9D7-A3CF92360C63,Integrating computerized clinical decision support systems into clinical work: A meta-synthesis of qualitative research.,f17492d692a9b7fea80ada3db4aafb53a85a05cf,,80afb388a7499b288342ba543d6bc5cc,2017-09-02T00:00:00Z,11,6DBF45DE-50B7-4C66-AFC0-067825F06E63,Q2233439,7f82baac91e8a1a0aeb64ab3f278aaabd4e98cc3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:26391601%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,FA1F5D6E-07B5-4C80-8427-BBF607C4ED11,84,7f82baac91e8a1a0aeb64ab3f278aaabd4e98cc3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:26391601%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,6EF9903F-445D-4FCC-838D-D81A256407E1,1009-1018,7f82baac91e8a1a0aeb64ab3f278aaabd4e98cc3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:26391601%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11,7330FF98-ED95-431C-8B83-D0C244241E5A,12,7f82baac91e8a1a0aeb64ab3f278aaabd4e98cc3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:26391601%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11
Q44943965,Darwin-SW: Darwin Core-based terms for expressing biodiversity data as RDF,journal article from 'Semantic Web' published in 2016,BB4C119B-65BC-4A04-BA40-288B3B2E0C4F,Q13442814,9012B044-512C-4017-AFCD-16E60FC737C9,10.3233/SW-150203,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,,,,,,,,AB6F9EF9-E14E-4E09-93DB-7854353D54B8,d4adfbb83774fde807b2d352adc29bc0,2016-10-11T00:00:00Z,11,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,FDD127CF-C7C2-4C4F-A1CE-A60D52F4950C,Darwin-SW: Darwin Core-based terms for expressing biodiversity data as RDF,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,a2121fe1-469c-cef3-4207-b16b8cbd5617,Q15817015,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,6D6FDFA1-A337-4A55-B36B-6FF81CC12770,7,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,ECFA0876-A0AC-41A5-8338-E645F8084977,629–643,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11,C2AEFC89-E022-4AE0-896A-ADC0D3C33257,6,768e0357f36d5c7947837608f54855944f8d6198,https://doi.org/10.3233/SW-150203,067ff15e4f6346533194e459b8f8b4dc,2021-03-17T00:00:00Z,11
Q50495620,"For Medical Literature Expertise, Ask a Librarian.",scientific article published in August 2016,C3265446-9430-4850-A226-076B4B410D2E,Q13442814,65429672-50AB-40F4-A75D-1769F20C3ED4,10.1097/ACM.0000000000001265,b4b29482b264f0ce9991d11df9d092ae11661326,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27465088%20AND%20SRC:MED&resulttype=core&format=json,9a84b0c06c4a01cb49163fba493831d3,2020-06-11T00:00:00Z,11,,,,,,,,0F0F0065-D2AE-4F94-AE12-8A41CF20BD16,29b0a0b56a144aff0b63ecbf0c00f6f3,2016-08-01T00:00:00Z,11,8c0fdb8ca97a163cc6206f1fa4dc4c0e4193b706,http://europepmc.org/abstract/MED/27465088,56c31988774e3052bb6504481dd29a21,2018-03-14T00:00:00Z,11,D8AB502C-CCE8-4D64-9D19-1DA8710D5A76,"For Medical Literature Expertise, Ask a Librarian.",8c0fdb8ca97a163cc6206f1fa4dc4c0e4193b706,http://europepmc.org/abstract/MED/27465088,56c31988774e3052bb6504481dd29a21,2018-03-14T00:00:00Z,11,3558A7A5-120B-49C9-98DE-4FF55611BCDC,Q15751327,b4b29482b264f0ce9991d11df9d092ae11661326,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27465088%20AND%20SRC:MED&resulttype=core&format=json,9a84b0c06c4a01cb49163fba493831d3,2020-06-11T00:00:00Z,11,102A384D-EAFE-4898-BFDD-ED58D2DF4F39,91,b4b29482b264f0ce9991d11df9d092ae11661326,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27465088%20AND%20SRC:MED&resulttype=core&format=json,9a84b0c06c4a01cb49163fba493831d3,2020-06-11T00:00:00Z,11,FC635EA6-7C9E-4C68-BD31-D7E426F8F2E9,1040,b4b29482b264f0ce9991d11df9d092ae11661326,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27465088%20AND%20SRC:MED&resulttype=core&format=json,9a84b0c06c4a01cb49163fba493831d3,2020-06-11T00:00:00Z,11,2C6207D2-9BF8-4F57-9F00-DE4271AD6863,8,b4b29482b264f0ce9991d11df9d092ae11661326,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27465088%20AND%20SRC:MED&resulttype=core&format=json,9a84b0c06c4a01cb49163fba493831d3,2020-06-11T00:00:00Z,11
Q53870396,Data Management: Streamlining Your Research and Publication Pipeline,,badc3c50-4fba-1f93-54bc-fcedff61b44f,Q17928402,,,,,,,,,,,,,,,75f696dd-48d5-cf7d-5c77-5ac3fc0dcb74,62d71ea8ca7e42cd51700c67c00f0d65,2017-09-12T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55410842,"Choosing the Right Citation Management Tool: Endnote, Mendeley, Refworks, or Zotero.",scientific article,0BA784FE-B8BA-4CA8-82BF-C5D2CDF2F330,Q13442814,EC39F84F-34EA-41A0-9BC9-8602C61FFBA1,10.5195/JMLA.2018.468,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11,,,,,,,,EE11A8EB-D10D-4FF3-9915-8D02F1D4D7B0,4138432be38f69c1d86de3732e2b602b,2018-07-01T00:00:00Z,11,3616ec8dd3ca3d826b989d79eb0c705ec170595e,http://europepmc.org/abstract/PMC/6013132,217f2b2d8c5e9424c24073f81353dcf4,2018-07-07T00:00:00Z,11,BF27ACA7-57CA-43C7-9ECA-EB07E9B71373,"Choosing the Right Citation Management Tool: Endnote, Mendeley, Refworks, or Zotero.",3616ec8dd3ca3d826b989d79eb0c705ec170595e,http://europepmc.org/abstract/PMC/6013132,217f2b2d8c5e9424c24073f81353dcf4,2018-07-07T00:00:00Z,11,6AEE2B69-6A97-40F5-BC16-5067EBFBFEBD,Q15752795,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11,32D2CCCA-09D9-4631-ACD3-3065B73D54BF,106,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11,3CE20B0C-7BA4-451E-BB3F-01745862E179,399-403,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11,9D172914-3A83-4271-A4FC-0EA89E155786,3,94408d34045a76d2f4e3da80b695cf5f56afbb74,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=PMCID:PMC6013132&resulttype=core&format=json,432cfcae4c654381dfe8a22c833d30aa,2020-05-14T00:00:00Z,11
Q56337275,La presidencia de Sucre en Bolivia,article,68803011-B3F7-44CE-AAA5-7CE94986AAE6,Q13442814,8D60B87E-7F88-4AB1-A24F-0BF558C369C9,10.2307/2515857,,,,,,,,,,,,,E78F2D92-4338-421B-8506-6B46287C4D5F,95beb8c82a0a1b78c262a9ecd0da0dca,1989-05-01T00:00:00Z,10,,,,,,E0E1E61F-B514-43C7-9B02-07426F1F729E,La presidencia de Sucre en Bolivia,,,,,,18D6C522-E0A7-4D20-BDC1-8FA5409BD956,Q15759585,,,,,,6FF1EA5A-A1BA-4CE1-B4CE-7D56851B7DF8,69,,,,,,ED207769-E928-4327-A573-C857737971C7,357,,,,,,6F514834-1BC5-4B79-B929-E763C4652622,2,,,,,
Q56825246,Open Access Publishing and Scholarship,,37D78EDB-BED0-43C1-9563-1901A21C7B73,Q13442814,BBEFCBBE-74A2-4F7E-B262-0AB5EAA764D2,10.1080/15228959.2016.1160809,,,,,,,,,,,,,F4A38082-5134-463A-91ED-B47B06240B43,298f24ea54416eea4ce05b030fe5b7b5,2016-04-02T00:00:00Z,11,,,,,,775EB5A2-60AA-4765-8018-A4B10A37EBD3,Open Access Publishing and Scholarship,,,,,,B6491E1D-C76F-4CB7-B1B5-759FE314ABB3,Q15817798,,,,,,5C084FCF-B613-488A-8134-C5D32A3CF71A,12,,,,,,0B5150C6-3B1E-418F-9015-DBEC8F66F8D1,125-139,,,,,,906F4451-EA90-4264-8C0C-FEABD90B030A,2,,,,,
Q56825541,Information Literacy and Writing Assessment http://www.umuc.edu/library/tutorials/information_literacy/toc.html,,C970C490-BA60-4A9C-8FA6-E4170ED48AEF,Q13442814,F1594F6E-7146-43E4-B1B1-AAE88EBADE19,10.1080/15228950903517431,,,,,,,,,,,,,8686E134-2C49-461A-AFD5-5ED41B51FF99,68ff30ffcd3dab1b310e8552602845b9,2010-02-08T00:00:00Z,11,,,,,,164D33CB-521B-46D7-8B08-487F9BD2E0EF,Information Literacy and Writing Assessment http://www.umuc.edu/library/tutorials/information_literacy/toc.html,,,,,,DC79995D-4333-49CB-B512-070AE9C601C2,Q15817798,,,,,,958040D3-FD2B-499A-B4FB-864162327121,6,,,,,,0145B9D4-524A-4E1D-B0F2-E809D5A6819C,24-25,,,,,,7CBF4DED-E47E-4710-9BC8-16D65BE50E82,1,,,,,
Q56844082,"Bridging the Gap Between Digital Measures and Digital Commons in Support of Open Access: Or, How I Learned to Stop Worrying and Love Human Mediation",,D03057A8-C1B6-4166-817A-0401447901B2,Q13442814,260F9FB9-98C9-4D3F-B244-BB434BB1D1A0,10.1080/01462679.2014.860856,,,,,,,,,,,,,B31B555A-F36D-4729-86D2-CB1C76C74B67,e73d0a671fdcaa9300c6397e0b0521d4,2013-12-20T00:00:00Z,11,,,,,,7C45D285-E16F-4895-A4EB-D0B0340054F6,"Bridging the Gap Between Digital Measures and Digital Commons in Support of Open Access: Or, How I Learned to Stop Worrying and Love Human Mediation",,,,,,8BB2D6B9-7AE1-445D-85FF-C0EFF79DD344,Q15749554,,,,,,62D25AA4-FA15-4452-A593-B27033630A57,39,,,,,,043A0A1A-347F-498F-9423-315D5296EAA5,32-42,,,,,,11F058AD-10EB-4126-B093-6599BF4D160C,1,,,,,
Q57067459,A pragmatic reading of Karl Barth's theological epistemology,scholarly article,ff46e88c-4d64-ae0c-bd88-57f155cc3286,Q13442814,,,,,,,,,,,,,,,572cbf33-477a-26f3-456e-0fc3db200f83,c5c0b1372c566af0e3d31535e7b831b4,2001-01-01T00:00:00Z,9,,,,,,f3f9aaed-425e-ba0a-45ec-ab41142b2e1e,A pragmatic reading of Karl Barth's theological epistemology,,,,,,c763bdeb-4121-a394-b764-7b1749c25e00,Q15754942,,,,,,c8ce6d94-4e25-f223-4fca-fad4a8d17382,22,,,,,,f4385228-43f7-2ce7-f799-bdf8f925d985,241-269,,,,,,ea64127f-45a8-5b88-a917-77719dce31d4,3,,,,,
Q57069121,A canopy of grace: common and particular grace in Abraham Kuyper's theology of science,journal article from 'The Princeton Seminary Bulletin' published in 2003,CB767565-0562-428B-A354-E7E1935FEE11,Q13442814,,,,,,,,,,,,,,,7639235C-2165-4074-ACFD-401A1FD6265D,d08540251db5f4703c45d338e4657af7,2003-01-01T00:00:00Z,9,,,,,,8D2769EE-9D91-4EFE-9B6F-4C28036A450E,A canopy of grace: common and particular grace in Abraham Kuyper's theology of science,,,,,,ed89e377-409e-dac8-e3d1-b8b2fd5f1f91,Q53952460,,,,,,A641BA6F-40DC-4F8C-B133-5ACA607C763C,24,,,,,,7A765D44-45E7-4D52-8AA1-571E102DF59F,122-140,,,,,,AB76622A-C371-44F9-8644-B350EF43A2C0,1,,,,,
Q57081384,Karl Barth and American evangelicalism,book edited by Bruce L. McCormack and Clifford B. Anderson,CE854A62-6026-4A7E-A9E2-7605F613F761,Q3331189,,,,,,,,,,,,,,,140CEFCD-E5C7-4C7B-8AD5-41659C105B16,8d35e020d280df67e2e5d778acf3636b,2011-08-17T00:00:00Z,11,,,,,,6C2E4C6A-B5D2-44A2-ABC8-BE4F4975F5B0,Karl Barth and American Evangelicalism,,,,,,,,,,,,,,,,,,,,DC7842A3-E258-4C61-B68C-2F9A6F06736B,400,,,,,,,,,,,,
Q57083009,"The NSF/NIH effect: surveying the effect of data management requirements on faculty, sponsored programs, and institutional repositories",scholarly article,6be5357e-4c02-e3ad-ed32-ead6b8d53bc7,Q13442814,EC0CC245-E9EE-4C72-B99D-5F68E6B4524A,10.1016/J.ACALIB.2014.04.010,,,,,,,,,,,,,781cbd1a-4bbd-d021-db0b-23a3167ded72,fc97c34ea5ab04a49398329beb153550,2014-05-01T00:00:00Z,10,,,,,,2f8c7cef-4de1-2432-e003-ca541ecc9697,"NSF/NIH effect: surveying the effect of data management requirements on faculty, sponsored programs, and institutional repositories",,,,,,0c891614-4dc0-9ecc-c2cc-1302a58eb0c0,Q7743547,,,,,,df34b8c9-4bad-168f-6e75-eabcf68db209,40,,,,,,a297b24a-4b0d-a4f3-810d-e377c06077fd,322-331,,,,,,aa24d06f-4307-2926-d30c-33a06979fb09,3-4,,,,,
Q57083115,Data-first manifesto: shifting priorities in scholarly communications,scholarly article,622378D5-B5BB-4645-A11A-18A5218A6D94,Q13442814,8952C519-9759-473C-9EAE-95EBC481156B,10.3233/ISU-170852,,,,,,,,,,,,,EE457A67-F09B-4BC3-8184-61DB7B2B7B95,f92917e76638c729a89d23cb47f7c6fa,2017-11-07T00:00:00Z,11,,,,,,AD623BEE-61E5-4C68-9763-B8F68DA832D9,Data-first manifesto: shifting priorities in scholarly communications,,,,,,cb67657a-4e3d-56e1-f413-083dd8d2fb29,Q6030834,,,,,,A09CCA83-94DA-4CAE-A099-C736186B78BD,37,,,,,,F9E00FE6-018F-4856-ABAA-5B9E947F4A1C,335-342,,,,,,70991F4E-4E07-46C7-B82C-0820226D8CA3,3,,,,,
Q57203473,Wittgensteinian support for domain analysis in classification,Journal Article,b7d59734-4c47-af4a-938d-e9dc67d774cd,Q13442814,,,,,,,,,,,,,,,e63e2889-4d8c-9cc4-29c1-2d07b0fc9edb,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,,,,,,,55322603-414a-098a-c4c2-ea8f3a1320ab,Q15759805,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57205614,The Problem of Psychologism in Karl Barth's Doctrine of Sanctification,scholarly article,E5079B74-6B5A-43CA-83C9-E88DF719C0EF,Q13442814,,,,,,,,,,,,,,,55C34714-1CBD-4BAE-9DE4-D0DB15A2DADA,d52588577463d86ae0db06ee93765764,2002-01-01T00:00:00Z,9,,,,,,6FC2A26F-AB38-4CD6-8444-6328D0A7ADE3,The Problem of Psychologism in Karl Barth's Doctrine of Sanctification,,,,,,ae6a4e4f-4c84-6096-74e4-e6ae6ac16d88,Q57208374,,,,,,AE2C205E-7B80-46FE-8EBC-79B0B0368EF5,18,,,,,,0A557DBC-09A1-4BA8-9979-91EC93B91636,339–352,,,,,,A03A6007-CCFB-4A79-846F-84D5CDDC78AB,3,,,,,
Q57205615,On Teaching XQuery to Digital Humanists,conference paper published in 2014,2CE175C0-495A-44CB-8C3A-2D29046A41AA,Q23927052,7E47F750-6D8B-4693-BE28-6362E0394057,10.4242/BALISAGEVOL13.ANDERSON01,,,,,,,,,,,,,89DD34F9-CBD2-412D-96D0-0EDD068D781B,fc801d81184f640861cb5b1c4b2ba596,2014-08-01T00:00:00Z,10,,,,,,CB93C88A-9AE7-4AA6-9AE3-1E6862387A14,On Teaching XQuery to Digital Humanists,,,,,,,,,,,,,00BA9929-32EE-450C-ABE1-A3CFDCCD3933,13,,,,,,,,,,,,,,,,,,,
Q57302554,Jesus and the “Christian Worldview”: A Comparative Analysis of Abraham Kuyper and Karl Barth,scholarly article,5e939f60-4d59-2eb1-be0b-b9c04cd43e88,Q13442814,,,,,,,,,,,,,,,78f6b8e2-4aac-b9a8-97c9-5499c88ac38a,a168099a276acef7dda1abffc846ab21,2006-06-01T00:00:00Z,11,,,,,,cdfc4bc9-48fe-381f-ed3f-4f2629b54de3,Jesus and the “Christian Worldview”: A Comparative Analysis of Abraham Kuyper and Karl Barth,,,,,,43aef739-46e0-69f8-2c75-8801c31a8470,Q57302467,,,,,,7135efbb-4249-3e73-67a0-94222363b77c,2,,,,,,37b01ce6-4373-e916-0e49-b97b69a8cdae,61-80,,,,,,a606e639-4c73-2b0e-3253-a50fb84d1da9,2,,,,,
Q57317494,Text mining in business libraries,scholarly article,b21fd5de-49df-0a3c-4a62-46e8e3c3d3fc,Q13442814,f345e010-4a70-cfc3-b6fe-ba285f8222c6,10.1080/08963568.2017.1285749,,,,,,,,,,,,,5de991c7-4ff8-0735-143e-3ba3624e4278,47484df520c06e3eca7bc78905fbd02b,2017-02-28T00:00:00Z,11,,,,,,230d1376-432a-52d2-3b65-fc61efae0a49,Text mining in business libraries,,,,,,6931481d-431e-e127-4bf5-c5ca2cc8bb6b,Q15816723,,,,,,67c52682-4b73-6a21-80ab-8c68b8d01286,22,,,,,,128021c5-4a79-fc03-c058-386d05cdf0f8,149-165,,,,,,7ff38341-4f99-084e-0fce-7c1c2a97c03e,2,,,,,
Q57345053,Developing Data Curation Protocols for Digital Projects at Vanderbilt: Une Micro-Histoire,,B87BB2DE-FBBA-4859-8686-091141DD2FB5,Q13442814,503E93FC-879B-4D7F-AB58-CC6A8E4B5733,10.2218/IJDC.V12I2.574,,,,,,,,,,,,,9E0ADC73-8925-4FC4-9B57-2CBE5EB4A64C,e4ce4e28d383d873930ca90462456cf3,2018-05-08T00:00:00Z,11,,,,,,F4A2E452-2767-46EB-A8E4-2C70463D8AB4,Developing Data Curation Protocols for Digital Projects at Vanderbilt: Une Micro-Histoire,,,,,,20A12132-FEFD-447A-85BE-60DD9CB9ABFD,Q15749501,,,,,,6ACFE578-2F3C-498F-A8D5-C830F718695B,12,,,,,,907CE7CC-798C-4F29-8BED-0F0C7C1C6E3F,246-254,,,,,,8C489883-FA14-42D8-9EF2-06189C0150E0,2,,,,,
Q57345060,"Barth und Goethe: Die Goethe-Rezeption Karl Barths, 1906–1921",scholarly article,DC9CD20E-AB67-49C6-AE20-7A8D25534A8C,Q13442814,3E5A862F-E00D-4CC1-B830-B04EAD1DF8BE,10.11630/1550-4891.10.02.118,,,,,,,,,,,,,E7D777FA-B9BB-49AC-8874-8BA327AB9081,7892956a8c8e8fbb8b843ad18e14a8da,2014-12-01T00:00:00Z,11,,,,,,F8511A92-9E6F-44F1-BA5E-DCFA06B80822,"Barth und Goethe: Die Goethe-Rezeption Karl Barths, 1906–1921",,,,,,9937F7CE-A915-4CFD-A3DF-8FD117D910A2,Q57302467,,,,,,8D3F2678-0131-4F5D-ADE6-8DA495854635,10,,,,,,53EE844F-4A00-4F5D-A993-FE1489D38ADF,118-120,,,,,,0A1CD155-A5FC-42C3-AAB1-21883224420B,2,,,,,
Q57345074,To Carl Schmitt: Letters and Reflections,article,C0DF4336-E567-4D57-B3A2-F2C619C8DB60,Q13442814,7BDD999E-8A41-4AAA-9604-19ABA7AAFD7B,10.11630/1550-4891.09.02.130,,,,,,,,,,,,,2EBE65C6-164D-4A32-9748-58F8C6ECE4F6,b39a424172b92d34931e5de1b42e235b,2013-12-31T00:00:00Z,11,,,,,,C5E771D8-8DCB-441C-A31C-D974C33FBE1C,To Carl Schmitt: Letters and Reflections,,,,,,968DAC98-0632-441F-A77F-4E7C127F97A0,Q57302467,,,,,,5B2B0AD7-2847-4AE9-A12A-342FA7CCD1F4,9,,,,,,D4C02156-DD1C-4502-A239-00B8FD03F7B1,130-131,,,,,,413546B3-FE7C-41A5-9B17-A40F3518DFAC,2,,,,,
Q57345080,Kuyper In The Civil Sphere,scholarly article,C76B15C0-0A77-4B84-BE9F-E410FB99FFDA,Q13442814,B607F0F3-76A3-4F0A-A112-E74E92E50F8B,10.1163/EJ.9789004203365.I-284.36,,,,,,,,,,,,,ec3a3a58-4377-a8f1-8c1f-27d285220f30,19fb1e607fb895edac44d92bd9141272,2011-01-01T00:00:00Z,9,,,,,,EAF3E32E-FB16-4FD6-9A34-3F11E96F5289,Kuyper In The Civil Sphere,,,,,,492ced25-4f88-919f-3125-bb0c4136a5ed,Q57667703,,,,,,,,,,,,,1933D4DA-576C-477A-936A-36DF0EEDC807,147-168,,,,,,,,,,,,
Q57345082,"Herman Bavinck, Reformed Dogmatics, vol. 3: Sin and Salvation in Christ, ed. John Bolt, trans. John Vriend (Grand Rapids: Baker Academic, 2006), pp. 685. $49.99",,D2B01FBC-E2F4-4340-B655-C3471DDC63CB,Q13442814,B290D39C-D0C1-41BA-A2D6-BC9EBA07151E,10.1017/S003693060700364X,,,,,,,,,,,,,F9B415A9-EBAD-4CDD-8A23-E91E82C1D238,7535c1a655b528af5d6b7ec3138134c8,2010-07-01T00:00:00Z,11,,,,,,94BED968-0E0C-4BD7-A3E3-CF4D00ED9173,"Herman Bavinck, Reformed Dogmatics, vol. 3: Sin and Salvation in Christ, ed. John Bolt, trans. John Vriend (Grand Rapids: Baker Academic, 2006), pp. 685. $49.99",,,,,,CACC9F2C-8B8E-4978-9514-144D97068A53,Q7437800,,,,,,CC64F629-E893-4CC5-B51C-0ED3E7C8B5E5,63,,,,,,C20FB8CA-3B53-4211-8832-446190050139,368-369,,,,,,4BD3FBA1-64E7-49DD-BCAD-FF06BDEAFF78,3,,,,,
