qid,label_en,description_en,exhibitions,ssid,reference_url
Q102967041,Kogo (Incense Container) with Comma-Shaped Design on Lid,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756798,https://library.artstor.org/#/asset/26756798
Q102968858,Netsuke (Toggle) in the Form of a Cicada,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756478,https://library.artstor.org/#/asset/26756478
Q102970438,Rice Cake Mold with a Design of a Peony,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756774,https://library.artstor.org/#/asset/26756774
Q102970446,Rice Cake Mold with a Design of a Pine Tree and Bamboo Grass,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756763,https://library.artstor.org/#/asset/26756763
Q102970480,"Rice Cake Mold with a Design of Mt. Fuji, Pine, a Bird, Two Fruits, and Clouds",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756768,https://library.artstor.org/#/asset/26756768
Q106582705,Kanzashi (Woman's Hair Ornament) - Circular Pin with a Chrysanthemum Design,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756557,https://library.artstor.org/#/asset/26756557
Q103308296,Serving Tray with a Design of a Bat and a Peach,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756512,https://library.artstor.org/#/asset/26756512
Q102970430,Rice Cake Mold with a Design of a Basket of Peaches and Pomegranates,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756767,https://library.artstor.org/#/asset/26756767
Q102966970,Kogo (incense container) in the Form of a Lion,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756671,https://library.artstor.org/#/asset/26756671
Q102970425,Rice Cake Mold with a Design of a Bamboo Shoot,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756773,https://library.artstor.org/#/asset/26756773
Q102970395,Rice Cake Mold (2 parts) with a Design of an Open Folding Fan,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756762,https://library.artstor.org/#/asset/26756762
Q102966976,Kogo (Incense Container) in the Form of a Pine Cone,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756673,https://library.artstor.org/#/asset/26756673
Q106582706,Kanzashi (Woman's Hair Ornament) - Circular Pin with a Design of Flowers and Leaves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756558,https://library.artstor.org/#/asset/26756558
Q106582707,Kanzashi (Woman's Hair Ornament) With a Design,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756846,https://library.artstor.org/#/asset/26756846
Q106582753,Menuki (Sword Hilt Ornament) with a Design of Five Diamond Shapes,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756367,https://library.artstor.org/#/asset/26756367
Q106582740,Menuki (Sword Hilt Ornament) with a Design of a Puppy with a Hoe,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756351,https://library.artstor.org/#/asset/26756351
Q103308446,Signature Seal in the Form of a Boar,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756532,https://library.artstor.org/#/asset/26756532
Q103308472,Signature Seal With a Design of a Bat and Clouds,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756522,https://library.artstor.org/#/asset/26756522
Q103308491,"Signature Seal With a Design of Tree on Hill, Mountain Path, and Hut",sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756526,https://library.artstor.org/#/asset/26756526
Q103308503,Signature Seal With a Dog on Top and Initials of HDD on Seal Surface,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756518,https://library.artstor.org/#/asset/26756518
Q103308533,Signature Seal With a Kirin (Mythical Beast) on Top,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756517,https://library.artstor.org/#/asset/26756517
Q102966990,Kogo (Incense Container) with a Design of a Chrysanthemum and Paulownia Leaves and Flowers,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756672,https://library.artstor.org/#/asset/26756672
Q106582739,Menuki (Sword Hilt Ornament) with a Design of a Pair of Flying Cranes,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756347,https://library.artstor.org/#/asset/26756347
Q106582744,Menuki (Sword Hilt Ornament) with a Design of a Seated Man with a Drinking Gourd,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756360,https://library.artstor.org/#/asset/26756360
Q102968852,Netsuke (Toggle) in the Form of a Chrysanthemum,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756480,https://library.artstor.org/#/asset/26756480
Q103312649,Yukata (Summer Kimono) with an Ikat-Weave Design of Flying Birds and Hatch Lines,textile by Artist Unknown,Legacy of Asian Art (1992-1993),26756861,https://library.artstor.org/#/asset/26756861
Q102967047,Kogo (Lidded Incense Container),ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756547,https://library.artstor.org/#/asset/26756547
Q102968937,Netsuke (Toggle) in the Form of Two Chestnuts,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756469,https://library.artstor.org/#/asset/26756469
Q104032342,Signature Seal in the Form of a Lion Dog,sculpture by Artist Unknown 1992.214,Legacy of Asian Art (1992-1993),26756530,https://library.artstor.org/#/asset/26756530
Q106582717,Kanzashi (Woman's Hair Ornament) with Crystal Tips,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756850,https://library.artstor.org/#/asset/26756850
Q106582754,Menuki (Sword Hilt Ornament) with a Design of Fukurokuju (One of the Seven Lucky Gods) Holding a Fan and a Scroll,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756358,https://library.artstor.org/#/asset/26756358
Q106582735,Menuki (Sword Hilt Ornament) with a Design of a Flat Ceremonial Fan,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756365,https://library.artstor.org/#/asset/26756365
Q104032121,Kogo (Incense Container),ceramics by Artist Unknown 1992.483,Legacy of Asian Art (1992-1993),26756800,https://library.artstor.org/#/asset/26756800
Q104032120,Kogo (Incense Container),ceramics by Artist Unknown 1992.482,Legacy of Asian Art (1992-1993),26756799,https://library.artstor.org/#/asset/26756799
Q104032119,Kogo (Incense Container),ceramics by Artist Unknown 1992.480,Legacy of Asian Art (1992-1993),26756797,https://library.artstor.org/#/asset/26756797
Q106582755,Menuki (Sword Hilt Ornament) with a Design of Pomegranates,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756354,https://library.artstor.org/#/asset/26756354
Q102965206,Folding Fan Painted with Wave Patterns and a Family Crest on Both Sides,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756825,https://library.artstor.org/#/asset/26756825
Q106582756,Menuki (Sword Hilt Ornament) with a Design of Shoki  (the Demon Queller),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756380,https://library.artstor.org/#/asset/26756380
Q106582736,Menuki (Sword Hilt Ornament) with a Design of a Flying Bat and a Crescent Moon,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756340,https://library.artstor.org/#/asset/26756340
Q102968943,Netsuke (Toggle) in the Form of Two Mice on a Seashell,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756487,https://library.artstor.org/#/asset/26756487
Q102965188,"Folding Fan Painted with Bodhidharma and Calligraphic Inscription, translation: Congratulations to Kuo Tsan-ch'ang!",painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756827,https://library.artstor.org/#/asset/26756827
Q104032673,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",work of art by Artist Unknown 1992.245A-D,Legacy of Asian Art (1992-1993),26756561,https://library.artstor.org/#/asset/26756561
Q106582761,Menuki (Sword Hilt Ornament) with a Design of Two Tops,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756356,https://library.artstor.org/#/asset/26756356
Q106582759,Menuki (Sword Hilt Ornament) with a Design of Two Swallows in Flight,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756346,https://library.artstor.org/#/asset/26756346
Q103310581,Tsuba (Sword Guard) with a Design of a Dragon and Waves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756496,https://library.artstor.org/#/asset/26756496
Q103310599,"Tsuba (Sword Guard) with a Design of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756493,https://library.artstor.org/#/asset/26756493
Q103310622,Tsuba (Sword Guard) with a Design of an Eagle,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756497,https://library.artstor.org/#/asset/26756497
Q103310630,Tsuba (Sword Guard) with a Design of Cherry Blossoms,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756510,https://library.artstor.org/#/asset/26756510
Q103310646,Tsuba (Sword Guard) With a Design of Lotuses,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756507,https://library.artstor.org/#/asset/26756507
Q103310655,Tsuba (Sword Guard) with a Design of Squirrels and Grapes,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756499,https://library.artstor.org/#/asset/26756499
Q106582758,Menuki (Sword Hilt Ornament) with a Design of Two Stags and a Doe,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756361,https://library.artstor.org/#/asset/26756361
Q106582751,Menuki (Sword Hilt Ornament) with a Design of Ebisu (One of the Seven Lucky Gods),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756352,https://library.artstor.org/#/asset/26756352
Q103310663,"Tsuba (Sword Guard) with a Design on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756506,https://library.artstor.org/#/asset/26756506
Q103310673,Tsuba (Sword Guard) with an Inlay Design of Bamboo,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756502,https://library.artstor.org/#/asset/26756502
Q103310723,"Two Horses, a Book Illustration from The Manga, Vol. 6",print by Katsushika Hokusai,Legacy of Asian Art (1992-1993),26756443,https://library.artstor.org/#/asset/26756443
Q102965173,"Folding Fan Painted with a Japanese Nightingale Flying in Front of a Full Moon on one Side, and a Landscape with Two Birds on the Other",painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756823,https://library.artstor.org/#/asset/26756823
Q106582757,Menuki (Sword Hilt Ornament) with a Design of Two Seated Demons,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756344,https://library.artstor.org/#/asset/26756344
Q106582732,Menuki (Sword Hilt Ornament) with a Design of a Figure Holding a Fan in Front of Chrysanthemums,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756369,https://library.artstor.org/#/asset/26756369
Q106582716,Kanzashi (Woman's Hair Ornament) with Abstract Design,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756837,https://library.artstor.org/#/asset/26756837
Q103309917,The Last Supper,print by Sadao Watanabe,Legacy of Asian Art (1992-1993),26756717,https://library.artstor.org/#/asset/26756717
Q102965164,Folding Fan Painted with a Design of Two Eggplants,painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756828,https://library.artstor.org/#/asset/26756828
Q103309282,Suiteki (water dropper) with a design of fans,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756662,https://library.artstor.org/#/asset/26756662
Q102968894,Netsuke (Toggle) in the Form of a Lotus Pod,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756471,https://library.artstor.org/#/asset/26756471
Q102968899,"Netsuke (Toggle) in the Form of a Man on a Fish, with an Ojime (Closing Bead) on Cord",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756484,https://library.artstor.org/#/asset/26756484
Q106582719,Kanzashi (Woman's Hair Ornament) with Multi-Color Pattern,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756836,https://library.artstor.org/#/asset/26756836
Q106582720,Kanzashi (Woman's Hair Ornament) with Tips Capped in Gold Leaf,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756849,https://library.artstor.org/#/asset/26756849
Q106582748,Menuki (Sword Hilt Ornament) with a Design of a Treasure Ship,work of art by Artist Unknown 1992.048,Legacy of Asian Art (1992-1993),26756363,https://library.artstor.org/#/asset/26756363
Q102968905,Netsuke (Toggle) in the Form of a Man with a Sack,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756488,https://library.artstor.org/#/asset/26756488
Q102968913,Netsuke (Toggle) in the Form of a Sunburst with a Silver Ball in the Center,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756479,https://library.artstor.org/#/asset/26756479
Q106582723,Menuki (Sword Hilt Ornament) with a Design of a Bear,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756353,https://library.artstor.org/#/asset/26756353
Q106582749,Menuki (Sword Hilt Ornament) with a Design of a Tripod Holding Sacred Fungus,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756341,https://library.artstor.org/#/asset/26756341
Q102968923,Netsuke (Toggle) in the Form of Half of a Chrysanthemum,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756477,https://library.artstor.org/#/asset/26756477
Q102969831,Plate With Carved Clematis Flower,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756687,https://library.artstor.org/#/asset/26756687
Q102967019,Kogo (Incense Container) with a Design of Bamboo Grass,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756667,https://library.artstor.org/#/asset/26756667
Q106582752,Menuki (Sword Hilt Ornament) with a Design of Emperor and Empress Dolls for the Girls' Doll Festival,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756342,https://library.artstor.org/#/asset/26756342
Q106582725,Menuki (Sword Hilt Ornament) with a Design of a Blowfish and a Giant Radish,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756350,https://library.artstor.org/#/asset/26756350
Q102965215,Folding Fan Painted with Waves on Both Sides,painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756822,https://library.artstor.org/#/asset/26756822
Q106582726,Menuki (Sword Hilt Ornament) with a Design of a Boy with a Broom Standing by a Tub with a Tortoise,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756359,https://library.artstor.org/#/asset/26756359
Q106582727,Menuki (Sword Hilt Ornament) with a Design of a Bundle of Flowers,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756366,https://library.artstor.org/#/asset/26756366
Q106582729,Menuki (Sword Hilt Ornament) with a Design of a Ceremonial Whisk,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756364,https://library.artstor.org/#/asset/26756364
Q106582730,Menuki (Sword Hilt Ornament) with a Design of a Chinese Lion-Dog,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756343,https://library.artstor.org/#/asset/26756343
Q104032124,Kogo (Incense Container) in the Form of a Sash Knot,ceramics by Artist Unknown 1992.479,Legacy of Asian Art (1992-1993),26756796,https://library.artstor.org/#/asset/26756796
Q102969533,"Pair of Signature Seals, Square with Arched Handles",sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756515,https://library.artstor.org/#/asset/26756515
Q104032123,Kogo (Incense Container) in the Form of a Sash Knot,ceramics by Artist Unknown 1992.357,Legacy of Asian Art (1992-1993),26756674,https://library.artstor.org/#/asset/26756674
Q106582743,Menuki (Sword Hilt Ornament) with a Design of a Recumbent Demon,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756378,https://library.artstor.org/#/asset/26756378
Q106582731,Menuki (Sword Hilt Ornament) with a Design of a Chrysanthemum and Water,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756381,https://library.artstor.org/#/asset/26756381
Q106582750,Menuki (Sword Hilt Ornament) with a Design of an Insect,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756357,https://library.artstor.org/#/asset/26756357
Q106582738,Menuki (Sword Hilt Ornament) with a Design of a Man with a Rake,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756355,https://library.artstor.org/#/asset/26756355
Q106582737,Menuki (Sword Hilt Ornament) with a Design of a Man Holding a Sake Cup,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756368,https://library.artstor.org/#/asset/26756368
Q102965169,"Folding Fan Painted with a Design of Water, a Pair of Cranes",painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756824,https://library.artstor.org/#/asset/26756824
Q102971521,Singer's Fan Painted with a Design of Two Goldfish,painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756826,https://library.artstor.org/#/asset/26756826
Q102966901,Kashira (Sword Handle Pommel) with a Design of a Wind God,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756387,https://library.artstor.org/#/asset/26756387
Q106568682,Scene #9 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756643,https://library.artstor.org/#/asset/26756643
Q106568676,Scene #10 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Legacy of Asian Art (1992-1993),26756644,https://library.artstor.org/#/asset/26756644
Q102965590,Fuchi (Sword Handle Ferrule) with a Design of Cherry Blossoms,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756388,https://library.artstor.org/#/asset/26756388
Q103299706,Eyeglass Case with a Design of a Leaping Carp and a Reed,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756809,https://library.artstor.org/#/asset/26756809
Q102965596,Fuchi (Sword Handle Ferrule) with a Design of Chrysanthemums,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756393,https://library.artstor.org/#/asset/26756393
Q102965602,Fuchi (Sword Handle Ferrule) with a Design of Fish,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756389,https://library.artstor.org/#/asset/26756389
Q102975067,Three Kinds of Flowers,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756430,https://library.artstor.org/#/asset/26756430
Q103297044,Arm Rest With Design of a Ghost of a Courtesan,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756696,https://library.artstor.org/#/asset/26756696
Q102975228,"Tobacco Pouch with a Design of Chrysanthemums, a Pipe Case, Ojime (Closing Bead), and Pipe",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756559,https://library.artstor.org/#/asset/26756559
Q102975235,Tobacco Pouch with a Sashi (Sash Hook),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756562,https://library.artstor.org/#/asset/26756562
Q102975241,"Tobacco Pouch with Carved Inscription, Ojime (Closing Bead), and Cigarette Holder with Carved Design of Mt. Fuji and a Poem",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756808,https://library.artstor.org/#/asset/26756808
Q102975364,Tray with a design of Buddha's fingers fruit and calligraphy,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756813,https://library.artstor.org/#/asset/26756813
Q103297030,Arm Rest with a Design of Grass Orchids and a Poem,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756694,https://library.artstor.org/#/asset/26756694
Q106582659,"Circular Mirror With a Design of Taoist Immortals, a Pavilion, a Deer, a Crane, and a Conch Shell",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756544,https://library.artstor.org/#/asset/26756544
Q102975492,Tsuba (Sword Guard) with a Design of Birds and Bird Net,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756494,https://library.artstor.org/#/asset/26756494
Q103304988,Man's Padded Winter Kimono with a Design of Squares,textile by Artist Unknown,Legacy of Asian Art (1992-1993),26756863,https://library.artstor.org/#/asset/26756863
Q102975496,Tsuba (Sword Guard) with a Design of One Plum Blossom and Two Cherry Blossoms,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756495,https://library.artstor.org/#/asset/26756495
Q103305073,"Marriage Mirror with a Design of Two Cranes, a Tortoise, and a Pine Tree",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756688,https://library.artstor.org/#/asset/26756688
Q103305317,Mirror with a Design of a Butterfly and a Border with Peonies,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756691,https://library.artstor.org/#/asset/26756691
Q103305763,Netsuke (Toggle) in the Form of an Egg with a Chicken Inside,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756475,https://library.artstor.org/#/asset/26756475
Q103305758,Netsuke (Toggle) in the Form of a Vase with a Design of a Peony and Bamboo Leaves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756481,https://library.artstor.org/#/asset/26756481
Q103305750,"Netsuke (Toggle) in the Form of a Standing Man, Holding a Female Mask, with a Rotating Face",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756483,https://library.artstor.org/#/asset/26756483
Q103305744,Netsuke (Toggle) in the Form of a Standing Male Figure,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756482,https://library.artstor.org/#/asset/26756482
Q103305717,Netsuke (Toggle) in the Form of a Rooster,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756467,https://library.artstor.org/#/asset/26756467
Q103305711,Netsuke (Toggle) in the Form of a Double Mask; Female Noh Mask and Demon or Guardian Face,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756474,https://library.artstor.org/#/asset/26756474
Q103305702,Netsuke (Toggle) in the Form of a Demon Noh Mask,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756490,https://library.artstor.org/#/asset/26756490
Q102961447,A-Fuchi (Sword Handle Ferrule) and B-Kashira (Sword Handle Pommel) with a Design of Four Geese Flying in the Rain Over Fishnets,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756386,https://library.artstor.org/#/asset/26756386
Q103299264,Dish,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756546,https://library.artstor.org/#/asset/26756546
Q102966827,Kanzashi (Woman's Hair Ornament) (See Notes),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756840,https://library.artstor.org/#/asset/26756840
Q102965569,Fuchi (Sword Handle Ferrule) with a Design of a Man with a Three-Legged Toad,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756390,https://library.artstor.org/#/asset/26756390
Q105091833,Goose Alighting Amid Reeds Under a Half-Moon,scroll painting by Shugaku Watanabe,Legacy of Asian Art (1992-1993),26756330,https://library.artstor.org/#/asset/26756330
Q102965582,Fuchi (Sword Handle Ferrule) with a Design of a Tree and Fireflies,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756391,https://library.artstor.org/#/asset/26756391
Q103305335,"Mirror with a Design of Plum Blossoms and Two Characters Meaning ""Flower"" (upper right) and ""Moon"" (lower left)",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756689,https://library.artstor.org/#/asset/26756689
Q103305327,"Mirror with a Design of Mt. Fuji, Clouds, Waves, Pine Trees, and a Pavilion",work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756690,https://library.artstor.org/#/asset/26756690
Q102974521,"The Lotus Pond at Shinobugako, from the series entitled Famous Places in the Eastern Capital",print by Andō Hiroshige,Legacy of Asian Art (1992-1993),26756718,https://library.artstor.org/#/asset/26756718
Q103305929,Noah's Ark,print by Sadao Watanabe,Legacy of Asian Art (1992-1993),26756714,https://library.artstor.org/#/asset/26756714
Q102975502,Tsuba (Sword Guard) With a Design of Sparrows and Bamboo,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756498,https://library.artstor.org/#/asset/26756498
Q102975518,Tsuba (Sword Guard) with a Floral Design,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756501,https://library.artstor.org/#/asset/26756501
Q103301230,Historical Document (calligraphy),scroll painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756324,https://library.artstor.org/#/asset/26756324
Q103301189,Hindu Goddess Standing on a Bull,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756437,https://library.artstor.org/#/asset/26756437
Q103301180,Hindu Deity with a Sword,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756440,https://library.artstor.org/#/asset/26756440
Q102962856,Brush-washer,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756683,https://library.artstor.org/#/asset/26756683
Q103301173,Hindu Deity on Horseback,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756435,https://library.artstor.org/#/asset/26756435
Q103301141,Hexagonal Incense Burner  with Floral Motifs on Background Meander Pattern,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756685,https://library.artstor.org/#/asset/26756685
Q102966121,Hexagonal Seal Ink Box with a Butterfly Family Crest on the Lid,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756531,https://library.artstor.org/#/asset/26756531
Q102963196,Chashaku (tea scoop) with a design of a cricket,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756659,https://library.artstor.org/#/asset/26756659
Q105096119,Two Men Looking at the Moon,scroll painting by Meitō,Legacy of Asian Art (1992-1993),26756326,https://library.artstor.org/#/asset/26756326
Q105096118,Bamboo,scroll painting by Kim Sal Rui,Legacy of Asian Art (1992-1993),26756335,https://library.artstor.org/#/asset/26756335
Q105096116,Fuji Musume (The Wisteria Maiden),scroll painting by Raisho Nakajima,Legacy of Asian Art (1992-1993),26756336,https://library.artstor.org/#/asset/26756336
Q102966116,Hexagonal Censer with a Floral Design and Chain,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756568,https://library.artstor.org/#/asset/26756568
Q105096115,Three Men Escorting a White Gift Horse,scroll painting by Koitsu Yasu,Legacy of Asian Art (1992-1993),26756319,https://library.artstor.org/#/asset/26756319
Q103296586,"A Tray of Octopus, Blowfish, Crab, and Two Other Fish (facsimile)",print by Hokkei Toyota,Legacy of Asian Art (1992-1993),26756572,https://library.artstor.org/#/asset/26756572
Q105096061,Arm Rest with a Design of Pine Needles,work of art by Yoji,Legacy of Asian Art (1992-1993),26756695,https://library.artstor.org/#/asset/26756695
Q105096123,Landscape with Watermill,scroll painting by Yosho,Legacy of Asian Art (1992-1993),26756328,https://library.artstor.org/#/asset/26756328
Q102975510,Tsuba (Sword Guard) with a Design of Tassels,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756504,https://library.artstor.org/#/asset/26756504
Q105096124,Landscape with Mountains and Birds,scroll painting by Suison,Legacy of Asian Art (1992-1993),26756331,https://library.artstor.org/#/asset/26756331
Q102961795,Arm Rest with a Peony Design,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756550,https://library.artstor.org/#/asset/26756550
Q102975567,Two Bulls,sculpture by Artist Unknown,Legacy of Asian Art (1992-1993),26756442,https://library.artstor.org/#/asset/26756442
Q102962573,Bowl with floral motif,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756376,https://library.artstor.org/#/asset/26756376
Q102963587,"Cloth Stencil with a Design of Zigzag Lines, Flowers, and Symbols for the Chapters of The Tale of Genji",print by Artist Unknown,Legacy of Asian Art (1992-1993),26756742,https://library.artstor.org/#/asset/26756742
Q102963553,Cloth Stencil with a Design of Trefoils,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756743,https://library.artstor.org/#/asset/26756743
Q103302207,"Kurume-gasuri Handwoven Cloth with Design of Cloves, Pine Branches, and Cherry Blossoms",scroll painting by Artist Unknown,Legacy of Asian Art (1992-1993),26756337,https://library.artstor.org/#/asset/26756337
Q103302177,Kogo (Incense Container) in the form of a papier-maché tiger folk toy,ceramics by Artist Unknown,Legacy of Asian Art (1992-1993),26756665,https://library.artstor.org/#/asset/26756665
Q103302170,Kogai (Dagger Handle) with a Design of a Phoenix and Paulownia Blossoms and Leaves,work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756394,https://library.artstor.org/#/asset/26756394
Q103301944,Kanzashi (Woman's Hair Ornament),work of art by Artist Unknown,Legacy of Asian Art (1992-1993),26756838,https://library.artstor.org/#/asset/26756838
Q102963536,"Cloth Stencil with a Design of Squares with Pine, Plum, and Bamboo",print by Artist Unknown,Legacy of Asian Art (1992-1993),26756748,https://library.artstor.org/#/asset/26756748
Q102963511,Cloth Stencil with a Design of Punched Flowers and Double-Coin Designs,print by Artist Unknown,Legacy of Asian Art (1992-1993),26756723,https://library.artstor.org/#/asset/26756723
