Key,Divinity Faculty,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
5TVZYXCW,"Rieger, Joerg",dictionaryEntry,2005,"Rieger, Jeorg",Frederick Herzog,The Dictionary of Modern American Philosophers,978-1-84972-358-9,,,http://www.oxfordreference.com/view/10.1093/acref/9780199754663.001.0001/acref-9780199754663,"This is an indispensible reference work for scholars working on almost any aspect of modern American thought. Both academic and non-academic philosophers are represented, as are a large number of female and minority thinkers whose work has been neglected. It includes those intellectuals involved in the development of psychology, pedagogy, sociology, anthropology, education, theology, political science, and several other fields, before these disciplines came to be considered distinct from philosophy in the late nineteenth century. Each entry contains a short biography of the writer, an exposition and analysis of his or her doctrines and ideas, a bibliography of writings, and suggestions for further reading. While all the major post-Civil War philosophers are present, the most valuable feature of this dictionary is its coverage of a huge range of less well-known writers, including hundreds of presently obscure thinkers. In many cases, The Dictionary of Modern American Philosophers offers the first scholarly treatment of the life and work of these writers.",2005,6/27/18 20:10,9/21/20 18:03,6/27/18 20:10,,,,,,,,,,,,Thoemmes Continuum,,en_US,,,,,www.oxfordreference.com,,,,C:\Users\xus12\Zotero\storage\AB43ARUP\acref-9780199754663.html,,,Philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTXT8WC4,"Sasson, Jack",bookSection,2006,"Sasson, Jack M.",Mari and the Holy Grail,"Orientalism, Assyriology and the Bible",978-1-905048-37-3,,,,,2006,12/15/14 16:01,5/1/15 18:01,,186-198,,,10,,,,Hebrew Bible Monographs,,,,Sheffield Phoenix Press,"Sheffield, England",,,,,,,,,,,,,,"Holloway, Stanley W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNVZ37WE,"Sasson, Jack",bookSection,2008,"Sasson, Jack M.",Another wrinkle on Old Adapa,Studies in Ancient Near Eastern World View and Society presented to Marten Stol on the occasion of his 65th birthday,978-1-934309-18-6,,,https://www.eisenbrauns.com/ECOM/_48F1FFSG1.HTM,"Studies in Ancient Near Eastern World View and Society presented to Marten Stol on the occasion of his 65th birthday ISBN: 9781934309186 CDL Press, 2008, , 338 pages, Cloth, English $63.00",2008,12/15/14 15:45,12/15/14 15:49,12/15/14 15:45,1-10,,,,,,,,,,,CDL Press,"Bethesda, Maryland",,,,,,,,,,C:\Users\xus12\Zotero\storage\6TT7QUPI\_48F1FFSG1.html,,,,"Van der Spek, R.J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA44DV5U,"Knight, Douglas A.",bookSection,1982,"Knight, Douglas A.",La révélation par la tradition,Tradition et Théologie dans l'Ancien Testament,978-2-204-01783-1,,,,,1982,12/12/14 16:13,12/12/14 16:15,,153-91,,,,,,,,,,,Cerf,Paris,,,,,,EBSCOhost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHU8IH2P,"Knight, Douglas A.",bookSection,1982,"Knight, Douglas A.",Tradition et  théologie,Tradition et Théologie dans l'Ancien Testament,978-2-204-01783-1,,,,,1982,5/16/14 15:00,11/30/22 20:54,,11-19,,,,,,,,,,,Cerf,Paris,French,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000087454&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKRZRA6J,"Michelson, David A.",bookSection,2016,"Michelosn, David A.",Philoxenos of Mabbug: A Cappadocian Theologian on the Banks of the Euphrates? | Motions of Late Antiquity,"Motions of Late Antiquity: Essays on Religion, Politics, and Society in Honour of Peter Brown",978-2-503-54911-8,,,https://www.brepolsonline.net/doi/abs/10.1484/M.CELAMA-EB.5.108243,,2016,6/30/22 18:56,6/30/22 18:58,6/30/22 18:56,151-174,,,,,,,,,,,,,English,,,,,,,https://doi.org/10.1484/M.CELAMA-EB.5.108243,,C:\Users\xus12\Zotero\storage\4JEU6SET\M.CELAMA-EB.5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRGKN2QV,"Azzoni, Annalisa",bookSection,2008,"Azzoni, Annalisa",The Bowman MS and the Aramaic Tablets,Les archives des fortifications de Persépolis dans le contexte de l’Empire acheménide et de ses prédécesseurs,978-2-7018-0249-7,,,http://www.academia.edu/6805494/The_Bowman_MS_and_the_Aramaic_Tablets,The Bowman MS and the Aramaic Tablets,2008,11/20/14 16:21,7/1/20 16:14,11/20/14 16:21,253-274,,,,,,,Persika,12,,,Editions De Boccard,Paris,,,,,,,,,,C:\Users\xus12\Zotero\storage\G55D8BSB\The_Bowman_MS_and_the_Aramaic_Tablets.html,,,,"Briant, Pierre; Henkelman, Wouter F.; Stolper, Matthew W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNT4Q34D,"Sasson, Jack",bookSection,2006,"Sasson, Jack M.",Utopian and Dystopian Images in Mari Prophetic Texts,Utopia and Dystopia in Prophetic Literature,978-3-525-53985-9,,,,,2006,12/15/14 16:18,5/1/15 17:59,,,,,92,,,,Suomen Eksegeettisen Seuran julkaisuja,,,,Finnish Exegetical Society,Helsinki,en_US,,,,,Primo,,,,,,,Middle Eastern literature; Mari (Extinct city) -- History -- Sources; Akkadian language -- Texts; Dystopias in literature; Sumerian literature; Utopias in literature,"Ben Zvi, Ehud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4QMCKRG,"Sasson, Jack",bookSection,2006,"Sasson, Jack M.",Casus Belli in the Mari archives,Krieg und Frieden im Alten Vorderasien,978-3-86835-075-3,,,,,2006,12/11/14 19:50,5/1/15 18:01,,673-690,,,,,,,,,,,Ugarit-Verlag,Munster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2QH7VR22,"Michelson, David A.",bookSection,2019,"Michelson, David A.",“Salutary Vertigo”: Peter R.L. Brown’s Impact on the Historiography of Christianity,n Faith and Community around the Mediterranean: In Honor of Peter R. L. Brown,978-3-948670-10-8,,,https://ir.vanderbilt.edu/handle/1803/16321,"This article examines the impact which Peter R.L Brown’s half century of scholarship has made on the historiography of Christianity. This article surveys five recurring motifs or theoretical approaches to Christianization which epitomize Brown’s interpretive method as an historian of Christianity: Christianization as social change, Christianization as continuity, Christianization as revolution, Christianization as simultaneously diverse and universal, and Christianization as unfamiliar. Individually, these themes challenge monolithic interpretations of “Christianization” in Late Antiquity. Taken as a whole, these themes reflect Brown’s emphasis on the paradoxical aspects of Christianity in Late Antiquity. As Brown himself has put it, his goal in constantly overturning scholarly assumptions about Christianization was to achieve “a sense of the salutary vertigo” in which the historian encounters ancient Christianity with “the same combination of wonder and respect that makes for fruitful travel in a foreign land.”",2019,7/27/21 22:40,6/30/22 18:45,7/27/21 22:40,45-70,,,,,,“Salutary Vertigo”,Études Byzantines et Post Byzantines,"new series, vol. I",,,Bucharest: Académie roumaine,Heidelberg: Herlo Verlag UG,en_US,CC-BY 4.0,,,,ir.vanderbilt.edu,,Accepted: 2020-12-15T21:26:39Z Publisher: Académie Roumaine,,C:\Users\xus12\Zotero\storage\QIQ9RI29\16321.html,,,,Petre Guran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4IH7VF2,"Sasson, Jack",bookSection,2011,"Sasson, Jack M.",Mari Theomorphism: Intimation of Sacrality in the Royal Correspondence,Ancient Near Eastern studies in memory of Blahoslav Hruška,978-3-9808466-6-0,,,http://discoverarchive.vanderbilt.edu/handle/1803/4958,,2011,12/12/14 13:17,7/14/15 14:49,12/12/14 13:17,195-212,,,,,,Mari Theomorphism,,,,,Islet,Dresden,en_US,,,,,discoverarchive.vanderbilt.edu,,"In this paper, dedicated to Bibek Hruska, Professor Sasson examines letters exchanged between the elite of the ancient city of Mari. His purpose in doing so is to discover what is meant when rulers were ""deemed touched by godhood.""",,C:\Users\xus12\Zotero\storage\DNHIWDBI\Sasson - 2011 - Mari Theomorphism Intimation of Sacrality in the .pdf; C:\Users\xus12\Zotero\storage\XNG83X9T\4958.html,,,,"Vacin, Ludek.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6QMKCHJA,"Sasson, Jack",bookSection,2010,"Sasson, Jack M.","On the ‘Išḫi-Addu’ Seal from Qatna, with Comments on Qatna Personal Names in OB Period",Veysel Donbaz'a Sunulan Yazılar DUB.SAR É.DUB.BA.A Studies presented in honour of Veysel Donbaz,978-605-5607-18-0,,,,,2010,12/12/14 13:27,5/1/15 14:44,,243-249,,,,,,,,,,,Ege Yayınları Publications,Istanbul,,,,,,,,,,,,,,"Dönmez, Şevket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGHZ6FRS,"Sasson, Jack",bookSection,2009,"Sasson, Jack M.",The Trouble with Nūr-Sin: Zimri-Lim’s Purchase of Alaḫtum,Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo Edited by D.A. Barreyra Fracaroli and G. del Olmo Lete,978-84-88810-80-9,,,https://www.eisenbrauns.com/ECOM/_48C0K167G.HTM,"Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo Aula Orientalis Supplementa - AULAOS 25 Edited by D.A. Barreyra Fracaroli and G. del Olmo Lete ISBN: 9788488810809 Editorial Ausa, 2009, , 231 pages, Paper, Spanish $41.20",2009,12/12/14 14:21,12/12/14 14:31,12/12/14 14:21,193-203,,,25,,,,Aula Orientalis Supplementa - AULAOS,,,,Editorial Ausa,Barcelona,Spanish,,,,,,,,,C:\Users\xus12\Zotero\storage\BEPRRUTI\_48C0K167G.html,,,,"Fracaroli, Barreyra; Lete, G. del Olmo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQEIV2Z4,"Sasson, Jack",bookSection,1972,"Sasson, Jack M.","Flora, Fauna, and Minerals",Ras Shamra parallels. The texts from Ugarit and the Hebrew Bible,978-88-7653-250-4,,,,"""Vol. 1: Associate editors F. Brent Knutson and Donn F. Morgan."", Vols. 3- : Editor, Stan Rummel.",1972,12/11/14 19:12,10/6/20 19:16,,383-452,,,1,,,,,,,,Pontificium institutum biblicum,Rome,eng;heb;uga,,,,,Primo,"PJ25 .A65 v.49, PJ25 .A65 v.51, PJ25 .A65 v.50",,,,,,nne Ugarit (Ancient city); Ras Shamra (Syria); Raʼs Shamrah (Syria); Ugarit (Extinct city); Ugaritic literature Relation to the Old Testament,"Fisher, Loren R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM7KUASS,"Sasson, Jack",bookSection,2008,"Sasson, Jack M.",Time and Mortality: Creation Narratives in Ancient Israel and in Mesopotamia,"Papers on Ancient Literatures: Greece, Rome and the Near East Proceedings of the “Advanced Seminar in the Humanities”, Venice International University 2004-2005",978-88-95672-04-5,,,https://www.eisenbrauns.com/ECOM/_48C0KN3X3.HTM,"Papers on Ancient Literatures: Greece, Rome and the Near East Proceedings of the “Advanced Seminar in the Humanities”, Venice International University 2004-2005 Quaderni del Dipartimento di Scienze dell’Antichita e del Vicino Oriente 4 Edited by Ettore Cingano and Lucio Milano ISBN: 9788895672045 S.A.R.G.O.N. Editrice e Libreria, 2008, , 549 pages, Paper, English $99.00",2008,12/12/14 14:38,12/12/14 14:45,12/12/14 14:38,489-509,,,4,,,Papers on Ancient Literatures,Quaderni del Dipartimento di scienze dell'antichità e del Vicino oriente,,,,Sargon,Padova,,,,,,,,,,C:\Users\xus12\Zotero\storage\BWWX2ARQ\_48C0KN3X3.html,,,,"Cingano, Ettore; Milano, Lucio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XR5MPAF4,"Azzoni, Annalisa",bookSection,2013,"Azzoni, Annalisa",Women at Elephantine and Women in the Land,"In the Shadow of Bezalel. Aramaic, Biblical, and Ancient Near Eastern Studies in Honor of Bezalel Porten",978-90-04-24084-1,,,,,2013,1/31/18 22:03,3/24/21 18:33,,3-12,,,,,,,Culture and History of the Ancient Near East,60,,,Brill,Leiden,,,,,,,,,,,,,,"Botta, Alejandro F.; Porten, Bezalel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJFPKF5W,"Quigley, Jennifer",bookSection,2019,"Marguerat, Alessandra; Quigley, Jennifer Aileen; Nasrallah, Laura Salah",HarvardX’s early Christianity: the letters of Paul: a retrospective on online teaching and learning,"Ancient manuscripts in digital culture: visualisation, data mining, communication",978-90-04-39929-7,,,,"Ancient Manuscripts in Digital Culture presents an overview of the digital turn in Ancient Jewish and Christian manuscripts visualisation, data mining and communication. Edited by David Hamidović, Claire Clivaz and Sarah Bowen Savant, it gathers together the contributions of seventeen scholars involved in Biblical, Early Jewish and Christian studies. The volume attests to the spreading of digital humanities in these fields and presents fundamental analysis of the rise of visual culture as well as specific test-cases concerning ancient manuscripts. Sophisticated visualisation tools, stylometric analysis, teaching and visual data, epigraphy and visualisation belong notably to the varied overview presented in the volume.",2019,11/16/22 16:17,11/16/22 16:38,,217-240,,,,,,,Digital biblical studies,,,,Brill,Leiden,eng,,,,,catalog.library.vanderbilt.edu,,DOI: 10.1163/9789004399297_012,,,,,"History and criticism; Manuscripts; Christian literature, Early; Communication in learning and scholarship; Data mining; Data processing; Digital humanities; Digitization; Jewish religious literature; Technological innovations","Hamidovič, David; Clivaz, Claire; Savant, Sarah Bowen",,,"Marguerat, Alessandra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74KWE7FZ,"Quigley, Jennifer",bookSection,2022,"Quigley, Jennifer; Nasrallah, Laura",Cost and abundance in Roman Philippi: the letter to the Philippians in its context,"Philippi, from Colonia Augusta to Communitas Christiana: religion and society in transition",978-90-04-46932-7,,,,"""This volume provides a review of recent research in Philippi related to archaeology, demography, religion, the New Testament and early Christianity. Careful reading of texts, inscriptions, coins and other archaeological materials allow the reader to examine how religious practice in Philippi changed as the city moved from being a Hellenistic polis to a Roman colony to a center for Christian worship and pilgrimage. The essays raise questions about traditional understandings of material culture in Philippi, and come to conclusions that reflect more complicated and diverse views of the city and its inhabitants. Contributors are Cédric Brélaz, Katerina Chryssanthaki-Nagle, Cavan Concannon, Sofia Doukata-Demertzi, Michael Flexsenhar III, Steven Friesen, Emmanuela Gounari, Haido Koukouli-Chryssanthaki, Dimitra Malamidou, Aristoteles Mentzos, Laura Nasrallah, Peter Oakes, Melina Paissidou, Natalia Poulou, Jennifer Quigley, Athanasios Rizakis, Daniel N. Schowalter, Michel Sève, Angela Standhartinger, Ekaterini Tsalampouni, Stavros Zachariadis""-- Provided by publisher.",2022,11/16/22 16:17,11/16/22 16:38,,208-232,,,,,,,Supplements to Novum Testamentum,186,,,Brill,Leiden,eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Religion; Criticism, interpretation, etc; Excavations (Archaeology); Church history; Religion and sociology; Antiquities; Bible. Philippians; Greece; Philippi (Extinct city); Social life and customs","Friesen, Steven J.; Lychounas, Michalis; Schowalter, Daniel N. editor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8PTKKRPH,"Sasson, Jack",bookSection,2009,"Sasson, Jack M.",Ethically Cultured Interpretations: The Case of Eglon’s Murder (Judges 3),Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded,978-90-474-4124-3,,,https://www.eisenbrauns.com/ECOM/_48C0KFZRS.HTM,"Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded Vetus Testamentum Supplements - VTS 130 Edited by Gershon Galil, Mark Geller, and Alan Millard ISBN: 9789004178892 Brill Academic Publishers, 2009, , xxiv + 643 pages, Cloth, English $248.90",2009,12/12/14 14:32,12/12/14 14:36,12/12/14 14:32,,,,130,,,,Vetus Testamentum Supplements-VTS,,,,Brill,Leiden,,,,,,,,,,C:\Users\xus12\Zotero\storage\7JFBCJAU\_48C0KFZRS.html,,,,"Galil, Gershon; Geller, Mark; Millard, Alan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEM5UMXW,"Miller-McLemore, Bonnie",bookSection,2011,"Miller-McLemore, Bonnie J.","Feminism, children, and mothering : three books and three children later",Och han tog dem i famnen : texter om barn I kyrka och teologi,978-91-977903-8-3,,,www.svenskakyrkan.se/forskning/e-bocker,,2011,10/28/14 13:10,10/28/14 13:21,,,,,,,,,,,,,Svenska kyrkans,Stockholm,,,,,,,,,,,,,,"Blåder, Niclas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82YZX88K,"Rieger, Joerg",bookSection,2002,"Rieger, Jeorg",How Can People Take Their Economic Lives into Their Own Hands?,Faith Communities and Social Movements Facing Globalization: International and Interfaith Colloquium 2000 on Faith-Theology-Economy,978-92-9075-068-0,,,,,2002,6/28/18 17:17,6/28/18 17:19,,43-48,,,,,,,,,,,World Alliance of Reformed Churches,,,,,,,,,,,,,,,"Duchrow, Ulrich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIVWRKE2,"Rieger, Joerg",bookSection,2004,"Rieger, Jeorg",Economics and Postmodernism: Beyond Deep-Seated Divisions of Labor in Theology and Religious Studies,El silbo ecuménico del Espíritu. Festschrift for José Míguez Bonino,978-987-43-8619-9,,,,,2004,6/27/18 20:27,10/1/20 16:44,,243- 255,,,,,,,,,,,Instituto Universitario ISEDET,Buenos Aires,,,,,,,,,,,,,,Hansen， Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
