Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
,,,,,,,,"Hudnut-Beumler, James David",,,,,,,,,,,,,,,,10.1177/004057369705400129,1997-04,6/27/14 17:25,7/8/21 18:28,"Hudnut-Beumler, Jim",,,,,,,,,,,1,,,,,,,,Book review,,,,,,,142,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,54,,Q110551021,SJ4XIPFR,journalArticle,Review of Grant Us Courage: Travels Along the Mainline of American Protestantism,Theology Today
"JÜRGEN MOLTMANN'S SYSTEMATIC CONTRIBUTIONS TO THEOLOGY THE TRINITY AND THE KINGDOM: THE DOCTRINE OF GOD By Jürgen Moltmann Trans GOD IN CREATION: A NEW THEOLOGY OF CREATION AND THE SPIRIT OF GOD By Jürgen Moltmann Trans, by Margaret Kohl THE WAY OF JESUS CHRIST: CHRISTOLOGY IN MESSIANIC DIMENSIONS By Jürgen Moltmann Trans, by Margaret Kohl THE SPIRIT OF LIFE: A UNIVERSAL AFFIRMATION By Jürgen Moltmann Trans, by Margaret Kohl SPIRITUAL ENRICHMENT AND THE BULL MARKET: BALANCING THE BOOKS OF AMERICAN RELIGIOUS HISTORY THE CHURCHING OF AMERICA, 1776–1990: WINNERS AND LOSERS IN OUR RELIGIOUS ECONOMY By Roger Finke and Rodney Stark SELLING GOD: AMERICAN RELIGION IN THE MARKETPLACE OF CULTURE By R. Laurence Moore “PEDLAR IN DIVINITY”: GEORGE WHITEFIELD AND THE TRANSATLANTIC REVIVALS, 1737–1770 By Frank Lambert CONSUMER RITES: THE BUYING AND SELLING OF AMERICAN HOLIDAYS By Leigh Eric Schmidt WRITING LIVES IN PSYCHOANALYTIC SILENCE A MOST DANGEROUS METHOD: THE STORY OF JUNG, FREUD, AND SABINA SPIELREIN By John Ken IGNATIUS OF LOYOLA: THE PSYCHOLOGY OF A SAINT By W. W. Meissner, S.J. New Haven PARABLES IN MIDRASH: NARRATIVE AND EXEGESIS IN RABBINIC LITERATURE By David Stem A JUST PEACE: A REVIEW ESSAY CHRISTIAN PACIFISM By Daniel A. Dombrowski CELEBRATING PEACE Edited by Leroy S. Rouner THE GOD OF PEACE: TOWARD A THEOLOGY OF NONVIOLENCE By John Dear, S.J. Maryknoll THE GOSPEL OF PEACE: A SCRIPTURAL MESSAGE FOR TODAY'S WORLD By Ulrich Mauser JUST PEACEMAKING: TRANSFORMING INITIATTVES FOR JUSTICE AND PEACE By Glen H. Stassen LINES IN THE SAND: JUSTICE AND THE GULF WAR By Alan Geyer and Barbara G. Green Louisville THE LOVE OF ENEMY AND NON-RETALIATION IN THE NEW TESTAMENT Edited by Willard M LOVE YOUR ENEMIES: DISCIPLESHIP, PACIFISM, AND JUST WAR THEORY By Lisa Sowle Cahill THE MEANING OF PEACE: BIBLICAL STUDIES Edited by Perry B. Yoder and Willard M. Swartley RELIGION AND VIOLENCE By Robert McAfee PARABLES IN MIDRASH: NARRATIVE AND EXEGESIS IN RABBINIC LITERATURE By David Stern",4/30/14 14:38,,,,,,,"Meeks, M. Douglas",,,,,,,,,,,,,,,,10.1111/j.1748-0922.1996.tb00312.x,4/1/96,4/30/14 14:38,12/18/14 19:13,"Meeks, M. Douglas",,,,C:\Users\xus12\Zotero\storage\2B9WFV8P\abstract.html,,,,,1748-0922,,2,,,en,,,Wiley Online Library,,,,,,,,,95-134,,,,,1996,,,,,,© 1996 Council of Societies for the Study of Religion,,,,,,,,,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1748-0922.1996.tb00312.x/abstract,,22,,Q110612548,2K7P9S74,journalArticle,Review Essays,Religious Studies Review
,9/4/14 18:47,,,,,,,"Michelson, David A.",,,,,,,,,,,,,,,,10.5860/CHOICE.43-1127,10/1/05,9/4/14 18:47,7/27/21 21:58,"Michelson, David A.",,,,C:\Users\xus12\Zotero\storage\IPRXJM96\43-1127.html,,,,,"0009-4978, 1523-8253",,2,,Choice,en,,,www.cro3.org,,Book reviews,,,,,,,43-1127,,,,,2005,,,,,,,,,,,,,,,,,Gateway to the heavenly city,,,,http://www.cro3.org/content/43/02/43-1127,,43,,Q110613023,BMWPAEVG,journalArticle,Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187),Choice Reviews
,9/4/14 18:50,,,,,,,"Michelson, David A.",,,,,,,,,,,,,,,,10.5860/CHOICE.43-4611,4/1/06,9/4/14 18:50,7/27/21 22:00,"Michelson, David A.",,,,C:\Users\xus12\Zotero\storage\56QKV5CU\43-4611.html,,,,,"0009-4978, 1523-8253",,8,,Choice,en,,,www.cro3.org,,Book reviews,,,,,,,43-4611,,,,,2006,,,,,,,,,,,,,,,,,The sepulchre of Christ and the medieval West,,,,http://www.cro3.org/content/43/08/43-4611,,43,,Q110613225,78E336G4,journalArticle,The sepulchre of Christ and the medieval West: from the beginning to 1600,Choice Reviews
"Books reviewed: Congregations in America, Mark Chaves Reviewed by Graham Reside Fund for Theological Education, Atlanta, USA Response to Graham Reside By Mark Chaves University of Arizona, USA",7/11/14 18:07,,,,,,,"Reside, Graham",,,,,,,,,,,,,,,,10.1111/j.1479-2214.2006.00081.x,5/1/06,7/11/14 18:07,8/11/21 19:16,"Reside, Graham",,,,C:\Users\xus12\Zotero\storage\ANCD93AQ\2006 - Congregations in America.pdf; C:\Users\xus12\Zotero\storage\RIC25JD8\abstract.html,,,,,1479-2214,,1,,,en,,,Wiley Online Library,,Book review,,,,,,,44-64,,,,,2006,,,,,Mark Chaves,,,,,,,,,,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1479-2214.2006.00081.x/abstract,,4,,Q110622470,XSW7D2JF,journalArticle,Congregations in America,Conversations in Religion & Theology
,5/21/14 19:27,,,,,,,"Segovia, Fernando F.",Peer reviewed; Theology--United States; Hispanic Americans--Church history,,,,,,,,,,,,,,,10.1111/j.1748-0922.1991.tb00078.x,4/1/91,5/21/14 19:27,8/25/21 15:48,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\JV9DR2IJ\Segovia - 1991 - A new manifest destiny  the emerging theological .pdf,,,,,0319-485X,,2,,Religious Studies Review,,,,EBSCOhost,,,,,,,,,102-109,,,,,1991,,,,,,,,,,,,,,,,,A new manifest destiny,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000836540&site=ehost-live,,17,,Q110622659,S7HADX8J,journalArticle,A new manifest destiny : the emerging theological voice of Hispanic Americans,Religious Studies Review
,5/28/14 17:08,,,,,,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,10.1163/156851510X524494,2/1/11,5/28/14 17:08,5/28/14 17:10,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\5MFXVG8C\2011 - Review Discussion.pdf; C:\Users\xus12\Zotero\storage\PSKZ6BWW\156851510x524494.html,,,,,1568-5152,,1,,,,,,booksandjournals.brillonline.com,,,,,,,,,91-101,,,,,2011,,,,,,,,,,,,,,,,,,,,,http://booksandjournals.brillonline.com/content/journals/10.1163/156851510x524494,,19,,Q110622786,SK88QJN6,journalArticle,Postcolonial Biblical Criticism: Critiques and Challenges,Biblical Interpretation
,,,,,,,,"Segovia, Fernando F",,,,,,,,,,,,,,,,10.1111/j.1748-0922.1987.tb00286.x,1987,7/25/18 20:16,8/25/21 16:20,"Segovia, Fernando F.",,,,,,,,,,,2,,,,,,,,,,,,,,,132-39,,,,,1987,,,,,,,,,,,,,,,,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1748-0922.1987.tb00286.x,,13,,Q110622911,UPTNYPQB,journalArticle,Recent Research in the Johannine Letters,Religious Studies Review
,5/28/14 19:27,,,,,,,"Segovia, Fernando F.",Peer reviewed,,,,,,,,,,,,,,,10.1111/j.1748-0922.1987.tb00286.x,4/1/87,5/28/14 19:27,8/25/21 18:27,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\EPRU9G2X\Segovia - 1987 - Commentaire de la Première Epître de Jean.pdf,,,,,0319-485X,,2,,Religious Studies Review,,,,EBSCOhost,,Book reviews,,,,,,,132-139,,,,,1987,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000543846&site=ehost-live,,13,,Q110622988,6EZVTXWE,journalArticle,Commentaire de la Première Epître de Jean,Religious Studies Review
,,,,,,,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,10.1111/j.1748-0922.1989.tb00055.x,1989,12/17/14 20:09,8/25/21 18:31,"Segovia, Fernando F.",,,,,,,,,0319-485X,,2,,Religious Studies Review,,,,,,Book reviews,,,,,,,139,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,15,,Q110623008,JHMANVZF,journalArticle,"Hispanic Women, Prophetic Voice in the Church",Religious Studies Review
,,,,,,,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,10.1111/j.1748-0922.1979.tb00153.x,1979,12/17/14 20:14,8/25/21 18:54,"Segovia, Fernando F.",,,,,,,,,0319-485X,,4,,,,,,,,,,,,,,,282,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,5,,Q110623052,2FA37W35,journalArticle,Plutarch's Ethical Writings and Early Christian Literature,Religious Studies Review
,7/26/18 18:14,,,,,,,"Segovia, Fernando F",,,,,,,,,,,,,,,,10.1111/j.1748-0922.1991.tb00079.x,1991,7/26/18 18:14,7/26/18 18:17,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\RQK4PAP8\Notes on Recent Publications.pdf; C:\Users\xus12\Zotero\storage\MRASKWYF\j.1748-0922.1991.tb00079.html,,,,,1748-0922,,2,,,en,,,Wiley Online Library,,,,,,,,,166,,,,,1991,,,,,,,,,,,,,,,,,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-0922.1991.tb00079.x,,17,,Q110623171,A5JE7WMX,journalArticle,"Love One Another, My Friends: St. Augustine's Homilies on 1st John, (Notes on Recent Publications)",Religious Studies Review
"Gregory the Great's Moralia in Iob was far and away the most influential commentary on the book of Job in the Middle Ages. This essay explores the nature of the Job story as Gregory received it and considers the direct and indirect, intended and unintended consequences of Gregory's exegesis for centuries after his work was completed. In so doing, this article shows in a brief compass what might be entailed in the study of the afterlife of a biblical text.",,,,,,,,"Seow, C. L. (Choon Leong)",,,,,,,,,,,,,,,,10.1628/219222712804556644,2012,10/21/14 21:45,8/30/21 20:11,"Seow, C.L.",,,,,,,,,,,3,,Hebrew Bible and Ancient Israel,,,,IngentaConnect,,,,,,,,,368-387,,,,,2012,,,,,,,,,,,,,,,,,History of Consequences,,,,,,1,,Q110628770,DWHI49V8,journalArticle,History of Consequences: The case of Gregory's Moralia in Iob,Hebrew Bible and Ancient Israel
,10/21/14 18:00,,,,,,,"Seow, C. L. (Choon Leong)",Peer reviewed,,,,,,,,,,,,,,,10.1177/004057368604300137,1986-04,10/21/14 18:00,8/30/21 21:05,"Seow, C.L.",,,,,,,,,0040-5736,,1,,Theology Today,,,,EBSCOhost,,Book review,,,,,,,149-149,,,,,1986,,,,,,,,,,,,,,,,,Sinai and Zion,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000537512&site=ehost-live,,43,,Q110628878,U8QNBMRI,journalArticle,Sinai and Zion: An Entry into the Jewish Bible,Theology Today
,7/12/18 20:09,,,,,,,"Snarr, C Melissa",Peer reviewed,,,,,,,,,,,,,,,10.1177/0020964316688058,2017,7/12/18 20:09,8/31/21 18:02,"Snarr, C. Melissa",,,Shorter Review,C:\Users\xus12\Zotero\storage\X7T29Q9S\Snarr - 2017 - Solidarity ethics transformation in a globalized .pdf,,,,,0020-9643,,2,,Interpretation,,,,EBSCOhost,,Book review,,,,,,,242-242,,,,,2017,,,,,,,,,,,,,,,,,Solidarity ethics,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLAiGFE170710000243&site=ehost-live&scope=site,,71,,Q110629463,KJ6FQW2Y,journalArticle,Solidarity ethics: transformation in a globalized world (book review),Interpretation
,5/28/14 20:39,,,,,,,"Barnes, Sandra L.",*Social Attitudes; *Urban Poverty; *Females; *Social Indicators; *Welfare Dependency; *Welfare Recipients; Social Networks; Sociocultural Factors,,,,,,,,,,,,,,,,2001,5/28/14 20:39,5/28/14 20:39,"Barnes, Sandra L.",,,,C:\Users\xus12\Zotero\storage\MGI92RAG\14.html,,,,,1079-6126,,1,,,English,,,ProQuest,,,,,,,,,63-84,,,,,2001,,,,,,,,,,,,,,,,,Welfare and Women in Poor Urban Neighborhoods,,,,http://search.proquest.com/socabs/docview/60394082/C6BEB668113C48A1PQ/14?accountid=14816,,7,,Q110708917,ZFD2P5ND,journalArticle,Welfare and Women in Poor Urban Neighborhoods: The Effect of Dependency on Attitudinal Indicators,Journal of Children & Poverty
,10/13/16 15:54,,,,,,,"Armour, Ellen T",Peer reviewed,,,,,,,,,,,,,,,,2003-03,10/13/16 15:54,6/12/18 16:51,"Armour, Ellen T.",,,,C:\Users\xus12\Zotero\storage\STT2NTPJ\Armour - 2003 - Feminist theory and Christian theology cartograph.pdf,,,,,0002-7189,,1,,Journal of the American Academy of Religion,,,,EBSCOhost,,Book review,,,,,,,212-215,,,,,2003,,,,,,,,,,,,,,,,,Feminist theory and Christian theology,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001412625&site=ehost-live,,71,,Q110779913,KUVQFR3A,journalArticle,Review of Feminist theory and Christian theology: cartographies of grace,Journal of the American Academy of Religion
"On March 12, 2015, Rev. Creflo A. Dollar, a prominent televangelist and renowned mega church pastor, posted an online video soliciting charitable donations (“love gift of any amount”) from his followers and other potential donors in order to buy a Gulfstream G650 airplane worth an estimated $65 million. According to the video presentation on Creflo Dollar Ministries website (which was quietly removed from the website a few days later), the ministry currently owns a private jet that was built in 1984 and acquired by Rev. Dollar in 1999. On the video, a ministry spokesperson reported that the plane traveled at least 4 million miles but was no longer safe. On a recent trip overseas, the ministry’s website states, one of the engines failed while the plane was in midair. Despite the great peril, the pilot was able to land safely and none of the passengers aboard was injured. As a result of this mishap, Dollar and his team made this statement: [W]e are asking members, partners, and supporters of this ministry to assist us in acquiring a Gulfstream G650 airplane so that Pastors Creflo and Taffi [Dollar] and World Changers Church International can continue to blanket the globe with the Gospel of grace … We are believing for 200,000 people to give contributions of 300 US dollars or more to turn this dream into a reality. © The Editor(s) 2016.",,,Scopus,,,,,"Floyd-Thomas, J.M.",,,,,,,,,,,,,,,,,2016,11/22/22 18:04,11/22/22 18:04,"Floyd-Thomas, Juan Marcial",,,DOI: 10.1057/9781137534552,C:\Users\xus12\Zotero\storage\Y2G7NYA5\display.html,,,,978-1-137-53455-2,,,,,,English,,,Scopus,,,,,,,,,303-318,,,,,2016,,,,,,,,,,,,,,,,,Economic justice and globalization in black church studies,,,,,,,,Q110910492,ENGHWE28,bookSection,Economic justice and globalization in black church studies: Confronting the “Malignant Kingship” in the post-civil rights era,The Black Church Studies Reader
"""This book is a revision of my doctoral dissertation.""",,,,,,,,"Azzoni, Annalisa",E-Books; Ebooks; Egypt History To 640 A.D; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); Women Egypt History; Women Egypt History To 1500; Women Egypt Social conditions; World Wide Web books (Electronic publications),,HQ1137.E3,,,,,,,,,,,,,,2013,5/12/14 17:05,7/13/20 22:50,"Azzoni, Annalisa",,,,,,,,978-1-57506-858-9,,,,,,eng,,,Primo,,,,,,,,,,"Winona Lake, Indiana",,,,2013,Eisenbrauns,,,,,,,,,,,,,,,,,,,,,,,,Q110910493,4RU45BV6,book,The private lives of women in Persian Egypt,
"$$C contents$$V Man and his others: a history of the present -- Photography and/as bio-discipline: photographic Askesis -- Bio-discipline and globalization: the crisis in the Anglican communion -- Regarding the photographs of others: Abu Ghraib and/as bio-discipline -- Bio-discipline and the right to life: becoming Terri Schiavo -- The perfect storm: Hurricane Katrina., $$C bibliography_note$$V Includes bibliographical references and index.",,,,,,,,"Armour, Ellen T.","Postmodernism; nne Religion, Primitive; Philosophy and religion; Philosophical theology; Theology, Philosophical; Christianity and philosophy; Post-modernism; Postmodernism (Philosophy); Religion and philosophy; Religion Forecasting",,BL51 .A665 2016,,,,,,,,,,,,,,2016,1/11/18 22:13,1/11/18 22:13,"Armour, Ellen T.",,,,,,,,978-0-231-17248-6,,,,,,eng,,,discoverlibrary.vanderbilt.edu,,,,,,,,,,New York,,,,2016,Columbia University Press,,,,,,,,,,"Gender, theory, and religion",,,,,,Signs and wonders,,,,,,,,Q110920768,E65TUJH3,book,Signs and wonders: theology after modernity,
"""This is a creative scholarly argument revisiting the substance, understanding, and implications of the doctrine of creation ex nihilo for contemporary theology and philosophy. Paul DeHart examines the special mode of divine transcendence (God's infinity) and investigates areas where accepting an infinite God presents challenging questions to Christian theology. He discusses what would 'saving knowledge' or 'faith' have to look like when confronted by such an unlimited conceptions of deity, and ponders on how can the doctrine of God's trinity be brought into harmony with radical notions of transcendence; as well as whether the doctrine of creation itself is threatened when the conception of creator's mind is not maintained. DeHart engages with a quite diverse range of figures: Jean-Luc Marion, Schleiermacher, Kierkegaard, Kathryn Tanner, John Milbank and Rowan Williams, to illustrate his conviction. This volume deals with deep conceptual issues, indicating that creation ex nihilo remains a lively topic in contemporary theology""--",6/23/21 20:32,,,,,,,"DeHart, Paul J",,,,,,,,,,,,,,,,,2021,6/23/21 20:32,6/23/21 20:32,"DeHart, Paul J.",,,OCLC: 1226072805,,,,,978-0-567-69871-1 978-0-567-69873-5,,,,,,English,,,Open WorldCat,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,Creation and transcendence,,,,https://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780567698711,,,,Q110920769,M9ESAL74,book,Creation and transcendence: theological essays on the divine sublime,
,,,,,,,,"Floyd-Thomas, Juan Marcial",,,BX9861 .N5 F56 2008,,,,,,,,,,,,,,2008,5/20/14 18:53,11/21/14 19:57,"Floyd-Thomas, Juan Marcial",1st ed,,,,,,,978-0-230-60677-7,,,,,,,,,acorn.library.vanderbilt.edu Library Catalog,,,,,,,,,,New York,,,,2008,Palgrave Macmillan,,,,,,,,,,,,,,,,The origins of Black Humanism in America,,,,,,,,Q110920770,PDUNQ3AA,book,The origins of Black Humanism in America: Reverend Ethelred Brown and the Unitarian Church,
"""Just Traveling celebrates overcoming distance and seeking difference as defining human traits. Following the scriptural witness of God as the Earthroamer, the book explores the liminal qualities of traveling through six movements: anticipating, leaving, surrendering, meeting, caring, and returning. To travel is to move at the speed of being present to one's experiences, bridging distance and difference through acts of care. Drawing on personal experience as well as the wisdom of theology, anthropology, psychology, philosophy, and cultural studies, Hamman reimagines travel in a welcoming and beautiful yet also complex and troubled world. Whether leaving home serves our wanderlust and curiosity or has personal or spiritual purposes or whether we travel a few miles or cover vast distances, we travel best when we contribute to human flourishing. Care - the compassionate reaching out to someone or something - is the practice that allows one to travel differently. The spirituality of roads is filled with hopeful restorative potential, and life is best lived with the Earthroamer.""--Jacket",,,,,,,,"Hamman, Jaco J",,,,,,,,,,,,,,,,,2021,6/29/22 18:28,6/29/22 18:28,"Hamman, Jaco",,,OCLC: 1250202837,,,,,978-1-5064-7206-5,,,,,,English,,,Open WorldCat,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,Just traveling,,,,,,,,Q110920771,TS87ZKW2,book,"Just traveling: God, leaving home, and a spirituality for the road",
"""In this fresh and fascinating chronicle of Christianity in the contemporary South, historian and minister James Hudnut-Beumler draws on extensive interviews and his own personal journeys throughout the region over the past decade to present a comprehensive portrait of the South's long-dominant religion. Hudnut-Beumler traveled to both rural and urban communities, listening to the faithful talk about their lives and beliefs. What he heard pushes hard against prevailing notions of southern Christianity as an evangelical Protestant monolith so predominant as to be unremarkable""-- Provided by publisher.",,,,,,,,"Hudnut-Beumler, James David",21st century; Christianity; Southern States,,,,,,,,,,,,,,,,2018,6/11/20 18:52,6/11/20 18:52,"Hudnut-Beumler, Jim",,,,,,,,978-1-4696-4037-2,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,,Chapel Hill,,,,2018,The University of North Carolina Press,,,,,,,,,,,,,,,,Strangers and friends at the welcome table,,,,,,,,Q110920772,B2X26RLF,book,Strangers and friends at the welcome table: contemporary Christianities in the American South,
,,,,,,,,"Hudnut-Beumler, James David; Silk, Mark",United States; 21st century; Protestantism; Church history,,,,,,,,,,,,,,,,2018,6/11/20 18:52,6/11/20 18:52,"Hudnut-Beumler, Jim",,,,,,,,978-0-231-18360-4,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,,New York,,,,2018,Columbia University Press,,,,,,,,,,The future of religion in America,,,,,,,,,,,,,,Q110920773,GI5ES2HK,book,The future of mainline Protestantism in America,
"""Richard Baxter's ecclesiology will be the focus of this study. Baxter (1615-1691) lived through the British Civil Wars, the Regicide, the Interregnum, the restoration of monarchy and episcopacy in 1660, subsequent ejection of numerous Puritan pastors, and the Glorious Revolution of 1689. His eccesiology was formed within these multifarious contexts. Among others, three significant facets of purity, unity, and liberty are examined in detail. This book re-examines the central role of catechizing and congregational discipline in Baxter's understanding of the true church, his insistence that the purity and unity of the church are to be pursued concurrently, the self-perceived identity of English Puritans, and the quesiton of the true church in the latter-half of the seventheenth century.""--Jacket.",,,,,,,,"Lim, Paul","Church; Author of The last century, 1615-1691; Bacster, Richard, 1615-1691; Bacter, Richard, 1615-1691; Bakster, Richard, 1615-1691; Baxter, Mr. (Richard), 1615-1691; Baxter, R. (Richard), 1615-1691; Baxter, Richard, 1615-1691; Baxter, Ricrard, 1615-1691; Church History of doctrines 17th century; Ecclesiastical theology; Last century, Author of the, 1615-1691; nnnc Timorcus, Theophilus; One that is consecrated to sacred ministry, 1615-1691; R. B. (Richard Baxter), 1615-1691; RB (Richard Baxter), 1615-1691; Reed, Mr., 1615-1691; Salvianus, Gildas, 1615-1691; Theology, Ecclesiastical",,BX9323,,,,,,,,,,,,,,2004,5/1/14 20:59,6/17/20 18:03,"Lim, Paul",,,,,,,,,,,,,,eng,,,Primo,,,,,,1,,,,Leiden ; Boston,,,,2004,Brill,,,,,,,,,,,,,,,,,,,,,,,,Q110920774,K84ZQ96U,book,"In pursuit of purity, unity, and liberty Richard Baxter's Puritan ecclesiology in its seventeenth-century context",
"“Puritan’ was originally a term of contempt, and “Puritanism’ has often been stereotyped by critics and admirers alike. As a distinctive and particularly intense variety of early modern Reformed Protestantism, it was a product of acute tensions within the post-Reformation Church of England. But it was never monolithic or purely oppositional, and its impact reverberated far beyond seventeenth-century England and New England. This Companion broadens our understanding of Puritanism, showing how students and scholars might engage with it from new angles and uncover the surprising diversity that fermented beneath its surface. The book explores issues of gender, literature, politics and popular culture in addition to addressing the Puritans’ core concerns such as theology and devotional praxis, and coverage extends to Irish, Welsh, Scottish and European versions of Puritanism as well as to English and American practice. It challenges readers to re-evaluate this crucial tradition within its wider social, cultural, political and religious contexts. © Cambridge University Press 2008.",,,Scopus,,,,,"Coffey, J.; Lim, P.C.H.",,,,,,,,,,,,,,,,,2008,11/22/22 20:50,11/22/22 20:50,"Lim, Paul",,,Pages: 385 DOI: 10.1017/CCOL9780521860888,C:\Users\xus12\Zotero\storage\QXJBAPNW\display.html,,,,978-1-139-00196-0,,,,,,English,,,Scopus,,,,,,1,,,,,,,,2008,,,,,,,,,,,The Cambridge Companion to: Puritanism,,,,,,The Cambridge companion to,,,,,,,,Q110920775,GUUW64QU,book,The Cambridge companion to: Puritanism,
$$Cbibliography_note$$VIncludes bibliographical references and index.,,,,,,,,"Marbury, Herbert Robinson","Bible; African American theology; Black theology; Bible Black interpretations; Black interpretations; Exodus, The Typology",,BT82.7 .M356 2015,,,,,,,,,,,,,,2015,9/17/15 18:53,9/17/15 18:53,"Marbury, Herbert",,,,,,,,978-1-4798-3596-6,,,,,,eng,,,Primo,,,,,,,,,,New York,,,,2015,New York University Press,,,,,,,,,,,,,,,,Pillars of cloud and fire,,,,,,,,Q110920777,HVTVCD2U,book,Pillars of cloud and fire : the politics of exodus in African American biblical interpretation,
,,,,,,,,"Michelson, David Allen","History; Theology; Early church, ca. 30-600",,,,,,,,,,,,,,,,2014,12/11/14 17:41,7/27/21 21:46,"Michelson, David A.",,,DOI:10.1093/acprof:oso/9780198722960.001.0001,,,,,978-0-19-872296-0,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,,,,,Oxford,,,,2014,Oxford University Press,,,,,,,,,,Oxford early Christian studies;,,,,,,,,,,,,,,Q110920778,5NUJE9UH,book,The practical Christology of Philoxenos of Mabbug,
"In this volume, theologians and scholars of religion criticize and refine new materialist views, to advance debate about the role of religious experience in social and political change.",,,,,,,,,Materialism; Religious aspects. Philosophy and religion. Religion and culture. Materialism; Religious aspects. Philosophy and religion. Religion and culture. Materialismus. Religi�se Erfahrung. Soziokultureller Wandel,,,,,,,,,,,,,,,,2016,6/5/18 18:07,6/5/18 19:55,"Rieger, Joerg",,"Rieger, Joerg",OCLC: 934618463,,,,,978-1-137-56843-4,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,191,,,,"Basingstoke, Hampshire",,,,2016,Palgrave Macmillan,,,,,,,,,,Radical theologies; Variation: Radical theologies.,,,,,,Religious experience and new materialism,,,,,,,,Q110920779,H8ZJ7MH9,book,"Religious experience and new materialism: movement matters / Waggoner, Edward, ; editor.",
"The authors of this volume seek to revive the preferential option for the poor for the postmodern world, showing how options for the margins can engage postmodernity in new ways and break new ground in religious, theological and ethical, as well as social, political and economic thinking.",,,,,,,,,Christianity; Electronic books; Liberation theology; Postmodernism; Religious aspects,,,,,,,,,,,,,,,,2003,9/30/20 15:33,11/28/22 19:18,"Rieger, Joerg",,"Rieger, Joerg",DOI 10.1093/019516119X.001.0001,,,,,978-0-19-516119-9,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,223,,,,Oxford,,,,2003,University Press,,,,,,,,,,AAR reflection and theory in the study of religion,,,,,,,,,,,,,,Q110920780,7XS7XKXA,book,Opting for the margins postmodernity and liberation in Christian theology,
"Other title:  Latino biblical hermeneutics, Other title:  Latina biblical hermeneutics",,,,,,,,"Lozada, Francisco; Segovia, Fernando F.","Bible Exegesis; Bible Interpretation; Bible Criticism, Higher; Bible Criticism, interpretation, etc. Latin America; Bible Criticism, interpretation, etc. Theory, methods, etc; Bible Hermeneutics; Bible Higher criticism; Bible Literary criticism; Biblical research; Hermeneutics, Biblical; Interpretation, Biblical",,BS476 .L36 2014,,,,,,,,,,,,,,2014,2/25/15 17:05,2/25/15 17:05,"Segovia, Fernando F.",,,,,,,,978-1-58983-654-9,,,,,,eng,,,Primo,,,,,,,,,,Atlanta,,,,2014,SBL Press,,,,,,,,,,Semeia studies ; no. 68. ^A121649,,,,,,Latino/a biblical hermeneutics,,,,,,,,Q110920781,V6CGVII4,book,"Latino/a biblical hermeneutics : problematics, objectives, strategies / edited by Francisco Lozada Jr. and Fernando F. Segovia.",
