Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
32,,"Floyd-Thomas, Stacey",2008,0-687-46503-6,,,,,2008,5/13/14 19:18,12/16/14 19:26,,,,,,,,Emancipatory historiography as pedagogical praxis,,,,,Abingdon,Nashville,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001772475&site=ehost-live&scope=cite,"United States--Race relations; Theological education--United States; Theological education--Methods; African Americans--Education; Educational psychology; African American students; Christian education--Philosophy; Educational sociology; Theologians, African American; United States--Historiography",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Being Black, teaching Black: politics and pedagogy in religious studies"
33,,"McClure, John S.",2009,978-0-664-23243-6,,,,"Here William Carl gathers a diverse group of leading pastors and preachers and asks them, ""What is your best advice to colleagues in ministry about preaching and being a pastor?"" The responses are full of wisdom and practical advice, illuminating and helpful for all who are pastors and preachers. This collection is a unique window into perspectives on ministry in the twenty-first century. It provides inspiration, insight, and clarity. - Back cover.",2009,5/12/14 15:54,5/23/14 17:18,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Pastoral theology. Preaching. Pastoral theology. Preaching,"Carl, William J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Best advice: wisdom on ministry from 30 leading pastors and preachers
34,,"Rieger, Joerg",2012,97891900000000,,,,,2012,9/29/20 17:19,9/29/20 17:22,9/29/20 17:19,,,,,,,Between Capital and Cathedral,,,,,University of South Africa,,en,,,,,,,,,C:\Users\xus12\Zotero\storage\N8W8D8CI\fulldisplay.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Between Capital and Cathedral: Essays on Church-State relationships - Vanderbilt University
35,,"Armour, Ellen T.",2016,978-0-7486-9771-7,,,,$$C bibliography_note$$V Includes bibliographical references and index.,2016,1/11/18 22:33,7/17/18 17:18,,,,,,,,,,,,,Edinburgh University Press,Edinburgh,eng,,,,,discoverlibrary.vanderbilt.edu,B2430 .F724 B48 2016,,,,,,"Deridā, Jāka; Derida, Žak; Deridah, Z'aḳ; Derrida, J. (Jacques); Derrida, Jackes; Derrida, Jacques; Derrida, Zhak; Dirīdā, Jāk; Деррида, Жак; Foucault, Michael, 1926-1984; Foucault, Michel, 1926-1984; Fuke; Fuko, Mišel, 1926-1984; Fuḳo, Mishel, 1926-1984; Fūkūh, Mīshīl, 1926-1984; Philosophy, French 20th century; Philosophy, Modern 20th century; Phoukō, Misel, 1926-1984; Pʻukʻo, 1926-1984; Pʻukʻo, Misyel, 1926-1984; 福柯","Aryal, Yubraj; Cisney, Vernon W.; Morar, Nicolae; Penfield, Christopher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Between Foucault and Derrida
36,,"Sasson, Jack",2008,978-1-58839-295-4,,,,"Catalog of an exhibition at <span class=""searchword"">the</span> Metropolitan Museum of <span class=""searchword"">Art</span>, New York, Nov. 18, 2008-Mar. 15, 2009.",2008,12/12/14 14:50,5/1/15 14:45,,,,,,,,,,,,,Metropolitan Museum of Art,New York,eng,,,,,Primo,N5345 .B38 2008,,,,,,"Middle East Civilization To 622; Art, Ancient Middle East; Art, Ancient Middle East Exhibitions; Art, Middle Eastern; Art, Middle Eastern Exhibitions; Middle East Civilization To 622 Exhibitions","Aruz, Joan; Benzel, Kim; Evans, Jean M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Beyond Babylon: art, trade, and diplomacy in the second millennium B.C."
37,,"Segovia, Fernando F.",2017,978-0-8146-8415-3,,,,,2017,8/25/21 19:48,8/25/21 19:49,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"Godzieba, Anthony J; Hinze, Bradford E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Beyond dogmatism and innocence: hermeneutics, critique, and Catholic theology"
38,,"Sasson, Jack",2013,978-1-937040-11-6,,,,"This collection of essays honors the life and work of Gary Beckman, Professor of Hittite and Mesopotamian Studies at the University of Michigan. The essays were contributed by his colleagues, students, and friends, and their breadth-traversing ancient Anatolia, Syria, Mesopotamia, and beyond-are a measure of the range of his influence as a scholar. His interest in the reception and adaptation of Syro-Mesopotamian culture by the Hittites in particular inspired this offering.",4/2/13,12/11/14 20:29,12/11/14 20:33,,,,,,,,,,,,,Lockwood Press,Atlanta,English,,,,,,,,,,http://www.amazon.com/dp/1937040119/ref=asc_df_19370401193431184?smid=ATVPDKIKX0DER&tag=pg-1583-86-20&linkCode=df0&creative=395097&creativeASIN=1937040119,,,"Collins, Billie Jean; Michalowski, Piotr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Beyond Hatti: A Tribute to Gary Beckman
39,,"Townes, Emilie",2010,978-0-230-10016-9,,,,,2010,9/23/14 19:38,10/13/14 15:02,,,,,,,,,"Black religion, womanist thought, social justice",,,,Palgrave Macmillan,New York,eng,,,,,Primo,E443 .B45 2010,,,,,,Slave women; Slavery Religious aspects; Women Sexual behavior United States; Women Sexual behavior United States History; Women slaves; Women slaves United States History,"Hazelton, Jacqueline L.; Brooten, Bernadette J.",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Beyond slavery : overcoming its religious and sexual legacies
40,,"Floyd-Thomas, Stacey",2011,0-664-23680-4,,,,,2011,5/13/14 19:10,11/18/14 21:28,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001900836&site=ehost-live&scope=cite,,"Racism; Enlightenment; Philosophical anthropology; Body, Human (Philosophy); Dualism; Elite (Social sciences); Ethics--Methodology; Form (Philosophy); Plato; Reason; Sexism; Soul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Beyond the pale
41,,"Sasson, Jack",1980,0-87068-758-1,,,,,1980,12/12/14 3:42,10/7/20 21:06,,,,,,,,"The ""Tower of Babel"" as a clue to the redactional structuring of the primeval history (Gen 1-11",,,,,Ktav Publishing House,New York,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001103281&site=ehost-live&scope=cite,,"Bible. Genesis 1-11; Babel, Tower of","Rendsburg, Gary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Bible World: Essays in Honor of Cyrus H. Gordon
42,,"Seow, C.L.",2014,978-0-8091-4898-1,,,,"$$Ccontents$$VPortrayals of God. The sexuality of God in the Hebrew Bible / Mark S. Smith -- The Horrifying Closing of Psalm 137, or, The Limitations of Ethical Reading / Jon D. Levenson -- Revisiting Behemoth / C.L. Seow -- Forgive Us Our debts / Gary A. Anderson -- Second Temple Recastings of Scripture and Tradition. The Legacy of Canaan in Ancient Israel and Early Christianity / John J. Collins -- The Reuse of Ugaritic Mythology in Daniel 7: An Optical Illusion? / Carol A. Newsom -- Creation Traditions in the Book of Jubilees / John C. Endres -- Blessing the Lord with the Angels: Allusion to Jubilees 2.2 in the Song of the Three Jews / Christopher C. Frechette -- Prose Prayers in Biblical Antiquities / Eileen M. Schuller -- New Testament Deployments of Scripture and Tradition. Paul's Use of Scripture in the Collection Discourse (2 Corinthians 8-9) / Thomas D. Stegman -- Reading with Double Vision: Isaiah and the Gospel of Mark / John R. Donohue -- Acts 28-Game Over?: Isaiah, Baseball, Jews, and Luke / Christopher R. Matthews -- Constructing Matthew: The Convergence of Context, Sources, and Tradition That Shaped the Gospel / Donald Senior -- Flesh and Spirit in John and Qumran Revisited / Harold W. Attridge -- Moses in the Gospel of John / Pheme Perkins -- Prophecy Revived: The Use of Older Scripture in the Book of Revelation / Adela Yarbro Collins -- Early Reception of New Testament Texts. How New Testament Textual Variants Embody and Exhibit Prior Textual Traditions / Eldon Jay Epp -- Christ Suffers in Me: The Martyr's Experience Shaped by the Passion of Christ / Carolyn Osiek., The James Philip Hyatt Fund., $$Cbibliography_note$$VIncludes bibliographical references and index.",2014,2/5/16 22:58,2/5/16 22:59,,,,,,,,,,,,,Paulist Press,New York,eng,,,,,Primo,BS511.3 .B5257 2014,,,,,,"Bible Interpretation; Bible Criticism, Higher; Bible Higher criticism; Bible Literary criticism; Biblical research; Interpretation, Biblical; Bible Criticism, interpretation, etc","Stegman, Thomas; Frechette, Christopher G.; Matthews, Christopher R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Biblical essays in honor of Daniel J. Harrington, SJ, and Richard J. Clifford, SJ :  opportunity for no little instruction"
43,,"Seow, C.L.",1996,0-664-25638-4,,,,,1996,10/10/14 22:38,10/21/14 17:29,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky.",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001239416&site=ehost-live&scope=cite,,Bible --Use; Bible. Wisdom literature; Homosexuality--Biblical teaching,"Brawley, Robert L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Biblical ethics & homosexuality: listening to scripture
44,,"Sasson, Jack",2020,978-0-567-68657-2 978-0-567-68656-5,,,,,2020,11/29/22 17:43,11/29/22 17:46,11/29/22 17:43,,,,680,,,,Library of Hebrew Bible Old Testament studies,,,,Bloomsbury Publ Inc,London,English,,,,,Web of Science Nextgen,,,,,,,,"NiesiolowskiSpano, L.; Pfoh, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Biblical Narratives, Archaeology and Historicity: Essays In Honour of Thomas L. Thompson"
45,,"Sasson, Jack",2008,978-1-57506-154-2,,,,,2008,12/15/14 15:38,12/15/14 15:43,,,,,1,,,,,,,,Eisenbrauns,"Winona Lake, Indiana",en,,,,,Google Books,,,,,http://books.google.com/books?id=D1naAAAAMAAJ,,Literary Criticism / Middle Eastern; RELIGION / Biblical Criticism & Interpretation / Old Testament; Religion / Judaism / General,"Cohen, Chaim; Paul, Shalom M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Birkat Shalom: studies in the Bible, ancient Near Eastern literature, and postbiblical Judaism presented to Shalom M. Paul on the occasion of his seventieth birthday"
48,,"Harris, Forrest E",1992,0-88344-041-5,,,,,1992,10/10/14 14:42,10/10/14 14:46,,,,,,,,,,,,,Orbis Books,"Maryknoll, N.Y.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religion; History; Black theology; History of doctrines; History of doctrines. Genre/Form: History. Sources; Religion. Black power. Black theology; Sources. African Americans; Sources. Black power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Black theology: a documentary history, 1980-1992/ Cone, James H."
49,,"Miller-McLemore, Bonnie",2002,0-664-22438-5,,,,,2002,10/20/14 17:19,11/19/14 22:02,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Doctrines. Églises protestantes; Doctrines. Protestant churches; Doctrines. Theology of the Blessed Virgin Mary; Protestant churches,"Gaventa, Beverly R.; Rigby, Cynthia L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Blessed one: Protestant perspectives on Mary
51,,"Geller, Jay",2005,0-7391-0933-2,,,,,2005,10/16/14 19:13,10/16/14 19:13,,,,,,,,,,,,,Lexington Books,Lanham,eng,,,,,Primo,GT495 .B65 2005,,,,,,"Human body in literature; Human body in popular culture; Human body Social aspects; nne Body, Human, in literature; nne Body, Human, in popular culture","Forth, Christopher E.; Crozier, Ivan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Body parts : critical explorations in corporeality
52,,"Townes, Emilie",2010,978-0-8006-6333-9,,,,,2010,9/24/14 21:18,11/19/14 21:49,,,,,,,,Notes on appropriation and reciprocity,,,,,Fortress Press,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001856662&site=ehost-live&scope=cite,"African Americans; Postmodernism; Social ethics, Christian; King, Martin Luther, Jr, 1929-1968; Bonhoeffer, Dietrich, 1906-1945; Communitarianism",,"Jenkins, Willis.; McBride, Jennifer M.",,,"Townes, Emilie M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Bonhoeffer and King : their legacies and import for Christian social thought
53,,"Segovia, Fernando F.",2000,987-00-0057-6,,,,,2000,5/21/14 16:58,5/21/14 16:58,,,,,,,,In the wake of liberation,,,,,Grupo Editorial Lumen,Buenos Aire,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000025104&site=ehost-live&scope=cite,,Biblical; Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Caminos inexhauribles de la Palabra (las relecturas creativas en la Biblia y de la Biblia)
55,,"Armour, Ellen T.",1996,0-8265-1282-8,,,,,1996,5/7/14 19:29,5/7/14 19:29,,,,,,,,,,,,,Vanderbilt University Press,"Nashville, TN",,,,,,acorn.library.vanderbilt.edu Library Catalog,CB245 .C38 1996,,,,,,,"Nelson, Michael",,,,,,,,,,,,,,,,,,,1st ed,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Celebrating the humanities: a half-century of the search course at Rhodes College
56,,"Miller-McLemore, Bonnie",2008,0-8272-0510-4,,,,,2008,10/14/14 2:23,11/19/14 22:01,,,,,,,,Spirituality and the Disciples of Christ,,,,,Chalice Press,"St Louis, Mo",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001712435&site=ehost-live&scope=cite,,"Pluralism, Cultural; Tradition (Theology); Christian Church (Disciples of Christ) --History; Spiritual life (Christianity)--Protestantism","Driskill, Joseph D.; Heltzel, Peter Goodwin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Chalice introduction to Disciples theology
57,,"Barnes, Sandra L.",2007,978-0-275-98926-2,,,,,2007,5/28/14 21:24,5/28/14 21:30,,,,,1,4,,,Praeger perspectives,,,,Praeger,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Armut; Government policy; Government policy. Children; Handbuch. Armut. Kind; Kind; Poor children; Social conditions. Children; Social conditions. Poor children. Poor families. Poverty. Kind; United States. Child welfare; United States. Child welfare. Children; United States. Children; United States. Poor families; United States. Poverty; USA; USA. Armut,"Arrighi, Barbara A.; Maume, David J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Child poverty in America today
59,,"Miller-McLemore, Bonnie",2012,978-1-107-01114-4,,,,,2012,10/14/14 2:04,10/14/14 2:04,,,,,,,,,,,,,Cambridge University Press,"Cambridge, UK",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Children; Religious aspects. Children; Religious aspects. RELIGION; Conduct of life. Children; Ethics. Children and adults. Children; Religious aspects. Conduct of life. Kind. Judentum. Christentum. Islam; Religious life. Children and adults. Conduct of life. Children's rights; Religious life. Children's rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Children, adults, and shared responsibilities: Jewish, Christian, and Muslim perspectives"
60,,"Miller-McLemore, Bonnie",2008,978-0-8272-0513-0,,,,,2008,10/14/14 2:18,10/14/14 2:18,,,,,,,,,,,,,Chalice Press,"St. Louis, Mo.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Religious life; Children; Christianity. Church work with children. Church work with youth. Children; Christianity. Youth; Religious life. Church work with children. Church work with youth. Parenting; Religious life. Parenting; Religious life. Youth,"Moore, Mary Elizabeth; Wright, Almeda M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Children, youth, and spirituality in a troubling world"
61,,"Miller-McLemore, Bonnie",2010,978-90-429-2247-1,,,,,2010,3/21/16 20:26,3/21/16 20:27,3/21/16 20:26,,,,,,,,Bibliotheca Ephemeridum theologicarum Lovaniensium ; 230; Bibliotheca Ephemeridum theologicarum Lovaniensium ; 230.,,,,Peeters,Leuven,English,,,,,WorldCat Discovery Service,,,,,,,,"Dillen, Annemie.; Pollefeyt, Didier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Children's voices: children's perspectives in ethics, theology and religious education"
62,,"Meeks, M. Douglas",1992,,,,,"AbeBooks.com: Christ and Culture: a Sino-American Dialogue. October 23-25, 1992: Photocopied and typescripted articles. Articles included: ""The Chinese Church as I See It"" by K. H. Ting, ""Constructing a Liberating Christology"" by Rosemary Radford Ruether, ""The Word Was Here Made Flesh"" by Wang Weifan, ""Making Connections: Christianity and Culture in the Sino-American Dialogue"" by Philip L. Wickeri, ""Christ and Culture Reconsidered: Globalization in the Market Society"" by M. Douglas Meeks.",1992,12/29/14 20:20,12/29/14 20:23,12/29/14 20:20,,,,,,,Christ and Culture,,,,,Columbia Theological Seminary,,,,,,,,,,,C:\Users\xus12\Zotero\storage\93EGR6P8\bd.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Christ and Culture: a Sino-American Dialogue. October 23-25, 1992"
64,,"Rieger, Joerg",2014,978-0-334-03130-7,,,,"$$C contents$$V Editorial: Christianity, consumerism and the market -- PART ONE, Biblical and theological perspectives: Markets and the Bible / Néstor O. Míguez -- ""What do I want?"" : theological anthropology and consumerism / William T. Cavanaugh -- Reshaping desire at deeper levels / Joerg Rieger -- Commodifying sex : a view from the margins / Cristina Traina -- PART TWO, Global perspectives: South Africa's prosperity gospel churches / Anthony Egan SJ -- The God of prosperity : desconstructing images / Faustino Teixeira -- Theologies of liberation against the market and patriarchy / Geraldina Céspedes OP -- Buddhism and the market : liberation or adaptation / Thierry-Marie Courau OP -- PART THREE, Theological forum: Pope Francis' emphasis on charity / Rui Estada & Teresa Martinho Toldy -- Football in Brazil: the ambiguities of a national sport / Iuri Andréas Reblin -- Massingale, Martin and enduring white complicity / Alex Mikulich., John Louis Kesler Circulating Library., $$Cbibliography_note$$VIncludes bibliographical references.",2014,6/26/18 16:57,6/26/18 18:42,,,,,,,,,"Concilium (Glen Rock, N.J.) 2014/4",,,,SCM Press,London,eng,,,,,discoverlibrary.vanderbilt.edu,BR115 .C67 C475 2014,,,,,,Capitalism Religious aspects Christianity; Consumption (Economics) Religious aspects Christianity,"Irrárazaval, Diego; Nadar, Sarojini; Ross, Susan A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Christianity, consumerism and the market"
