skipped,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
,MSKKRTGC,"Segovia, Fernando F.",1995,"Segovia, Fernando F.",,,,,,1995,5/21/14 15:18,6/30/20 22:58,,1-17,,,2: Social location and biblical interpretation in global perspective,2,,,,,,,Augsburg Fortress,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000054082&site=ehost-live&scope=cite,,Biblical Hermeneutics,"Segovia, Fernando F.; Tolbert, Mary Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Cultural Studies and Contemporary Biblical Criticism: Ideological Criticism as Mode of  Discourse,Reading from this place
,ZTCIMX4S,"Segovia, Fernando F.",1995,"Míguez, Néstor",,,,,,1995,5/26/14 17:57,6/30/20 22:48,,250-262,,,2: Social location and biblical interpretation in global perspective,2,,,,,,,Augsburg Fortress,Minneapolis,,,,,,EBSCOhost,,,,,,,Biblical Hermeneutics,"Segovia, Fernando F.; Tolbert, Mary Ann",,"Segovia, Fernando F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Apocalyptic and the Economy: A Reading of Apocalyptic Texts from the  Experience of Economic Exclusion,Reading from this place
,6NKXKUAG,"Segovia, Fernando F.",1995,"Segovia, Fernando F.",0-8006-2812-8,,,,,1995,5/21/14 18:51,10/13/20 14:49,,1-32,,,1: Social location and biblical interpretation in the United States,2,,"""And they began to speak in other tongues""",,,,,Fortress Press,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001209909&site=ehost-live&scope=cite,,Theology--Methodology; Bible --Study --Methodology,"Segovia, Fernando F.; Tolbert, Mary Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"""And they began to speak in other tongues"" : competing modes of discourse in contemporary biblical criticism",Reading from this place
,2SKABDCZ,"Armour, Ellen T.",2011,"Armour, Ellen T.",1-907534-27-X,,,,,2011,5/7/14 18:16,5/7/14 18:26,,,,,,,,,,,,,Sheffield Phoenix Press,"Sheffield, UK",eng,,,,,Primo,BS2361.3 .R43 2011,,,,,,"New Testament; Ba-yon Tipan; Bagong Tipan; Bible. Ba-yon Tipan; Bible. Bagong Tipan; Bible. Dhamma sacʻ kyamʻʺ; Bible. Jaji ma Hungi; Bible. Kainē Diathēkē; Bible. New Testament Criticism and interpretation; Bible. Nouveau Testament; Bible. Novo Testamento; Bible. Novum Testamentum; Bible. Novyĭ Zavet; Bible. Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Bible. Novyĭ Zavit; Bible. Nuevo Testamento; Bible. Nuovo Testamento; Bible. Nye Testamente; Bible. Perjanjian Baru; Bible. Phrasanyā Mai; Dhamma sacʻ kyamʻʺ; Jaji ma Hungi; Kainē Diathēkē; nnea Bible. N.T; Nouveau Testament; Novo Testamento; Novum Testamentum; Novyĭ Zavet; Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Novyĭ Zavit; Nuevo Testamento; Nuovo Testamento; Nye Testamente; Perjanjian Baru; Tolbert, Mary Ann, 1947-","Liew, Tat-Siong Benny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Reading From This Place: Resources for Sexual Justice,Reading ideologies : essays on the Bible and interpretation in honor of Mary Ann Tolbert
,P3PI978F,"Segovia, Fernando F.",2011,"Segovia, Fernando F.",1-907534-27-X,,,,,2011,5/28/14 17:00,5/28/14 17:01,,240-70,,,,,,,,,,,Sheffield Phoenix Press,"Sheffield, UK",eng,,,,,Primo,BS2361.3 .R43 2011,,,,,,"New Testament; Ba-yon Tipan; Bagong Tipan; Bible. Ba-yon Tipan; Bible. Bagong Tipan; Bible. Dhamma sacʻ kyamʻʺ; Bible. Jaji ma Hungi; Bible. Kainē Diathēkē; Bible. New Testament Criticism and interpretation; Bible. Nouveau Testament; Bible. Novo Testamento; Bible. Novum Testamentum; Bible. Novyĭ Zavet; Bible. Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Bible. Novyĭ Zavit; Bible. Nuevo Testamento; Bible. Nuovo Testamento; Bible. Nye Testamente; Bible. Perjanjian Baru; Bible. Phrasanyā Mai; Dhamma sacʻ kyamʻʺ; Jaji ma Hungi; Kainē Diathēkē; nnea Bible. N.T; Nouveau Testament; Novo Testamento; Novum Testamentum; Novyĭ Zavet; Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Novyĭ Zavit; Nuevo Testamento; Nuovo Testamento; Nye Testamente; Perjanjian Baru; Tolbert, Mary Ann, 1947-","Liew, Tat-Siong Benny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,A Theological Reading of Scripture? Problematic and Vision in the Aftermath and  Crossroads of Disciplinary Transformation,Reading ideologies : essays on the Bible and interpretation in honor of Mary Ann Tolbert
,F2C7FHW7,"Barnes, Sandra L.",2014,"Barnes, Sandra L.",,,,,,2014,12/11/14 19:26,7/7/20 18:09,12/11/14 19:26,,,,2,,,,,,,,"Chicago, IL",GIA Publications,,,,,,,,,,C:\Users\xus12\Zotero\storage\HHB8JTJM\search_details.html,,,,"Abbington, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Religion and Rap Music: An Analysis of Black Church Usage,Readings in African American Church Music and Worship
,VGHZ6FRS,"Sasson, Jack",2009,"Sasson, Jack M.",,,,https://www.eisenbrauns.com/ECOM/_48C0K167G.HTM,"Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo Aula Orientalis Supplementa - AULAOS 25 Edited by D.A. Barreyra Fracaroli and G. del Olmo Lete ISBN: 9788488810809 Editorial Ausa, 2009, , 231 pages, Paper, Spanish $41.20",2009,12/12/14 14:21,12/12/14 14:31,12/12/14 14:21,193-203,,,25,,,,Aula Orientalis Supplementa - AULAOS,,,,Editorial Ausa,Barcelona,Spanish,,,,,,,,,C:\Users\xus12\Zotero\storage\BEPRRUTI\_48C0K167G.html,,,,"Fracaroli, Barreyra; Lete, G. del Olmo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Trouble with Nūr-Sin: Zimri-Lim’s Purchase of Alaḫtum,Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo Edited by D.A. Barreyra Fracaroli and G. del Olmo Lete
,UXW634SA,"Townes, Emilie",1991,"Townes, Emilie M.",0-8298-0912-0,,,,,1991,10/13/14 11:42,10/21/20 18:25,,67-73,,,,,,,,,,,Pilgrim Press,"Cleveland, Ohio",eng,,,,,Primo,HQ32 .R43 1991,,,,,,"Sex ethics; Sex Moral and ethical aspects; Sexual behavior, Ethics of; Sexual ethics; Sex role; Gender role; nne Sex (in religion, folklore, etc.); nne Sex and religion; Sex in literature; Sex Religious aspects","Davies, Susan E.; Haney, Eleanor Humes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"The price of the ticket : racism, sexism, heterosexism and the churh in light of the AIDS crisis","Redefining sexual ethics : a sourcebook of essays, stories, and poems"
,QUT6X3AB,"McClure, John S.",2004,"McClure, John S.",978-0-8028-2689-3,,,,,2004,5/9/14 15:55,8/13/20 20:43,,95-115,,,,,,The way of love,,,,,William B. Eerdmans Publishing Company,Grand Rapids,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001476268&site=ehost-live&scope=cite,,"Relation (Theology); Derrida, Jacques; Brueggemann, Walter; Chopp, Rebecca S.; Communication (Theology); Lévinas, Emmanuel; Loder, James Edwin, 1931-2001; Regeneration (Theology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"The way of love: Loder, Levinas, and ethical transformation through preaching",Redemptive transformation in practical theology
,MPPFNA92,"Miller-McLemore, Bonnie",2005,"Miller-McLemore, Bonnie J.",0-687-06508-9,,,,,2005,10/14/14 2:25,10/14/14 2:25,,,,,,,,,,,,,Abingdon Press,Nashville,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Christianity. Spiritual formation; Christianity. Spiritual formation. Grief; Grief,"Weaver, Andrew J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Mundane grief,Reflections on grief and spiritual growth
,V9VRIB9Q,"Rieger, Joerg",2017,"Rieger, Jeorg",978-3-946426-01-1,,,https://catalog.library.vanderbilt.edu,"Reforming theology, migrating church, transforming society a compendium for ecumenical education-book",2017,9/30/20 16:42,9/30/20 16:57,9/30/20 16:42,272-283,,,,,,,,,,,Missionshilfe Verlag,Hamburg,en,,,,,,,,,C:\Users\xus12\Zotero\storage\ZY3MA9WX\fulldisplay.pdf,,,,"Andrée, Uta; Simon, Benjamin; Röser-Israel, Lars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Theology of the Multitude,Reforming Theology – Migrating Church – Transforming Society: A Compendium for Ecumenical Education
,59566ZFH,"Armour, Ellen T.",1998,"Armour, Ellen T.",0-7914-3794-9,,,,,1998,5/7/14 19:18,5/7/14 19:19,,,,,20,,,,Selected Studies in Phenomenology and Existential Philosophy,,,,State University of New York Press,"Albany, N.Y.",,,,,,acorn.library.vanderbilt.edu Library Catalog,JA71 .R43 1998,,,,,,,"Langsdorf, Lenore; Watson, Stephen H.; Smith, Karen A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,American/French Intersections: The Play of Race/Class/Politics in Irigaray,Reinterpreting the political: continental philosophy and political theory
,XEGE6G8U,"Reside, Graham",2003,"Reside, Graham",978-1-57607-238-7,,,,"Looks at religious diversity in the United States from mainstream faiths to Wicca and Zen, discussing faith, religious practices, traditions, and history of religions.",1/1/03,7/11/14 18:09,12/18/14 16:56,,,,,,,,,,,,,ABC-CLIO,"Santa Barbara, California",en,,,,,Google Books,,,,,http://books.google.com/books?id=9RYs-Z6AdpQC,,Reference / Encyclopedias; Religion / History; Religion / Reference; Social Science / Sociology / General; Social Science / Sociology of Religion,"Laderman, Gary; Leon, Luis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Prayer in America,"Religion and American Cultures: An Encyclopedia of Traditions, Diversity, and Popular Expressions"
,R6VLRALU,"Rieger, Joerg",2019,"Rieger, Joerg",978-1-978703-54-4 978-1-978703-56-8,,,,"""Religion has power structures that require and justify its existence, spread its influence, and mask its collaboration with other power structures. Power, like religion, is in collaboration. Along this line, this book affirms that one could see and study the power structures and power relations of a religion in and through the missions of empires. Empires rise and roam with the blessings and protections of religious power structures (e.g., scriptures, theologies, interpretations, traditions) that in return carry, propagate and justify imperial agendas. Thus, to understand the relation between religion and power requires one to also study the relation between religion and empires. Christianity is the religion that receives the most deliberation in this book, with some attention to power structures and power relations in Hinduism and Buddhism. The cross-cultural and inter-national contributors share the conviction that something within each religion resists and subverts its power structures and collaborations. The authors discern and interrogate the involvements of religion with empires past and present, political and ideological, economic and customary, systemic and local. The upshot is that the book troubles religious teachings and practices that sustain, as well as profit from, empires."" --",2019,8/18/21 18:16,8/18/21 18:17,,71-84,,,,,,,,,,,,,English,,,,,Open WorldCat,,OCLC: 1079410249,,,,,,,,,,,"Havea, Jione; Cowan, Collin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Empire, Deep Solidarity, and the Future of Resistance",Religion and power
,2V3K62I2,"Miller-McLemore, Bonnie",2001,"Miller-McLemore, Bonnie J.",0-415-20617-0,,,,,2001,10/20/14 17:51,10/20/14 17:51,,181-201,,,,,,,,,,,Routledge,London ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Aspect psychologique. Psychologie et religion. Identité sexuelle. Godsdienstpsychologie. Postmodernism; Psychological aspects. Psychology and religion. Psychologie religieuse. Postmodernisme; Psychological aspects. Psychology, Religious; Psychology, Religious. Postmodernism","Jonte-Pace, Diane E.; Parsons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Shaping the future of religion and psychology: feminist transformations in pastoral theology,"Religion and psychology: mapping the terrain ; contemporary dialogues, future prospects"
,PVK56GWJ,"Hudnut-Beumler, Jim",2006,"Hudnut-Beumler, James David",978-0-7591-0637-6 978-0-7591-0636-9,,,,,2006,11/9/22 21:47,11/9/22 21:47,,45-70,,,,,,Protestants in the Middle Atlantic region,,,,,,"Lanham, Md",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001639830&site=ehost-live&scope=site&scope=cite,,"United States; Religion; Protestant churches; New York (State); Maryland; New Jersey; Pennsylvania; Protestants; Washington, DC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Protestants in the Middle Atlantic region: Religion and public life in the Middle Atlantic region: the fount of diversity,Religion and public life in the Middle Atlantic region: the fount of diversity
,WQ93BXUX,"Sasson, Jack",2007,"Sasson, Jack M.",978-90-04-14666-2,,,,,2007,12/15/14 17:54,10/7/20 14:29,,795-797,,,5,,,,,,,,Brill,Leiden ; Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4th edition,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Mari,Religion in Geschichte und Gegenwart
,YLNAB3M6,"Floyd-Thomas, Juan Marcial",2018,"Floyd-Thomas, Juan Marcial; Pinn, Anthony B",978-1-350-04103-5,,10.5040/9781350041073.0006,,,2018,11/9/22 19:44,11/9/22 19:44,,1-16,,,,,,Introduction,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4937351&site=ehost-live&scope=site&scope=cite,,"United States; Religion and politics; Politicians -- Religious life; Obama, Barack,   , 1961-; 2009-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Introduction: Religion in the age of Obama,Religion in the age of Obama
,8IK4E996,"Miller-McLemore, Bonnie",1996,"Miller-McLemore, Bonnie J.",0-664-25512-4,,,,,1996,10/14/14 23:55,12/15/14 12:00,,275-293,,,,,,Family and work,,,,,Westminster/John Knox Pr,"Louisville, Ky",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001238685&site=ehost-live&scope=cite,,Family life; Women--Psychology; Mothers; Social role; Women--Employment,"Carr, Anne E.; Van Leeuwen, Mary Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Family and Work : Can Anyone ""Have It All""?","Religion, feminism, and the family"
,28JRLL6Q,"Snarr, C. Melissa",2022,,,,,,,2022,11/15/22 18:00,11/15/22 18:00,,161-174,,,,,,"Iftars, Prayer Rooms, and #DeleteUber",,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5152927&site=ehost-live&scope=site&scope=cite,,United States; Islamophobia; Religion and politics; 2017-2021; Labor unions -- Organizing; Muslims -- Social conditions; Social problems -- Islam; Uber (Firm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Iftars, Prayer Rooms, and #DeleteUber: Postsecularity and the Promise/Perils of Muslim Labor Organizing: Religion, Protest, and Social Upheaval","Religion, Protest, and Social Upheaval"
,F83DHPI4,"Floyd-Thomas, Stacey",2022,Stacy M. Floyd-Thomas,978-1-4798-1022-2 978-1-4798-1019-2,,,,,2022,6/30/21 16:41,6/30/21 16:42,,,,,,,,,,,,,New York University Press,New York,English,,,,,Open WorldCat,,OCLC: 1252414872,,,,,,"FLOYD-THOMAS, STACEY M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,First Natural then Spiritual’: The Context and Contours of Black Faith in the COVID-19 Era,"Religion, Race, and COVID-19: confronting white supremacy in the pandemic"
,IUNAJ2VY,"Floyd-Thomas, Stacey",2022,Stacy M. Floyd-Thomas,978-1-4798-1022-2 978-1-4798-1019-2,,,,,2022,6/30/21 16:35,6/30/21 16:41,,,,,,,,,,,,,New York University Press,New York,English,,,,,Open WorldCat,,OCLC: 1252414872,,,,,,"FLOYD-THOMAS, STACEY M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,2020 Hindsight: The Racial Realization and Religious Significance of the COVID-19 Pandemic,"Religion, Race, and COVID-19: confronting white supremacy in the pandemic"
,YWQAIAVC,"Rieger, Joerg",2013,"Rieger, Joerg",,,,,,2013,11/15/22 21:40,11/15/22 21:40,,vii-viii,,,,,,Preface,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4776522&site=ehost-live&scope=site&scope=cite,,Economics and Christianity; Economics and religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Preface: Religion, theology, and class: fresh engagements after long silence","Religion, theology, and class: fresh engagements after long silence"
,RFIG5VX4,"Anderson, Victor",2017,"Anderson, Victor",978-0-231-14543-5,,,,,2017,6/7/18 18:21,10/11/18 17:26,,,,,,,,,,,,,Columbia University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BL41 .R367 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,“Black Religion and Culture Studies”,"Religion, theory, critique: classic and contemporary approaches and methodologies"
,PHK76TQI,"Armour, Ellen T.",2017,"Armour, Ellen T.; King, Richard",978-0-231-14542-8,,,,"$$C contents$$V The Copernican Turn in the Study of Religion / Richard King -- Part I. Historical Foundations/Genealogies. Nominalist ""Judaism"" and the Late-Ancient Invention of Religion / Daniel Boyarin -- Bible/Religion/Critique / Ward Blanton and Yvonne Sherwood -- Hegel : On Secularity and the Religion-Making Machine / Arvind Mandair -- Friedrich Max Müller and the Science of Religion / Lourens van den Bosch -- Classic Comparative Theology and the Study of Religion / Hugh Nicholson -- Religion, Religious Studies, and Shinto in Modern Japan / Jun'ichi Isomae -- Part II. The Enlightenment Critique of Religion. David Hume on Religion / Randall Styers -- Feuerbach on Religion / Jay Geller -- Nietzsche : Life, Works, Reception / Tyler Roberts -- Sigmund Freud on Religion / Volney Gay -- Karl Marx on Religion / Terry Rey -- ""Religion"" in the Writings of the New Atheists / Tina Beattie -- Part III. Religion Beyond the West. Indigenous African Traditions as Models for Theorizing Religion / Edward P. Antonio -- Zongjiao and the Category of Religion in China / Ya-Pei Kuo -- Islamic Dīn as an Alternative to Western Models of ""Religion"" / Ahmet T. Karamustafa -- Translation / Arvind Mandair -- Part IV. Religion as Experience. The Psychology of Religion / Jeremy Carrette -- William James and the Study of Religion : A Critical Reading / Jeremy Carrette and David Lamberth -- Rudolf Otto and the Idea of the Holy / Gregory Alles -- Jung on Religion / Volney Gay -- Religion and the Brain : Cognitive Science as a Basis for Theories of Religion / Ilkka Pyysiäinen -- A Critical Response to Cognitivist Theories of Religion / Steven Engler and Mark Quentin Gardiner -- Part V. Religion, Language, and Myth. ""Religion"" in Anglo-American (Analytical) Philosophy of Religion / Ludger Viefhues-Bailey -- Structuralist Linguistics and Structuralist Theories of Religion / Volney Gay -- Imagining, Manufacturing, and Theorizing Myth : An Overview of Key Theories of Myth and Religion / Daniel Dubuisson -- Part VI. Religion/Society/Culture. The Origins of the Sociology of Religion : The Problem of ""Religion"" and ""Religions"" in Classical Sociology / Bryan S. Turner -- Contemporary Social Theory and Religion : The Misconstrual of Religion in Theories of ""Second"" Modernity / Simon Speck -- Classical Anthropological Theories of Religion / Randall Styers -- Defining Religion / Jon P. Mitchell -- Religion, Media, and Cultural Studies / Richard Fox -- Part VII. Religion, Ritual, and Action. Classic Ritual Theories / Ulrike Brunotte -- The Myth-Ritual Debate / Ulrike Brunotte -- From Ritual to Ritualization / Jon P. Mitchell -- Religion and Theories of Action / Kocku von Stuckrad -- Part VIII. The Phenomenology of Religion and Its Critics. Phenomenology of Religion : The Philosophical Background / Charles E. Scott -- The Phenomenology of Religion / James L. Cox -- Mircea Eliade / Gregory Alles -- Critical Responses to Phenomenological Theories of Religion : What Kind of Category Is ""Religion""? / William Arnal -- Critical Religion : ""Religion"" Is Not a Stand-Alone Category / Timothy Fitzgerald -- Part IX. Religion and Contemporary European Thought. Post-Marxism and Religion / Nelson Maldonado-Torres -- Pierre Bourdieu on Religion / Terry Rey -- Jacques Derrida on Religion / Ellen Armour -- Foucault and the Study of Religion / Jeremy Carrette -- Contemporary Continental Philosophy and the ""Return of the Religious"" / Randall Styers -- Part X. Religion, Gender, and Sexuality. Feminist Approaches to the Study of Religion / Darlene Juschka -- French Feminism and Religion / Morny Joy -- Queer Theory Meets Critical Religion : Are We Starting to Think Yet? / Naomi R. Goldenberg -- Part XI. Religion, Coloniality, and Race. Religion, Modernity, and Coloniality / Nelson Maldonado-Torres -- Apartheid Comparative Religion in South Africa / David Chidester -- Theorizing Race and Religion : Du Bois, Cox, and Fanon / William David Hart -- Black Cultural Criticism, the New Politics of Difference, and Religious Criticism / Victor Anderson -- Theorizing Black Religious Studies : A Genealogy / Victor Anderson -- Part XII. Religion/Nation/Globalization. Religion and Violence / William T. Cavanaugh -- Religion and Economy / Gregory Alles -- Globalization and Religion / Jeremy Carrette., $$C summary$$V ""Religion, Theory, Critique is an essential tool for learning about theory and method in the study of religion. Leading experts engage with contemporary and classical theories as well as non-Western cultural contexts. Unlike other collections, this anthology emphasizes the dynamic relationship between ""religion"" as an object of study and different methodological approaches and openly addresses the question of the manifold ways in which ""religion,"" ""secular,"" and ""culture"" are imagined within different disciplinary horizons. Each chapter introduces the topic, identifies key theorists and issues, and respects the pluralistic nature of the scholarship in the field. This volume is the first textbook to engage discussion of classical approaches with contemporary cultural and critical theories.""--Page 4 of cover., $$Cbibliography_note$$VIncludes bibliographical references and index.",2017,1/11/18 22:16,7/17/18 17:19,,,,,,,,,,,,,Columbia University Press,New York,eng,,,,,discoverlibrary.vanderbilt.edu,BL41 .R367 2017,,,,,,Religion Study and teaching; Religion Methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Jacques Derrida on Religion,"Religion, theory, critique: classic and contemporary approaches and methodologies"
