qid,label_en,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_statedIn,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec
Q93433869,Reflective Practice: Formation and Supervision in Ministry,d70a1778-4275-e0d5-fc08-9ab0853f9523,Q737498,,,,,,
Q93433869,Reflective Practice: Formation and Supervision in Ministry,3d842d44-4095-e881-5f36-df1dd06d797d,Q567357,,,,,,
Q96320826,Hugoye : journal of Syriac studies,6FF44D31-2B56-412A-85B2-061C43C93AB2,Q5633421,,,,,,
Q96320826,Hugoye : journal of Syriac studies,3b42cbc5-4a0f-a9f0-3ab4-c8be7abf6ddf,Q737498,,,,,,
Q96320924,"Race, Gender & Class: an interdisciplinary journal",96DCBFDD-F5D6-4B13-9928-78D501085C31,Q5633421,,,,,,
Q96320924,"Race, Gender & Class: an interdisciplinary journal",fd7a7aca-4146-0803-a9a2-ae0adda05a2a,Q737498,,,,,,
Q96329202,Journal of Religion and Abuse,1FD472D7-5E1C-4B0C-AF2A-D11D865E9596,Q5633421,,,,,,
Q96329202,Journal of Religion and Abuse,aa35af03-46af-9554-ea93-e2ec78fefc1e,Q737498,,,,,,
Q96658010,Reformed Worship,4ef31712-4252-1cd1-1e3b-9389cf3e4f3a,Q737498,,,,,,
Q96699253,Caminhando,B47C52B9-3641-47D6-A533-3875CE6F98AB,Q5633421,,,,,,
Q96699253,Caminhando,e36ffff6-4e61-debe-7d31-041fb0980219,Q737498,,,,,,
Q96701134,Class Race Corporate Power,C46F6516-8978-4754-A8D3-EFA5B989AE0B,Q5633421,,,,,,
Q96701134,Class Race Corporate Power,0FE8580E-6712-440A-9284-6EACD3B8D11E,Q1065413,,,,,,
Q96703173,Conversations in Religion and Theology,98813A26-C72D-404E-8EE7-0ECA870C038C,Q737498,,,,,,
Q96710822,International Journal of Applied Sociology,D9B599D7-F0D2-45C8-965A-2948CC7D05B7,Q737498,,,,,,
Q96720788,Kalfou,CAA331C6-31D6-4F21-8D92-800314908A8E,Q5633421,,,,,,
Q96720788,Kalfou,a0de252a-4e31-651c-f784-ec0b4f438723,Q18918145,,,,,,
Q96721542,Kirche und Israel,B293DFCE-053F-4355-9F32-CB46C80349BB,Q5633421,,,,,,
Q96721542,Kirche und Israel,cf914c0e-4eb5-7766-a0b2-a278abfb455b,Q737498,,,,,,
Q96722512,Korean Journal of Christian Counseling,40075663-5718-4F96-98DD-B34D9A88952A,Q5633421,,,,,,
Q96722512,Korean Journal of Christian Counseling,15072583-47ed-bed1-4602-2648df1f0dc4,Q737498,,,,,,
Q96727151,Mandrágora,F62BB1D8-9EE7-4929-86A1-DE5D6FF22BF2,Q5633421,,,,,,
Q96727151,Mandrágora,ce4ba8f5-4f1e-b352-21fd-6c044019e74b,Q737498,,,,,,
Q96729370,Melilah Manchester Journal of Jewish Studies (1759-1953),a1695e91-4364-f033-313b-f5d112f6a374,Q737498,,,,,,
Q96747411,Faith and Freedom,23525f43-48d4-a610-3ca2-7f87e2368ab5,Q737498,,,,,,
Q96747975,Evangelical Missions Quarterly,c0ad383a-4aed-77ee-05e3-c9f0381eeb1b,Q737498,,,,,,
Q96748292,Word & Witness,2e526197-4b21-a700-2055-c447042ea249,Q737498,,,,,,
Q96748674,Family and Community Ministries: Empowering through Faith,,,,,,,,
Q96748958,Insights,9656f6a3-4167-53a7-3302-ab23940f4f65,Q737498,,,,,,
Q96757401,Journal of Family Ministry,a58a7751-4e70-4348-d5d0-df7e56ac8c1f,Q737498,,,,,,
Q96758104,The African American Pulpit,afd75eb1-49d3-4c1e-c833-75f50000b2fd,Q737498,,,,,,
Q96758245,Biblical Preaching Journal,85a1fd65-4d1c-5d71-3efb-4f6f97f22ffe,Q737498,,,,,,
Q96758266,Consensus: a Canadian Lutheran journal of theology,0bff3c3a-4120-123f-959f-6bd318363f79,Q737498,,,,,,
Q96758670,philoSOPHIA,f7201bff-4ef9-7d03-59b0-5303a0e63336,Q737498,,,,,,
Q96775368,The North Star,00b6f2fe-4875-eb7a-b5ed-5161423d7d75,Q737498,,,,,,
Q96912729,Hebrew annual review: a journal of studies of Hebrew language and literature,bf142d34-4f6c-c5de-7101-8cabfdf52e02,Q737498,,,,,,
Q96913548,The Asbury Journal,1f2eb399-4b02-f906-4f4e-3fc9625a085b,Q737498,,,,,,
Q96915055,Society of Biblical Literature Seminar Papers,4924004c-47de-a42e-ceb2-8bbd36cb6878,Q737498,,,,,,
Q96915452,International journal of frontier missiology,37fd45a5-4c86-c228-f105-ed5b8592bfdc,Q737498,,,,,,
Q97013797,Kentucky Journal of Anthropology and Sociology,7e6fd115-4855-4af5-d55f-08cf265c47b4,Q737498,,,,,,
Q97038484,Cityscape: A Journal of Policy Development and Research,9c7a4ac2-4c9e-79d9-1395-f0e1b1ed4a28,Q737498,,,,,,
Q97069556,Journal of Interreligious Studies,,,,,,,,
Q97102835,The Hymn: a journal of congregational song,45fe7615-4a19-c6e2-7759-fd76d964ba59,Q737498,,,,,,
Q97320699,Contemporary Journal of Anthropology and Sociology,74c7546b-4cd2-aede-8c6a-41b7fd58bde3,Q737498,,,,,,
Q97321411,Doxology: A Journal of Worship,32ff9a0e-44c2-3993-35f1-759c37d46a9b,Q737498,,,,,,
Q97323392,Gathering Magazine,d97b86b1-4f13-0955-ae3a-f5f978194171,Q41298,,,,,,
Q97323978,The Council of Societies for the Study of Religion Bulletin,d74fd556-496d-3722-390d-09cb78bb06c8,Q737498,,,,,,
Q97326077,Theological Educator,aa2b493b-47f1-e543-a07c-b9ecdda8a370,Q737498,,,,,,
Q97361256,Bulletin of the Institute for Reformed Theology,1ccf8f83-4b4b-74c6-7305-f9cf78f4043d,Q737498,,,,,,
Q97362481,The Spire,1228e665-48da-7168-7661-53bb4390f398,Q737498,,,,,,
Q97388791,Lutheran Women Today,0493b5ed-45eb-db0b-5990-fd0fa384fbfa,Q1002697,,,,,,
Q97389745,Making Christ Known,b458eea9-4126-fd76-57b3-f084af50b1df,Q1002697,,,,,,
Q97393882,Sightings,0147edb7-4651-09f2-3948-7a364492315d,Q1002697,,,,,,
Q97395520,"Journal of Race, Ethnicity, and Religion",1074d960-489b-f80c-129c-cd7eb238266c,Q737498,,,,,,
Q97397804,Journal of Unitarian Universalist History,a8f0041c-4a92-ba73-da3f-8f6a3aa2dc58,Q737498,,,,,,
Q97446840,Acme: annali della Facolta di Lettere e Filosofia dell'Universita degli Studi di Milano,7586e49b-448c-714a-70bd-988c651ad53b,Q737498,,,,,,
Q97450170,Lectionary Homiletics,e7305e7c-43c9-50dd-f50f-8cd8f47eae30,Q41298,,,,,,
Q97579679,Black Renaissance,ba7161c2-4382-8802-7d47-f5bb8ef9b742,Q737498,,,,,,
Q97580025,Religious Studies News,1a3a68bf-434a-f289-d8e3-5649cb868fd0,Q41298,,,,,,
Q97580025,Religious Studies News,c7915378-4eb7-a3e9-90b1-5655f2250ca6,Q737498,,,,,,
Q97581053,The African American Lectionary,,,,,,,,
Q97581124,Spotlight on Teaching,a259c8ce-46df-4d60-a2c9-ab3359af38e8,Q2915731,,,,,,
Q97581124,Spotlight on Teaching,0f8de1b9-4692-617d-0444-ae71ef8883e8,Q1002697,,,,,,
Q97584442,Clio's Psyche,37f28fdf-4f9d-9008-c085-17afeb892f30,Q737498,,,,,,
Q97584635,Faultline,eedf24d8-4dce-5014-fdea-d6b9219a33f6,Q737498,,,,,,
Q97600243,Papers of the Nineteenth Century Theology Group : AAR 1986 annual meeting,5fd20dcb-4103-71bd-2787-e3602986330d,Q23927052,,,,,,
Q97600243,Papers of the Nineteenth Century Theology Group : AAR 1986 annual meeting,ba5928c9-4f02-ccc2-bfe0-e170dbfbd79a,Q591041,,,,,,
Q97622700,Critical Review of Books in Religion,c7a595da-48c6-2a71-4883-c6f0db370607,Q737498,,,,,,
Q97725240,Annals of Scholarship,12ad04d3-4e0f-d351-329f-0b5df50e5b89,Q737498,,,,,,
Q97725638,Religion and Culture Web Forum,53632314-4753-55c0-5880-b37531b4eb92,Q737498,,,,,,
Q97726143,Allgemeine Juedische Wochenzeitung,04293c90-4f3f-e9e3-57f3-3cb1cf4b0f67,Q1002697,,,,,,
Q97726143,Allgemeine Juedische Wochenzeitung,37bca7c1-485f-8b49-2a43-0459fac054d5,Q11032,,,,,,
Q97729090,Reformed Review,9a9bcd30-4308-b463-740c-bec5b61cf66e,Q737498,,,,,,
Q97729464,Sacred Spaces,49df3f2b-4084-0062-406a-f31b4c24616b,Q737498,,,,,,
Q97729464,Sacred Spaces,8b02025c-4b2f-9a5f-9636-6f5823a228d7,Q1002697,,,,,,
Q97772375,National Baptist Union-Review,2f830bb1-4f88-cd1a-96b7-f552ef1bcb3c,Q11032,,,,,,
Q97773782,Journal of Intergroup Relations,677b6cae-4433-b70a-9bdb-724e0ab0a10b,Q737498,,,,,,
Q97784372,national Baptist Voice,28b517ea-4f19-1d8b-0e00-d62aa236fc6e,Q1002697,,,,,,
Q97784372,national Baptist Voice,bc41b294-400e-1ce1-41e7-0f7be6cf87cb,Q41298,,,,,,
Q97790964,The Gospel and Our Culture Network,e4643a4e-45dc-7edc-976a-a27582bdeac1,Q2085381,,,,,,
Q97790964,The Gospel and Our Culture Network,ebfb4590-4ba7-2548-17a0-00ee66714587,Q41298,,,,,,
Q97843689,Journal for Preachers,01d9e4f2-47bb-7103-aa67-f3d42f4d719f,Q737498,,,,,,
Q98073452,Biblical Review,e31f5266-42f8-86a8-e84d-ac47f054965d,Q737498,,,,,,
Q98074103,Trinity Seminary Review,df9bfb90-4157-975b-62d5-797f8985e12c,Q737498,,,,,,
Q98074203,Gesher,cc0ceb50-4746-6110-65e7-a1f14290bf03,Q737498,,,,,,
Q98075361,Biblical Recorder,bf9a32b1-4bfa-ffd1-925a-376ad82fbfbf,Q737498,,,,,,
Q98094387,Religion in the News,b89453e1-4107-9f0d-a763-f8f0faa3dafa,Q737498,,,,,,
Q98097528,Quarterly Review: a scholarly journal for reflection on ministry,6d2ebbbd-4fc4-a712-b33c-958828f07613,Q737498,,,,,,
Q98109467,Echoing the Word,04a6d001-4391-23dc-24db-d553c1da1a35,Q737498,,,,,,
Q98221934,Christian Feminism Today,1775f141-437c-81f2-0f70-5165e4da5ee4,Q737498,,,,,,
Q98222919,Dialogue Australasia,b6e23e71-40c6-2bfc-e7ae-4e2de5bd0721,Q737498,,,,,,
Q98226287,National Havurah Committee,05cb9e54-4f1d-bba8-6beb-fadfe96c9869,Q43229,,,,,,
Q98226287,National Havurah Committee,21637886-4c59-3487-f231-79417ad5ce8c,Q2085381,,,,,,
Q98227015,IOUDAIOS Review,3e4b999d-4f85-1538-27f2-03d64933a499,Q737498,,,,,,
Q98232287,Student Organization of Yeshiva,8b8e1616-4d53-62e9-640a-0926ff79f90d,Q43229,,,,,,
Q98232287,Student Organization of Yeshiva,046789cf-4658-0e1f-7956-62f0d53cd518,Q58302943,,,,,,
Q98311737,Circuit Rider,c897113d-41eb-86be-47bb-8800c265cfc8,Q41298,,,,,,
Q98311737,Circuit Rider,4294d76f-4c36-f51b-a524-9319778885ee,Q1002697,,,,,,
Q98313448,"Colloquium, Music, Worship, Arts",c373a871-4d4d-a754-c09d-a697996a57f9,Q737498,,,,,,
Q98380090,Presbyterians Today,f7ce42b2-4b25-c66d-b569-43a89568f223,Q41298,,,,,,
Q98380242,Congregations,4c3cd887-471e-dfe5-1129-9991dbcb3bac,Q41298,,,,,,
Q98380311,Reformed Liturgy & Music,de49a5b0-4a46-ed9e-931a-98553ee2002e,Q737498,,,,,,
Q98380311,Reformed Liturgy & Music,bd5f512a-4ec3-3a83-5f57-050a092f19ba,Q5633421,,,,,,
Q98461378,Consider This…A Newsletter for Pastors,7ff9ffb0-4996-633f-f5f2-4c5d38260e3d,Q41298,,,,,,
Q98496683,Prism: a theological forum for the United Church of Christ,cdac2648-4c5d-2564-fc7a-0603830c7143,Q737498,,,,,,
Q98497359,Journal of Religious Thought,a68dd065-497b-6744-10a2-6c4257af0352,Q737498,,,,,,
Q98526055,Living Pulpit,6d99562d-40b8-7e23-5574-a3cd268ffa9f,Q737498,,,,,,
Q98526165,Lutheran World,87ba6f7b-4f95-b184-8600-88480fdf5a54,Q737498,,,,,,
Q98526338,Una Sancta : Zeitschrift für ökumenische Begegnung,dbf38b69-4cb0-7f7e-17d9-587168dd40a7,Q737498,,,,,,
Q98606254,Disciples Divinity House Bulletin,35c30989-4243-f630-d6f0-b13f0d98e4f5,Q41298,,,,,,
Q98606254,Disciples Divinity House Bulletin,4b812a5a-485a-1129-7e98-411cf04ddd24,Q737498,,,,,,
Q98608133,Journal of Pastoral Care,cff57dec-4917-91ea-c5ba-1c0af2cea276,Q737498,,,,,,
Q98608602,Chicago Theological Seminary Register,9d2fee89-4ba7-399a-a82b-fc880cf18ad6,Q737498,,,,,,
Q98608890,Journal of Supervision and Training in Ministry,686b6df8-45f2-a170-0351-41dd743a3c7f,Q737498,,,,,,
Q98637260,Women's VU,c3ba325b-44e9-f0a7-7056-ea749d47e4f3,Q41298,,,,,,
Q98637260,Women's VU,3a8fda39-49d7-6ad9-3dac-7611d419a747,Q737498,,,,,,
Q98637310,Lexington Theological Quarterly,dc3221f1-4986-f439-a27a-2bc0f6f32b1c,Q737498,,,,,,
Q98637434,Journal of Childhood and Religion,18d87dab-4049-ed7b-5599-8a8040dc618e,Q737498,,,,,,
Q98640359,Bearings,f4ea382e-4d6a-0ead-6730-ae9901245c52,Q737498,,,,,,
Q98653905,The Cresset,46573e76-45ee-2823-0593-be0f9605439a,Q737498,,,,,,
Q98688147,Lifelong Faith,df379adc-4a7e-a0ab-f4bd-b88bd21cb742,Q737498,,,,,,
Q98821386,Net Results,04465f7f-44c3-ea33-d708-a29d53c7e876,Q1002697,,,,,,
Q98821386,Net Results,16b0a94b-460d-8b1a-3996-fa5e1b58bff6,Q41298,,,,,,
Q98821824,Your Church,49257014-496c-0487-58fa-28e9c80dd642,Q1002697,,,,,,
Q98821824,Your Church,b36203df-47ae-cadb-268c-7344d3e5af09,Q41298,,,,,,
Q98821922,The Disciple,01a2f517-4719-97ab-144d-34493636e3ce,Q41298,,,,,,
Q98821922,The Disciple,4ffede90-4791-a701-0b79-a636998cf184,Q1002697,,,,,,
Q98821988,The Five Stones,ad341f33-45f6-88d5-7f61-aff9eee21e42,Q1002697,,,,,,
Q98821988,The Five Stones,1eaa15a5-4b9c-cdb2-0e3b-ecd4712fed2f,Q264238,,,,,,
Q98822345,Journal of Religious Leadership,5af05f4e-4faf-015f-f00e-7b76ea5c8b84,Q737498,,,,,,
Q98833935,C21 Resources,e04ddccf-4e2e-85c7-5c97-4535bde7b950,Q41298,,,,,,
Q98833987,Liturgical Ministry,f4c373ac-4f89-82d9-1247-5a8b8bb8b796,Q41298,,,,,,
Q98834513,American Theological Inquiry,67ec3c14-4ac4-83bd-fcf2-6b051739436a,Q737498,,,,,,
Q98835708,The Alaskan Shepherd,6dde6739-4704-b04c-83a4-fcf33fa66ed8,Q41298,,,,,,
Q98835708,The Alaskan Shepherd,b598ea84-48dc-e38d-6a79-1cb29d1cbf9e,Q264238,,,,,,
Q98844814,Studia Aloisiana,7719e5a3-4d45-7479-dbb2-c58679d8554c,Q737498,,,,,,
Q98846459,Spotlight on Theological Education,019c75b9-47f1-f2ec-597c-34d9c5e3f179,Q2915731,,,,,,
Q98846459,Spotlight on Theological Education,97560618-4413-9ff5-3620-4839f7328d27,Q1002697,,,,,,
Q98850260,Proceedings of the Catholic Theological Society of America,0cfaea5e-4eca-1f7a-a964-8ba80eec1342,Q737498,,,,,,
Q99034646,The Conversation,56cbe369-4cc8-a089-52ab-d179a5f46137,Q41298,,,,,,
Q99056396,SJU Magazine,bae17d56-498a-ad9e-41fb-11e799ee2d22,Q41298,,,,,,
Q99056396,SJU Magazine,aa6b6b65-4a99-c5f9-fd4c-d00c1afc7a3a,Q1002697,,,,,,
Q99436853,Wort und Weg,fc24ca52-4ed4-37c1-59b5-bfeef632f35e,Q737498,,,,,,
Q99437117,Unterwegs (Stuttgart): Zeitschrift der Evangelisch-methodistischen Kirche,43d8c322-461d-f5d0-d2e9-e1112734c282,Q737498,,,,,,
Q99529105,Evangelische Kommentare,9665e346-441b-72b1-8661-8855aec3ab82,Q737498,,,,,,
Q99529437,Perkins Perspective,6304241b-462f-b6b5-0b6c-d33e594eb642,Q41298,,,,,,
Q99542272,Theologie für die Praxis,b98b4c5d-4880-40d0-0ce6-b3bb682b6ba5,Q737498,,,,,,
Q99544102,Ecothology,b38383d4-40e5-a3d0-5a11-aa6747bc17a3,Q737498,,,,,,
Q99578960,Zion's Herald,997f7fe1-4883-adae-a754-b27b343dafc2,Q41298,,,,,,
Q99579301,Apuntes,431cdb48-4b0a-55eb-dd30-5fe8a948116e,Q737498,,,,,,
Q99583037,The Clergy Journal,df7bf674-475b-1541-c3c1-1d66b718674d,Q737498,,,,,,
Q99735501,"The Ecumenist: A Journal of Theology, Culture, and Society",b8f693ac-4a56-8d19-f602-8f5a06f41a56,Q737498,,,,,,
Q99735829,Syndicate,d514190b-433b-bd10-1bd6-64ba765d2d79,Q737498,,,,,,
Q99736473,INSiGHT,edd8503c-4e75-39ce-5e75-94bbdf092555,Q737498,,,,,,
Q99736600,Interreligious Studies and Intercultural Theology,051639b9-42c6-2fa4-85bb-07a4bbef4372,Q737498,,,,,,
Q99737338,Religion and Society,3e987a64-40e2-c184-6335-2d83c47d4bd9,Q737498,,,,,,
Q99737535,Response: the magazine of women in mission,591d8e1c-4199-150b-9310-cb176f16ade3,Q737498,,,,,,
Q99760349,Practical Matters,eaf383ed-436e-6129-ce49-45eda053d5c9,Q737498,,,,,,
