qid,label_en,depicts_uuid,depicts,depicts_ref1_hash,depicts_ref1_statedIn,depicts_ref1_referenceUrl,depicts_ref1_retrieved_nodeId,depicts_ref1_retrieved_val,depicts_ref1_retrieved_prec
Q102963924,Covered sugar bowl,,,,,,,,
Q102963930,Cows,,,,,,,,
Q102963938,Cows in a Stream,,,,,,,,
Q102963945,Cranbrook,,,,,,,,
Q102963951,Cream-colored bowl,,,,,,,,
Q102963957,Creamer,,,,,,,,
Q102963962,"Crescendo, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102963968,Crested Grebe,,,,,,,,
Q102963975,Cricket box,,,,,,,,
Q102963985,Cricket cage with a design of various objects,,,,,,,,
Q102963993,"Critical Path, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102964002,Cup with an abstract bird design Karatsu ware,,,,,,,,
Q102964011,"Cup with handle, decorated with incised calligraphy (I-hsing ware)",,,,,,,,
Q102964017,Cupid Dancing with Two Women,,,,,,,,
Q102964022,Cypripedium (reproduction),,,,,,,,
Q102964029,Dainenbutsu-ji Temple at Hirano,,,,,,,,
Q102964032,"Damár and Tofifirár (with Koos Breukel), Sa-Er / Asmat, Papua, 21-11-2011, #2",,,,,,,,
Q102964037,"Damár and Tofifirár, Sa-Er / Asmat, Papua, 21-11-2011, #1",,,,,,,,
Q102964047,Dames de l'isle e Tine (Ladies from the Island of Tine),,,,,,,,
Q102964052,Dance Fan with a Design of Water,,,,,,,,
Q102964059,"Dante Discoursing with Cacciaguida (Paradisio, Canto 17) from Illustrations to Dante's Divine Comedy",,,,,,,,
Q102964070,Dark and pale blue dish,,,,,,,,
Q102964076,Daruma (Sanskrit: Bodhidharma),,,,,,,,
Q102964083,David and Goliath,,,,,,,,
Q102964094,"David and Goliath, after a ceiling design by Titian in the Santa Maria della Salute Church, Venice",,,,,,,,
Q102964101,Death of Absalom,,,,,,,,
Q102964106,Death of Ananias,,,,,,,,
Q102964112,"Death of General Robert E. Lee: At Lexington, Va., October 12th, 1870, Aged, 62 Years, 8 Months and 6 Days",,,,,,,,
Q102964118,"Deconstructing Piero (pink, 1 of 2)",,,,,,,,
Q102964125,"Deconstructing Piero (pink, 2 of 2)",,,,,,,,
Q102964135,Deconstructing Piero (turquoise blue),,,,,,,,
Q102964142,Deconstructing Piero (turquoise blue) [diptych],,,,,,,,
Q102964150,"Deconstructing Seurat (blue, 1 of 2)",,,,,,,,
Q102964155,"Deconstructing Seurat (blue, 2 of 2)",,,,,,,,
Q102964162,"Deconstructing Seurat (turquoise green, 1 of 2)",,,,,,,,
Q102964168,"Deconstructing Seurat (turquoise green, 2 of 2)",,,,,,,,
Q102964173,Decorated shield,,,,,,,,
Q102964178,Decorative plate with portraits of an old woman and a young lady dressed in traditional Russian costume,,,,,,,,
Q102964182,"Delicious, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102964188,"Delirium (Alessandria, Italy)",,,,,,,,
Q102964193,Design for a Bachelor's Wallpaper,,,,,,,,
Q102964204,Design with calligraphy and floral motif,,,,,,,,
Q102964209,Desk screen with a design in blue underglaze of grass orchids and poem (The fragrance of 100 flowers),,,,,,,,
Q102964214,"Deuxieme Suite de Chevaux, No. 14; d'apre Carle et Horace Vernet",,,,,,,,
Q102964219,"Deuxieme Suite de Chevaux, No. 15",,,,,,,,
Q102964223,"Deuxieme Suite de Chevaux, No. 16",,,,,,,,
Q102964234,"Deuxieme Suite de Chevaux, No. 17",,,,,,,,
Q102964241,Devil Cat,,,,,,,,
Q102964254,"Devil Head; Sketch for ""Devil Says Hello #1""",,,,,,,,
Q102964263,Diamond shaped oribe ware sauce dish with a design in black underglaze of circular patterns,,,,,,,,
Q102964271,"Diamond, age 27, became a hairdresser and chose to live free from all forms of abuse",,,,,,,,
Q102964279,"Diana, Minneapolis",,,,,,,,
Q102964290,"Diana, Tire Marks",,,,,,,,
Q102964298,Diane Hawkins and Her Daughter,,,,,,,,
Q102964304,Diary; December 24th '84,,,,,,,,
Q102964312,Die Kunst der reinen Form,,,,,,,,
Q102964318,Ding (vessel),,,,,,,,
Q102964325,"Ding ware bowl with brown glaze, incised with lotus flowers and leaves on interior of bowl",,,,,,,,
Q102964334,"Ding ware bowl, with a carved design of two lotuses and leaf vine with a central lotus flower bud",,,,,,,,
Q102964340,Ding ware tea bowl,,,,,,,,
Q102964347,Diquis Head Band,,,,,,,,
Q102964354,Dish with a  design in blue underglaze of a landscape,,,,,,,,
Q102964357,Dish with a design in black underglaze of abstract floral and geometric design,,,,,,,,
Q102964361,Dish with a design in blue under glaze of a crab,,,,,,,,
Q102964369,Dish with a design in blue under glaze of crabs and a character for longevity,,,,,,,,
Q102964376,Dish with a design in blue under glaze of crabs and characters for good luck and happiness,,,,,,,,
Q102964382,Dish with a design in blue underglaze of a Chinese-style design which include a serpent and abstract patterns,,,,,,,,
Q102964391,Dish with a design in blue underglaze of abstract design,,,,,,,,
Q102964398,"Dish with a design in blue underglaze of birds, rice stalks, and a flower pattern; on the underside, four pairs of flying sea plovers",,,,,,,,
Q102964409,"Dish with a design in blue underglaze of fan, vase, gourd and assorted flowers",,,,,,,,
Q102964417,Dish with a design in blue underglaze of four Chinese men and a catfish in the center,,,,,,,,
Q102964424,Dish with a design in blue underglaze of iris,,,,,,,,
Q102964441,"Dish with a design of a bird, wasps, and flowers (celadon ware)",,,,,,,,
Q102964451,Dish with a design of an old man and three boys in a boat,,,,,,,,
Q102964456,"Dish with a design of flowers and small buds with four-color glaze in green, brown, blue, and white",,,,,,,,
Q102964464,Dish with a design of two Taoist immortals,,,,,,,,
Q102964471,Dish with a floral design in blue under glaze with vine design on the bottom,,,,,,,,
Q102964488,Dish with blue underglaze,,,,,,,,
Q102964496,Dish with floral design with celadon crackle glaze,,,,,,,,
Q102964501,"Dish with floral designs, colors on white ground (Export ware)",,,,,,,,
Q102964506,Dish with green glaze with a impressed seal of a sea plover on base (part of a set with Soba-choko),,,,,,,,
Q102964511,"Displaced Iraqis During the War in Iraq, Near Basra, Iraq",,,,,,,,
Q102964515,"Dites Donc, S'il Plaît (Now, Please Recite), after Honoré Fragonard",,,,,,,,
Q102964524,Divination instrument in the shape of an animal with long protruding head and tail with small rubbing staff attached,,,,,,,,
Q102964530,Dogs Hunting a Bear,,,,,,,,
Q102964535,Doll (framed),,,,,,,,
Q102964543,Doll in a basket,,,,,,,,
Q102964551,Donkey,,,,,,,,
Q102964560,Dos Cuadros,,,,,,,,
Q102964569,Dove effigy with design in pigment,,,,,,,,
Q102964574,DR-b,,,,,,,,
Q102964585,Dragon Pin,,,,,,,,
Q102964598,Dragonfly Mountain I,,,,,,,,
Q102964604,Draw-string bag,,,,,,,,
Q102964610,"Drawings, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102964615,Drinking Gourd-Shaped Suiteki (Water Dropper) with a Design of Two Galloping Horses,,,,,,,,
Q102964625,Drum,,,,,,,,
Q102964630,Duck vase,,,,,,,,
Q102964638,"Duexieme Suite de Chevaux, No. 13",,,,,,,,
Q102964643,"Duluth, from American Abstract Artists 60th Anniversary Print Portfolio 1997",,,,,,,,
Q102964650,Dusky Grouse,,,,,,,,
Q102964659,"E.D.C.: Untitled, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102964666,Eagle pendant with detailed head,,,,,,,,
Q102964677,Early Morning,,,,,,,,
Q102964685,Early train at a station,,,,,,,,
Q102964692,"Earth, Air, Fire, and Water",,,,,,,,
Q102964702,"Echoppe D'Etameur, Paris, 1924",,,,,,,,
Q102964706,"EDC:AAA, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102964712,Effigy vase in the form of an owl,,,,,,,,
Q102964718,Eight-sided white jade wine cup,,,,,,,,
Q102964728,"Ejiri, from ""The Fifty-three Stations of the Tokaido""",,,,,,,,
Q102964735,Elegant Lovers,,,,,,,,
Q102964742,Emilio Vedova: Grafica e didactica (Dedicated book),,,,,,,,
Q102964749,"Emma & her Mama on the back porch, from the series, I Am Unbeatable",,,,,,,,
Q102964755,Encore Europe,,,,,,,,
Q102964763,Enlist in the Navy,,,,,,,,
Q102964769,Enlist in the Navy follow the boys in blue for home and country,,,,,,,,
Q102964778,"Enlist in the Navy: ""Americans! Stand by Uncle Sam for liberty against tyranny!"" - Theodore Roosevelt",,,,,,,,
Q102964785,"Entrance into Manchester across Water Street, plate 6",,,,,,,,
Q102964795,Epouvantee de l'heritage. (Appalled at the consequences of war.) from Album du Siége,,,,,,,,
Q102964801,"Eritrean Refugees, Eastern Sudan",,,,,,,,
Q102964812,"Estima els que viuen amb la SIDA [many other languages, too] SIDA",,,,,,,,
Q102964822,"Ethiopian Refugee Running in Rainstorm, Togwajaale, Somalia",,,,,,,,
Q102964827,"Every Night, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102964833,"Excerpt from Cooper Union Dialogue, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102964839,Expulsion of the Moneylenders from the Temple,,,,,,,,
Q102964843,Ezzelin Mourning Meduna,,,,,,,,
Q102964848,Fabric,,,,,,,,
Q102964852,Fabric with printed figure,,,,,,,,
Q102964858,"Face aux IST/sida, ne comptez pas sur la chance. Mettez un preservatif. (Confront AIDS, don't rely on luck. Wear a condom)",,,,,,,,
Q102964866,"Face; Sketch for ""Devil Says Hello #2""",,,,,,,,
Q102964875,Fading Light I,,,,,,,,
Q102964880,Fading Light II,,,,,,,,
Q102964885,Faerie Garden,,,,,,,,
Q102964889,Faliscan Red-Figure Bell Krater,,,,,,,,
Q102964894,Fames,,,,,,,,
Q102964901,"Famine Crisis, Wajid, Somalia",,,,,,,,
Q102964907,"Fan Case, with Netsuke (Toggle) in the Form of a Drinking Gourd with an Ivory Screw-Cap",,,,,,,,
Q102964914,Fan shaped blue and white glazed dish (kutani ware),,,,,,,,
Q102964920,Fan shaped box with family crest (mon) of three bamboo shoots,,,,,,,,
Q102964925,Fans Surimono,,,,,,,,
Q102964931,Far from the Sea,,,,,,,,
Q102964941,Female Ancestral Portrait,,,,,,,,
Q102964946,Female Dancer,,,,,,,,
Q102964952,Female figure with scars from pierced cheeks,,,,,,,,
Q102964958,Female funerary figure,,,,,,,,
Q102964969,"Femme nue couchée, tournée à droite (Nude woman reclining, looking right)",,,,,,,,
Q102964981,Femmes de l'Isle de l'Argentière (Women from the Island of Argentière),,,,,,,,
Q102964987,Femmes de l'Isle de Scio (Women from the Island of Scio),,,,,,,,
Q102964993,"Femmes de l'Isle de Siphanto, after Jean-Baptiste Hilair (1753-1822)",,,,,,,,
Q102964999,Fiet Unum Ovile et unus pastor,,,,,,,,
Q102965005,Fifth of Six Images for J,,,,,,,,
Q102965012,Fighting Bulls,,,,,,,,
Q102965016,Fighting Cat,,,,,,,,
Q102965023,Figure,,,,,,,,
Q102965037,Figure Eight,,,,,,,,
Q102965045,Figure of hunter and woman with blooming wisteria bush,,,,,,,,
Q102965055,Figure Studies,,,,,,,,
Q102965061,Figures in Marsh Lands,,,,,,,,
Q102965068,Figures on a Rocky Coast,,,,,,,,
Q102965076,Figurine of Daruma (Sanskrit: Bodhidharma),,,,,,,,
Q102965082,First international meetings of the theater and open art,,,,,,,,
Q102965087,"First Lines, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102965095,First of Six Images for J,,,,,,,,
Q102965102,First Recognition of the American Flag by a Foreign Government,,,,,,,,
Q102965107,"Fisherman: Provincetown, Mass.",,,,,,,,
Q102965116,Fishermen,,,,,,,,
Q102965122,Five Colours,,,,,,,,
Q102965128,Flared bowl with red designs,,,,,,,,
Q102965138,Flat bowl with four bulging legs,,,,,,,,
Q102965147,"Floating Landscape, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102965152,Flowers 1964,,,,,,,,
Q102965156,Folded Paper Clip I,,,,,,,,
Q102965161,Folded Paper Clip II,,,,,,,,
Q102965164,Folding Fan Painted with a Design of Two Eggplants,,,,,,,,
Q102965169,"Folding Fan Painted with a Design of Water, a Pair of Cranes",,,,,,,,
Q102965173,"Folding Fan Painted with a Japanese Nightingale Flying in Front of a Full Moon on one Side, and a Landscape with Two Birds on the Other",,,,,,,,
Q102965183,"Folding Fan Painted with a Man, Standing with an Umbrella, Looking at Secret Painting to Viewer's Left",,,,,,,,
Q102965188,"Folding Fan Painted with Bodhidharma and Calligraphic Inscription, translation: Congratulations to Kuo Tsan-ch'ang!",,,,,,,,
Q102965194,"Folding Fan Painted with Reproduction of Calligraphy by the Tokugawa Shogun Ietatsu, Translated ""Everyone has Equal Rights"" (Isshi dojin)",,,,,,,,
Q102965200,Folding fan painted with scenes painted on both sides with different subjects,,,,,,,,
Q102965206,Folding Fan Painted with Wave Patterns and a Family Crest on Both Sides,,,,,,,,
Q102965215,Folding Fan Painted with Waves on Both Sides,,,,,,,,
Q102965224,Folding Fan Printed with a Scene of Mt. Fuji (reproduction),,,,,,,,
Q102965231,Foliate Heads II,,,,,,,,
Q102965236,Footed bowl,,,,,,,,
Q102965242,Footed dish (Imari ware),,,,,,,,
Q102965249,"Footed dish with a design of flowers, fruit, and bats",,,,,,,,
Q102965259,Footed gourd vase,,,,,,,,
Q102965265,Footed leaf shaped dish with temmoku glaze,,,,,,,,
Q102965270,For Victory Buy More Bonds: Fourth Liberty Loan,,,,,,,,
Q102965279,Forest Scene,,,,,,,,
Q102965286,Forest Scene,,,,,,,,
Q102965299,"Formal Garden, Versailles",,,,,,,,
Q102965303,Fossil in Formation,,,,,,,,
Q102965308,Fountains of Rome,,,,,,,,
Q102965312,Four Locomotive Scenes,,,,,,,,
Q102965316,Four Mythological figures,,,,,,,,
Q102965324,Four Nudes in Town - New York,,,,,,,,
Q102965329,Four Studies of a Draped Torso,,,,,,,,
Q102965335,Fourth of Six Images for J,,,,,,,,
Q102965342,"Freedom Lights on Greenwich Street, from the series ""Tribeca, 10013""",,,,,,,,
Q102965349,Frightened Cat,,,,,,,,
Q102965356,Frog-leg bowl,,,,,,,,
Q102965361,"From Galeria Carl van der Voort, Mini Colección",,,,,,,,
Q102965367,"From Galeria Carl van der Voort, Mini Colección",,,,,,,,
Q102965375,"From Galeria Carl van der Voort, Mini Colección",,,,,,,,
Q102965382,"From Galeria Carl van der Voort, Mini Colección",,,,,,,,
Q102965387,"From Galeria Carl van der Voort, Mini Colección",,,,,,,,
Q102965393,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965409,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965423,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965440,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965457,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965468,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965473,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965478,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965484,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965495,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965501,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965505,"From Galería Carl van der Voort, Mini Colección",,,,,,,,
Q102965510,"From Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102965516,"From Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102965523,"From Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102965530,"From Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102965544,"From Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102965552,"From the Ponte Vecchio, Florence",,,,,,,,
Q102965558,Fuchi (Sword Handle Ferrule) with a Design of a Chinese-Style Building and Landscape with a Figure and a Flag,,,,,,,,
Q102965564,Fuchi (Sword Handle Ferrule) with a Design of a Flying Goose and Bamboo,,,,,,,,
Q102965569,Fuchi (Sword Handle Ferrule) with a Design of a Man with a Three-Legged Toad,,,,,,,,
Q102965582,Fuchi (Sword Handle Ferrule) with a Design of a Tree and Fireflies,,,,,,,,
Q102965590,Fuchi (Sword Handle Ferrule) with a Design of Cherry Blossoms,,,,,,,,
Q102965596,Fuchi (Sword Handle Ferrule) with a Design of Chrysanthemums,,,,,,,,
Q102965602,Fuchi (Sword Handle Ferrule) with a Design of Fish,,,,,,,,
Q102965607,"Fujikawa, from ""The Fifty-three Stations of the Tokaido""°",,,,,,,,
Q102965613,Funerary figure in shape of a male head,,,,,,,,
Q102965617,Furoshiki with a design of a triple arched bridge and a gate to a Shinto Shrine,,,,,,,,
Q102965623,"Furoshiki wrapping cloth with a design of good luck symbols and 100 characters meaning ""good luck""",,,,,,,,
Q102965629,Furyu Kyoken Shyami Sen,,,,,,,,
Q102965635,Futami-ga-ura teapot with a design of a square coin on the lid with matte finish,,,,,,,,
Q102965641,Futami-ga-ura teapot with an abstract design of trees  incised on the sides,,,,,,,,
Q102965645,"Fuwa Banzaemon in a Tanzen Costume, A Tanzen-Clad Man by a Blossoming Cherry Tree, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",,,,,,,,
Q102965653,"Gabriel Found Guilty of Murdering his Wife in Front of their Children - Sentenced to 6 years, Paroled after serving only 4 years",,,,,,,,
Q102965659,"Gait, from American Abstract Artists 60th Anniversary Print Portfolio 1997",,,,,,,,
Q102965665,Gazelles,,,,,,,,
Q102965677,Ge halberd with a design in relief of a bird grasping a snake and cloud patterns,,,,,,,,
Q102965684,Ge halberd with a design of a tiger and clouds,,,,,,,,
Q102965690,"Gilded carved wood panel with a design of two deer, bird and trees",,,,,,,,
Q102965697,"Ginger jar with lid with design in blue underglaze of character for double happiness, flowers and tendrils",,,,,,,,
Q102965703,Ginko leaf-shaped dish (Kyo-Yaki ware),,,,,,,,
Q102965710,Girl in Bed Reading a Newspaper,,,,,,,,
Q102965716,Girl in Red Blouse on a Path,,,,,,,,
Q102965725,"Girl's beaded apron with orange, green, and blue geometric patterns",,,,,,,,
Q102965731,"Girl's beaded apron with red, yellow and blue geometric patterns",,,,,,,,
Q102965737,Glazed ceramic dish with a design of an eggplant (Mashiko ware),,,,,,,,
Q102965741,Glazed ceramic ewer in the form of a duck (Sawankhalok ware),,,,,,,,
Q102965746,Glazed ceramic pitcher with brown spots,,,,,,,,
Q102965751,Glazed dish,,,,,,,,
Q102965758,Glazed figurine of two ducks neck to neck,,,,,,,,
Q102965763,Glazed grey jar with cylindrical neck,,,,,,,,
Q102965771,"Glazed jar with lid and painted design of stylized, abstract motifs",,,,,,,,
Q102965780,Globular ginger jar,,,,,,,,
Q102965783,Globular jar with a petal design,,,,,,,,
Q102965788,Globular storage jar,,,,,,,,
Q102965798,Globular storage jar with brown drip glaze,,,,,,,,
Q102965810,Glow Worms,,,,,,,,
Q102965820,Going and Coming,,,,,,,,
Q102965829,Gourd-shaped vase with a design in blue underglaze of two dragons,,,,,,,,
Q102965836,Greek Girls Playing Ball,,,,,,,,
Q102965841,Green bowl with encrustations,,,,,,,,
Q102965849,Green Cat,,,,,,,,
Q102965859,Green jade dish,,,,,,,,
Q102965865,Green Nile,,,,,,,,
Q102965870,"Grosser Ruhender (Large Reclining Man (literally, Large Recliner))",,,,,,,,
Q102965876,Hagi ware beaker with crackle glaze,,,,,,,,
