ssid,filename,title,creator_string,date,classification,medium,measurements,style_period,country_culture,seals_inscriptions,signature,description,publications,exhibitions,accession_number,date_acquired,gift_of,purchased_from,credit_line,provenance,collection,last_change,notes,rights,media_url
26760287,2016.012.42.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"CAT 758
TFAC 77.5.42",E (stylized),,,,2016.012.42,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)",IN COPYRIGHT,https://forum.jstor.org/assets/26760287/representation-view
26760288,2016.012.43.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"CAT 759
TFAC 77.5.43",E (stylized),,,,2016.012.43,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)

Tape residue top edge",IN COPYRIGHT,https://forum.jstor.org/assets/26760288/representation-view
26760289,2016.012.44.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"W Douplar 33 (?)
CAT 760
TFAC 77.5.44",E (stylized),,,,2016.012.44,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)",IN COPYRIGHT,https://forum.jstor.org/assets/26760289/representation-view
26760290,2016.012.45.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"CAT 761
TFAC 77.5.45",E (stylized),,,,2016.012.45,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)",IN COPYRIGHT,https://forum.jstor.org/assets/26760290/representation-view
26760291,2016.012.46.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"CAT 762
TFAC 77.5.46",E (stylized),,,,2016.012.46,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)

Tape residue top edge.",IN COPYRIGHT,https://forum.jstor.org/assets/26760291/representation-view
26760292,2016.012.47.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"125 (lrc recto)
CAT 763
TFAC 77.5.47",E (stylized),,,,2016.012.47,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)

Tape residue and mat burn. Small tear urc.",IN COPYRIGHT,https://forum.jstor.org/assets/26760292/representation-view
26760293,2016.012.48.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"128 (lrc recto)
CAT 764
TFAC 77.5.48",E (stylized),,"""A Retrospective of Paintings and Drawings by Biel"" Tennessee Fine Arts Center, 1960. Two copies of the catalogue on file.","A Retrospective of Paintings and Drawings by Biel Tennessee Fine Arts Center, 1960 (today, Cheekwood Botanical Garden and Museum of Art)",2016.012.48,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)

Tape residue and mat burn",IN COPYRIGHT,https://forum.jstor.org/assets/26760293/representation-view
26760294,2016.012.49.tif,"Untitled from ""Danse Macabre""","Biel-Bienne, Eugene (1902-1969, born Vienna, Austria)",1957 CE,Graphic Arts-Drawing,India ink on paper,24 x 18 in. ,,United States,"127 (lrc recto)
CAT 1146
77.5.49",E (stylized),,,,2016.012.49,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Cheekwood in 1977,,Wed Jul 19 00:00:00 EDT 2017,"The series was executed in Washington, D.C. in 1957. Three drawings from this series are in other collections (as of 1977 they were first, #752 at the Musees de L'Etat, Luxembourg; second, #755 at the Albertina, Vienna, Austria; third, #741 collection of Preston Bissinger, Nashville, TN)

Some mat burn and tape residue on sides",IN COPYRIGHT,https://forum.jstor.org/assets/26760294/representation-view
26760295,2016.012.50.tif,Primping,"Biel-Bienne, Eugene (1902-1969, born Vienna, Austria, died Nashville, TN)",1957 CE,Graphic Arts-Drawing,Tempera on paper,18 x 23.75 in.,,United States,"CAT 2157 PM 12
76.12.12",E (stylized),,,,2016.012.50,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,The artist; Mr. and Mrs. Alan Berry; Cheekwood in 1976,,Wed Jul 19 00:00:00 EDT 2017,"Small tear lrc; bends in all corner

This work was not listed on the transfer paperwork found in 2016.012.01, but it was always intended to be included in it.",IN COPYRIGHT,https://forum.jstor.org/assets/26760295/representation-view
26760296,2016.012.51.jpg,Fishbird-Birdfish,"Biel-Bienne, Eugene (1902-1969, born Vienna, Austria, died Nashville, TN)",1960 CE,Graphic Arts-Drawing,Oil on board,20.5 x 18.25 in. ,,United States,"Artist's monogram with ""[19]60""",E (stylized),,"""A Retrospective of Paintings and Drawings by Biel"" Tennessee Fine Arts Center, 1960. Two copies of the catalogue on file.","A Retrospective of Paintings and Drawings by Biel Tennessee Fine Arts Center (now Cheekwood Botanical Garden and Museum of Art), (1960) ",2016.012.51,2016,Cheekwood (Transfer),,Collection of Vanderbilt University Fine Arts Gallery,The artist; Cheekwood in 1960,,Wed Jul 19 00:00:00 EDT 2017,See file 2016.012.01 for accession paperwork,,https://forum.jstor.org/assets/26760296/representation-view
26760297,2016.013.1.tif,Lewie Memm or Self-Portrait,"Chafetz, Sidney (American printmaker, born 1922)",1954 CE,Graphic Arts-Printmaking,Woodcut on Japan paper,17 x 11.25 in. ,,United States,"Lewie Memm
15/20",Sidney Chafetz 54,,,"""Then & Now: Five Centuries of Woodcuts,"" 1/10-3/1/2019",2016.013.1,2016,Jill Chafetz and Stephen Koch,,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Jill Chafetz (his niece),,Thu Jan 03 00:00:00 EST 2019,The catalog raisonne of Chafetz's prints has been compiled by The Ohio State University and the Columbus Museum of Art; it is accessible at: https://kb.osu.edu/dspace/handle/1811/62198,IN COPYRIGHT,https://forum.jstor.org/assets/26760297/representation-view
26760298,2016.013.2.tif,The Stroller,"Chafetz, Sidney (American printmaker, born 1922)",1971,Graphic Arts-Printmaking,Woodcut,,,United States,"The Stroller
168/250",Sidney Chafetz 54,,,,2016.013.2,2016,Jill Chafetz and Stephen Koch,,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Jill Chafetz (his niece),,Thu Dec 13 00:00:00 EST 2018,The catalog raisonne of Chafetz's prints has been compiled by The Ohio State University and the Columbus Museum of Art; it is accessible at: https://kb.osu.edu/dspace/handle/1811/62198,IN COPYRIGHT,https://forum.jstor.org/assets/26760298/representation-view
26760299,2016.013.3.tif,The Genius on the Streets of Berlin (The Young Albert Einstein),"Chafetz, Sidney (American printmaker, born 1922)",1967 CE,Graphic Arts-Printmaking,Woodcut,,,United States,"The Genius Walks the Streets of Berlin
3/50",S. Chafetz,,,,2016.013.3,2016,Jill Chafetz and Stephen Koch,,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Jill Chafetz (his niece),,Thu Dec 13 00:00:00 EST 2018,The catalog raisonne of Chafetz's prints has been compiled by The Ohio State University and the Columbus Museum of Art; it is accessible at: https://kb.osu.edu/dspace/handle/1811/62198,IN COPYRIGHT,https://forum.jstor.org/assets/26760299/representation-view
26760300,2016.013.4.tif,Family,"Chafetz, Sidney (American printmaker, born 1922)",1981 CE,Graphic Arts-Printmaking,Photo-derived etching,25.25 x 18.75 in.,,United States,"The Genius Walks the Streets of Berlin
3/50",S. Chafetz,,,,2016.013.4,2016,Jill Chafetz and Stephen Koch,,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Jill Chafetz (his niece),,Wed Apr 11 00:00:00 EDT 2018,"The catalog raisonne of Chafetz's prints has been compiled by The Ohio State University and the Columbus Museum of Art; it is accessible at: https://kb.osu.edu/dspace/handle/1811/62198

Needs to be re-framed prior to exhibition",IN COPYRIGHT,https://forum.jstor.org/assets/26760300/representation-view
26760301,2016.013.5.tif,Amy and the Butterflies,"Chafetz, Sidney (American printmaker, born 1922)",1979 CE,Graphic Arts-Printmaking,Lithograph,33 x 26 in. ,,United States,Amy and the Butterflies,S. Chafetz 79,,,,2016.013.5,2016,Jill Chafetz and Stephen Koch,,Collection of Vanderbilt University Fine Arts Gallery,Estate of the artist to Jill Chafetz (his niece),,Thu Jul 20 00:00:00 EDT 2017,"The catalog raisonne of Chafetz's prints has been compiled by The Ohio State University and the Columbus Museum of Art; it is accessible at: https://kb.osu.edu/dspace/handle/1811/62198
Edition of 12. 
This lithograph depicts the poet Amy Lowell",IN COPYRIGHT,https://forum.jstor.org/assets/26760301/representation-view
26760302,2017.001.001.jpg,Lock and Key I,"Colescott, Robert (American painter, 1925-2009)",1989 CE,Graphic Arts-Printmaking,Lithograph,41 x 29.75 in. ,,United States,,,,,,2017.001.001,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Jun 20 00:00:00 EDT 2018,"Framed dimensions: 53-1/2"" x 41""
Frame value: $152.15
Schatz record #1703",IN COPYRIGHT,https://forum.jstor.org/assets/26760302/representation-view
26760303,2017.001.002.jpg,Exterior Still Life with Figure,"Reuther, Kit (1957-)",,Painting,Oil on canvas,42 x 32 in. ,,United States,,,,,,2017.001.002,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #301",,https://forum.jstor.org/assets/26760303/representation-view
26760304,2017.001.003.jpg,I Think to Live Would be a Bliss,"Dill, Lesley (American sculptor, born 1950)",1994 CE,Graphic Arts,"Lithograph and letterpress on paper, thread",27 x 20.75 in.,,United States,,,,,,2017.001.003,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #1693
Framed dimensions: 44-1/2"" x 28""
Frame value: $312.14",,https://forum.jstor.org/assets/26760304/representation-view
26760305,2017.001.004.jpg,Jubilation,"Dill, Lesley (American sculptor, born 1950)",2010 CE,Graphic Arts,"Three run, two-color lithograph on Gold Abaca paper with collaging",15.5 x 12 in.,,United States,,,,,,2017.001.004,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #2033",IN COPYRIGHT,https://forum.jstor.org/assets/26760305/representation-view
26760306,2017.001.005.jpg,Much Madness is Divinest Sense-To a Discerning Eye,"Dill, Lesley (American sculptor, born 1950)",1994 CE,Graphic Arts,Three color lithograph with horse hair bundles,14 x 10 in. ,,United States,1/15,,,,,2017.001.005,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #1694
Framed Dimensions: 23-1/4"" x 17-1/2""",IN COPYRIGHT,https://forum.jstor.org/assets/26760306/representation-view
26760307,2017.001.006.jpg,Assentamento #4,"Paulino, Rosana (Brazilian engraver, born 1967)",2012 CE,Graphic Arts-Printmaking,Lithograph,22 x 30 in. ,,Brazil,,,,,,2017.001.006,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #2060
Framed Dimensions: 30"" x 38""
Frame value: $272.55",IN COPYRIGHT,https://forum.jstor.org/assets/26760307/representation-view
26760308,2017.001.007.jpg,Ulysses,"Saar, Allison (American painter, sculptor, and installation artist, born 1956)",1994 CE,Graphic Arts-Printmaking,Woodcut,51 x 23 in. ,,United States,15/20,,,,,2017.001.007,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 15 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #236
Framed Dimensions: 55-1/2"" x 25""
Frame value: $223.35
05/09/2018 MFMW updated insurance value from $900 to $4,500 based on current sale price on 1stdibs.com
""Alison Saar's Ulysses, 1994 reveals an ancient Greek myth in light of American history. In the myth, Ulysses was tied to the mast of a ship in order to keep him from falling under the spell of the Sirens. Saar represents Ulysses as a black man hanging upside down and bound by his feet. Being shoeless, the black man is reminiscent of the historic lynching of African-Americans."" (http://www.artmuseum.msu.edu/exhibitions/past/feet/)",IN COPYRIGHT,https://forum.jstor.org/assets/26760308/representation-view
26760309,2017.001.008.jpg,"Poster for Arabic Calligraphy and Typography Conference; American University in Dubai; April 5-8, 2006",Kitabat,2006 CE,Graphic Arts-Printmaking,Offset lithograph mounted on foam core,33 x 23.25 in. ,,United States,,,,,,2017.001.008,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #2426",COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760309/representation-view
26760310,2017.001.009.jpg,Bathers,"Ganso, Emil (American painter and printmaker, 1895-1941)",1926 CE,Graphic Arts-Printmaking,Linocut,9.75 x 12 in. ,,United States,Edition of 10,,,,,2017.001.009,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #326
Frame value: $120.41",COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760310/representation-view
26760311,2017.001.010.jpg,Self Portrait and Model,"Ganso, Emil (American painter and printmaker, 1895-1941)",1937 CE,Graphic Arts-Printmaking,Wood engraving,10 x 8 in. ,,United States,Edition of 50,,,,,2017.001.010,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #111
Frame value: $100.00",COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760311/representation-view
26760312,2017.001.011.jpg,Heathcliff (The Graveyard),"Leighton, Frederic, 1st Baron Leighton of Stretton (English painter and sculptor, 1830-1896)",,Graphic Arts-Printmaking,Wood engraving,7 x 5.25 in. ,,"England, United Kingdom",8/30,,,,,2017.001.011,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #161
Frame value: $100.00",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760312/representation-view
26760313,2017.001.012.jpg,"Untitled Illustration for Vers Un Monde Volange (Toward an Uncertain World), plate 5 of 8","Gromaire, Marcel (1892-1971, born Noyelles-sur-Sambre, France, died Paris, France)",1926 CE,Graphic Arts-Printmaking,Etching,6.5 x 5.5 in.,,France,,,,,,2017.001.012,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Fri May 11 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #114
Frame value: $125.00
Image size; Framed dimensions: 22-1/2"" x 19-3/4""
The book, Vers Un Monde Volange"" is by Henri Hertz (Paris: Marcel Seheur, 1926). Full series of images: http://fc-fineart.com/mp.php?rqs=461",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760313/representation-view
26760314,2017.001.013.jpg,Portrait of a young woman,"Fini, Leonor (French painter and scenographer, 1908-1996)",,Graphic Arts-Printmaking,Lithograph,,,Argentina,,,,,,2017.001.013,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #94
(research - titled by MFMW)",,https://forum.jstor.org/assets/26760314/representation-view
26760315,2017.001.014.jpg,Hail Victory (Torpedoing of S.S. Athenia by German Submarine),"Wilbur, Lawrence Nelson (American painter 1897-ca. 1960)",1941 CE,Graphic Arts-Printmaking,Dry point,11.5 x 8.75 in.,,United States,Edition of 35,,,,,2017.001.014,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #359
Frame value: $230.00; Framed dimensions: 24"" x 21-1/2""
""This print was created for Artists For Victory, a World War II era artist's association. Its members lent their talents to designing posters and works of art that were put on display in patriotic exhibitions. This work shows a specific event in the early days of World War II. On September 3, 1939, just hours after Britain declared war on Germany, a German submarine sank the S.S. Athenia, a British passenger vessel bound for Canada, mistaking her for an armed merchant cruiser. There were many Americans aboard, some of whom lost their lives. The United States did not enter the war until December, 1941, the year this print was made. Lawrence Wilbur looked back to this event as an example of tragedies that had already occurred, to stir American sentiment against the German forces that had fired on an unarmed ship."" (from Carlos Museum @ Emory)",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760315/representation-view
26760316,2017.001.015.jpg,Psychopathic Ward,"Riggs, Robert (American printmaker, 1896-1970)",1941 CE,Graphic Arts-Printmaking,Etching,14.25 x 19 in.,,United States,46 in edition of ____,,,,,2017.001.015,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Fri May 11 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #230
Frame value: $140.00
Framed dimensions: 24-1/2"" x 29""",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760316/representation-view
26760317,2017.001.016.jpg,The Old Fiddler Dreams,"Huntley, Victoria Ebbels Huston (American painter, 1900-1971)",1943 CE,Graphic Arts-Printmaking,Lithograph,11.5 x 9.75 in. ,,United States,Edition of 165,,,,,2017.001.016,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #132
Frame value: $150.00
image size. Sheet size is 16"" x 11-1/2""",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760317/representation-view
26760318,2017.001.017.jpg,Mechano - Marvel of the Age,"Dwight, Mabel (American printmaker, 1876-1955)",1928 CE,Graphic Arts-Printmaking,Lithograph,12.25 x 9.25 in. ,,United States,,,,,,2017.001.017,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Jun 20 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #394
Frame value: $175.00
Insurance value increased from $600 to $1,900 June 2018 after seeing listing on Old Print Shop website",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760318/representation-view
26760319,2017.001.018.jpg,Marynka Pregnant,"Kitaj, R. B. (American painter and printmaker, 1932-2007)",,Graphic Arts-Printmaking,Etching,13 x 10 in.,,United States,4/25,,,,,2017.001.018,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #147
Frame value: $150.00",,https://forum.jstor.org/assets/26760319/representation-view
26760320,2017.001.019.jpg,Counterpoint,"Landacre, Paul (American woodcutter, illustrator, and graphic artist, 1893-1963)",1939 CE,Graphic Arts-Printmaking,Wood engraving,12 x 8.25 in.,,United States,17/25,,,,,2017.001.019,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #159
Frame value: $115.00
Framed dimensions: 23-1/2"" x 19-1/2""",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760320/representation-view
26760321,2017.001.020.jpg,"The Thriller, Coney Island","Shokler, Harry (American painter and printmaker, 1896-1978)",1940 CE,Graphic Arts-Printmaking,Wood engraving,6 x 8 in. ,,United States,,,,,,2017.001.020,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,Purchased by the Schatzes 7/17/1992,,Mon May 07 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #355
Frame value: $150.00
Framed dimensions: 16-1/4"" x 17-5/8""",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760321/representation-view
26756790,1992-473.jpg,"Circular Mirror with a Design of the Character for Long Life (kotobuki), and Chrysanthemums",Artist Unknown,,Decorative Arts,"bronze, with a rattan-wrapped handle",5.75 x 3.25 in.,,Japan,Tenka ichi Fujiwara Masashige,,,,,1992.473,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"Acquired by the donor in Fukushima, Japan.",,https://forum.jstor.org/assets/26756790/representation-view
26756791,1992-474.jpg,Rectangular Mirror with a Design of a Branch of Blossoming Plum,Artist Unknown,,Decorative Arts,bronze,3.25 x 2.25 in.,,Japan,Fujiwara Yoshitake,,,,,1992.474,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"Acquired by the donor in Fukushima, Japan.",,https://forum.jstor.org/assets/26756791/representation-view
26756792,1992-475.jpg,Circular Mirror with a Design of Chrysanthemums in a Circle,Artist Unknown,,Decorative Arts,bronze,2.5 x 2.25 in.,,Japan,Tenka ichi Fujiwara Takeshige,,,,,1992.475,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"Acquired by the donor in Fukushima, Japan.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756792/representation-view
26756793,1992-476.jpg,"Circular Mirror with a Design of a Fence, Flowers, and Two Butterflies",Artist Unknown,,Decorative Arts,bronze,3.25 in.,,Japan,Fujiwara Mitsunaga,,,,,1992.476,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"Acquired by the donor in Fukushima, Japan.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756793/representation-view
26756794,1992-477.jpg,Circular Mirror with a Tortoise-Shell Pattern with Floral Motifs in Hexagons,Artist Unknown,,Decorative Arts,bronze,5.5 x 3 in.,,Japan,Shitomi izumi-no-kami shigetsugu (Notes),,,,,1992.477,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"Izumi, a former province, is now a part of Osaka-fu (long ""O"").

Acquired by the donor in Fukushima, Japan.",,https://forum.jstor.org/assets/26756794/representation-view
26756795,1992-478.jpg,"Rectangular Mirror with a Design of Pines, a Rock, and Bamboo",Artist Unknown,,Decorative Arts,"bronze, with a rattan-wrapped handle",6.5 x 4 in.,,Japan,Tenka ichi Fujiwara Ieshige,,,,,1992.478,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,"This format is rare.

Acquired by the donor in Fukushima, Japan.",,https://forum.jstor.org/assets/26756795/representation-view
26756796,1992-479ab.jpg,Kogo (Incense Container) in the Form of a Sash Knot,Artist Unknown,,Ceramics,Seto ware porcelain,1.25 x 2 x 2.75 in.,,Japan,,,,,Legacy of Asian Art (1992-1993),1992.479,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756796/representation-view
26756797,1992-480.jpg,Kogo (Incense Container),Artist Unknown,,Ceramics,stoneware with green overglaze,1.75 x 2.25 in. ,,Japan,,,,,Legacy of Asian Art (1992-1993),1992.480,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Thu Mar 22 00:00:00 EDT 2012,"This object is temporarily housed in ""ogb 25a"" in Susan DeMay's Study box",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756797/representation-view
26756798,1992-481ab.jpg,Kogo (Incense Container) with Comma-Shaped Design on Lid,Artist Unknown,,Ceramics,stoneware with brown glaze,1.5 x 2.25 in.,,Japan,,,,,Legacy of Asian Art (1992-1993),1992.481,1992,Herman D. Doochin,,Collection of Vanderbilt University Fine Arts Gallery,,The Herman D. Doochin Collection,Wed Mar 28 00:00:00 EDT 2012,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756798/representation-view
