inventory_number,string
#1999.068,"Kunkel, Don (1933-, born New Jersey)"
#1999.069,"Kunkel, Don (1933-, born New Jersey)"
#1999.070,"Kunkel, Don (1933-, born New Jersey)"
#1999.071,"Kunkel, Don (1933-, born New Jersey)"
#1999.072,"Kunkel, Don (1933-, born New Jersey)"
#1999.073,"Kunkel, Don (1933-, born New Jersey)"
#1999.074,"Kunkel, Don (1933-, born New Jersey)"
#1999.075,"Kunkel, Don (1933-, born New Jersey)"
#1999.076,"Kunkel, Don (1933-, born New Jersey)"
#1999.077,"Kunkel, Don (1933-, born New Jersey)"
#1999.078,"Kunkel, Don (1933-, born New Jersey)"
#1999.079a,"Kunkel, Don (1933-, born New Jersey)"
#1999.079b,"Kunkel, Don (1933-, born New Jersey)"
#1999.079c,"Kunkel, Don (1933-, born New Jersey)"
#1999.080,"Kunkel, Don (1933-, born New Jersey)"
#1999.081,"Kunkel, Don (1933-, born New Jersey)"
#1999.082,"Laabs, Hans (German painter, 1915-2004)"
#1999.083,"Laabs, Hans (German painter, 1915-2004)"
#1999.084,"Laabs, Hans (German painter, 1915-2004)"
#1999.085,"Laabs, Hans (German painter, 1915-2004)"
#1999.086,"Laabs, Hans (German painter, 1915-2004)"
#1999.087,"Lenerts, Cis (1940)"
#1999.088,"Lenerts, Cis (1940)"
#1999.089,"Lenerts, Cis (1940)"
#1999.090,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1999.091,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1999.092,"Martinez, Juan (Spanish painter, born 1942)"
#1999.093,"Meirowsky, Katja (1920-2012, born Spremberg, Germany, died Potsdam, Germany)"
#1999.094,"Meirowsky, Katja (1920-2012, born Spremberg, Germany, died Potsdam, Germany)"
#1999.095,"Meirowsky, Katja (1920-2012, born Spremberg, Germany, died Potsdam, Germany)"
#1999.096,"Micus, Eduard (German painter and sculptor, 1925-2000, active in Spain)"
#1999.097,"Micus, Eduard (German painter and sculptor, 1925-2000, active in Spain)"
#1999.098,"Bechtold, Erwin (1925-, born Cologne, Germany)"
#1999.099,"Mira, Eduardo (1945-)"
#1999.100,"Mira, Eduardo (1945-)"
#1999.101,"Mira, Eduardo (1945-)"
#1999.102,"Mira, Eduardo (1945-)"
#1999.103,"Mira, Eduardo (1945-)"
#1999.104,"Mira, Eduardo (1945-)"
#1999.105,"Mira, Eduardo (1945-)"
#1999.106,"Mira, Eduardo (1945-)"
#1999.107,"Mitchell, Jane (1912-1998)"
#1999.108,"Mitchell, Jane (1912-1988)"
#1999.109,"Mitchell, Jane (1912-1988)"
#1999.110,"Mitchell, Jane"
#1999.111,"Mitchell, Jane"
#1999.112,"Mitchell, Jane"
#1999.113,"Pagliari, Giorgio (1933-, born Rome, Italy)"
#1999.114,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#1999.115,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#1999.116,"Puiggros, Pere (1942-)"
#1999.117,"Puiggros, Pere (1942-)"
#1999.118,"Quijada, Robert (American artist, 1937-1994)"
#1999.119,"Quijada, Robert (American artist, 1937-1994)"
#1999.120,"Quijada, Robert (American artist, 1937-1994)"
#1999.121,"Quijada, Robert (American artist, 1937-1994)"
#1999.122,"Quijada, Robert (American artist, 1937-1994)"
#1999.123,"Quijada, Robert (American artist, 1937-1994)"
#1999.124,"Schlosser, Adolf (1939-)"
#1999.125,"Schumacher, Emil (German painter, 1912-1999)"
#1999.126,"Snelson, Kenneth (Canadian sculptor, born 1927)"
#1999.127,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1999.128,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1999.129,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1999.130,"Tur Costa, Rafael (1927-, born Santa Eulalia, Ibiza, Spain)"
#1999.131,"Putten, Henk van (Dutch sculptor, born 1936)"
#1999.132,"Putten, Henk van (Dutch sculptor, born 1936)"
#1999.133,"Putten, Henk van (Dutch sculptor, born 1936)"
#1999.134,"Zao Wou-ki (French painter and printmaker, born in China, 1921-2013)"
#1999.135,"Kunkel, Don (1933-, born New Jersey)"
#1999.136,"Hinterreiter, Hans (Swiss painter, born 1902-1989)"
#1999.137,Artist Unknown
#1999.138,Artist Unknown
#1999.139,Artist Unknown
#1999.140,Artist Unknown
#1999.141a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.141j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#1999.142,"Winters, Terry (1949-, born Brooklyn, NY)"
#1999.143,"Simpson, Lorna (American photographer and installation artist, born 1960)"
#1999.144,"Bruyn, Nicolaes de (Flemish painter, engraver, and dealer, 1571-1656)"
#1999.145,"Maynard, Jeremy D., for Hatch Show Print (1977-, born Nashville, TN)"
#1999.146,"Maynard, Jeremy D., for Hatch Show Print (1977-, born Nashville, TN)"
#1999.147,"Frederick, Michael (1966-, born Chabanse, IL)"
#1999.148,Artist Unknown
#1999.149,"Frederick, Michael (1966-, born Chabanse, IL)"
#1999.150,"Frederick, Michael, (1966-, born Chabanse, IL)"
#1999.151,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.152,"Frederick, Michael, (1966-, born Chabanse, IL)"
#1999.153,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.154,"McCloud, Bryce, (1975-, born Nashville, TN)"
#1999.155,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.156,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.157,"Frederick, Michael, (1966-, born Chabanse, IL)"
#1999.158,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.159,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.160,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.161,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.162,"Sherraden, Jim, (1957-, born Salina, KS)"
#1999.163,"Frederick, Michael, (1966-, born Chabanse, IL)"
#1999.164,"McCloud, Bryce, (1975-, born Nashville, TN)"
#1999.165,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.166,"Frederick, Michael, (1966-, born Chabanse, IL)"
#1999.167,"Maynard, Jeremy D., (1977-, born Nashville, TN)"
#1999.168,"McCloud, Bryce, (1975-, born Nashville, TN)"
#1999.169,Hatch Show Print
#1999.170,ADGFAD
#1999.173,"Solow, Peter (American painter, active 20th century)"
#1999.174a,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174b,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174c,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174d,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174e,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174f,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174g,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174h,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174i,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174j,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174k,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.174l,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.175,"Kirkall, Elisha (English printmaker, ca.1682-1742)"
#1999.176,"Goltzius, Hubertus (Flemish humanist, painter and numismatist, 1526-1583)"
#1999.177,"Tonnancour, Jacques de (Canadian painter and printmaker, 1917-2005)"
#1999.178,"May, Philip William (British illustrator, 1864-1903)"
#1999.179,"Romney, George (English painter, 1734-1802)"
#1999.180,"Jacque, Charles Émile (French painter, illustrator, and printmaker, 1813-1894)"
#1999.181,Artist Unknown
#1999.225,Artist Unknown
#1999.226,Artist Unknown
#1999.227,Artist Unknown
#1999.228,Artist Unknown
#1999.229,Artist Unknown
#1999.230,Artist Unknown
#1999.231,Artist Unknown
#1999.232,Artist Unknown
#1999.233,Artist Unknown
#1999.234,Artist Unknown
#1999.235,Artist Unknown
#1999.236,Artist Unknown
#1999.237,Artist Unknown
#1999.238,Artist Unknown
#1999.239,Artist Unknown
#1999.240,Artist Unknown
#1999.241,Artist Unknown
#1999.242,Artist Unknown
#1999.243,Artist Unknown
#1999.244,Artist Unknown
#1999.245,Artist Unknown
#1999.246,Artist Unknown
#1999.247,Artist Unknown
#1999.248,"Dill, Lesley (American sculptor, born 1950)"
#1999.249,"DeMay, Susan"
#1999.250,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1999.251,Artist Unknown
#1999.252,Artist Unknown
#1999.253,Artist Unknown
#1999.254,Artist Unknown
#1999.255,Artist Unknown
#1979.0914P,Artist Unknown
#1979.0915P,"Guttenberg, Heinrich (German engraver, 1749-1818)"
#1979.0916P,Fantarini? (1612-1648)
#1979.0917P,"Bartolozzi, Francesco (Italian engraver, 1727-1815)"
#1979.0918P,"O'Connell, Friederike Emilie August (German painter and engraver, 1823-1885)"
#1979.0919P,"Bartolozzi, Francesco (Italian engraver, 1727-1815)"
#1979.0920P,"Bartolozzi, Francesco (Italian engraver, 1727-1815)"
#1979.0921P,"von Bocholt, Franz (after)"
#1979.0922P,"Sparks, Nathaniel (English watercolorist and etcher, 1880-1957)"
#1979.0923P,"Vos, Maarten de (Flemish painter, 1532-1603)"
#1979.0924p,"Cham (French printmaker, 1818-1879)"
#1979.0925P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0926P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0927P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0928P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0929P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0930P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0931P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0932P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0933P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0934P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0935P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0936P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0937P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0938P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0939P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0940P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0941P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0942P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0943P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0944P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0945P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0946P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0947P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0948P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0949P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0950P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0951P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0952P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0953P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0954P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0955P,"Beaumont, Edouard de (French painter, 1821-1888)"
#1979.0956P,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1979.0957P,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1979.0958P,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1979.0959P,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1979.0960,Artist Unknown
#1979.0961P,Artist Unknown
#1979.0962p,Artist Unknown
#1979.0964p,Artist Unknown
#1979.0965P,Artist Unknown
#1979.0966P,Artist Unknown
#1979.0967P,Artist Unknown
#1979.0968P,Artist Unknown
#1979.0969P,Artist Unknown
#1979.0970P,Artist Unknown
#1979.0971P,Artist Unknown
#1979.0972P,Artist Unknown
#1979.0973P,Artist Unknown
#1979.0975P,Artist Unknown
#1979.0977P,Artist Unknown
#1979.0979P,Artist Unknown
#1979.0980P,Artist Unknown
#1979.0982P,"Spinola, Lily"
#1979.0983P,Artist Unknown
#1979.0984P,"Pildas, M. "
#1979.0985P,"Singer, Charles"
#1979.0986P,"Schaever, C. W."
#1979.0987P,Artist Unknown
#1979.0988P,"Howard, John"
#1979.0989P,Artist Unknown
#1979.0990P,Artist Unknown
#1979.0991P,Artist Unknown
#1979.0992P,Artist Unknown
#1979.0993P,Artist Unknown
#1979.0994P,Artist Unknown
#1979.0995P,Artist Unknown
#1979.0996P,Artist Unknown
#1979.0997P,"Hankins, Cornelius (1863-1946)"
#1979.0998P,Artist Unknown
#1979.0999P,Artist Unknown
#1979.1000P,"Boyse, William H."
#1979.1001P,"Gaudez, Adrien Etienne (French sculptor, 1845-1902)"
#1979.1004P,Artist Unknown
#1979.1005P,Artist Unknown
#1979.1008P,Artist Unknown
#1979.1009P,Artist Unknown
#1979.1010P,Artist Unknown
#1979.1011P,Artist Unknown
#1979.1012P,Artist Unknown
#1979.1013p,Artist Unknown
#1979.1014P,Artist Unknown 
#1979.1015P,Artist Unknown
#1979.1017P,Artist Unknown
#1979.1018P,Artist Unknown
#1979.1019P,Artist Unknown
#1979.1022P,Artist Unknown
#1979.1023P,Artist Unknown
#1979.1024P,Artist Unknown
#1979.1025P,Artist unknown
#1979.1026P,Artist Unknown
#1979.1027P,Artist Unknown
#1979.1028P,Artist Unknown
#1979.1029P,Artist Unknown
#1979.1030P,Artist Unknown
#1979.1031P,Artist Unknown
#1979.1032P,Artist Unknown
#1979.1033P,Artist Unknown
#1979.1034P,Artist Unknown
#1979.1035P,Artist Unknown
#1979.1036P,Artist Unknown
#1979.1037P,Artist Unknown
#1979.1038P,Artist Unknown
#1979.1039P,Artist Unknown
#1979.1041P,Artist Unknown
#1979.1042P,Artist Unknown
#1979.1043P,Artist Unknown
#1979.1044P,Artist Unknown
#1979.1045P,Artist Unknown
#1979.1046P,Artist Unknown
#1979.1047P,Artist Unknown
#1979.1048P,Artist Unknown
#1979.1049P,Artist Unknown
#1979.1050P,Artist Unknown
#1979.1051P,Artist Unknown
#1979.1052P,Artist Unknown
#1979.1053P,Artist Unknown
#1979.1054P,Artist Unknown
#1979.1055P,Artist Unknown
#1979.1056P,Artist Unknown
#1979.1057P,Artist Unknown
#1979.1058P,Artist Unknown
#1979.1059P,Artist Unknown
#1979.1060P,Artist Unknown
#1979.1061P,Artist Unknown
#1979.1062P,Artist Unknown
#1979.1064P,Artist Unknown
#1979.1065P,Artist Unknown
#1979.1066P,Artist Unknown
#1979.1067P,Artist Unknown
#1979.1068P,Artist Unknown
#1979.1069P,Artist Unknown
#1979.1070P,Artist Unknown
#1979.1071P,Artist Unknown
#1979.1073P,Artist Unknown
#1979.1074P,Artist Unknown
#1979.1075P,Artist Unknown
#1979.1076P,Artist Unknown
#1979.1077P,Artist Unknown
#1979.1078P,Artist Unknown
#1979.1079P,Artist Unknown
#1979.1080P,Artist Unknown
#1979.1081P,Artist Unknown
#1979.1082P,Artist Unknown
#1979.1083P,Artist Unknown
#1979.1084P,Artist Unknown
#1979.1085P,Artist Unknown
#1979.1087P,Artist Unknown
#1979.1088P,Artist Unknown
#1979.1089P,Artist Unknown
#1979.1090P,Artist Unknown
#1979.1095P,Artist Unknown
#1979.1096P,Artist Unknown
#1979.1097P,Artist Unknown
#1979.1098P,Artist Unknown
#1979.1100P,Artist Unknown
#1979.1101P,Artist Unknown
#1979.1102P,Artist Unknown
#1979.1103P,Artist Unknown
#1979.1104P,Artist Unknown
#1979.1105P,Artist Unknown
#1979.1106P,Artist Unknown
#1979.1107P,Artist Unknown
#1979.1108P,Artist Unknown
#1979.1109P,Artist Unknown
#1979.1110P,Artist Unknown
#1979.1111P,Artist Unknown
#1979.1112P,Artist Unknown
#1979.1113P,Artist Unknown
#1979.1116P,Artist Unknown
#1979.1118P,"Fisher, E."
#1979.1119P,"Burlyuk, David (Ukrainian painter and writer, 1882-1967, active in the United States)"
#1979.1120P,"Gibson, Charles Dana (American illustrator and painter, 1867-1944)"
#1979.1121P,"Raemaekers, Louis (Dutch painter, illustrator, and draftsman, 1869-1956)"
#1979.1122P,Artist Unknown
#1979.1123P,Artist Unknown
#1979.1124P,"Marsh, Lucile Patterson (1890-1978, born Rapid City, SD)"
#1979.1125P,Artist Unknown
#1979.1126P,Artist Unknown
#1979.1127P,Artist Unknown
#1979.1128P,"Marsh, Lucile Patterson (1890-1978, born Rapid City, SD)"
#1979.1129P,Artist Unknown
#1979.1130P,Artist Unknown
#1979.1131P,Artist Unknown
#1979.1132P,Artist Unknown
#1979.1133P,"Parkhurst, Anita"
#1979.1134P,Artist Unknown
#1979.1135P,"Speakman, Harold"
#1979.1136P,"Mora, F. Luis (American painter, illustrator, and teacher, 1874-1940)"
#1979.1137P,"Smith, Dan (American painter and illustrator, 1865-1934)"
#1979.1138P,"Brown, Clinton "
#1979.1139P,Artist Unknown
#1979.1140P,Artist Unknown
#1979.1141P,"Branson, Bernice M. (1882-1936)"
#1979.1142P,"Saunders, Dutch"
#1979.1174P,"Karail, Ilonka"
#1979.1175P,Artist Unknown
#1979.1176P,"Grassi, Vittorio (Italian artist, 1878-1958)"
#1979.1177P,Artist Unknown
#1979.1178P,Artist Unknown
#1979.1179P,Artist Unknown
#1979.1180P,"Penfield, Edward (American painter and illustrator, 1866-1925)"
#1979.1181P,"Hendee, A."
#1979.1182P,Artist Unknown
#1979.1183P,Artist Unknown
#1979.1184P,Artist Unknown
#1979.1185P,Artist Unknown
#1979.1186P,"Coplan, Maxwell Frederic (1912-1985)"
#1979.1187P,Artist Unknown
#1979.1188P,Artist Unknown
#1979.1189P,Artist Unknown
#1979.1190P,Artist Unknown
#1979.1191P,Artist Unknown
#1979.1192P,Artist Unknown
#1979.1193P,Artist Unknown
#1979.1194P,Artist Unknown
#1979.1195P,Artist Unknown
#1979.1196P,Artist Unknown
#1979.1197P,"Wood, Lawson (British painter, illustrator, 1878-1957)"
#1979.1198P,"Bass, Saul (American graphic designer, 1920-1996)"
#1979.1199P,Artist Unknown
#1979.1200P,Artist Unknown
#1979.1201P,Artist Unknown
#1979.1202P,"Dzubas, Wilhelm (1877-1947)"
#1979.1203P,"Newbould, Frank (British artist, 1887-1951)"
#1979.1204P,Artist Unknown
#1979.1205P,"Newbould, Frank (British artist, 1887-1951)"
#1979.1206P,Artist Unknown
#1979.1207P,Georgii-Hemming
#1979.1208P,"Spurrier, Steven (English illustrator, painter, and draftsman, 1878-1961)"
#1979.1209P,Artist Unknown
#1979.1210P,"Würbel, Franz (1896-)"
#1979.1211P,"Riesenberg, Sidney H. (American painter, illustrator, and teacher, 1885-1971)"
#1979.1212P,"Flagg, James Montgomery (1877-1960)"
#1979.1213P,"Christy, Howard Chandler (American illustrator and painter, 1873-1952)"
#1979.1214P,"Riesenberg, Sidney H. (American painter, illustrator, and teacher, 1885-1971)"
#1979.1215P,"Gibson, Charles Dana (American illustrator and painter, 1867-1944)"
#1979.1216P,"Herter, Albert (American textile designer and painter, 1871-1950)"
#1979.1217P,"Grant, Gordon (American illustrator, 1875-1962)"
#1979.1218P,"Falls, Charles Buckles (American illustrator and graphic artist, 1874-1959)"
#1979.1219P,"Leyendecker, Joseph Christian (American painter, illustrator, 1874-1951)"
#1979.1220P,"Illian, George John (American illustrated and printmaker, 1894-1932)"
#1979.1221P,"Chambers, Charles Edward (American painter, illustrator, and graphic designer, 1883-1941)"
#1979.1222P,"Chambers, Charles Edward (American painter, illustrator, and graphic designer, 1883-1941)"
#1979.1223P,"Falls, Charles Buckles (American illustrator, graphic artist, and commercial artist, 1874-1959)"
#1979.1224P,"Raleigh, Henry Patrick (American illustrator 1880-1944)"
#1979.1225P,Artist Unknown
#1979.1226P,"Harris, Lawrence  (1885-1970)"
#1979.1227P,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#1979.1228P,"Beneker, Gerrit Albertus (American painter and illustrator, 1882-1934)"
#1979.1229P,"Beneker, Gerrit Albertus (American painter and illustrator, 1882-1934)"
#1979.1230P,Artist Unknown
#1979.1231P,"Wright, George Hand (American painter, 1872-1951)"
#1979.1232P,"Rice, Burton (American painter, active 1915-1918)"
#1979.1233P,"Raemaekers, Louis (Dutch painter, illustrator, and draftsman, 1869-1956)"
#1979.1234P,Artist Unknown
#1979.1235P,"Townsend, Harry Everett (American painter, illustrator, and printmaker, 1879-1941)"
#1979.1236P,"St. John, James Allen  (1872-1957)"
#1979.1237P,"Aderente, Vincent (Italian painter, 1880-1941)"
#1979.1238P,"Bracker, M. Leone (American illustrator, 1885-1937)"
#1979.1239P,Artist Unknown
#1979.1240P,"Parker, Cushman (American illustrator, 1881-1940)"
#1979.1241P,"Young, William Crawford (American illustrator, born 1886, active 1940)"
#1979.1242P,"Cooper, Frederic G. (American poster artist, illustrator, and author, 1883-1962)"
#1979.1243P,"Butler, John F. (1890-1976)"
#1979.1244P,"Verrees, Paul (Belgian illustrator and painter, 1889-1942)"
#1979.1245P,"Krushenick, Nicholas (American painter, 1929-1999)"
#1979.1246P,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#1980.001,"Shwab, Paul"
#1980.002,"Shwab, Paul"
#1980.003,"Rauschenberg, Robert (American painter, sculptor, and photographer, 1925-2008)"
#1980.004,"Toyota, Hokkei (Japanese book illustrator and printmaker, 1780-1850)"
#1980.005,"Katsukawa Shunshō (Japanese printmaker and painter, 1726-1792)"
#1980.006,"Sakai Hōitsu (Japanese painter, printmaker, and antiquarian, 1761-1828)"
#1980.007,"Sakai Hōitsu (Japanese painter, printmaker, and antiquarian, 1761-1828)"
#1980.008,Artist Unknown
#1980.009,"Huggins, Victor  (1936-)"
#1980.010,"Lewis, Martin (American painter, 1881-1962)"
#1980.011,Artist Unknown
#1980.012,"Pechstein, Max (German painter and printmaker, 1881-1955)"
#1980.013,"Deuchar, David (Scottish engraver, 1743-1808)"
#1980.014,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1980.015,"Laurencian, Marie (1885-1956)"
#1980.016,"Granville, J. J. (French illustrator and caricaturist, 1803-1847)"
#1980.017,"Cassatt, Mary (American painter and printmaker, 1844-1926, active in France)"
#1980.018,"Pogue, Stephanie E. (American printmaker, born 1944)"
#1980.019,"Pogue, Stephanie E. (American printmaker, born 1944)"
#1980.020,"Schwarz, Joseph (American painter, born 1929)"
#1980.021,"Schwarz, Joseph (American painter, born 1929)"
#1980.022,"Webb, Alonzo C. (1888-1975, born Nashville, TN)"
#1980.023,"Orr, Arthur"
#1980.024,"Pozzatti, Rudy O. (American painter, sculptor, and printmaker, born 1925)"
#1980.025,"Lawrence, Thomas (English painter, 1769-1830)"
#1980.026,"Yao Zhongbao (-1924, born Beijing, China)"
#1980.027,"Meng, Wang (after) "
#1980.028,"Xie, Zheng (after) "
#1980.029,"Da, Zhu (born as Bada Shanren), (after)"
#1980.030,Artist Unknown
#1980.031,Artist Unknown
#1980.032,Chen Yuzhang
#1980.033,Artist Unknown
#1980.034,Artist Unknown
#1980.035,"Su Liupeng (1791-1862, born Giuangdong, China)"
#1980.036,Zhou Tao (born China)
#1980.037,Qin Yi
#1980.038,"Fantin-Latour, Henri (French painter and printmaker, 1836-1904)"
#1980.039,Artist Unknown
#1980.040,"Inness, George, Sr. (American painter, 1825-1894)"
#1980.041,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1980.042,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1980.043,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1980.044,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1980.045,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1980.046,"Lipton, Seymour (American sculptor, 1903-1986)"
#1980.047,"Krasner, Lee (American painter, 1908-1984)"
#1980.048,"Ovenden, Graham (British painter and author, born 1943)"
#1980.049,"Martin, Kenneth (English painter and sculptor, 1905-1984)"
#1980.050,"Caulfield, Patrick (British painter and printmaker, born 1936)"
#1980.051,"Caulfield, Patrick (British painter and printmaker, born 1936)"
#1980.052,"Caulfield, Patrick (British painter and printmaker, born 1936)"
#1980.053,"Caulfield, Patrick (British painter and printmaker, born 1936)"
#1980.054,"Caulfield, Patrick (British painter and printmaker, born 1936)"
#1980.055,"Monro, Nicholas (British sculptor and printmaker, born 1936)"
#1980.056,"Frink, Dame Elisabeth (English sculptor and printmaker, 1930-1993)"
#1980.057,"Hoyland, John (English painter and printmaker, born 1934)"
#1980.058,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.059,"King, Ronald (British artist and bookmaker, born 1932)"
#1980.060a,"Legge, Willow (1934-)"
#1980.060b,"Legge, Willow (1934-)"
#1980.060c,"Legge, Willow (1934-)"
#1980.060d,"Legge, Willow (1934-)"
#1980.060e,"Legge, Willow (1934-)"
#1980.060f,"Legge, Willow (1934-)"
#1980.060g,"Legge, Willow (1934-)"
#1980.060h,"Legge, Willow (1934-)"
#1980.060i,"Legge, Willow (1934-)"
#1980.060j,"Legge, Willow (1934-)"
#1980.060k,"Legge, Willow (1934-)"
#1980.060l,"Legge, Willow (1934-)"
#1980.060m,"Legge, Willow (1934-)"
#1980.060n,"Legge, Willow (1934-)"
#1980.060o,"Legge, Willow (1934-)"
#1980.060p,"Legge, Willow (1934-)"
#1980.060q,"Legge, Willow (1934-)"
#1980.060r,"Legge, Willow (1934-)"
#1980.062,"Hayter, Stanley William (1901-1988) and Coffey, Brian (1905-1995)"
#1980.063,"Kidner, Michael (English painter, born 1917)"
#1980.064,"Peel, Michael (1940)"
#1980.065,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.066,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.067,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.068,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.069,"Cohen, Bernard (British painter and printmaker, born 1933)"
#1980.070,"Gottlieb, Adolph (American painter, 1903-1974)"
#1980.071,"Genovés, Juan (Spanish painter, born 1930)"
#1980.072,Ren Pei
#1980.073,Ren Pei
#1980.074,Ren Pei
#1980.075,Ren Pei
#1980.076,"Xinyu, Pu (after) (1896-1963, born China, Beijing)"
#1980.077,Chang Tse-tuan
#1980.078,Tung Tsou-ping
#1980.079,Wu Yang-t'ien
#1980.080,Jiang Hu
#1980.081,"Hu, Jiang"
#1980.082,Wang Han
