accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1984.029,Q104032125,Landscape,painting by Charles François Daubigny 1984.029,Q252357,Q3305213,1838-01-01T00:00:00Z,,,10.5,14.25,,,Realism,,https://forum.jstor.org/assets/26755774/representation-view,inception prior to copyright cutoff
1957.009,Q106577409,"Plate 94 from Caricaturana (Characters);  as published in Le Charivari, October 18, 1838",print by Honoré Daumier,Q187506,Q11060274,1838-01-01T00:00:00Z,,,9.5,12,,,realism (artistic form of expression),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753427/representation-view,inception prior to copyright cutoff
1965.015,Q103306391,"Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World)",print by Paul Gavarni,Q1074290,Q11060274,1838-01-01T00:00:00Z,,,9.25,5.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753495/representation-view,inception prior to copyright cutoff
1975.038,Q105091734,"Deception, Winner of the Oaks",print by F.C. Turner and Henry Beckwith,Q21117631,Q11060274,1839-01-01T00:00:00Z,,,5.25,6.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753962/representation-view,inception prior to copyright cutoff
1965.016,Q102969208,"OH! from Interjections; as published in Le Figaro, March 17, 1839",print by Paul Gavarni,Q1074290,Q11060274,1839-01-01T00:00:00Z,,,7,7,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753496/representation-view,inception prior to copyright cutoff
1973.021,Q106566963,"Notre bon allié le Pacha d’Egypte…et la Syrie, Monsieur, la Syrie! Oui, mais le Statu quo Européen",print by Honoré Daumier,Q187506,Q11060274,1840-01-01T00:00:00Z,,,9.25,10.25,,,Realism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753881/representation-view,inception prior to copyright cutoff
1973.020,Q106567578,Quand les enfants ont été bien sages le papa les mène au bain par partie de plaisir (Alexis ou l'Erreur d'un bon Père),print by Honoré Daumier,Q187506,Q11060274,1840-01-01T00:00:00Z,,,9.25,10.25,,,Realism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753880/representation-view,inception prior to copyright cutoff
1979.0699P,Q106567554,Plate 29 from Types Parisiens (Parisian Types),print by Honoré Daumier,Q187506,Q11060274,1840-01-01T00:00:00Z,,,9.25,11.5,,,Realism,,https://forum.jstor.org/assets/26754911/representation-view,inception prior to copyright cutoff
1995.064,Q106567552,Plate 23 from Moeurs Conjugales (Married Life),print by Honoré Daumier,Q187506,Q11060274,1840-01-01T00:00:00Z,,,13.5,10.25,,,realism (artistic form of expression),,https://forum.jstor.org/assets/26757665/representation-view,inception prior to copyright cutoff
1977.010,Q103297128,At the Spring,painting by Paul Falconer Poole,Q28050346,Q3305213,1841-01-01T00:00:00Z,,,17.25,12.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754037/representation-view,inception prior to copyright cutoff
1995.065,Q106567545,"Plate 16 from Bohémiens de Paris (Bohemians of Paris) originally published in Le Charivari, January 11, 1842. Le Protecteur (The Protector) ",print by Honoré Daumier,Q187506,Q11060274,1842-01-01T00:00:00Z,,,13.5,10.25,,,realism (artistic form of expression),,https://forum.jstor.org/assets/26757666/representation-view,inception prior to copyright cutoff
1995.066,Q106567551,"Plate 23 from Bohémiens de Paris (Bohemians of Paris)); originally published in Le Charivari, February 20, 1842.",print by Honoré Daumier,Q187506,Q11060274,1842-01-01T00:00:00Z,,,13.5,10.25,,,realism (artistic form of expression),,https://forum.jstor.org/assets/26757667/representation-view,inception prior to copyright cutoff
1995.063,Q106567563,Plate 45 from Moeurs Conjugales (Married Life),print by Honoré Daumier,Q187506,Q11060274,1842-01-01T00:00:00Z,,,13.5,10.25,,,realism (artistic form of expression),,https://forum.jstor.org/assets/26757664/representation-view,inception prior to copyright cutoff
1999.250,Q102966159,Homme à la cigarette (Self-portrait),print by Paul Gavarni,Q1074290,Q11060274,1842-01-01T00:00:00Z,,,,,,,realism (artistic form of expression),,https://forum.jstor.org/assets/26758472/representation-view,inception prior to copyright cutoff
1978.043,Q103308386,"Shinji Ando (Festival of Lanterns), Volume 4 of 5",artist's book by  Kuninao,Q3004216,Q1062404,1842-01-01T00:00:00Z,,,11,9,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754085/representation-view,inception prior to copyright cutoff
1979.0700P,Q106566936,"L’entrée du grand tunnel d’un chemin de fer. (The entrance of the big railway tunnel); as published in La Caricature, July 9, 1843",print by Honoré Daumier,Q187506,Q11060274,1843-01-01T00:00:00Z,,,9,11.25,,,Realism,,https://forum.jstor.org/assets/26754912/representation-view,inception prior to copyright cutoff
1957.010,Q103310890,Une Bonne Fin de Mois (A Good Month's Work),print by Honoré Daumier,Q187506,Q11060274,1844-01-01T00:00:00Z,,,12,8.5,,,realism (artistic form of expression),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753428/representation-view,inception prior to copyright cutoff
2007.020,Q105092213,"The Scholar, von Franz van Mieris",print by Franz Hansftangl,Q647812,Q11060274,1844-01-01T00:00:00Z,1836-01-01T00:00:00Z,1852-01-01T00:00:00Z,13,10,,,,,https://forum.jstor.org/assets/26759174/representation-view,inception prior to copyright cutoff
1996.169,Q102977544,"Young Woman With a Tray of Chrysanthemums, from 100 Poems by 100 Poets",print by Utagawa Kunisada,Q467427,Q11060274,1845-01-01T00:00:00Z,1843-01-01T00:00:00Z,1847-01-01T00:00:00Z,,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26757855/representation-view,inception prior to copyright cutoff
1979.0702P,Q106567566,Plate 9 from Les Gens du Justice (Men of the Law),print by Honoré Daumier,Q187506,Q11060274,1845-01-01T00:00:00Z,,,8.5,7.5,,,Realism,,https://forum.jstor.org/assets/26754914/representation-view,inception prior to copyright cutoff
2003.030,Q106567564,"Plate 59 from Les Beau Jour de la Vie; As published in Le Charivari, April 26, 1845 Quand on a son portrait au salon",print by Honoré Daumier,Q187506,Q11060274,1845-01-01T00:00:00Z,,,13.25,10.25,,,,,https://forum.jstor.org/assets/26758929/representation-view,inception prior to copyright cutoff
1998.004,Q103297340,"Benkei and the Giant Carp, from the series ""The Hundred Poets""",print by Utagawa Kuniyoshi,Q317736,Q11060274,1845-01-01T00:00:00Z,1843-01-01T00:00:00Z,1846-01-01T00:00:00Z,14.25,9.75,,,,,https://forum.jstor.org/assets/26758104/representation-view,inception prior to copyright cutoff
1984.030,Q102967821,Landscape with Figures,painting by Théodore Rousseau,Q310025,Q3305213,1846-01-01T00:00:00Z,1835-01-01T00:00:00Z,1857-01-01T00:00:00Z,7.5,10,,,Barbizon School,,https://forum.jstor.org/assets/26755775/representation-view,inception prior to copyright cutoff
1972.024,Q106577384,Moonlight Evening at Takanawa (Takanawa tsuki no yube),print by Andō Hiroshige,Q200798,Q11060274,1847-01-01T00:00:00Z,,,8.5,13.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753790/representation-view,inception prior to copyright cutoff
1978.094,Q103300435,Gazo Su Chi (Monk's Robes),artist's book by Artist Unknown,Q4233718,Q1062404,1848-01-01T00:00:00Z,,,10.5,7.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754136/representation-view,inception prior to copyright cutoff
1972.026,Q102970306,Red Maple Leaves at Kaian-ji Temple (Kaian-ji kōyō),print by Andō Hiroshige,Q200798,Q11060274,1848-01-01T00:00:00Z,,,4.25,6.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753792/representation-view,inception prior to copyright cutoff
1972.039,Q103310049,The Poet Kahinomoto No Hitomaro,print by Utagawa Kunisada,Q467427,Q11060274,1848-01-01T00:00:00Z,,,14.5,9.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753805/representation-view,inception prior to copyright cutoff
1979.0698P,Q106566962,"No. 25 from Les Representans Representés,  Assemblée Législative; Achille Fould",print by Honoré Daumier,Q187506,Q11060274,1849-01-01T00:00:00Z,,,12,8.25,,,Realism,,https://forum.jstor.org/assets/26754910/representation-view,inception prior to copyright cutoff
1972.027,Q102973835,Takanawa,print by Andō Hiroshige,Q200798,Q11060274,1849-01-01T00:00:00Z,,,9.25,13.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753793/representation-view,inception prior to copyright cutoff
1965.018,Q103309803,The Herdsman's Cottage or Sunset,print by Samuel Palmer,Q982251,Q11060274,1850-01-01T00:00:00Z,,,3.75,3,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753498/representation-view,inception prior to copyright cutoff
1986.043,Q102963179,Charger with a design of musicians and flowers in a landscape (Kutani ware),ceramics by Artist Unknown,Q4233718,Q13464614,1850-01-01T00:00:00Z,,,2,13.75,,,,,https://forum.jstor.org/assets/26755958/representation-view,inception prior to copyright cutoff
1986.052,Q106582654,Charger with a design of landscape and figures (Kutani ware),ceramics by Artist Unknown,Q4233718,Q13464614,1850-01-01T00:00:00Z,,,,,,15,,,https://forum.jstor.org/assets/26755968/representation-view,inception prior to copyright cutoff
2002.014,Q94002062,Marine Landscape,oil painting,Q2959082,Q3305213,1850-01-01T00:00:00Z,,,20.2,17,,,,,https://forum.jstor.org/assets/26758821/representation-view,inception prior to copyright cutoff
1979.0243P,Q105095881,Nativity (after Peter Paul Rubens),painting by Adro Miguel,,Q3305213,1850-01-01T00:00:00Z,,,40.5,55.25,,,,,https://forum.jstor.org/assets/26754454/representation-view,inception prior to copyright cutoff
1979.0284P,Q102973525,Strolling Musicians in an Inn Garden,painting by Artist Unknown,Q4233718,Q3305213,1850-01-01T00:00:00Z,1830-01-01T00:00:00Z,1870-01-01T00:00:00Z,10.75,13.75,,,,,https://forum.jstor.org/assets/26754495/representation-view,inception prior to copyright cutoff
2010.006,Q105095804,Unknown,print by E.P. Hoffmann,,Q11060274,1850-01-01T00:00:00Z,,,11.5,8.5,,,,,https://forum.jstor.org/assets/26759714/representation-view,inception prior to copyright cutoff
1992.134,Q103307113,Portrait of Oribe Yasubei Takeiyasu,print by Utagawa Kunisada,Q467427,Q11060274,1850-01-01T00:00:00Z,1847-01-01T00:00:00Z,1853-01-01T00:00:00Z,14.25,10.25,,,,,https://forum.jstor.org/assets/26756449/representation-view,inception prior to copyright cutoff
1992.139 a-c,Q102958387,"(An Imaginary) Night Attack in the War Between the Hogen, Heiji, Minamoto, Yoshitomo, and Shirakawa [Forces]",print by Yoshitora,Q3075041,Q11060274,1850-01-01T00:00:00Z,1847-01-01T00:00:00Z,1853-01-01T00:00:00Z,,,,,,,https://forum.jstor.org/assets/26756454/representation-view,inception prior to copyright cutoff
1985.076,Q103297009,Apsara Standing upon a Lotus Pedestal,sculpture by Artist Unknown,Q4233718,Q860861,1850-01-01T00:00:00Z,1800-01-01T00:00:00Z,1899-01-01T00:00:00Z,56.5,13.5,9,,,,https://forum.jstor.org/assets/26755870/representation-view,inception prior to copyright cutoff
1980.130,Q103298440,Christ as Ruler of All with Five Standing Saints,sculpture by Artist Unknown,Q4233718,Q860861,1850-01-01T00:00:00Z,1800-01-01T00:00:00Z,1899-01-01T00:00:00Z,5.75,4,,,,,https://forum.jstor.org/assets/26755574/representation-view,inception prior to copyright cutoff
1971.018,Q103309888,The Kabuki Actors Ichikawa Danjuro VIII as Kasugaya Tokijuro and Bando,print by Utagawa Kunisada,Q467427,Q11060274,1851-01-01T00:00:00Z,,,14.25,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753713/representation-view,inception prior to copyright cutoff
1972.031,Q103310733,Two Kabuki Actors as Matasuke and the Moneylender Kanekashi Ganroku,print by Utagawa Kuniyoshi,Q317736,Q11060274,1851-01-01T00:00:00Z,,,14.5,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753797/representation-view,inception prior to copyright cutoff
1972.043,Q103301905,"Kabuki Actor (possibly Kikugoro III) as Yamagawaya Gonroku, and a Child Actor as Monzai Wakadayu",print by Utagawa Kunisada,Q467427,Q11060274,1852-01-01T00:00:00Z,,,13.75,9.5,,,Edo (Japanese period),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753809/representation-view,inception prior to copyright cutoff
1973.010,Q102966798,Kabuki Actors,print by Utagawa Kunisada,Q467427,Q11060274,1852-01-01T00:00:00Z,,,13.75,18.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753870/representation-view,inception prior to copyright cutoff
1972.042,Q103296474,A Kabuki Actor as the Imposter Tagotohime,print by Utagawa Kunisada,Q467427,Q11060274,1852-01-01T00:00:00Z,,,14.75,10.25,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753808/representation-view,inception prior to copyright cutoff
1972.037,Q102971052,Scene from a Kabuki Play,print by Utagawa Toyokuni,Q950316,Q11060274,1852-01-01T00:00:00Z,,,14.5,20,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753803/representation-view,inception prior to copyright cutoff
1992.112,Q103308115,Seated Man with a Cup,print by Artist Unknown,Q4233718,Q11060274,1852-01-01T00:00:00Z,,,7.5,5.25,,,,,https://forum.jstor.org/assets/26756427/representation-view,inception prior to copyright cutoff
1992.113,Q103308120,Seated Man with a Pipe Case,print by Artist Unknown,Q4233718,Q11060274,1852-01-01T00:00:00Z,,,7.5,4.75,,,,,https://forum.jstor.org/assets/26756428/representation-view,inception prior to copyright cutoff
1979.0924p,Q106567579,"Que malheur qu'il ait été dans ce pays d'Italie!….il me néglige maintenant pour les œuvres d'art…, comme il appelle ça…",print by Cham,Q103896852,Q11060274,1852-01-01T00:00:00Z,,,13.75,10.25,,,,,https://forum.jstor.org/assets/26755136/representation-view,inception prior to copyright cutoff
1979.0958P,Q106567540,Plate 10 from Les Partageuses (The Gossipers),print by Paul Gavarni,Q1074290,Q11060274,1852-01-01T00:00:00Z,,,14.5,10.25,,,,,https://forum.jstor.org/assets/26755170/representation-view,inception prior to copyright cutoff
1979.0959P,Q106567541,Plate 11 from Les Partageuses (The Gossipers),print by Paul Gavarni,Q1074290,Q11060274,1852-01-01T00:00:00Z,,,14.5,10.25,,,,,https://forum.jstor.org/assets/26755171/representation-view,inception prior to copyright cutoff
1979.0956P,Q106567559,Plate 4 from La Foire Aux Amours(The Fair of Love),print by Paul Gavarni,Q1074290,Q11060274,1852-01-01T00:00:00Z,,,14.5,10.25,,,,,https://forum.jstor.org/assets/26755168/representation-view,inception prior to copyright cutoff
1979.0957P,Q106567565,Plate 8 from Les Partageuses (The Gossipers),print by Paul Gavarni,Q1074290,Q11060274,1852-01-01T00:00:00Z,,,14.5,10.25,,,,,https://forum.jstor.org/assets/26755169/representation-view,inception prior to copyright cutoff
1957.032,Q103304534,Le Stryge (The Vampire),print by Charles Meryon,Q247505,Q11060274,1853-01-01T00:00:00Z,,,7,5.25,,,Realism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753448/representation-view,inception prior to copyright cutoff
1965.017,Q106577288,"Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853",print by Honoré Daumier,Q187506,Q11060274,1853-01-01T00:00:00Z,,,3.25,9.5,,,Realism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753497/representation-view,inception prior to copyright cutoff
1972.018,Q103299480,"Echizen Bay, Kehi Pine Trees at Tsurugan, Echizen Province",print by Andō Hiroshige,Q200798,Q11060274,1853-01-01T00:00:00Z,,,13.5,8.75,,,Utagawa School,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753784/representation-view,inception prior to copyright cutoff
1978.074,Q106577356,"Kaigwai Jinbusto Shoden (Lives of Men of the Other Side of the Sea), five volumes",artist's book by Artist Unknown,Q4233718,Q1062404,1853-01-01T00:00:00Z,,,7,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754116/representation-view,inception prior to copyright cutoff
1972.025,Q103305982,"Noto Province: Waterfall Bay (Noto, Taki no ura)",print by Andō Hiroshige,Q200798,Q11060274,1853-01-01T00:00:00Z,,,14.25,9.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753791/representation-view,inception prior to copyright cutoff
2003.029,Q103311483,Untitled (Pastoral scene w/ figure crossing a bridge),drawing by Paul Weber,Q1280976,Q93184,1854-01-01T00:00:00Z,,,5.5,4.25,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758928/representation-view,inception prior to copyright cutoff
1972.041,Q103309842,The Kabuki Actor Ichikawa Danjuro VIII as Kazusa Shichibei,print by Utagawa Kunisada,Q467427,Q11060274,1854-01-01T00:00:00Z,,,13.75,9.25,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753807/representation-view,inception prior to copyright cutoff
1998.059,Q106566964,"Okabe: The Narrow Ivy-Covered Road at Mt. Utsu (Okabe, Utsu no yama tsuta no hosomichi), from the series Famous Sights of the Fifty-three Stations (Gojūsan tsugi meisho zue)",print by Andō Hiroshige,Q200798,Q11060274,1855-01-01T00:00:00Z,,,,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26758159/representation-view,inception prior to copyright cutoff
1965.030,Q102968842,"Near Elche, Spain",print by Adolphe Paul Emile Balfourier,Q20973068,Q11060274,1855-01-01T00:00:00Z,1853-01-01T00:00:00Z,1857-01-01T00:00:00Z,5.5,8,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753510/representation-view,inception prior to copyright cutoff
1980.014,Q103302285,La Légende du Bonhomme Misère (The Legend of the Destitute Man),print by Alphonse Legros,Q957538,Q11060274,1855-01-01T00:00:00Z,,,8.75,5.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26755441/representation-view,inception prior to copyright cutoff
1977.005,Q103310315,Theseus Battling the Minotaur,sculpture by Antoine-Louis Barye,Q80013984,Q860861,1856-01-01T00:00:00Z,1855-01-01T00:00:00Z,1857-01-01T00:00:00Z,24.5,15.5,8.5,,Romantic (modern European styles),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754032/representation-view,inception prior to copyright cutoff
1996.004,Q103312079,"Views of the Coast, Tsushima, from the series Famous Places in the Sixty-odd Provinces (of Japan)",print by Andō Hiroshige,Q200798,Q11060274,1856-01-01T00:00:00Z,,,13,8.75,,,,,https://forum.jstor.org/assets/26757689/representation-view,inception prior to copyright cutoff
1965.010,Q102974514,The Letter,print by Jean Louis Ernest Meissonier,Q354786,Q11060274,1857-01-01T00:00:00Z,,,12.25,15.25,,,Realism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753490/representation-view,inception prior to copyright cutoff
1979.0701P,Q106567558,Plate 388 from Actualités (Current Events),print by Honoré Daumier,Q187506,Q11060274,1857-01-01T00:00:00Z,,,10.25,13.5,,,Realism,,https://forum.jstor.org/assets/26754913/representation-view,inception prior to copyright cutoff
1956.059,Q103301929,Kanasugi Bridge and Shibaura (Kanasugibashi Shibaura),print by Andō Hiroshige,Q200798,Q11060274,1857-01-01T00:00:00Z,,,14.25,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753419/representation-view,inception prior to copyright cutoff
1979.0941P,Q103306679,"Plate 26 from Au Bal Masqué  ""Théophile, attends moi là-""",print by Edouard de Beaumont,Q2958342,Q11060274,1857-01-01T00:00:00Z,1848-01-01T00:00:00Z,1866-01-01T00:00:00Z,12.25,9.5,,,,,https://forum.jstor.org/assets/26755153/representation-view,inception prior to copyright cutoff
1987.023,Q103299531,"Eitai Bridge at Tsukuda Island, from a series entitled One Hundred Views of Famous Places in Edo",print by Andō Hiroshige,Q200798,Q11060274,1858-01-01T00:00:00Z,,,10.25,7,,,,,https://forum.jstor.org/assets/26756016/representation-view,inception prior to copyright cutoff
2006.015,Q103308340,Seymour Standing Under a Tree,print by James McNeill Whistler,Q203643,Q11060274,1859-01-01T00:00:00Z,,,5.25,3.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26759153/representation-view,inception prior to copyright cutoff
1972.045,Q103311857,Ushiwakamaru Fighting Demons,print by Yoshikazu,Q11545174,Q11060274,1859-01-01T00:00:00Z,,,14.5,9.75,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753811/representation-view,inception prior to copyright cutoff
1979.0943P,Q106567542,Plate 12 from Au Bal Masqué (3rd suite),print by Edouard de Beaumont,Q2958342,Q11060274,1859-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755155/representation-view,inception prior to copyright cutoff
1979.0950P,Q106567543,"Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,Q2958342,Q11060274,1859-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755162/representation-view,inception prior to copyright cutoff
1979.0951P,Q106567544,"Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,Q2958342,Q11060274,1859-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755163/representation-view,inception prior to copyright cutoff
1979.0953P,Q106567557,"Plate 35 from Dialogues Parisiens (Parisian Conversations) Second suite, 1859",print by Edouard de Beaumont,Q2958342,Q11060274,1859-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755165/representation-view,inception prior to copyright cutoff
1979.0952P,Q106577408,"Plate 15 from Bals Masqués (The Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,Q2958342,Q11060274,1859-01-01T00:00:00Z,,,10.25,14.25,,,,,https://forum.jstor.org/assets/26755164/representation-view,inception prior to copyright cutoff
1978.003,Q105095980,Charcoal-shaped chaire (tea caddy) with cricket on lid,work of art by Ikkoku-sai,,Q838948,1860-01-01T00:00:00Z,,,2.5,2.5,,,Early Meiji Period (1868-1912),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754045/representation-view,inception prior to copyright cutoff
2002.005,Q103301401,Ichikawa Kodanji IV as Torii Matasuke clenching a sword between his teeth,print by Tsukioka Yoshitoshi,Q467337,Q11060274,1860-01-01T00:00:00Z,,,14,9.5,,,Edo (Japanese period),,https://forum.jstor.org/assets/26758812/representation-view,inception prior to copyright cutoff
1979.0926P,Q103306600,Plate 1 from Au Bal Masqué (4th suite) Ohé!-Fanny deguisée en femme honnete-,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.5,9.5,,,,,https://forum.jstor.org/assets/26755138/representation-view,inception prior to copyright cutoff
1979.0933P,Q103306611,Plate 18 from Au Bal Masqué (5th suite) Comment! on t'a donc t'a laisse sortir,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755145/representation-view,inception prior to copyright cutoff
1979.0934P,Q103306617,Plate 19 from Au Bal Masqué (5th suite) —Si tu veux-charmant petit cuisinier-,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.25,,,,,https://forum.jstor.org/assets/26755146/representation-view,inception prior to copyright cutoff
1979.0928P,Q103306694,"Plate 3 from Au Bal Masqué (4th suite) —Allons, bon!-Caroline s'est endormie sur la table,-",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.5,9.5,,,,,https://forum.jstor.org/assets/26755140/representation-view,inception prior to copyright cutoff
1979.0929P,Q103306699,Plate 4 from Au Bal Masqué (4th suite) C'est la seconde fois depuis huit jours que je voi Georgina avec un Anglais!,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755141/representation-view,inception prior to copyright cutoff
1979.0930P,Q103306705,"Plate 5 from Au Bal Masqué (4th suite) Fanny, serre-moi davantage",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755142/representation-view,inception prior to copyright cutoff
1979.0931P,Q103306709,Plate 7 from Au Bal Masqué (5th suite) Combien me vendrez-vous ce costume,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755143/representation-view,inception prior to copyright cutoff
1979.0932P,Q103306715,Plate 9 from Au Bal Masqué (5th suite) La premiere fois que je te verrai,print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755144/representation-view,inception prior to copyright cutoff
1979.0944P,Q106567546,"Plate 19 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755156/representation-view,inception prior to copyright cutoff
1979.0945P,Q106567549,"Plate 20 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755157/representation-view,inception prior to copyright cutoff
1979.0946P,Q106567550,"Plate 22 from: Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755158/representation-view,inception prior to copyright cutoff
1979.0948P,Q106567553,"Plate 28 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755160/representation-view,inception prior to copyright cutoff
1979.0949P,Q106567556,"Plate 32 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,10.75,,,,,https://forum.jstor.org/assets/26755161/representation-view,inception prior to copyright cutoff
1979.0954P,Q106567561,Plate 43 from Dialogues Parisiens  (Parisian Conversations) (2nd suite),print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.75,10.75,,,,,https://forum.jstor.org/assets/26755166/representation-view,inception prior to copyright cutoff
1979.0955P,Q106567562,"Plate 45 from Dialogues Parisiens  (Parisian Conversations) (Second suite), 1860",print by Edouard de Beaumont,Q2958342,Q11060274,1860-01-01T00:00:00Z,,,14.25,11,,,,,https://forum.jstor.org/assets/26755167/representation-view,inception prior to copyright cutoff
1986.015a,Q102963968,Crested Grebe,print by John James Audubon,Q47509394,Q11060274,1860-01-01T00:00:00Z,,,35,46,,,,,https://forum.jstor.org/assets/26755930/representation-view,inception prior to copyright cutoff
1978.106,Q106577291,Bankoku Jinbutsu Ezu (International Costumes or People types),artist's book by Ichimosai Hōko,,Q1062404,1861-01-01T00:00:00Z,,,6.5,7,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754148/representation-view,inception prior to copyright cutoff
1988.026,Q103298184,Cavalier Muffled in His Coat,print by Charles Samuel Keene,Q16866524,Q11060274,1861-01-01T00:00:00Z,,,8.75,6,,,,,https://forum.jstor.org/assets/26756081/representation-view,inception prior to copyright cutoff
1979.0935P,Q103306623,Plate 20 from Au Bal Masqué (5th suite) On vient encore de me payer un baton de sucre de pomme!,print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755147/representation-view,inception prior to copyright cutoff
1979.0936P,Q103306631,"Plate 21 from Au Bal Masqué (5th suite) En v'la une idée de prendre un costume pareil, et qui ne se porte plus!",print by Edouard de Beaumont,Q2958342,Q11060274,1861-01-01T00:00:00Z,,,12.25,9.5,,,,,https://forum.jstor.org/assets/26755148/representation-view,inception prior to copyright cutoff
