orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0002-3155-4386,William,Martinez,,,,Vanderbilt University Medical Center
0000-0003-1375-6686,Jonathan,Gilligan,,,Earth and Environmental Sciences,Vanderbilt University
0000-0003-1375-6686,Jonathan,Gilligan,2016-09-01,,Civil and Environmental Engineering,Vanderbilt University
0000-0002-0323-9039,Andrew,O'Hara,2015-08-15,,Department of Physics and Astronomy,Vanderbilt University
0000-0002-2511-056X,Fernando,Elijovich,2012-12-01,,Medicine,Vanderbilt University School of Medicine
0000-0002-4665-235X,Thomas,Folland,2017-05-21,2020-08-07,Mechanical Engineering,Vanderbilt University
0000-0001-9108-3240,Amy,Engevik,2015-07-07,2019-07-10,Surgical Sciences,Vanderbilt University Medical Center
0000-0001-9315-4866,Madelyn,Stevens,,,Otolaryngology - Head and Neck Surgery,Vanderbilt University Medical Center
0000-0001-8244-7831,Jason,Gokey,2020-06-22,,"Allergy, Pulmonary and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-6042-8901,Sophia,Kostelanetz,2019-08-03,,Department of Medicine,Vanderbilt University Medical Center
0000-0001-7906-3669,Arto,Javanainen,2016-03-01,,Electrical Engineering and Computer Science,Vanderbilt University
0000-0001-7906-3669,Arto,Javanainen,2015-03-01,2016-02-29,Electrical Engineering and Computer Science,Vanderbilt University
0000-0003-3228-0943,Feng,Liu,2003-07,2005-12,,Vanderbilt University
0000-0001-6305-6149,Joe,Bandy,2010-07-01,,Center for Teaching,Vanderbilt University
0000-0003-2368-5658,Cole,Zmurchok,2018,,Physics and Astronomy,Vanderbilt University
0000-0002-1923-9121,Catherine,Au,2004-09,2008-09,Pediatrics,Vanderbilt University Medical Center
0000-0003-0265-4772,Pai-Feng,Yang,2012-05,,Radiology,Vanderbilt University
0000-0002-2519-8864,Aaron,Fidler,2018-05,,Medicine/Nephrology,Vanderbilt University Medical Center
0000-0002-2519-8864,Aaron,Fidler,2017-07,2018-05,Medicine/Nephrology,Vanderbilt University Medical Center
0000-0002-2519-8864,Aaron,Fidler,2015-06,2017-06,Medicine/Nephrology,Vanderbilt University Medical Center
0000-0002-2519-8864,Aaron,Fidler,2009-06,2015-06,Medicine/Nephrology,Vanderbilt University Medical Center
0000-0003-0177-2961,Roman,Lazarenko,2020-02-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-0177-2961,Roman,Lazarenko,2010-08-01,2020-01-31,Pharmacology,Vanderbilt University School of Medicine
0000-0003-0312-7149,Liang,Xiao,2016-10-01,2020-05,Divsion of Clinical Pharmacology,Vanderbilt University
0000-0002-2846-8321,Martha,Coates,2009-06-22,2012-02-01,Medical Intensive Care Unit,Vanderbilt University Medical Center
0000-0001-7227-3663,Bassem M.,Mohammed,2016-08-01,2019-08,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0003-3534-9758,Talia,Liu,2018-05,,Otolaryngology,Vanderbilt University Medical Center
0000-0001-7655-5713,Parimal,Samir,2016-01,2016-06,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0003-0740-3075,Edwin,Donnelly,1996-07-01,2020-09-30,Radiology and Radiological Sciences,Vanderbilt University Medical Center
0000-0002-0254-6803,Rebecca Thomason,Latimer,2013-01,2013-05,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0002-3562-779X,David,Kwartowitz,2008-01-01,2008-05-01,Department of Urology,Vanderbilt University Medical Center
0000-0001-7682-4776,Jie,Xu,2017-09-01,,,Vanderbilt University School of Medicine
0000-0001-7682-4776,Jie,Xu,2016-07-01,2017-08-31,,Vanderbilt University School of Medicine
0000-0001-7682-4776,Jie,Xu,2015-11-01,2016-06-31,Anesthesiology,Vanderbilt University Medical Center
0000-0001-6963-347X,Paul,Edelman,2000-07,,Mathematics,Vanderbilt University
0000-0001-6963-347X,Paul,Edelman,2000-07,,,Vanderbilt University Law School
0000-0003-0487-6600,J. Matthew,Kynes,2011-07-01,2012-06-30,General Surgery,Vanderbilt University Medical Center
0000-0002-7744-9039,Christine,Micheel,2013-07,,"Medicine, Division of Hematology/Oncology",Vanderbilt University Medical Center
0000-0002-7744-9039,Christine,Micheel,2011-12,2013-06,Vanderbilt-Ingram Cancer Center,Vanderbilt University
0000-0002-5696-4170,Maria,Hugh,2014-05-15,2015-01-01,Treatment and Research Institute for Autism Spectrum Disorders,Vanderbilt University Medical Center
0000-0002-2927-2013,Maria,Golson,2014-01-01,2014-06-30,Medicine,Vanderbilt University
0000-0002-2927-2013,Maria,Golson,2009-01-01,2013-12-31,Medicine,Vanderbilt University
0000-0002-6623-8762,Folasade,Arinze,2015-07,2018-06-30,Infectious Diseases,Vanderbilt University Medical Center
0000-0003-1503-9787,MYRON,KAPETANAKIS,2011-11-01,2016-11-01,Department of Physics,Vanderbilt University
0000-0002-2515-786X,Zachary,Jones,2018-06-15,,"Pathology, Microbiology, and Immunoogy",Vanderbilt University
0000-0002-6930-6636,Kayla,Goliwas,2017-07-17,2018-07-01,Engineering,Vanderbilt University
0000-0001-6703-5433,Adrienne,Roman,2020-01-20,,Vanderbilt Institute for Clinical and Translational Research,Vanderbilt University Medical Center
0000-0001-6703-5433,Adrienne,Roman,2015-01-06,2020-01-17,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0002-7830-5504,Sijo,Mathew,2012-08-01,,Medicine,Vanderbilt University Medical Center
0000-0002-4094-4204,Nicola,Rutherford,2017-07-01,,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0002-6465-9520,Jonathan,Farina,2008-09,2009-05,English,Vanderbilt University
0000-0002-1196-701X,Jejoong,Kim,2009-09-01,2010-02-28,Psychology,Vanderbilt University
0000-0002-2664-255X,Kaiwen,Xu,2019-09-11,,Electrical Engineering and Computer Science,Vanderbilt University
0000-0002-1503-476X,Edward,Cheng,2010-09,,Law School,Vanderbilt University
0000-0001-7285-8610,Mario,Crucini,,,Economics,Vanderbilt University
0000-0002-3794-8212,Joshua,Cummins,2013-08,2016-05,Mechanical Engineering,Vanderbilt University
0000-0001-9819-7232,Francois,Cocquemas,2016-08-15,2018-08-14,Finance,"Vanderbilt University, Owen Graduate School of Management"
0000-0003-1300-6164,Johanna,Pasek,2012,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0002-7971-254X,Davis,Stephen,2015-07-01,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-5780-4216,Mark,de Caestecker,2000-07-01,,Medicine,Vanderbilt University Medical Center
0000-0001-8332-3902,DeAndra,Peoples,2018-06-03,2018-08-08,Biophotonics Lab,Vanderbilt University
0000-0002-1792-9700,Samantha,McClenahan,2019-08-01,,Pharmacology,Vanderbilt University Medical Center
0000-0002-7748-2322,David,LaNeve,2013-08-14,,Surgical Sciences,Vanderbilt University Medical Center
0000-0001-5442-4237,Allison,Anoll,2016-07-01,,Political Science,Vanderbilt University
0000-0002-9796-162X,Melissa,Bellomy,2018,,Anesthesiology,Vanderbilt University Medical Center
0000-0001-9666-4829,Keith,Weghorst,2016-08-15,,Political Science,Vanderbilt University
0000-0002-5046-2102,Joseph,Rotsinger,2014-01-07,2016-04-15,Medicine Division of Infectious Diseases,Vanderbilt University
0000-0001-7792-6272,MICHAEL,GERASIMOPOULOS,2011-02-20,,SUPPLY CHAIN,Vanderbilt University School of Medicine
0000-0002-6938-8061,Mollie,Appelgate,2012-08,2014-06,,Vanderbilt University
0000-0002-4453-4309,Nicholas,Crain,2013-06-01,2018-06-30,Finance,Vanderbilt University
0000-0002-9761-4863,Remy,Le Meur,2015-06-23,2019-09-15,Biochemistry,Vanderbilt University
0000-0002-5674-8371,Sarika,Saraswati,2018-01-01,,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-5674-8371,Sarika,Saraswati,2016-01-01,2017-12-31,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-5674-8371,Sarika,Saraswati,2009-10-19,2015-12-31,"pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-7280-7431,Pedro H. C.,Sant'Anna,,,Economics,Vanderbilt University
0000-0003-2992-9131,Mehdi,Karzar Jeddi,2016-11-16,2018-12-31,Mechanical Engineering,Vanderbilt University
0000-0002-7811-197X,Sara,Ireland,2007-06-01,2009-05-15,Genetic Medicine,Vanderbilt University
0000-0002-8528-246X,Rene,Harder,2009-10,2015-03-31,Electrical Engineering,Vanderbilt University
0000-0002-8528-246X,Rene,Harder,2007-04,2009-09,Biomedical Engineering,Vanderbilt University
0000-0002-1856-2496,Caglar,Uyanik,2017-08-16,2018-06-30,Mathematics,Vanderbilt University
0000-0003-1096-2695,Linda,Tesar,1988-04-01,2009-08-01,Alyne Queener Massey Law Library,Vanderbilt University
0000-0003-3362-8948,Shaun,Dougherty,2018-09-01,,Peabody College,Vanderbilt University
0000-0003-1842-9860,Jesse,Coker,2014-06-01,2017-08-01,Fesik Laboratory,Vanderbilt University Medical Center
0000-0003-0722-4245,Kyle,Garland,2016-07-15,,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0002-1385-3366,Patricia,Yancey,2002-12-01,,Medicine,Vanderbilt University Medical Center
0000-0002-3412-447X,David,Patrick,2013-07-01,,,Vanderbilt University Medical Center
0000-0002-2048-4191,Danielle,Michell,,,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0001-8399-831X,Kelsey,McNew,2015-06,,,Vanderbilt University School of Medicine
0000-0002-1663-6121,Martha,Shepherd,2008-10-01,,,Vanderbilt University Medical Center
0000-0003-2090-2856,Nidhi,Jyotsana,2018-02-01,,Biomedical Engineering,Vanderbilt University
0000-0002-4178-7490,Juan ,Canedo,2019-12-01,,Division of Geriatric Medicine,Vanderbilt University Medical Center
0000-0002-7233-1293,Megan,Streur,,,,Vanderbilt University Medical Center
0000-0003-1777-681X,Justin,Morse,2015-08,,Otolaryngology,Vanderbilt University Medical Center
0000-0002-3866-0923,David ,Anderson,2010-03-17,,,Vanderbilt University
0000-0002-4518-9156,Dhairya,Lakhani,2017-08-15,2019-06-30,"Allergy, Pulmonary & Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-4821-7220,Mereze,Visagie,2019-05-01,,Institute of Imaging Science,Vanderbilt University Medical Center
0000-0003-3104-3911,Mohan Sai,Singamsetti,2019-06-21,2019-09-11,School of Computing Science,Vanderbilt University
0000-0002-4996-8093,Karen,Winkfield,2020-11-01,,Radiation Oncology,Vanderbilt University Medical Center
0000-0002-7110-9623,Matthew,Vukovich,2019-08-13,,"Pathology, Microbiology, and Immunology",Vanderbilt University
0000-0002-1950-751X,Sarah,Kucenas,2005-11,2009-08,Biological Sciences,Vanderbilt University
0000-0003-0228-6500,BethAnn,McLaughlin,2002-06-01,2019-06-30,Neurology,Vanderbilt University School of Medicine
0000-0003-2490-5501,Yunkai,Zhang,2017-08-01,,,Vanderbilt University Medical Center
0000-0001-7431-9274,Michael,Wolfe,1998,2000,Learning Technology Center,Vanderbilt University
0000-0001-6111-6662,John,Begnoche,2020-03-16,,Psychiatry,Vanderbilt University Medical Center
0000-0003-0920-2285,Christopher,Peritore-Galve,2020-06-29,,"Department of Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0001-7401-8244,Roger,Colbran,2006,,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0001-7401-8244,Roger,Colbran,1999,2005,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0001-7401-8244,Roger,Colbran,1992,1999,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0001-7401-8244,Roger,Colbran,1989,1991,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0001-7401-8244,Roger,Colbran,1986,1989,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0002-7670-8959,Richard,Hale,2014,2016,Dept. of Earth and Envt. Sci.,Vanderbilt University
0000-0002-2752-3878,Gautam,Biswas,1988-01-01,,EECS/ISIS,Vanderbilt University
0000-0001-6149-708X,Jody,Cantu,2009-08,2012-11,Biochemistry and Cancer Biology,Vanderbilt University Medical Center
0000-0002-5309-7876,Andreanna,Burman,2020-08,,Biomedical Sciences (IGP),Vanderbilt University
0000-0003-1338-494X,Frank,Mason,2016-10-01,,Department of Medicine,Vanderbilt University Medical Center
0000-0001-5388-6886,Peyton,Coleman,2020-08-10,,Otolaryngology,Vanderbilt University Medical Center
0000-0001-7594-3220,Pallavi,Banerjee,2013-01-01,2015-06-30,Sociology,Vanderbilt University
0000-0002-7992-143X,Patricia Midori Murobushi,Ozawa,2018-12-01,,Cell and Developmental Biology,Vanderbilt University
0000-0002-8043-513X,Consuelo,Wilkins,2012-06-01,,Medicine,Vanderbilt University Medical Center
0000-0002-0883-8241,Courtney,Pitts,,,,Vanderbilt University School of Nursing
0000-0003-1097-7715,Amanda,Peltier,2005-08-01,,Neurology,Vanderbilt University Medical Center
0000-0003-2976-6184,Sergey,Dikalov,2011-07-01,,Medicine,Vanderbilt University Medical Center
0000-0003-2574-4279,Justin,Baba,2019-01-08,,Biomedical Engineering,Vanderbilt University
0000-0001-5035-5916,Geoffrey,Li,2017-03-01,,Biochemistry,Vanderbilt University
0000-0001-7229-9601,Néstor,de la Visitación,2021-02-01,,Department of Medicine,Vanderbilt University Medical Center
0000-0002-1271-1657,Justin,Shinn,2015-07-01,,Otolaryngology,Vanderbilt University Medical Center
0000-0001-5143-7817,Arthur ,Walters,2008-08,,Neurology,Vanderbilt University Medical Center
0000-0002-1350-0480,Jumpei,Kondo,2013-02-23,2017-02-28,"Department of Gastroenterology, Hepatology and Neutrition",Vanderbilt University Medical Center
0000-0003-0479-4242,Kevin,Johnson,2014-09-01,2017-06-22,Biochemistry,Vanderbilt University
0000-0002-6735-2508,Sam,Ling,,,,Vanderbilt University
0000-0002-3734-7476,Jerome,Brillaud,2009,2012,French and Italian,Vanderbilt University
0000-0001-5446-8563,Elizabeth,Mallott,2020-09,,Biological Sciences,Vanderbilt University
0000-0002-7333-5720,Christopher Randall,Ellis,2009-07-01,,Vanderbilt Heart and Vascular Institute,Vanderbilt University School of Medicine
0000-0002-8541-3909,Connor,Forbes,2020-07-01,,Urology,Vanderbilt University Medical Center
0000-0001-6215-5188,Joseph,Murphy,,,,Vanderbilt University
0000-0001-5765-1419,Xing-Xing,Shen,2014-12-01,2019-11-30,Biological Science,Vanderbilt University
0000-0002-4925-3960,Kevin,Galloway,2016-08-15,,Mechanical engineering,Vanderbilt University
0000-0002-9205-2320,Ray,Friedman,1994-08,,,Vanderbilt University
0000-0002-1439-6574,Erica,Zippert,2016-06,,Psychology and Human Development,Vanderbilt University
0000-0001-6843-5906,Jennifer,Wisecaver,2012,2017,Biological Sciences,Vanderbilt University
0000-0002-5903-6214,Christopher,Candelaria,2016-08-16,,"Leadership, Policy, and Organizations",Vanderbilt University
0000-0002-3151-7438,Justin,Liberman,2016-06-01,,Department of Anesthesiology,Vanderbilt University Medical Center
0000-0002-0308-4110,Ellen,Clayton,1988,,"Center for Biomedical Ethics and Society, Pediatrics, Law",Vanderbilt University
0000-0001-6659-9181,Guang,Feng,2013-10,2014-03,Department of Chemical & Biomolecular Engineering,Vanderbilt University
0000-0001-6659-9181,Guang,Feng,2010-11,2013-09,Department of Chemical & Biomolecular Engineering,Vanderbilt University
0000-0002-3558-5016,Yongsheng,Leng,2006,2008,Chemical Engineering,Vanderbilt University
0000-0001-6686-7289,Laurence,Zwiebel,1998,,Biological Sciences,Vanderbilt University
0000-0002-2043-0150,Jordan,Wright,2015,,,Vanderbilt University Medical Center
0000-0001-7298-6233,Douglas,Ahler,2016-08,2017-07,Center for the Study of Democratic Institutions,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2012-10-01,,Medicine,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2012-10-01,,Pharmacology,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2005-10-01,2012-09-30,Pharmacology,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2004-10-01,2012-09-30,Medicine,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2002-10-01,2004-09-30,Medicine/Clinical Pharmacology,Vanderbilt University
0000-0002-5890-3785,Satish,Raj,2002-07-01,2002-09-30,Medicine/Clinical Pharmacology,Vanderbilt University
0000-0001-9126-8923,Nancy,McGuire Roche,2012-08-01,2019-12-31,English,Vanderbilt University
0000-0002-1780-2435,Jessica,Oster,2019-08-01,,Earth and Environmental Sciences,Vanderbilt University
0000-0002-1780-2435,Jessica,Oster,2012-01-01,,Earth and Environmental Sciences,Vanderbilt University
0000-0002-4106-3396,Jeffrey,Rathmell,,,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-7816-9928,Andrea,Lambert,2017-07,,Pediatric Cardiology,Vanderbilt University
0000-0002-8352-0209,Bowen,He,2018-08-01,,Civil and Environmental Engineering,Vanderbilt University
0000-0002-2588-7264,Sarah,Jones,2002,,Institute for Medicine & Public Health,Vanderbilt University Medical Center
0000-0001-5331-8707,Jacob,Westerberg,2015-05-30,2015-09-01,Psychology,Vanderbilt University
0000-0001-5331-8707,Jacob,Westerberg,2013-05-25,2013-09-01,Law School,Vanderbilt University
0000-0002-7063-9147,Michelle,Williams,2012-08,2017-08,Cancer Biology,Vanderbilt University
0000-0001-9832-9127,Shihong,Lin,2015,,Civil and Environmental Engineering,Vanderbilt University
0000-0002-2070-6663,Lindsey,Dethrage,2012-12-03,,"Institute of Imaging Science, Human Imaging",Vanderbilt University Medical Center
0000-0003-4604-1839,James,Yearsley,2015-11-01,2017-08-31,Psychology,Vanderbilt University
0000-0001-6663-4549,Laura E,Henkhaus,,,,Vanderbilt University
0000-0003-1698-8888,Uttam,Ghosh,2018-01,,EECS,Vanderbilt University
0000-0001-8544-6359,Joshua,Schoenbachler,2020-04-01,,Biomedical Informatics,Vanderbilt University Medical Center
0000-0002-8449-6407,Mary,Metelko,,,Institute for Software Integrated Systems,Vanderbilt University
0000-0003-4008-6438,Samuel,Dunham,2016-08-01,,Astronomy,Vanderbilt University
0000-0001-6064-6012,Jeff,Shaw,2019-06-01,,Infectious Diseases,Vanderbilt University Medical Center
0000-0002-2216-6226,Che-Se,Tung,2001-03-01,2001-09-08,Vanderbilt Autonomic Dysfunction Center,Vanderbilt University Medical Center
0000-0002-2216-6226,Che-Se,Tung,1983-12,1984-06,Medicine and Pharmacology,Vanderbilt University School of Medicine
0000-0002-9603-1690,Cardella,Leak,2014-04,2015-05,Health Services Research,Vanderbilt University Medical Center
0000-0002-9603-1690,Cardella,Leak,2011-06,2014-04,Health Services Research,Vanderbilt University Medical Center
0000-0002-1483-8133,Peter,Reisz,2015-07-01,2020-06-30,Urology,Vanderbilt University Medical Center
0000-0002-3146-7231,Rajiv,Agarwal,2019-08,,Medicine - Hematology/Oncology,Vanderbilt University Medical Center
0000-0003-4260-1528,Katherine,Damme,2009-05-09,2011-05-09,Psychiatry,Vanderbilt University Medical Center
0000-0003-4260-1528,Katherine,Damme,2007,2009,Psychology,Vanderbilt University
0000-0002-2075-3224,Matthew,Varga,2016-09,2017-06-15,Epidemiology,Vanderbilt University Medical Center
0000-0001-7743-1755,Ryan,Ceddia,2018-01-15,,"Medicine, Division of Cardiovascular Medicine",Vanderbilt University Medical Center
0000-0002-5425-4271,Linda,Beuscher,2007-07-02,,School of Nursing,Vanderbilt University 
0000-0001-5902-5577,Julia,Shlensky,,,Pharmacy,Vanderbilt University Medical Center
0000-0002-9242-0461,Jacob,Curry,2016-07-17,2019-07-20,Pediatric Infectious Disease,Vanderbilt University Medical Center
0000-0001-5840-0152,Richard,Simerly,2016-07,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-8906-4219,Cameron K.,McBride,2008-07,2011-06,Physics and Astronomy,Vanderbilt University
0000-0002-1825-598X,Crystal,Coolbaugh,2016-10,,Radiology and Radiological Sciences,Vanderbilt University Medical Center
0000-0002-4166-8096,J. Bruce,Johnson,1991,1994,Physics,Vanderbilt University
0000-0002-3242-3775,Ryan,Castoro,2015-07-01,,Physical medicine and Rehabilitation,Vanderbilt University Medical Center
0000-0002-0794-0105,Caner,Koca,2012,2015,Mathematics,Vanderbilt University
0000-0002-9640-5322,Tao,Zhang,2009-09-01,2011-10-01,Electrical Engineering and Computer Science,Vanderbilt University
0000-0002-7209-0776,Philip,Nel,1997,1998,"English, American Studies",Vanderbilt University
0000-0003-1964-8993,Sharon,Weiner,2002,2007,Libraries,Vanderbilt University
0000-0002-2250-3640,Emilee,Friedman Fechter,2018-06,,Vanderbilt Vaccine Center,Vanderbilt University Medical Center
0000-0002-1568-1537,Derek,Franklin,2018-04-09,,Hematology/Oncology,Vanderbilt University Medical Center
0000-0002-0664-4435,Lorena,Infante Lara,2019-01-15,,Division of Basic Sciences,Vanderbilt University
0000-0003-0971-3122,Susanna,Richards,2008-10-27,,Department of Medicine,Vanderbilt University Medical Center
0000-0001-8954-7456,Ahmet Faruk,ÇAKMAK,2014-09-28,2015-08-14,Mathematics,Vanderbilt University
0000-0002-4362-8928,Luz Alejandra,Saavedra Sanchez,2018-10-15,2019-09-30,Clinical Pharmacology,Vanderbilt University Medical Center
0000-0001-6680-6072,John,Tracy,2015-07-23,2017-09-15,Psychiatry,Vanderbilt University Medical Center
0000-0002-4336-2154,Marika,Csapo,2016,2017,Center for the Study of Democratic Institutions,Vanderbilt University
0000-0003-4421-7335,Sara,Sterkenburg,2013-08-02,,,Vanderbilt University
0000-0002-9453-0525,Li,Alemo Munters,2014-02-01,2015-06-01,Department of Rheumathology and Immunology,Vanderbilt University
0000-0001-6475-7705,Phillip,Wages,2016-03,,Chemistry,Vanderbilt University
0000-0002-0640-2751,Sean,Corcoran,2018-09-01,,"Leadership, Policy, & Organizations",Vanderbilt University
0000-0001-6502-1126,Zoe ,Leuthner,2019-03-06,2019-06-20,Cell Imaging Shared Resource,Vanderbilt University
0000-0001-5353-9163,Christine,O'Brien,2011-08-15,2017-12-15,Biomedical Engineering,Vanderbilt University
0000-0001-6507-026X,Rich,Murray,1999,2002,Library,Vanderbilt University
0000-0003-0628-1045,Jessica,Vincent,2014-10,2017-08,Biochemistry,Vanderbilt University
0000-0003-3012-5771,Lauren,Lopez,2017-10-02,2019-12-31,Nephrology,Vanderbilt University Medical Center
0000-0001-9486-419X,Linda,May-Zhang,2015-08-24,,Clinical Pharmacology,Vanderbilt University
0000-0003-0407-5248,brian,lehmann,2013-08-01,,Biochemistry,Vanderbilt University Medical Center
0000-0002-8826-1285,Nihan,Pol,2020-09-01,,Physics and Astronomy,Vanderbilt University
0000-0003-0860-0652,Paul,Speer,2001-08,,Human & Organizational Development,Vanderbilt University
0000-0002-8650-313X,Anthony,Cmelak,1996-07,,Radiation Oncology ,Vanderbilt University Medical Center
0000-0001-6623-3163,Evan,Kazura,2014-08,2020-05,Biomedical Engineering,Vanderbilt University
0000-0003-3288-3859,Kathryn,Trogden,2016-01-06,,Cell and Developmental Biology,Vanderbilt University
0000-0002-8140-4685,Bong Hwan,Sung,,,,Vanderbilt University School of Medicine
0000-0003-0895-2922,Jarrod,Smith,2006-07-01,,Biochemistry,Vanderbilt University
0000-0003-0895-2922,Jarrod,Smith,1999-09-01,2006-06-30,Biochemistry,Vanderbilt University
0000-0002-3569-4853,Jay,Clayton,2012,,"Curb Center for Art, Enterprise, and Public Policy and Dept of English",Vanderbilt University
0000-0002-3569-4853,Jay,Clayton,2002,,Department of English,Vanderbilt University
0000-0002-3569-4853,Jay,Clayton,2002,2010,Department of English,Vanderbilt University
0000-0002-3569-4853,Jay,Clayton,1988,2003,English,Vanderbilt University
0000-0002-3569-4853,Jay,Clayton,1993,2002,Department of English,Vanderbilt University
0000-0002-2139-4104,Wenpeng,Liu,2017-11-01,,department of biochemistry ,Vanderbilt University
0000-0001-6145-5234,Mark E,Anderson,1996,2005,Medicine,Vanderbilt University
0000-0002-1482-6132,Jian,Liu,2016-03,2018-12,Physics and Astronomy,Vanderbilt University
0000-0002-6176-3920,Don,Moore,2000,,Professor of Medical Education and Administration,Vanderbilt University School of Medicine
0000-0002-9893-5466,Brandon,Esianor,2018-07-01,,Otolaryngology-Head and Neck Surgery ,Vanderbilt University Medical Center
0000-0002-0781-3325,Megan,Phillips,2020-07-06,,Biological Sciences,Vanderbilt University
0000-0002-4129-9403,Xiang,Shu,,,,Vanderbilt University Medical Center
0000-0002-9439-5386,Kelley,Durkin,2015-11-01,,"Teaching and Learning, Psychology and Human Development",Vanderbilt University
0000-0002-6390-6198,Stephanie,Ray,2015-05,2016-07,Cooperative Human Tissue Network (CHTN) Western Division,Vanderbilt University Medical Center
0000-0002-0153-5723,Alex,Waterson,2008-11-01,,,Vanderbilt University
0000-0003-3675-8529,John,Conley,,,Economics,Vanderbilt University
0000-0003-4959-739X,Mirazul,Islam,,,Cell and Developmental Biology,Vanderbilt University
0000-0001-6558-8712,Meng,Su,2016-11-01,,,Vanderbilt University
0000-0003-0747-0024,Jean-Jacques,LAREYRE,1997-01-01,1998-11-30,Center for Reproductive Biology,Vanderbilt University
0000-0001-8238-1406,Anne,Zemper,2010-06-15,2015-03-15,Medicine,Vanderbilt University Medical Center
0000-0003-2228-6313,Krishnan,Raghunathan,2014-10-01,2017-04-30,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-7330-9445,Qinfeng,Liu,2005-08-20,2008-08-30,Biochemistry Department,Vanderbilt University
0000-0001-9061-2382,Anjali,Forber-Pratt,2015-08-01,,Human & Organizational Development,Vanderbilt University
0000-0002-1201-1394,Vivian,Gama,2015-10-01,,Cell and Developmental Biology,Vanderbilt University
0000-0003-0378-793X,ELIZABETH,GILLAM,1991-04,1993-03,Biochemistry,Vanderbilt University School of Medicine
0000-0001-6923-6220,Sophie,Fouchécourt,2000,2001,Urology,Vanderbilt University
0000-0002-3266-3824,Emily,Overway,2019-08-01,,,Vanderbilt University
0000-0003-1832-2430,Sheri,Spears,2011-08-23,,Medical Infusion OHO/Breast Center,Vanderbilt University Medical Center
0000-0002-7677-1595,Bahnisikha,Barman,2016-11-18,,Cell and Developmental Biology,Vanderbilt University
0000-0001-9871-2089,Cody,Siciliano,2019-09-01,,Department of Pharmacology,Vanderbilt University
0000-0003-1922-7136,Simon,Darroch,2015-08-15,,Earth and Environmental Sciences,Vanderbilt University
0000-0003-3593-4770,Laura,Furge,1998,1999,Biochemistry,Vanderbilt University
0000-0002-9838-9178,roger,dmochowski,2002-01-01,,Urologic Surgery,Vanderbilt University Medical Center
0000-0001-8394-1567,Emily,Walker,2015-02-02,2019-06-30,Molecular Physiology and Biophysics,Vanderbilt University Medical Center
0000-0002-8211-2422,Adam,Luchies,2016-09,,Biomedical Engineering,Vanderbilt University
0000-0001-8292-9793,Rakesh,Vekariya,2019-05,,,Vanderbilt University
0000-0002-4224-3866,Brad,Grueter,2012-10-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-2646-2495,Justin,Lo,2019-07-01,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-8799-5236,Stephanie,Reich,2006,2007,Center for Evaluation and Program Improvement,Vanderbilt University
0000-0002-9248-2216,Ann,Green,2008-06-01,,Vanderbilt Institute for Global Health,Vanderbilt University Medical Center
0000-0002-3552-9196,Maria,Gillam-Krakauer,2011-09-01,,Pediatrics,Vanderbilt University Medical Center
0000-0001-7846-3804,Gregory,Samanez-Larkin,2010,2013,Psychology,Vanderbilt University
0000-0002-9393-6574,Fong Cheng ,Pan,2007-01-12,2015-08-31,Department of Cell and Developmental Biology,Vanderbilt University
0000-0002-1778-3203,owen,mcguinness,1984,,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0002-3859-3839,Yanfeng,Zhang,2013-09-06,2014-07-25,,Vanderbilt University
0000-0003-1216-9551,Timothy,Hodges,2016-09,,Biochemistry,Vanderbilt University
