department,qid,name,labelEn,alias,description,orcidStatementUuid,orcid,orcidReferenceHash,orcidReferenceValue_nodeId,orcidReferenceValue_val,orcidReferenceValue_prec,employerStatementUuid,employer,employerReferenceHash,employerReferenceSourceUrl,employerReferenceRetrieved_nodeId,employerReferenceRetrieved_val,employerReferenceRetrieved_prec,affiliationStatementUuid,affiliation,affiliationReferenceHash,affiliationReferenceSourceUrl,affiliationReferenceRetrieved_nodeId,affiliationReferenceRetrieved_val,affiliationReferenceRetrieved_prec,instanceOfUuid,instanceOf,sexOrGenderUuid,sexOrGenderQId,gender,degree,category,wikidataStatus,role
jewishstudies,Q86604836,Adam S. Meyer,Adam S. Meyer,[],scholar of Jewish studies,,,,,,,9876CC11-780B-4204-9578-0D5404E82B12,Q29052,ed749432e270910cdd7c7370f9ba3f43ed16c94b,https://as.vanderbilt.edu/jewishstudies/category/faculty/,295970e9-c22b-4709-84e5-4f3b5e9725dd,2020-02-28T00:00:00Z,11,F4182D70-505A-49FE-B3C4-1CBEBACB454F,Q79117861,ed749432e270910cdd7c7370f9ba3f43ed16c94b,https://as.vanderbilt.edu/jewishstudies/category/faculty/,295970e9-c22b-4709-84e5-4f3b5e9725dd,2020-02-28T00:00:00Z,11,F966C795-7989-4E3C-95D0-877AB54C1F99,Q5,C5A1C6DE-C38D-4D2E-933B-E1B64812EA17,Q6581097,m,,,7,[]
wgs,Q86604836,Adam S. Meyer,Adam S. Meyer,[],scholar of Jewish studies,,,,,,,9876CC11-780B-4204-9578-0D5404E82B12,Q29052,ed749432e270910cdd7c7370f9ba3f43ed16c94b,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,9F56A2EC-AE13-4A45-866A-3140357E551C,Q79117951,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,F966C795-7989-4E3C-95D0-877AB54C1F99,Q5,C5A1C6DE-C38D-4D2E-933B-E1B64812EA17,Q6581097,,,affiliated-faculty/,13,[]
bioinformatics,Q90330784,Adam Wright,Adam Wright,[],bioinformatician,,,,,,,3C0AD995-2BEF-461D-BFF1-838B64EE752D,Q29052,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,0ADF8244-AF88-469C-9767-1F579E90A6E1,Q89953900,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,7BA6BE13-22E6-454E-B5F9-B3A2104BF791,Q5,982F2475-627C-4C26-A20F-A9D618754333,Q6581097,m,Ph.D.,W,12,"[{""title"": ""Professor"", ""department"": ""Biomedical Informatics""}]"
asianstudies,Q86508256,Adeana McNicholl,Adeana McNicholl,[],Asian Studies scholar,,,,,,,D1BA0AFD-8CDE-4492-A264-0016D93FBFC4,Q29052,239d96ac13b83f8b885dedcfd5a017acee1b9404,https://as.vanderbilt.edu/asianstudies/people/,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,7C3DFA8C-9760-4CA0-9DC6-B3533EEFE82F,Q79117759,239d96ac13b83f8b885dedcfd5a017acee1b9404,https://as.vanderbilt.edu/asianstudies/people/,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,71511930-A1CF-465C-9A17-8A48063CBF06,Q5,3BAB25E8-112E-4E9E-97ED-71E6D113911A,Q6581072,f,,,7,[]
religiousstudies,Q86508256,Adeana McNicholl,Adeana McNicholl,[],Asian Studies scholar,,,,,,,D1BA0AFD-8CDE-4492-A264-0016D93FBFC4,Q29052,239d96ac13b83f8b885dedcfd5a017acee1b9404,https://as.vanderbilt.edu/religiousstudies/people/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,357221A4-DC89-44F4-A3AD-5D9A9BDE6E79,Q79117923,6bb3f89e8967ebc4376d657b54ca70d87485a7ec,https://as.vanderbilt.edu/religiousstudies/people/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,71511930-A1CF-465C-9A17-8A48063CBF06,Q5,3BAB25E8-112E-4E9E-97ED-71E6D113911A,Q6581072,f,,,13,[]
lpo,Q83555630,Adela Soliz,Adela Soliz,[],educational leadership and policy researcher,,,,,,,8CC41228-BB68-4D8A-A56D-1EE28F63BE55,Q29052,0c458f8ca7cd90e0aa66def6a4e41fc284737710,https://peabody.vanderbilt.edu/people/lpo/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,BF4B9842-D680-4CF9-BEB3-3E1D81795928,Q83550305,0c458f8ca7cd90e0aa66def6a4e41fc284737710,https://peabody.vanderbilt.edu/people/lpo/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,FCFB5695-F716-4A44-B9D5-26AB37755E8D,Q5,17539886-EF9A-4E8B-8E15-847E877BDB81,Q6581072,f,,,7,"[{""title"": ""Assistant Professor"", ""department"": ""Higher Education and Public Policy, Department""}, {""title"": """", ""department"": """"}]"
medicine,Q91272757,Adetola Kassim,Adetola Kassim,[],medical researcher,,,,,,,FA63635F-B68E-4423-8338-961EA1B63A8E,Q29052,4b13782625f5fd8bfd5dd9db2b737797a23bac04,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,B4DA42DF-BA51-40F4-9B46-52803D87D934,Q89953931,4b13782625f5fd8bfd5dd9db2b737797a23bac04,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,729CA126-2265-43AE-83B2-79807867A1E1,Q5,701108E9-D251-4C88-8802-7EB4D0D8FE9C,Q6581097,m,M.B.B.S.,K,7,"[{""title"": ""Professor"", ""department"": ""Medicine""}]"
surgery,Q91547915,Adrian Barbul,Adrian Barbul,[],surgeon,,,,,,,C99D1ADD-C3C4-4CF7-8B2F-252F0748BDF4,Q29052,b109d69b4f2680fc09491094fb761ba96a1fa9c5,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,58C59BC3-6ED3-4555-A5F1-38F23A41C181,Q89954010,b109d69b4f2680fc09491094fb761ba96a1fa9c5,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,CE66EBE9-9E06-44E6-B81D-7625BDC193AE,Q5,EE200D5B-0BE4-460F-8BC8-7BC201DDE856,Q6581097,m,M.D.,B,7,"[{""title"": ""Professor"", ""department"": ""Surgery""}]"
biochemistry,Q90270970,Adrian Olivares,Adrian Olivares,[],biochemist,73C48EAF-65E3-4FD3-BA0D-AD9F8A66B684,0000-0002-0895-7988,f1c486e013a4cc48096a105e6699f49665d279bc,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,292D66F8-A1C3-4F55-9610-037AB3D1637C,Q29052,02277d0f8a670ff0467364c5573099deae10844f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,56DE86BF-7391-4163-90F3-E01270A93A20,Q89953896,02277d0f8a670ff0467364c5573099deae10844f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,A62F5392-479D-4E5C-9B2C-760E0F12F92A,Q5,E4AA594A-2290-4961-907F-3F1CDC9A70FF,Q6581097,m,Ph.D.,O,7,"[{""title"": ""Assistant Professor"", ""department"": ""Biochemistry""}]"
surgery,Q91547921,Adrian Scott Pearson,Adrian Scott Pearson,[],surgeon,,,,,,,406662BF-18D0-40AD-B953-BBCEAEB09FD9,Q29052,a057c98bb29b0a4ddb197c04b4b57b468675f8b2,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,F5047F3B-672A-4F3C-A408-155364287E5A,Q89954010,a057c98bb29b0a4ddb197c04b4b57b468675f8b2,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,B1780758-BAE2-4337-93A1-608316A0E2F9,Q5,12FA9D48-4A32-4FB0-BF45-3FFC3CB66AF7,Q6581097,m,M.D.,P,12,"[{""title"": ""Professor"", ""department"": ""Surgery""}]"
pediatrics,Q91485599,Adriana Bialostozky,Adriana Bialostozky,[],pediatrician,,,,,,,1811C421-5CE1-4D4A-94AE-5B08BAAC9D76,Q29052,d5c23b2299b4926c03a6f89d699bdf8605a66b46,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,FC7C4E15-E4A0-4E75-BC71-226F05DB17D4,Q89953976,d5c23b2299b4926c03a6f89d699bdf8605a66b46,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,C4231755-6FF9-43B5-A9C8-40F04EB765DC,Q5,3356729C-BCBF-4988-9F68-3D81857C9076,Q6581072,f,M.D.,B,7,"[{""title"": ""Assistant Professor"", ""department"": ""Pediatrics""}]"
medicine,Q89853936,Adriana M. Hung,Adriana M. Hung,[],physician,0D40A349-9415-47AF-9E06-E558B06EF2BD,0000-0002-3203-1608,2b78c1aacc8ed75bce734224c910ab3f04c06d56,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,7BB8A39E-987F-4EDA-B0D7-7DB34BF7FA72,Q29052,eafa8fd3f5e9e27f312e44b9568839ae4888b74f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,BEDC2D16-BDD0-4B98-887A-35ACC2F8D1A7,Q89953931,eafa8fd3f5e9e27f312e44b9568839ae4888b74f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,B8CC9E64-D2E7-4BC2-A1CF-6FCC680C10A8,Q5,C32BB62D-F213-4B44-97A4-0E9AF47A6D68,Q6581072,f,M.D.,H,11,"[{""title"": ""Associate Professor"", ""department"": ""Medicine""}]"
psych,Q83450869,Adriane E. Seiffert,Adriane E. Seiffert,[],psychologist,,,,,,,3FF3CB5F-17F8-4570-B710-A8A8D7B5FB2E,Q29052,2bcfb41e6bb5e1b9f1e2dc132137c30f4cf2e9f0,https://www.vanderbilt.edu/psychology/people/?group=faculty,1cdfd0a9-0cb8-4ad1-abd6-9318b95a4777,2020-01-23T00:00:00Z,11,B21C705E-8649-4BEE-8D20-3CFBE28CF1D5,Q79117907,2bcfb41e6bb5e1b9f1e2dc132137c30f4cf2e9f0,https://www.vanderbilt.edu/psychology/people/?group=faculty,1cdfd0a9-0cb8-4ad1-abd6-9318b95a4777,2020-01-23T00:00:00Z,11,A459C3D8-5DCF-4C59-8B62-C5EE3C6F5754,Q5,A350BB4D-0549-4FF0-8539-BA73C2971C93,Q6581072,f,,faculty,7,"[{""title"": ""Senior Lecturer and Research Assistant Professor"", ""department"": ""Psychology""}, {""title"": ""Director"", ""department"": ""Undergraduate Studies, A&amp;S""}]"
economics,Q83295523,Adugna Olani,Adugna Olani,[],economist,,,,,,,50796C27-02CA-44F7-A04C-9E1EB1DBC848,Q29052,ab0b7228e37b5c0d9ed8fb8173765443eb5199ec,https://as.vanderbilt.edu/econ/people/index.php?group=adjunct-faculty,b2a7be01-1d7a-4d47-b6e4-fab1c76e5f67,2020-01-20T00:00:00Z,11,5DA09F97-BE7E-4957-B92D-0246A6A38504,Q79117810,ab0b7228e37b5c0d9ed8fb8173765443eb5199ec,https://as.vanderbilt.edu/econ/people/index.php?group=adjunct-faculty,b2a7be01-1d7a-4d47-b6e4-fab1c76e5f67,2020-01-20T00:00:00Z,11,E496E4A5-965F-4569-949F-9EBAA9923446,Q5,3A183039-9A84-4FDB-8D09-711702CC228D,Q6581097,m,,adjunct-faculty,7,"[{""title"": ""Senior Lecturer"", ""department"": ""Economics""}]"
nursing,Q97398469,Aggie Read,Aggie Read,[],nursing educator,,,,,,,9B8311F8-EB53-4030-9C4E-0B06A08C6A07,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,462BF9DC-2377-4632-8361-4034DEEC8284,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,4331F8C8-3268-4E94-9898-DC498E4AD55B,Q5,A88A5A59-B2AD-43DB-B9C6-7E05DC5A4819,Q6581072,f,"DNP, MSN, RN, CNE",,12,"[{""title"": ""Instructor in Nursing"", ""department"": ""Vanderbilt School of Nursing""}]"
pathology,Q91454665,Agnes B. Fogo,Agnes B. Fogo,[],pathologist,,,,,,,C4764E61-74E5-4E9D-B641-99CCA06EE08B,Q29052,5cb410454df3562673246baba81039a19d1162d6,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=F,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,4C231383-DC57-4718-A480-8BBAFD2474B3,Q89953964,5cb410454df3562673246baba81039a19d1162d6,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=F,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,99A3F16C-3AE8-4086-955E-CBE0F5E8BA0E,Q5,95F049C6-5060-4959-8128-EB562A52E721,Q6581072,f,M.D.,F,7,"[{""title"": ""Professor"", ""department"": ""Pathology, Microbiology and Immunology""}]"
me,Q86864500,Ahad Nasab,Ahad Nasab,[],mechanical engineer,,,,,,,FC277497-3384-4AA6-82C4-11E57887BEB5,Q29052,d62270ef2cbe00d3fe8d9642b8e75d11507c210b,https://engineering.vanderbilt.edu/me/faculty-staff/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,428AACC2-A320-407A-8D88-6FC319F5BEEC,Q84270590,d62270ef2cbe00d3fe8d9642b8e75d11507c210b,https://engineering.vanderbilt.edu/me/faculty-staff/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,D3DCBF4A-5164-4ED1-9777-C6699746FA5B,Q5,257FCFE1-C3D9-45B5-B849-2AC0015CD158,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Mechanical Engineering""}]"
medicine,Q91132766,Ahmad Abu-Halimah,Ahmad Abu-Halimah,[],physician,,,,,,,D6E4BD2C-E03B-4187-88D0-340BD4691EAB,Q29052,1ec6acb28898d602bd4e8abf363ac18eb4596013,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,368E65A0-4A66-416D-B7AF-A6126256E230,Q89953931,1ec6acb28898d602bd4e8abf363ac18eb4596013,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,2D10872A-9165-419E-8068-4200F4162FAA,Q5,8A464BA5-0167-4C3C-84BF-AB7F171D686A,Q6581097,m,M.D.,A,7,"[{""title"": ""Assistant Professor of Clinical"", ""department"": ""Medicine""}]"
pharma,Q91511548,Ai-Dong Qi,Ai-Dong Qi,[],pharmacologist,,,,,,,2F0D4B0E-C7C1-45D8-9DA8-FD96526D8325,Q29052,4552f7d3dc851588b63e7616904fb139d2f9930c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Q,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,A4A94E32-D221-482B-ABC3-DCF71D686EA6,Q89953981,4552f7d3dc851588b63e7616904fb139d2f9930c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Q,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,6D85AC62-2278-45BA-8BE4-30B51B8A8142,Q5,A431D719-3607-40E2-AFDE-B256F4849B70,Q6581097,m,"M.D., Ph.D.",Q,7,"[{""title"": ""Research Assistant Professor"", ""department"": ""Pharmacology""}]"
pediatrics,Q91485605,Aida Yared,Aida Yared,[],pediatrician,,,,,,,5DED90B0-C028-40BE-B717-06CE79CC958D,Q29052,a56487926c85a93981b11b28cfe93816e350290b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Y,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,E1EBAAFA-CD31-4150-8C8F-859D95827D20,Q89953976,a56487926c85a93981b11b28cfe93816e350290b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Y,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,6E84ADC9-A97E-45DD-B676-261ECF6F5BA5,Q5,5CC8A172-64D8-4E4D-B994-8DB726D30142,Q6581072,f,M.D.,Y,7,"[{""title"": ""Associate Professor"", ""department"": ""Pediatrics""}]"
medicine,Q91132769,Aimalohi Agnes Ahonkhai,Aimalohi Agnes Ahonkhai,[],physician,,,,,,,0A2822C5-094A-4C50-9B55-CE5FF949A637,Q29052,1ec6acb28898d602bd4e8abf363ac18eb4596013,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,23102A7E-4EAF-4C73-BB7C-251B24FE2D6A,Q89953931,1ec6acb28898d602bd4e8abf363ac18eb4596013,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,FE6D954B-E97A-4237-9634-CBA84E3C7F59,Q5,0D0F5ABA-DEB0-465C-8D24-0BDB70ADB438,Q6581072,f,M.D.,A,7,"[{""title"": ""Assistant Professor"", ""department"": ""Medicine""}]"
pediatrics,Q91485612,Aimee P. Perri,Aimee P. Perri,[],pediatrician,,,,,,,06BF28FE-9CCF-4491-AC87-14969BF3F8C3,Q29052,5d089f2e2c3360be18a3fef500bc024708637cc4,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,A04C075C-9A58-4ADB-9FC2-2D30E1C5FBD1,Q89953976,5d089f2e2c3360be18a3fef500bc024708637cc4,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,7C28986F-37A3-4EE7-B798-A363050C65D7,Q5,30F709B3-481F-444D-B216-866426331E6B,Q6581072,f,M.D.,P,7,"[{""title"": ""Assistant Professor of Clinical"", ""department"": ""Pediatrics""}]"
anesthesiology,Q90143071,Aimee W. Marlar,Aimee W. Marlar,[],anesthesiologist,,,,,,,16D90837-E2D8-4D93-A39A-9B983772AD7E,Q29052,1ab29b09473e609050ea6a783160a150e277064b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,532B350D-5DCB-4E4A-AB00-5803316E6842,Q89951871,1ab29b09473e609050ea6a783160a150e277064b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,B0381BE3-2F57-437C-BBD0-E53D072AB9A5,Q5,22F1A748-B56E-4704-A338-BBD5322B7419,Q6581072,f,M.S.,M,7,"[{""title"": ""Assistant in"", ""department"": ""Anesthesiology""}]"
americanstudies,Q86366678,Aimi Hamraie,Aimi Hamraie,[],"health, medicine, and society researcher",,,,,,,A0B61B0E-7E6C-4D26-B60C-7F61413DA294,Q29052,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://www.vanderbilt.edu/americanstudies/people/,d7deea46-7dc4-4072-9bba-a239243f7d7a,2020-02-25T00:00:00Z,11,2C82AB95-91B6-4277-9606-473B2DE5C69F,Q79117740,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://www.vanderbilt.edu/americanstudies/people/,d7deea46-7dc4-4072-9bba-a239243f7d7a,2020-02-25T00:00:00Z,11,CC9AE5DF-6F79-4170-9782-3827A1149C70,Q5,E8CA4D5B-B25B-46E4-BD34-4824DA7D3D24,Q6581072,f,,secondary,7,"[{""title"": ""Assistant Professor of Medicine, Health, and Society"", ""department"": ""Assistant Professor of Medicine, Health, and Society""}]"
wgs,Q86366678,Aimi Hamraie,Aimi Hamraie,[],"health, medicine, and society researcher",,,,,,,A0B61B0E-7E6C-4D26-B60C-7F61413DA294,Q29052,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,7002930B-3BB3-427F-9A02-35C4E6940E49,Q79117951,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,CC9AE5DF-6F79-4170-9782-3827A1149C70,Q5,E8CA4D5B-B25B-46E4-BD34-4824DA7D3D24,Q6581072,,,affiliated-faculty/,13,[]
bioinformatics,Q90330575,Aize Cao,Aize Cao,[],bioinformatician,,,,,,,858E01A3-BBCB-4C31-AE77-A1A304534C7E,Q29052,f7ca06df3faf13048c74e2f17525f9716a633a27,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,DDD96EFE-C0E0-451C-82DD-2646E1EBD7D2,Q89953900,f7ca06df3faf13048c74e2f17525f9716a633a27,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,F3B4CF2E-3205-4172-B4AD-644298DD8C36,Q5,F9926184-0092-4E19-84F9-BC190EDD27F1,Q6581072,f,Ph.D.,C,7,"[{""title"": ""Research Assistant Professor"", ""department"": ""Biomedical Informatics""}]"
eecs,Q86851847,Akos Ledeczi,Akos Ledeczi,[],computer scientist,2E7C6A91-97D3-4248-813D-A34251403461,0000-0003-2876-585X,477dc06677990cc4ec0b35930a93d121daec528b,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,BF5B5D7E-15CC-4FA1-9506-FEE3B4FB7CF1,Q29052,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,379A752A-37EB-4F38-82EA-5B0BEA1586DE,Q84270584,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,8CA9196E-805E-4343-9326-AC3F6453606C,Q5,FCC8A5ED-5DC9-4639-B722-12B1D4EFB624,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Electrical Engineering and Computer Science""}]"
math,Q43304783,Akram Aldroubi,Akram Aldroubi,[],American mathematician,,,,,,,ACF10BEA-2524-4C60-ACAE-8DF1E0EF7ED4,Q29052,0d323236805dd6dd3630c899b3963e84b051130b,https://as.vanderbilt.edu/math/people/?group=faculty,b0731d1c-aa35-45bd-823c-ea1e1f9124f1,2020-01-22T00:00:00Z,11,212F3670-F554-4ECA-9744-8215C1FDF2F4,Q79117878,0d323236805dd6dd3630c899b3963e84b051130b,https://as.vanderbilt.edu/math/people/?group=faculty,b0731d1c-aa35-45bd-823c-ea1e1f9124f1,2020-01-22T00:00:00Z,11,1C777FEF-6FE8-4075-B4E0-DF7EFD7773A0,Q5,223E6331-3DF6-4358-B293-799A8C4CFAC2,Q6581097,m,,faculty,4,"[{""title"": ""<p>Professor</p>"", ""department"": """"}]"
english,Q82622619,Akshya Saxena,Akshya Saxena,[],scholar of English,,,,,,,43686EBF-72EE-43C6-9109-9EA1E2984A94,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,8174e0f5-d78d-4892-a041-7ee4fec79699,2020-01-17T00:00:00Z,11,35CF07FC-4C3F-4EF7-A79C-1CFE54D38A41,Q79117817,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,8174e0f5-d78d-4892-a041-7ee4fec79699,2020-01-17T00:00:00Z,11,931D33F5-BEEC-44F9-947B-B4CE372471E8,Q5,B6B21381-C0C1-4525-979C-02497A6F8777,Q6581072,f,,faculty,7,"[{""title"": ""Assistant Professor"", ""department"": ""English""}]"
asianstudies,Q82622619,Akshya Saxena,Akshya Saxena,[],scholar of English,,,,,,,43686EBF-72EE-43C6-9109-9EA1E2984A94,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/asianstudies/people/,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,44896BCA-C32C-4389-95BB-36AB7E7AA81B,Q79117759,239d96ac13b83f8b885dedcfd5a017acee1b9404,https://as.vanderbilt.edu/asianstudies/people/,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,931D33F5-BEEC-44F9-947B-B4CE372471E8,Q5,B6B21381-C0C1-4525-979C-02497A6F8777,Q6581072,f,,,13,[]
physics,Q63088838,Akunuri Ramayya,Akunuri V. Ramayya,[],nuclear physicist at Vanderbilt University,,,,,,,9ef9511f-489e-96c1-e2f7-e29b2d4f1185,Q29052,a4d56a4018918354ac4522587f4ad011e158dcb3,https://as.vanderbilt.edu/physics/people/index.php?group=emeritus-faculty,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,80C9032F-9988-4CE0-B52B-2A89F55E6535,Q78779260,a4d56a4018918354ac4522587f4ad011e158dcb3,https://as.vanderbilt.edu/physics/people/index.php?group=emeritus-faculty,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,E1BEB867-C311-462A-B50E-CF3B4DE4B8E7,Q5,B0530DDB-4FB5-472B-83CF-9CA27219C22C,Q6581097,m,,emeritus-faculty,4,"[{""title"": ""Professor"", ""department"": """"}]"
