qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q112774351,Review of A Critical Edition of 'Umdat Al-Nāzir 'alā Al-Ashbāh wa'l-Nazā 'ir,,,,,,,,
Q112774584,Foreword,,,,,,,,
Q112774699,Illumination Philosophy as a Resource for Mutual Understanding: A Study of the Literature of Jalāluddīn Rūmī and Farīduddīn ʿAṭṭār,,,,,,,,
Q112774862,Ṣaḥīḥ Al-Bukhari’s Criteria: An Epistemological Perspective,8d9fa218-45d7-6088-929b-0c78b810f0f2,Mohammed Tayssir Safi,2,,,,,
Q112775014,"Review of Sarah Risha, Education and Curricular Perspectives in the Qurʾān",,,,,,,,
Q112775500,The Rise of Syrian Salafism: From Denial to Recognition,,,,,,,,
Q112775541,Confession in the Public Sphere: A Trusteeship Criticism of Foucault’s Concepts of Confession and Power,,,,,,,,
Q112777258,The Development of Uṣūl al-Ḥadīth During the Seljuk Era,,,,,,,,
Q112919125,On the Origins of Hadith Terminology: the Dividing Line Between Early and Late Hadith Scholars,,,,,,,,
Q112919222,Early Ḥadīth Scholars and their criteria of Ḥadīth Criticism,,,,,,,,
Q113028863,A resumptive formulation of modern science,,,,,,,,
Q113030886,"Review of Carrying on the Tradition: A Social and Intellectual History of Hadith Transmission across a Thousand Years, by Garrett A. Davidson",,,,,,,,
Q113030924,Ḥanafī’s Criteria of Ḥadīth Criticism: the Role of Islamic Legal Maxims,,,,,,,,
Q113152281,Religious Groups and Scholars of Islam in the Syrian Revolution,,,,,,,,
Q113152434,Canons: Specific and General aṣl,,,,,,,,
Q113152519,Lived or Non-Lived Ḥadīth? Content vs. Narrator Criteria in Early Ḥanafī Law,,,,,,,,
Q113152594,"Early Ḥanafī Jurists, Court Practice, and the Authority of General Afflictions (ʿUmūm al-Balwā)",,,,,,,,
Q113152646,Tools for Interpreting Ḥadīth in Shaybānī’s Ḥujja,,,,,,,,
Q113152703,Al-Buti: al-Fatwa and Revolution,,,,,,,,
Q113292450,[The Description of Ḥadīth Science (uṣūl al-ḥadīth) and the Characteristics of its Scholars],,,,,,,,
Q113292514,[The Efforts of Contemporary Ḥadīth Scholars in Uṣūl al-Ḥadīth: Characteristics of the Modern Era and Its Most Important Books],,,,,,,,
Q113292532,[Significant Obstacles to Verfying Ḥadīth in the Contemporary Era],,,,,,,,
Q113292561,The Syrian Uprising: Reopening the Theological Question,,,,,,,,
Q113292708,The Sunnah,,,,,,,,
Q113383843,[The Qur’anic Manuscript Race: Western Controversy and Reception Controversies],,,,,,,,
Q113384098,[Martin Lings: The Prophet’s Life and Western Islam],,,,,,,,
Q113384163,[The Arab Uprising: the Conflict of Values and Fractured Groups],,,,,,,,
Q113384169,[The End of Revisionism: Patricia Crone (1945-2015)],,,,,,,,
Q113384231,[ISIS: The Explosion of Narratives],,,,,,,,
Q113384276,ISIS: The Explosion of Narratives - The Land of the Revolution Between Political and Metaphysical Eternities,,,,,,,,
Q113535350,"I May Not Get There with You: The True Martin Luther King, Jr.",,,,,,,,
Q24539009,Preceramic irrigation canals in the Peruvian Andes,BB4B2903-B6B4-4ADE-86F5-BCA376976A3E,Jack Rossen,3,a0b51192e38e529aaa01dac61e30fe0680bc75e9,,6c0250f5335c7f0fab7bc9f40c803fe4,2017-07-05T00:00:00Z,11
Q24539009,Preceramic irrigation canals in the Peruvian Andes,F90387FA-3F4B-424A-9B32-BCFB7FC606C5,Herbert H Eling,2,a0b51192e38e529aaa01dac61e30fe0680bc75e9,,6c0250f5335c7f0fab7bc9f40c803fe4,2017-07-05T00:00:00Z,11
Q26746166,Conflations of Marital Status and Sanity: Implicit Heterosexist Bias in Psychiatric Diagnosis in Physician-Dictated Charts at a Midwestern Medical Center,1E535A73-1C6A-432F-A95E-7396318885C0,Sara I McClelland,2,,,,,
Q26746166,Conflations of Marital Status and Sanity: Implicit Heterosexist Bias in Psychiatric Diagnosis in Physician-Dictated Charts at a Midwestern Medical Center,5177BAC6-AACB-49EB-A2B5-F6090ED576EE,Erin Bergner,3,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",0A7D2D45-E632-4327-A54D-15C12696C0C6,Rodrigo M Vega,5,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",249BB72D-B1FB-41AE-81D4-548B6F83226D,George Dix,14,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",58C714F5-F936-48F5-8F94-01304C156A2A,Andre Oliveira Sawakuchi,4,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",890BDF50-0A67-4C4A-A727-EAFB75CAC05B,Andrea González,13,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",99181E08-853A-417A-980E-EF02155BE6F6,José Saavedra,3,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",A7871494-E9C1-4E34-A202-D04A7FEE5868,Mauricio Mella,12,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",B1AB5C48-8122-47D6-AD79-29BA6784241F,Michael B Collins,7,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",C93A5609-991C-4AE3-BAC0-5B39A190FB2A,Carlos Ocampo,2,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",DFDCAF92-3E6A-4E1B-AE66-C4E1C0E2CE5B,Linda Scott Cummings,8,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",E8076D03-142C-4083-A5FD-84D3814F1B63,Iván Arregui,9,,,,,
Q28137054,Tears We Cannot Stop: A Sermon to White America,,,,,,,,
Q28181268,"Mold: ""tsara'at,"" Leviticus, and the history of a confusion",01C7E734-9E80-4527-AB80-030DB3245006,Richard M. Heller,1,,,,,
Q28181268,"Mold: ""tsara'at,"" Leviticus, and the history of a confusion",1FC9439B-EEEA-4FA9-960B-B14811915082,Toni W. Heller,2,,,,,
Q28181268,"Mold: ""tsara'at,"" Leviticus, and the history of a confusion",7537236A-185E-4FA5-9FDC-167CC8A5940A,Jack M. Sasson,3,,,,,
Q28732151,"Preceramic maize from Paredones and Huaca Prieta, Peru",686DE2D8-9620-4163-8AB8-8E97F24F107E,Alexander Grobman,1,,,,,
Q28732151,"Preceramic maize from Paredones and Huaca Prieta, Peru",F0E28687-6E37-44A4-A796-09666537F606,Irene Holst,6,,,,,
Q33391315,Starch grains on human teeth reveal early broad crop diet in northern Peru,,,,,,,,
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",5F059522-87E8-457A-9E9B-9B348D5F61D9,Steve Goodbred,2,f7e3c142d9a74c1092e23d0165ce10f191376fff,,32d96a5c0d5240787ed48535b6061522,2017-07-28T00:00:00Z,11
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",75D7E818-378F-44E2-A55F-23E40AB84251,Michael B Collins,7,f7e3c142d9a74c1092e23d0165ce10f191376fff,,32d96a5c0d5240787ed48535b6061522,2017-07-28T00:00:00Z,11
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",8A08E213-E454-464F-94A7-FD117C414763,Víctor F Vásquez Sánchez,4,f7e3c142d9a74c1092e23d0165ce10f191376fff,,32d96a5c0d5240787ed48535b6061522,2017-07-28T00:00:00Z,11
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",9139215B-CCEB-4F50-9F76-31266A751E06,Nancy Velchoff,13,f7e3c142d9a74c1092e23d0165ce10f191376fff,,32d96a5c0d5240787ed48535b6061522,2017-07-28T00:00:00Z,11
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",BF9AF989-2117-468C-BEC9-E1FA79359EEA,Patricia J Netherly,8,f7e3c142d9a74c1092e23d0165ce10f191376fff,,32d96a5c0d5240787ed48535b6061522,2017-07-28T00:00:00Z,11
Q34327648,"Voyeur nation? Changing definitions of voyeurism, 1950-2004.",,,,,,,,
Q34725957,Structural competency: theorizing a new medical engagement with stigma and inequality,B6C4D1F2-9859-49D8-87FF-69B8A4926CDD,Helena Hansen,2,6043fa83924efdf03fc96023dc1c71ae58274496,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",7BC8ADC9-EA3D-4601-BA17-0B54453937B9,C Ramírez,2,936318a1719d3333695665fa7b49bed8a5748aa5,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",836BCE97-389A-4B8A-9744-511508CE7330,J Rossen,5,936318a1719d3333695665fa7b49bed8a5748aa5,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",9C036C42-2C78-4787-BA93-6A70071D043B,M B Collins,4,936318a1719d3333695665fa7b49bed8a5748aa5,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",E09B34DD-4079-4A22-ABAD-FA0D77324945,M Pino,3,936318a1719d3333695665fa7b49bed8a5748aa5,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",F77BDBED-5F25-414D-8AE7-14FF16D94F83,J D Pino-Navarro,6,936318a1719d3333695665fa7b49bed8a5748aa5,,0784dc8bcaeff662aa4b348a52be7193,2017-08-04T00:00:00Z,11
Q36236112,Selective complexity and adaptive mortuary behavior,,,,,,,,
Q37037312,Structural Competency in the U.S. Healthcare Crisis: Putting Social and Policy Interventions Into Clinical Practice,80389BA0-2DA5-4259-8F11-74A29C6CD434,H Hansen,1,8432ff3298afa9dcad201d21eba8f111289e0f90,,1f4af00568d94deafda17a084bcc344c,2017-08-17T00:00:00Z,11
Q37079022,Probing deeper into first American studies,,,,,,,,
Q37357198,Long-term human response to uncertain environmental conditions in the Andes,FED44154-A3CC-4AB5-82B1-AB80C4B7EEA3,Alan L Kolata,2,ff5746094c5448e79510560117db24d009aa48f0,,89648ea36165accac5f5faf8b482986f,2017-08-19T00:00:00Z,11
Q37582416,The late Pleistocene colonization of South America: an interdisciplinary perspective,FFFAE17D-4027-4EEB-AA6B-8E2F7C5403AC,Francisco Rothhammer,1,926f32122ab4569d692f418f71f607c6e74c5504,,23bbf8ef8845baa4e3e25d56e9df979c,2017-08-21T00:00:00Z,11
Q37653205,Integrating and Assessing Structural Competency in an Innovative Prehealth Curriculum at Vanderbilt University,,,,,,,,
Q38104609,Structural health and the politics of African American masculinity.,,,,,,,,
Q38476801,Making history: lessons from the great moments series of pharmaceutical advertisements.,E364CFC9-EED5-4A4F-8090-2A87F0ABBE9C,Joel D Howell,2,9941e6926fd289f9827b08f7a193d962e6dd4f4d,,c732f5400ffbdf72373e65c6d603cc6f,2017-09-03T00:00:00Z,11
Q38660765,Using a structural competency framework to teach structural racism in pre-health education.,BCB3F700-B63A-4CE8-983A-A5D545AD6DEE,Oluwatunmise V Olowojoba,3,270b75806c9320165ac9e0688897e7b293807410,,cc97c2c0c6ad5c3e281d9d31654f6ec2,2017-09-05T00:00:00Z,11
Q38675830,Developing and Evaluating an Innovative Structural Competency Curriculum for Pre-Health Students.,928BAAF2-A891-466F-ACF2-260BD13EE88D,Mia R Keeys,3,bad147a83b419b66a94f53662cf8f65fa5ac4f50,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:28573595%20AND%20SRC:MED&resulttype=core&format=json,d52720d16973a301b0ccd441d060aada,2020-03-21T00:00:00Z,11
Q38973392,"Preceramic adoption of peanut, squash, and cotton in northern Peru.",AF11C846-B37D-48A9-B15B-4B8668DE1697,Thomas C Andres,3,e94f876bc91a0444ee1a42d1351bebb58f38f1f2,,e23bcf7e760544f321b6da1af6c53703,2017-09-08T00:00:00Z,11
Q38973392,"Preceramic adoption of peanut, squash, and cotton in northern Peru.",C05C0340-E870-4997-B95C-74F3AF6B10E7,Jack Rossen,2,e94f876bc91a0444ee1a42d1351bebb58f38f1f2,,e23bcf7e760544f321b6da1af6c53703,2017-09-08T00:00:00Z,11
Q38973392,"Preceramic adoption of peanut, squash, and cotton in northern Peru.",E0670BDF-7F5B-4045-A40D-0A12FB516E2D,David E Williams,4,e94f876bc91a0444ee1a42d1351bebb58f38f1f2,,e23bcf7e760544f321b6da1af6c53703,2017-09-08T00:00:00Z,11
Q38973399,Archaeology. Climate and human migrations.,,,,,,,,
Q39083016,New Medicine for the U.S. Health Care System: Training Physicians for Structural Interventions.,317AD2CB-81B0-4B19-929C-FF7C22AA2C9B,Helena Hansen,1,505a1ceca9ec4338af8cb35fbd8c3ad5f31f2eaa,http://europepmc.org/abstract/PMC/5540156,abe887b26a44d8f71afdc98b35fc3082,2018-03-06T00:00:00Z,11
Q39083016,New Medicine for the U.S. Health Care System: Training Physicians for Structural Interventions.,BCC4B51B-2DB8-4C41-8BA5-DA24868F661E,Jonathan M Metzl,2,505a1ceca9ec4338af8cb35fbd8c3ad5f31f2eaa,http://europepmc.org/abstract/PMC/5540156,abe887b26a44d8f71afdc98b35fc3082,2018-03-06T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",1D203BDD-F499-4373-8C87-A8409C2F7327,Rodrigo M Vega,5,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",59D20388-762C-4B33-A101-EA98B364D918,Iván Arregui,9,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",6A9EFA70-3BEB-4E02-872D-AF0EA41BEADB,Andrea González,13,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",8F6230ED-3035-4609-9A1E-7C7E0547D264,Linda Scott Cummings,8,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",B5E94BD3-5793-4702-A2D2-DC70142DF0F0,Michael B Collins,7,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",C2440D4E-0541-4590-8D1F-1DFD172B2256,George Dix,14,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",CF1AB23E-7597-4806-8570-89838CA94E93,Mauricio Mella,12,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",E9F1D058-F6D0-4C76-B2A2-A1CB9E767792,Carlos Ocampo,2,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",EBFDBF4B-9D27-4C72-8118-4FDCC192215D,José Saavedra,3,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",ED938846-289E-444C-A5D5-B74888BA3219,Andre Oliveira Sawakuchi,4,bbff8497e71ad301c604bdbba6d278b205677132,,8173e22187c3969350e004f4330e8e11,2017-11-14T00:00:00Z,11
Q46007796,Queer Frontiers in Medicine: A Structural Competency Approach.,182F0D96-E695-4D9C-9194-3A90C74EEA6E,Sayantani DasGupta,2,c82e7237a00442e325f63f7e20a9a49d054e4bde,http://europepmc.org/abstract/MED/28225731,3a299fe68565ab03b52346389f7a050f,2017-12-18T00:00:00Z,11
Q46007796,Queer Frontiers in Medicine: A Structural Competency Approach.,40BE317F-9B3B-48A0-B1B9-8DDF690A8041,Cameron A Donald,1,c82e7237a00442e325f63f7e20a9a49d054e4bde,http://europepmc.org/abstract/MED/28225731,3a299fe68565ab03b52346389f7a050f,2017-12-18T00:00:00Z,11
Q46007796,Queer Frontiers in Medicine: A Structural Competency Approach.,B0B0C80E-1099-4FD3-A2D6-49D33AE50C6C,Kristen L Eckstrand,4,c82e7237a00442e325f63f7e20a9a49d054e4bde,http://europepmc.org/abstract/MED/28225731,3a299fe68565ab03b52346389f7a050f,2017-12-18T00:00:00Z,11
Q46790441,Mainstream anxieties about race in antipsychotic drug ads.,00A4D4C2-9CED-4A7D-9CBD-68FDE99C9C4E,Jonathan M Metzl,1,b68ad969c7ffa072062b70c784cd3876dfbfe46c,http://europepmc.org/abstract/MED/23351266,b6ce56e1b127b94d627a90d72c684d93,2017-12-25T00:00:00Z,11
Q47178359,Structural Competency and Psychiatry.,AB258E5F-6E2C-4B15-8D0C-AFF71CA117EA,Helena Hansen,2,b753178a6dd1cb4ec1ae0dfdc89dcb9ef61a564b,http://europepmc.org/abstract/MED/29261822,7f7f5ee45e424fdb0bec54f344bcce77,2018-01-11T00:00:00Z,11
Q47185447,Finding the first Americans.,BB74F735-AA34-4B6E-918B-6B40565A8A80,Richard G Klein,4,e04097df58ed75488a94434ac272d42ca9bfcbdb,http://europepmc.org/abstract/MED/29097536,7f7f5ee45e424fdb0bec54f344bcce77,2018-01-11T00:00:00Z,11
Q47379082,Palaeoanthropology: tracking the first Americans.,,,,,,,,
Q48065592,"Structural competency meets structural racism: race, politics, and the structure of medical knowledge.",,,,,,,,
Q48645579,Understanding psychotropic medications as literary symbols.,DEF60878-44D4-4A96-81EA-2065ECBA0479,Jonathan M Metzl,1,ecbd74f875d53150f940c520464aa6158c9cccf1,http://europepmc.org/abstract/MED/23267713,5046ff57dce04221acd2fbca21c4888b,2018-02-13T00:00:00Z,11
Q51945137,Assessing the impact of SSRI antidepressants on popular notions of women's depressive illness.,C1D1988F-1E1B-44F0-A96C-84181AAF12C1,Joni Angel,2,ffd222907f6a5eb6fda010020be6bc8684679e80,http://europepmc.org/abstract/MED/14652053,f034d836dc43251d22eaccec46ee0542,2018-04-18T00:00:00Z,11
Q52052549,Thinking theologically about modern medicine.,BAB68071-9D52-437D-823E-410364196947,Bonnie J Miller-McLemore,1,37af96b53d7e1ca72856a740597717976bb811c3,http://europepmc.org/abstract/MED/11659405,c0479e265d7e8c7c62ab43f73e7e006c,2018-04-20T00:00:00Z,11
Q53141308,Revisiting the living human web: theological education and the role of clinical pastoral education.,,,,,,,,
Q53183427,"Great moments: authenticity, ideology, and the telling of medical ""history"".",3C824522-F7D8-4D1B-ACA9-33B13E8A137C,Joel D Howell,2,6e921ac8ce1036a5c7e8e381ddb172023af01010,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:17649844%20AND%20SRC:MED&resulttype=core&format=json,77e0521de859a6dbc6c2e794acdb1c4d,2020-01-02T00:00:00Z,11
Q53204013,Medicalisation in the 21st century: introduction.,A1A155C2-9DED-46D1-BA3C-A9C3A8111661,Rebecca M Herzig,2,12f0bbd028fc4e6dc39f7bcda2beda7a2739e400,http://europepmc.org/abstract/MED/17321315,212d7c9ae3041cb07a8601ab41e71036,2018-05-12T00:00:00Z,11
Q55391517,What Truth Sounds Like,,,,,,,,
Q56032450,The late Pleistocene cultures of South America,,,,,,,,
Q56045278,"Documenting Cultural Selection Pressure Changes on Chile Pepper (Capsicum baccatum L.) Seed Size Through Time in Coastal Peru (7,600 B.P.–Present)",097D2015-B14E-4DEE-831B-249FF02D2C88,Katherine L. Chiou,1,,,,,
Q56067925,From scopophilia toSurvivor: A brief history of voyeurism,,,,,,,,
Q56485428,The Role of Religion among Sex Workers in Thailand,724D06FD-938F-4FCD-807A-C97659E795DD,Siroj Sorajjakool,1,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,23EA779E-3095-422C-9BFF-B6823962162C,Víctor Vásquez,5,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,3D82C305-A2D9-4275-8FA8-FE67AA7746D9,Jack Rossen,2,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,4CB86C05-3B14-4227-A351-B647A3D05F24,Patricia J. Netherly,6,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,BEAA2BF3-468F-47E1-B874-004232924366,Donald Ugent,3,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,C43B370B-C9DA-49D9-BCB2-2732D3A533F5,Anathasios Karathanasis,4,,,,,
Q56555624,"Were Hominins in California ∼130,000 Years Ago?",4A87014C-57BE-472D-9447-2222AF4978BC,Scott M. Fitzpatrick,4,,,,,
Q56555624,"Were Hominins in California ∼130,000 Years Ago?",51BB2960-F34D-4A79-88A0-3CB74296CF4C,Richard G. Klein,8,,,,,
Q56625151,Potato remains from a late pleistocene settlement in southcentral Chile,86A28637-7978-4E43-81C0-29626A785ED3,Carlos Ramirez,3,,,,,
Q56625151,Potato remains from a late pleistocene settlement in southcentral Chile,88E21CD1-A28C-4BBD-901F-8902199B07CB,Donald Ugent,1,,,,,
Q56812519,Mysticism and Psychoanalysis,09FF752C-A82D-4D77-83EB-00503237D8DF,Alan Roland,35,,,,,
Q56812519,Mysticism and Psychoanalysis,171258A4-3074-4D83-92D4-2D67D6A11307,Jeffrey B. Pettis,31,,,,,
Q56812519,Mysticism and Psychoanalysis,1A92A045-CC1E-472E-9780-C23148B2F607,Trish O'Sullivan,12,,,,,
Q56812519,Mysticism and Psychoanalysis,1F48ADE0-486C-4F23-ACC3-FC906F0D7884,Regina A. Fredrickson,7,,,,,
Q56812519,Mysticism and Psychoanalysis,30926437-E2B1-4878-BA21-861DED31ECA1,David A. Leeming,24,,,,,
Q56812519,Mysticism and Psychoanalysis,30FD971A-E084-48B3-9F05-648C26DCC450,Todd DuBose,11,,,,,
Q56812519,Mysticism and Psychoanalysis,3E90F23D-AD78-480F-886F-9A179DA6E476,Daniel J. Gaztambide,6,,,,,
Q56812519,Mysticism and Psychoanalysis,45473908-9202-4E1B-A184-4E45ECC88D86,Paul Larson,27,,,,,
Q56812519,Mysticism and Psychoanalysis,4853619E-FC3D-4AB2-A7F1-9CD376A94810,Thomas C. Putnam,29,,,,,
Q56812519,Mysticism and Psychoanalysis,52958D01-917C-4534-BD22-165373BDC590,Mark Popovsky,2,,,,,
Q56812519,Mysticism and Psychoanalysis,5A8224BE-6A1C-43B7-8F42-3CE2BEB9C61E,Elizabeth Welsh,10,,,,,
Q56812519,Mysticism and Psychoanalysis,68883C3B-B342-4E32-9DA8-678898BF889F,Lee W. Bailey,37,,,,,
Q56812519,Mysticism and Psychoanalysis,708AFCD9-6EB4-42EA-974B-7D28AD87E312,Jaco J. Hamman,9,,,,,
Q56812519,Mysticism and Psychoanalysis,7DE6E29A-9B3F-4400-8933-4F62523C7706,Lee W. Bailey,4,,,,,
Q56812519,Mysticism and Psychoanalysis,7ED35011-8166-4D23-8B03-80A7AFBE587A,Jeffrey B. Pettis,34,,,,,
Q56812519,Mysticism and Psychoanalysis,80394B37-F912-4D55-BB36-A2438DCB5F52,Ali Kose,22,,,,,
Q56812519,Mysticism and Psychoanalysis,819620EB-5229-4CE6-81DA-90CFFAD91461,Laurence de Rosen,32,,,,,
Q56812519,Mysticism and Psychoanalysis,8A9581CF-5A29-442C-A6EC-04484ACBFE16,Jeffrey B. Pettis,26,,,,,
Q56812519,Mysticism and Psychoanalysis,8DE42A74-0937-4F2D-B296-C014808563AA,Brandon Randolph-Seng,16,,,,,
Q56812519,Mysticism and Psychoanalysis,932F78E6-400B-4952-8296-025D9BFFCDA6,Marta Green,13,,,,,
Q56812519,Mysticism and Psychoanalysis,98114BC2-C360-49EC-BD3D-8B1358277A78,Elizabeth Welsh,28,,,,,
Q56812519,Mysticism and Psychoanalysis,A78C22B5-7D1B-42F7-8975-58D9D591B571,David A. Leeming,25,,,,,
Q56812519,Mysticism and Psychoanalysis,B0051E0B-9864-4554-BF51-1C01424F5230,Nathan Carlin,14,,,,,
Q56812519,Mysticism and Psychoanalysis,B01A9B31-6A25-4E51-8FA2-3AD0699C02AD,Fredrica R. Halligan,15,,,,,
Q56812519,Mysticism and Psychoanalysis,B135B9D6-570A-4A15-AE9C-DB0BE4EFFAA8,Lynn Somerstein,19,,,,,
Q56812519,Mysticism and Psychoanalysis,B2499BAF-990F-48D4-A82D-3154509C0D60,Anthony Badalamenti,36,,,,,
Q56812519,Mysticism and Psychoanalysis,B8482873-0878-4D92-B63F-1541ACC17781,Lee W. Bailey,38,,,,,
Q56812519,Mysticism and Psychoanalysis,C5887833-033C-49C9-BFC7-DEB0E71EC9B2,Valerie DeMarinis,18,,,,,
Q56812519,Mysticism and Psychoanalysis,C6BF6CEC-E3A0-4A17-BB9F-E3E1F9BD88CD,Meg Bowles,33,,,,,
Q56812519,Mysticism and Psychoanalysis,D50F028D-32CC-4682-9F42-FC6545E6F6D4,Jeffrey B. Pettis,1,,,,,
Q56812519,Mysticism and Psychoanalysis,DD3DACE1-BA0E-4C44-9844-3F5787753D38,Jane Simon,23,,,,,
Q56812519,Mysticism and Psychoanalysis,E44BDC6A-A331-4988-BAE6-C090025AB52B,Jo Nash,20,,,,,
Q56812519,Mysticism and Psychoanalysis,E4C974C8-428E-41C5-BECE-E10294BD41B8,Daniel J. Gaztambide,21,,,,,
Q56812519,Mysticism and Psychoanalysis,E65D4741-B551-42B9-845C-20B3918573B6,Annette Peterson,3,,,,,
Q56812519,Mysticism and Psychoanalysis,F1C633FB-9DC4-4901-9161-8DF04F1CF7DC,Mark Popovsky,17,,,,,
Q56812519,Mysticism and Psychoanalysis,F7C1D053-4866-4EE8-9A69-8E6B80CC194E,Kathryn Madden,8,,,,,
Q56812519,Mysticism and Psychoanalysis,FABE800A-E5FD-4E38-BAE3-78E954266DA6,Paul C. Cooper,30,,,,,
Q56812519,Mysticism and Psychoanalysis,FBEBB34C-6A04-4EF4-9F6F-34FDCF2B7C98,Fredrica R. Halligan,5,,,,,
Q57095243,Arrival routes of first Americans uncertain-Response,DC877761-E124-414E-8538-01703BD86FCE,Richard G Klein,5,c7d0dc0c2197ae1b6cabb309b8fc59a3f518cb2d,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29590068%20AND%20SRC:MED&resulttype=core&format=json,d52720d16973a301b0ccd441d060aada,2020-03-21T00:00:00Z,11
Q57232389,"Chronology, mound-building and environment at Huaca Prieta, coastal Peru, from 13 700 to 4000 years ago",7C8F84C3-2F23-4E84-A8F6-8B23D69838FA,Olivier Tombret,22,,,,,
Q57232389,"Chronology, mound-building and environment at Huaca Prieta, coastal Peru, from 13 700 to 4000 years ago",92B554D7-AE5A-4D14-80A1-927EDB774651,Rachel Beavins,24,,,,,
