qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel,count,added
Q50546546,Byron Gordon McKeeby,1936-01-01,1984-01-01,male,500467498,Q264605,Humboldt,Q30,United States of America,1,False
Q3076784,Bōsai Kameda,1752-10-21,1826-04-15,male,500320340,Q338861,Kanda,Q17,Japan,1,False
Q57615161,Camilla B Hill,,,female,,,,,,1,False
Q6958929,Carlo Antonio Tavella,1668-01-01,1738-12-02,male,500029841,Q490,Milan,Q153529,Duchy of Milan,1,False
Q2918353,Carlo Cesio,1625-04-17,1682-01-06,male,500030069,Q223434,Antrodoco,Q38,Italy,1,False
Q43899608,Carlo Faucci,1729-01-01,1784-01-01,male,,Q2044,Florence,,,1,False
Q5044573,Carol Summers,1925-12-26,2016-10-27,male,500021858,Q868660,Kingston,Q30,United States of America,1,False
Q464603,Cass Gilbert,1859-11-29,1934-05-17,male,500007284,Q146811,Zanesville,Q30,United States of America,1,False
Q105090440,Cathie Ruggie-Saunders,1949-01-01,,female,,Q1297,Chicago,Q30,United States of America,1,True
Q94418252,Cecily Kahn,1959-01-01,,female,,,,,,1,False
Q105090697,Ch'en Ku,,,,,Q57719,Xuzhou,,,1,True
Q4976935,Chaim Gross,1904-03-17,1991-05-05,male,500033064,Q52193,Kolomyia,Q30,United States of America,1,False
Q105090370,Chaim Kanner,1943-01-01,2000-01-01,male,,Q33959,Nice,Q142,France,1,True
Q103896852,Cham,,,,,,,,,1,False
Q59525409,Charles Bouleau,1906-03-18,1986-02-19,male,,Q90,Paris,Q142,France,1,False
Q105090053,Charles Clayton,,,male,500080867,,,Q145,United Kingdom,1,True
Q82291,Charles Despiau,1874-11-04,1946-10-28,male,500115511,Q188033,Mont-de-Marsan,Q142,France,1,False
Q52155066,Charles Edmond Renault,1829-10-23,1905-01-01,male,,,,Q142,France,1,False
Q21556352,Charles Frederick Naegele,1857-05-08,1944-01-01,male,,Q185582,Knoxville,Q30,United States of America,1,False
Q18508039,Charles Green Bush,1842-01-01,1909-01-01,male,500336622,Q100,Boston,Q30,United States of America,1,False
Q5079004,Charles Herbert Woodbury,1864-07-14,1940-01-22,male,500008853,Q49188,Lynn,Q30,United States of America,1,False
Q18516464,Charles Joseph Grips,1825-11-22,1920-11-18,male,500040933,Q9839,Grave,Q29999,Kingdom of the Netherlands,1,False
Q271676,Charles Le Brun,1619-02-24,1690-02-12,male,500016215,Q90,Paris,Q142,France,1,False
Q247505,Charles Méryon,1821-11-23,1868-02-13,male,500001302,Q90,Paris,Q142,France,1,False
Q21288650,Charles Stuart Forbes,1860-01-01,1926-01-01,male,500108813,,,Q30,United States of America,1,False
Q252357,Charles-François Daubigny,1817-02-15,1878-02-19,male,500115164,Q90,Paris,Q142,France,1,False
Q28854657,Charles-Marie Dulac,1866-11-26,1898-12-29,male,500000748,Q90,Paris,Q142,France,1,False
Q2958262,Charles-Nicolas Cochin the Elder,1688-04-29,1754-07-05,male,500008603,Q90,Paris,Q142,France,1,False
Q20487023,Cheryl Goldsleger,1951-12-16,,female,500097443,Q1345,Philadelphia,Q30,United States of America,1,False
Q2963561,Chikutō Nakabayashi,1776-01-01,1853-01-01,male,,Q11751,Nagoya,Q17,Japan,1,False
Q105090069,Chikuyôdô,1860-01-01,1890-01-01,,,,,,,1,True
Q105090099,Childe de Rohan d'Harcourt,1886-01-01,,male,,,,,,1,True
Q5102670,Chizuko Yoshida,1924-01-01,2017-04-01,female,,,,,,1,False
Q42745780,Christo,,,,,,,,,1,False
Q1976706,Christoffel Jegher,1596-01-01,1652-01-01,male,500004848,Q12892,Antwerp,Q6581823,Southern Netherlands,1,False
Q536197,Chryssa,1933-12-31,2013-01-01,female,500022002,Q1524,Athens,Q41,Greece,1,False
Q453883,Chuck Close,1940-07-05,2021-08-19,male,500031023,Q1055861,Monroe,Q30,United States of America,1,False
Q2972135,Chōkōsai Eishō,,,male,500335350,,,Q17,Japan,1,False
Q105090280,Claire Bush,1933-01-01,,female,,Q16898647,Pocono Lake,Q30,United States of America,1,True
Q18347825,Clarissa Sligh,1939-01-01,,female,500341147,Q61,"Washington, D.C.",Q30,United States of America,1,False
Q559969,Claude Gillot,1673-04-27,1722-05-04,male,500115197,Q203293,Langres,Q142,France,1,False
Q1100270,Clement Meadmore,1929-02-09,2005-04-19,male,500105583,Q3141,Melbourne,Q408,Australia,1,False
Q32947646,Clement Rollins Grant,1849-01-01,1893-01-01,male,500027311,Q1453617,Freeport,Q30,United States of America,1,False
Q105090326,Clover Vail,1939-03-29,,male,500330786,Q807,Lausanne,Q30,United States of America,1,True
Q21288694,Conrad Atkinson,1940-06-15,,male,500020961,,,Q145,United Kingdom,1,False
Q51909432,Conrad J Burden,,,male,,,,,,1,False
Q105207251,Cornelia Wieg,1955-01-01,,female,,Q2467,Nassau,,,1,False
Q1133546,Cornelis Dusart,1660-04-24,1704-04-01,male,500002441,Q9920,Haarlem,Q55,Netherlands,1,False
Q22018621,Cornelius Hankins,1863-07-12,1946-05-12,male,,Q490852,Itawamba County,,,1,False
Q55228971,Cornelius Tiebout,1777-01-01,1832-01-01,male,,Q60,New York City,,,1,False
Q18596481,Crescenzio Onofri,1634-05-23,1698-01-01,male,500025313,Q220,Rome,Q170174,Papal States,1,False
Q94940731,Cushman Parker,1881-01-01,1940-01-01,male,,Q100,Boston,,,1,False
Q22226795,Cécile Delphine Gaudez,1851-12-21,,female,,,,Q142,France,1,False
Q105090577,Dan Grzeca,1968-01-01,,male,,Q1297,Chicago,Q30,United States of America,1,True
Q61940111,Dan Smith,1865-01-01,1934-12-10,male,500062583,Q950978,Ivittuut,Q30,United States of America,1,False
Q105090507,Daniel G. Hill,1956-01-01,,male,,Q60,New York City,Q30,United States of America,1,True
Q11916574,Daniel Giralt-Miracle i Rodríguez,1944-09-03,,male,,Q1492,Barcelona,Q29,Spain,1,False
Q105090391,Daniel Gualdoni,1943-01-01,,male,,,,Q30,United States of America,1,True
Q334351,Daoguang Emperor,1782-09-16,1850-02-25,male,,Q80290,Forbidden City,Q8733,Qing dynasty,1,False
Q11774380,Dave McCabe,1980-01-01,,male,,Q1830491,Whiston,Q145,United Kingdom,1,False
Q315647,David Alfaro Siqueiros,1896-12-29,1974-01-06,male,500008908,Q1489,Mexico City,Q96,Mexico,1,False
Q30019620,David Deuchar,1743-01-01,1808-01-01,male,500005478,Q420303,Montrose,Q22,Scotland,1,False
Q47513332,David Driskell,,,,,,,,,1,False
Q159907,David Hockney,1937-07-09,,male,500017273,Q22905,Bradford,Q145,United Kingdom,1,False
Q3695975,David Johnson,1827-05-10,1908-01-30,male,500005613,Q60,New York City,Q30,United States of America,1,False
Q99590174,David Leach,,,male,,,,,,1,False
Q141478,David Levine,1926-12-20,2009-12-29,male,500032114,Q18419,Brooklyn,Q30,United States of America,1,False
Q43136021,David Row,1949-01-01,,male,,Q49201,Portland,Q30,United States of America,1,False
Q2637678,David Salle,1952-09-28,,male,500027321,Q40347,Norman,Q30,United States of America,1,False
Q105090388,David Shapiro,1943-01-01,,male,,,,Q30,United States of America,1,True
Q726169,David Smith,1906-03-09,1965-05-23,male,500015402,Q2348734,Decatur,Q30,United States of America,1,False
Q105090385,David Smyth,1943-01-01,,male,500021111,,,Q30,United States of America,1,True
Q364498,David d'Angers,1788-03-12,1856-01-06,male,500115506,Q38380,Angers,Q142,France,1,False
Q105090437,Dawson Nesbitt,1948-01-01,,,,,,,,1,True
Q105090207,De La Rue,1922-01-01,,,,Q90,Paris,Q142,France,1,True
Q12278090,Dean Wolstenholme the elder,1757-01-01,1837-01-01,male,500015939,,,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q21757749,Denny Winters,1907-03-17,1985-01-01,female,,Q184587,Grand Rapids,Q30,United States of America,1,False
Q105090360,Diana R. Hansen,1942-01-01,,female,,,,,,1,True
Q105090591,Diana Sudyka,1972-01-01,,female,,,,Q30,United States of America,1,True
Q3027925,Dikran Daderian,1929-10-29,,male,500041410,Q3820,Beirut,Q822,Lebanon,1,False
Q105090204,Dimitri Perdikitis,1922-01-01,,male,,Q1524,Athens,Q41,Greece,1,True
Q63929089,Dineh Moghdam,1946-01-05,,,,,,Q30,United States of America,1,False
Q66686055,Don Kunkel,,,male,,,,,,1,False
Q5293660,Don Voisine,1952-01-01,,male,,,,Q30,United States of America,1,False
Q5294237,Donald De Lue,1897-10-05,1988-08-26,male,500048047,Q100,Boston,Q30,United States of America,1,False
Q29373888,Donald Shaw MacLaughlan,1876-11-09,1938-01-01,male,500050463,Q2127,Charlottetown,Q30,United States of America,1,False
Q98121146,Donald Wilson,,,male,,,,,,1,False
Q105090130,Dorothy Paris,1899-01-01,1986-01-01,female,500487272,,,Q30,United States of America,1,True
Q96024602,Douglas Gordon,,,male,,,,,,1,False
Q706462,Duane Hanson,1925-01-17,1996-01-06,male,500007844,Q538210,Alexandria,Q30,United States of America,1,False
Q5790356,Dudley Hardy,1867-01-15,1922-08-11,male,500014364,Q42448,Sheffield,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q28842044,Edgar Parker,1840-06-07,1892-04-09,male,500028691,Q988568,Framingham,,,1,False
Q19668052,Edmund Marion Ashe,1867-01-01,1941-01-01,male,500094966,Q60,New York City,Q30,United States of America,1,False
Q165397,Eduardo Paolozzi,1924-03-07,2005-04-22,male,500027981,Q1018540,Leith,Q145,United Kingdom,1,False
Q9250846,Edward Dwurnik,1943-04-19,2018-10-28,male,500091329,Q609246,Radzymin,Q36,Poland,1,False
Q583959,Edward Kienholz,1927-10-23,1994-06-10,male,500028686,Q485276,Spokane County,Q30,United States of America,1,False
Q26703615,Edward Knippers,1946-01-01,,male,500347757,,,Q30,United States of America,1,False
Q2605527,Edward Lamson Henry,1841-01-12,1919-05-09,male,500006188,Q47716,Charleston,Q30,United States of America,1,False
Q966864,Edward Moran,1829-08-19,1901-06-09,male,500018805,Q184579,Bolton,Q30,United States of America,1,False
Q2912571,Edward Penfield,1866-06-02,1925-02-08,male,500017237,Q18419,Brooklyn,Q30,United States of America,1,False
Q105090442,Edward Shalala,1949-01-01,,male,,Q37320,Cleveland,Q30,United States of America,1,True
Q1293858,Edward Theodore Compton,1849-07-29,1921-03-22,male,500000992,Q205679,London Borough of Hackney,Q183,Germany,1,False
Q535048,Edwin Scharff,1887-03-21,1955-05-18,male,500069708,Q4120,Neu-Ulm,Q183,Germany,1,False
Q5346807,Edwin Scheier,1910-11-11,2008-04-20,male,500126185,Q18426,The Bronx,Q30,United States of America,1,False
Q3048809,Edwin Schlossberg,1945-07-19,,male,500242227,Q60,New York City,Q30,United States of America,1,False
Q1325708,Eleanor Antin,1935-02-27,,female,500061710,Q60,New York City,Q30,United States of America,1,False
Q29510471,Elena del Rivero,1949-01-01,,female,,Q8818,Valencia,Q29,Spain,1,False
Q105090158,Elenor Ulman,1909-01-01,1997-01-01,female,,,,Q30,United States of America,1,True
Q2575649,Elisabeth Frink,1930-11-14,1993-04-18,female,500032694,Q23111,Suffolk,Q145,United Kingdom,1,False
Q18671113,Elisha Kirkall,1682-01-01,1742-10-01,male,500003465,Q42448,Sheffield,Q179876,Kingdom of England,1,False
Q96749882,Elizabeth N. Erlanger,1889-01-01,1975-01-01,female,,,,,,1,False
Q105090424,Elliot Ross,1947-01-01,,male,500129424,Q1297,Chicago,Q30,United States of America,1,True
Q5366175,Ellsworth Young,1866-01-01,1952-01-01,male,,,,Q30,United States of America,1,False
Q28731157,Elmer Boyd Smith,1860-05-31,1943-10-05,male,500048489,Q203403,Saint John,Q16,Canada,1,False
Q21481715,Emil Armin,1883-01-01,1971-01-01,male,500023260,Q431347,Rădăuți,,,1,False
Q5371205,Emil Carlsen,1853-10-19,1932-01-02,male,500005813,Q1748,Copenhagen,Q30,United States of America,1,False
Q152788,Emil Nolde,1867-08-07,1956-04-13,male,500003109,Q10601769,Nolde,Q183,Germany,1,False
Q936534,Eric Fischl,1948-03-09,,male,500023590,Q60,New York City,Q30,United States of America,1,False
Q551426,Eric Gill,1882-02-22,1940-11-17,male,500025465,Q131491,Brighton,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q156700,Erich Heckel,1883-07-31,1970-01-27,male,500032971,Q71163,Döbeln,Q183,Germany,1,False
Q105090626,Erin Salter,1978-01-01,,female,,Q23197,Nashville,Q30,United States of America,1,True
Q18508149,Ernest David Roth,1879-01-01,1964-01-01,male,500124333,Q1022,Stuttgart,,,1,False
Q77262864,Ernst Barlach,,,,,,,,,1,False
Q229272,Ernst Ludwig Kirchner,1880-05-06,1938-06-15,male,500027704,Q3942,Aschaffenburg,Q1206012,German Reich,1,False
Q5396074,Ervine Metzl,1899-05-28,1963-11-22,male,,Q1297,Chicago,Q30,United States of America,1,False
Q23071496,Erwin Broner,1898-11-16,1971-10-15,male,500254518,Q1726,Munich,,,1,False
Q19352738,Eugene Higgins,1874-02-01,1958-02-19,male,500020838,Q41819,Kansas City,Q30,United States of America,1,False
Q97095687,Eugene Massin,1920-01-01,,male,,,,,,1,False
Q33477,Eugène Delacroix,1798-04-26,1863-08-13,male,500115509,Q274327,Saint-Maurice,Q142,France,1,False
Q51952268,Eugène Gaujean,1850-01-01,1900-01-01,male,500044559,Q90,Paris,,,1,False
Q5423958,F. Luis Mora,1874-07-27,1940-06-05,male,500012333,Q1335,Montevideo,Q77,Uruguay,1,False
Q5433958,Fannie Hillsmith,1911-03-11,2007-07-27,female,500069895,Q100,Boston,Q30,United States of America,1,False
Q78164423,Fay Lansner,1921-06-21,2010-01-01,female,500078485,Q1345,Philadelphia,Q30,United States of America,1,False
Q5441839,Feliks Topolski,1907-08-14,1989-08-24,male,500008564,Q270,Warsaw,Q145,United Kingdom,1,False
Q52157263,Felix Ruvolo,1912-01-01,1992-01-01,male,,Q60,New York City,Q30,United States of America,1,False
Q1403886,Felix Waske,1942-05-28,,male,,Q1741,Vienna,Q40,Austria,1,False
Q374039,Ferdinand Bol,1616-06-24,1680-07-24,male,500013764,Q26421,Dordrecht,Q170072,Dutch Republic,1,False
Q95287880,Ferdinand Springer,1847-01-01,,male,,,,,,1,False
Q3069483,Fernando Lerin,1929-01-01,2016-11-18,male,,Q1492,Barcelona,Q29,Spain,1,False
Q105090308,Ferran Teixidor,1936-01-01,,male,,,,Q29,Spain,1,True
Q105090124,Frances Marian Hebert,1899-01-01,1960-01-01,female,,,,Q30,United States of America,1,True
Q56682344,Francesco Aquila,,,male,,,,,,1,False
Q447991,Francesco Fontebasso,1707-10-04,1769-05-31,male,500010956,Q641,Venice,Q4948,Republic of Venice,1,False
Q21117631,Francis Calcraft Turner,1772-01-01,1846-01-01,male,500031966,,,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q1345302,Francis Davis Millet,1848-11-03,1912-04-15,male,500028658,Q282802,Mattapoisett,Q30,United States of America,1,False
Q105090176,"Francis Joseph Gyra, Jr.",1914-01-01,2007-01-01,male,,,,Q30,United States of America,1,True
Q105090184,Francisco Gutiérrez,1915-01-01,1945-01-01,male,,Q34110,Oaxaca State,,,1,True
Q936876,Franciszek Starowieyski,1930-07-08,2009-02-23,male,500064153,Q270,Warsaw,Q36,Poland,1,False
Q16831391,Frank Badur,1944-04-09,,male,500081618,Q14808,Oranienburg,Q183,Germany,1,False
Q560115,Frank Brangwyn,1867-05-12,1956-06-11,male,500026093,Q12994,Bruges,Q145,United Kingdom,1,False
Q5485626,Frank C. Penfold,1849-01-01,1921-01-01,male,500090855,Q40435,Buffalo,Q30,United States of America,1,False
Q17466741,Frank Lobdell,1921-01-01,2013-01-01,male,500095092,,,Q30,United States of America,1,False
Q21866302,Frank Tomlinson,1883-01-01,1974-01-01,male,,Q23064,Cheshire,Q30,United States of America,1,False
Q20877821,Franklin C. Watkins,1894-12-30,1972-01-01,male,500025403,Q60,New York City,Q30,United States of America,1,False
Q559297,Frans Masereel,1889-07-30,1972-01-03,male,500022087,Q328104,Blankenberge,Q31,Belgium,1,False
Q647812,Franz Hanfstaengl,1804-03-01,1877-04-18,male,500017348,Q506523,Dietramszell,Q154195,Kingdom of Bavaria,1,False
Q94888280,Franz Stuck,1770-01-01,1836-01-01,male,,,,,,1,False
Q105090114,Franz Würbel,1896-01-01,,male,,,,,,1,True
Q3083787,François Aman-Jean,1894-09-14,1986-04-02,male,500121945,Q90,Paris,Q142,France,1,False
Q56692101,François Ragot,1638-06-22,1670-06-01,male,500093529,Q208943,Bagnolet,Q142,France,1,False
Q81003794,Fred G. Cooper,1883-01-01,1962-01-01,male,500042463,Q852693,McMinnville,Q30,United States of America,1,False
Q27964788,Fred Nagler,1891-02-27,1983-01-01,male,500051560,,,Q30,United States of America,1,False
Q5496654,Freda Lingstrom,1893-07-23,1989-04-15,female,,Q743535,Chelsea,,,1,False
Q560787,Frederic Remington,1861-10-04,1909-12-26,male,500024759,Q2936647,Canton,Q30,United States of America,1,False
Q105090055,Friedrich August Schlegel,1828-01-01,1928-01-01,male,500091512,,,Q183,Germany,1,True
Q20950183,Frédéric-Auguste Laguillermie,1841-03-27,1934-12-15,male,500020378,Q90,Paris,Q142,France,1,False
Q13585004,Frédérique Émilie Auguste O'Connell,1822-03-28,1885-10-21,female,500057266,Q1711,Potsdam,Q38872,Prussia,1,False
Q2012984,Félix Labisse,1905-03-09,1982-01-27,male,500030073,Q664772,Marchiennes,Q142,France,1,False
Q67215243,G Schreiber,,,,,,,,,1,False
Q970016,Gabor Peterdi,1915-09-17,2001-08-13,male,500022299,Q1233483,Pestújhely,Q28,Hungary,1,False
Q105090494,Gabriel Warren,1955-01-01,,male,,Q49145,New Haven,Q30,United States of America,1,True
Q5517088,Gail Gregg,,,female,,,,Q30,United States of America,1,False
Q105090688,Genzaburo Hayashi,,,,,Q34600,Kyoto,Q17,Japan,1,True
Q1480173,Georg Ehrlich,1897-02-22,1966-07-01,male,500021625,Q1741,Vienna,Q145,United Kingdom,1,False
Q167132,George Bellows,1882-08-12,1925-01-08,male,500003261,Q16567,Columbus,Q30,United States of America,1,False
Q5538976,George Elmer Browne,1871-05-06,1946-06-13,male,500000067,Q49156,Gloucester,Q30,United States of America,1,False
Q5540204,George Hand Wright,1872-08-06,1951-03-14,male,500017128,Q518920,Fox Chase,Q30,United States of America,1,False
Q704868,George Inness,1825-05-01,1894-08-03,male,500013380,Q7017154,"Newburgh (town), New York",Q30,United States of America,1,False
Q52156792,George John Illian,1894-11-29,1932-01-01,male,,,,Q30,United States of America,1,False
Q105090210,George King Stark,1923-01-01,1992-01-01,male,,Q331380,Schenectady,Q30,United States of America,1,True
Q59507385,George Luks,,,,,,,,,1,False
Q2405427,George Morland,1763-06-26,1804-10-29,male,500031295,Q84,London,Q161885,Great Britain,1,False
Q64633,George Peter Alexander Healy,1813-07-15,1894-06-24,male,500022150,Q100,Boston,Q30,United States of America,1,False
Q105090165,George Stang,1909-01-01,,male,,,,Q142,France,1,True
Q1920946,George Sugarman,1912-05-11,1999-08-25,male,500016027,Q18426,The Bronx,Q30,United States of America,1,False
Q2028017,Georges Michel,1763-01-12,1843-06-07,male,500021197,Q90,Paris,Q142,France,1,False
Q105090162,Georges Sanh,1909-01-01,,male,,Q1858,Hanoi,Q142,France,1,True
Q5546919,Georges William Thornley,1857-05-02,1935-08-31,male,500033002,Q316452,Thiais,Q142,France,1,False
Q61507,Gerhard Marcks,1889-02-18,1981-11-13,male,500029431,Q64,Berlin,Q183,Germany,1,False
Q164351,Gerhard Richter,1932-02-09,,male,500003003,Q1731,Dresden,Q183,Germany,1,False
Q3104278,Gerolamo Giovenone,1490-01-01,1555-01-01,male,500010664,Q5990,Vercelli,,,1,False
Q1880444,Gerrit Claesz Bleker,1592-01-01,1656-02-08,male,500028731,Q9920,Haarlem,Q55,Netherlands,1,False
Q60594130,Gertrude Hamilton,,,female,,,,,,1,False
Q2704031,Giacomo Cavedone,1577-04-24,1660-01-01,male,500010514,Q8598,Sassuolo,,,1,False
Q17302923,Giacomo Maria Giovannini,1667-01-01,1717-05-15,male,500012611,Q1891,Bologna,,,1,False
Q2696819,Gianni Bertini,1922-08-31,2010-07-10,male,500025812,Q13375,Pisa,Q172579,Kingdom of Italy,1,False
Q105090674,Gigi Aramescu,1910-01-01,1994-01-01,female,,Q170996,Galați,Q30,United States of America,1,True
Q105090504,Gilbert Hsiao,1956-01-01,,male,,Q1400,Pennsylvania,Q30,United States of America,1,True
Q3764824,Gioacchino Fortini,1670-10-20,1736-12-12,male,500029528,Q942605,Settignano,,,1,False
Q1452239,Giovanni Agostino da Lodi,1470-01-01,1519-01-01,male,500024062,Q6244,Lodi,,,1,False
Q27493848,Giovanni Antonio Faldoni,1689-04-24,1770-01-01,male,500006603,Q29371,Asolo,Q4948,Republic of Venice,1,False
Q5563765,Giovanni Battista de'Cavalieri,1525-01-01,1601-07-23,male,500022492,Q328037,Villa Lagarina,Q38,Italy,1,False
Q27078403,Giovanni Dalessi,1964-05-09,,male,,Q9832,Eindhoven,Q29999,Kingdom of the Netherlands,1,False
Q89506125,Giovanni Guerra,,,male,,,,,,1,False
Q47537705,Giovanni Venturini,1991-01-01,,male,,Q4035,Osasco,Q155,Brazil,1,False
Q215305,Giulio Romano,1499-01-01,1546-11-01,male,500115304,Q220,Rome,Q38,Italy,1,False
Q52154483,Giuseppe Acquaroni,1780-01-01,1847-01-01,male,500353520,Q220,Rome,Q170174,Papal States,1,False
Q872778,Giuseppe Galli da Bibbiena,1696-01-05,1757-03-12,male,500028721,Q2683,Parma,,,1,False
Q3108086,Giuseppe Maria Mazza,1653-05-13,1741-06-08,male,500023777,Q1891,Bologna,Q170174,Papal States,1,False
Q5565479,Giuseppe Niccolò Vicentino,1525-01-01,,male,500327629,,,Q38,Italy,1,False
Q105090520,Gloria DeArcangelis,1957-01-01,,female,,Q1726,Munich,Q183,Germany,1,True
Q77348303,Gloria Ortiz-Hernández,1943-01-01,,female,500471957,Q51103,Cali,Q739,Colombia,1,False
Q21176767,Gordon Grant,1875-06-07,1962-01-01,male,500029752,Q62,San Francisco,Q30,United States of America,1,False
Q1537756,Goswin van der Weyden,1455-01-01,1543-01-01,male,500115539,Q9005,Brussels metropolitan area,Q1031430,Habsburg Netherlands,1,False
Q28052050,Graham Vivian Sutherland,,,,,,,,,1,False
Q217434,Grant Wood,1891-02-13,1942-02-13,male,500031056,Q1657547,Anamosa,Q30,United States of America,1,False
Q105090215,Gray Phillips,1923-01-01,2005-01-01,male,,Q186702,Chattanooga,Q30,United States of America,1,True
Q1545366,Gregory Masurovsky,1929-11-26,2009-07-17,male,500017577,Q18426,The Bronx,Q30,United States of America,1,False
Q1623328,Guglielmo della Porta,1500-01-01,1577-01-16,male,500001864,Q47510,Porlezza,,,1,False
Q17107128,Guillermo Silva Santamaria,1921-06-07,2007-06-29,male,500477923,Q2841,Bogotá,Q739,Colombia,1,False
Q59511477,Guntars Sietiņš,1962-01-01,,male,,Q155281,Kuldīga,Q211,Latvia,1,False
Q6682,Gustave Doré,1832-01-06,1883-01-23,male,500013657,Q6602,Strasbourg,Q142,France,1,False
Q94687983,H. Peter Kahn,1921-01-01,1997-01-01,male,,,,,,1,False
Q15489989,Hale Woodruff,1900-08-26,1980-09-06,male,500097842,Q575306,Cairo,Q30,United States of America,1,False
Q325142,Hamish Fulton,1946-07-21,,male,500008342,Q84,London,Q145,United Kingdom,1,False
Q3109209,Hanabusa Itchō,1652-01-01,1724-01-01,male,500121207,Q35765,Osaka,Q17,Japan,1,False
Q254663,Hannah Wilke,1940-03-07,1993-01-28,female,500021825,Q60,New York City,Q30,United States of America,1,False
Q52911390,Hans Buchner,1856-01-01,1941-01-01,male,500432077,,,,,1,False
Q559004,Hans Rottenhammer,1564-01-01,1625-08-17,male,500010371,Q1726,Munich,Q183,Germany,1,False
Q65018568,Hans Sebald Beham,,,,,,,,,1,False
Q269079,Hans Springinklee,1495-01-01,1540-01-01,male,500009118,Q2090,Nuremberg,Q183,Germany,1,False
Q105090460,Hans Waanders,1951-01-04,2001-01-01,male,,Q10002,Enschede,Q29999,Kingdom of the Netherlands,1,True
Q21466076,Harden Sidney Melville,1824-01-01,1894-01-01,male,500014878,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q22091105,Harmen Brethouwer,1960-12-15,,male,,Q593220,Aalten,Q29999,Kingdom of the Netherlands,1,False
Q52151111,Harold Krisel,1920-01-01,1995-01-01,male,500128990,Q2925171,Bridgehampton,Q30,United States of America,1,False
Q105090105,Harold Speakman,1888-01-01,1928-01-01,male,,Q5604635,Greenville,Q30,United States of America,1,True
Q5668720,Harry Everett Townsend,1879-01-01,1941-01-01,male,500008013,,,Q30,United States of America,1,False
Q21929739,Harry Shokler,1896-01-01,1978-01-01,male,500336291,Q43196,Cincinnati,Q30,United States of America,1,False
Q61714992,Harvey Dunn,,,,,,,,,1,False
Q15488059,Harvey Littleton,1922-06-14,2013-12-13,male,500078793,Q576395,Corning,Q30,United States of America,1,False
Q5677520,Harvey Quaytman,1937-04-20,2002-04-08,male,500018665,Q62460,Far Rockaway,Q30,United States of America,1,False
Q344166,Hasui Kawase,1883-05-18,1957-11-07,male,500333884,Q10530734,Shiba-ku,Q17,Japan,1,False
Q105086491,Haverford Painter,-0400-01-01,,t565312869,500094857,Q41,Greece,Q844930,Classical Athens,1,False
Q21550356,Heidi Gluck,1944-01-01,,female,500086897,,,Q30,United States of America,1,False
Q1596187,Heiner Stachelhaus,1930-01-01,2002-01-01,male,,Q11039,Radevormwald,Q183,Germany,1,False
Q105090247,Heiner Stackelhaus,1930-01-01,2002-01-01,male,,,,Q183,Germany,1,True
Q62514,Heinrich Aldegrever,1502-01-01,1561-01-01,male,500002169,Q2971,Paderborn,Q183,Germany,1,False
Q1597438,Heinrich Guttenberg,1749-04-29,1818-01-16,male,500041155,Q2596359,Wöhrd,Q183,Germany,1,False
Q99043869,Helen Harrison,,,female,,,,,,1,False
Q105089946,Helen Soreff,1926-01-01,1998-01-01,female,500093844,Q60,New York City,Q30,United States of America,1,True
Q5713854,Hendrik Carré,1656-10-02,1721-07-07,male,500031584,Q727,Amsterdam,Q170072,Dutch Republic,1,False
Q1605029,Hendrik Dirk Kruseman van Elten,1829-11-14,1904-07-12,male,500015566,Q972,Alkmaar,Q29999,Kingdom of the Netherlands,1,False
Q926814,Hendrik Hondius I,1573-06-09,1650-10-29,male,500006788,Q615109,Duffel,Q55,Netherlands,1,False
Q18508277,Hendrik Hulk,1842-05-12,1937-04-05,male,500004832,Q727,Amsterdam,Q29999,Kingdom of the Netherlands,1,False
Q310715,Henri Fantin-Latour,1836-01-25,1904-08-25,male,500025754,Q1289,Grenoble,Q142,France,1,False
Q926308,Henri Gaudier-Brzeska,1891-10-04,1915-06-05,male,500115741,Q787817,Saint-Jean-de-Braye,Q142,France,1,False
Q5589,Henri Matisse,1869-12-31,1954-11-03,male,500017300,Q329103,Le Cateau-Cambrésis,Q142,France,1,False
Q82445,Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,male,500029114,Q132801,Albi,Q71092,Second French Empire,1,False
Q56280260,Henry Brown,,,male,,,,Q30,United States of America,1,False
Q5721138,Henry Farrer,1844-03-23,1903-02-24,male,500184170,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q75597332,Henry Farrer,,1633-01-01,male,,,,,,1,False
Q122382,Henry Fuseli,1741-02-07,1825-04-16,male,500115235,Q72,Zürich,Q145,United Kingdom,1,False
Q151097,Henry Moore,1898-07-30,1986-08-31,male,500032596,Q546485,Castleford,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q733780,Henry Salt,1780-06-14,1827-10-30,male,500025553,Q207371,Lichfield,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q5730446,Henry Wolf,1852-08-03,1916-03-18,male,500031861,Q21333,Eckwersheim,Q142,France,1,False
