"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"236EU8FM","journalArticle","1989","Baldwin, Lewis V","Martin Luther King, Jr as a national and international symbol of community","The AME Zion Quarterly Review","","0360-3717","","","","1989-04","2022-05-18 20:51:03","2022-05-18 20:51:03","","2-4","","","101","","","","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000812934&site=ehost-live&scope=site&scope=cite","","Community; King, Martin Luther,   Jr        , 1929-1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPYBVDWF","journalArticle","1988","Baldwin, Lewis V","The minister as preacher, pastor, and prophet: the thinking of Martin Luther King, Jr","American Baptist Quarterly","","0745-3698","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000804792&site=ehost-live&scope=site","","1988-06","2022-05-18 20:51:26","2022-05-18 20:51:26","2022-05-18 20:51:26","79-97","","2","7","","","The minister as preacher, pastor, and prophet","","","","","","","","","","","","EBSCOhost","","","","","","","Prophetic office; Preaching, African American; King, Martin Luther,   Jr        , 1929-1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNQK4S6J","journalArticle","1987","Baldwin, Lewis V","Understanding Martin Luther King, Jr within the context of southern Black religious history","Journal of Religious Studies","","0193-3604","","","","1987","2022-05-18 20:51:49","2022-05-18 20:51:49","","1-26","","2","13","","","","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000978051&site=ehost-live&scope=site&scope=cite","","United States; Civil rights; Race relations; King, Martin Luther,   Jr        , 1929-1968; African Americans -- Church history","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNZBVH2Z","journalArticle","1987","Baldwin, Lewis V","Family, church, and the Black experience: the shaping of Martin Luther King, Jr","The AME Zion Quarterly Review","","0360-3717","","","","1987-01","2022-05-18 20:52:01","2022-05-18 20:52:01","","2-10","","","","","","Family, church, and the Black experience","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000973061&site=ehost-live&scope=site&scope=cite","","Sociology, Christian (African American); King, Martin Luther,   Jr        , 1929-1968; African Americans -- Church history","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IKDCZJZ","journalArticle","1986","Baldwin, Lewis V","'Deliverance to the captives': images of Jesus Christ in the minds of Afro-American slaves","Journal of Religious Studies","","0193-3604","","","","1986","2022-05-18 20:52:21","2022-05-18 20:52:21","","27-45","","2","12","","","'Deliverance to the captives'","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000969468&site=ehost-live&scope=site&scope=cite","","Jesus Christ; United States; African Americans -- Religion; Slavery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87CD63BW","bookSection","1985","Baldwin, Lewis V","New directions for the study of Blacks in Methodism","Rethinking Methodist history: a bicentennial historical consultation","978-0-687-36170-0","","","","","1985","2022-05-18 20:52:46","2022-05-18 20:52:58","","185-193","","","","","","New directions for the study of Blacks in Methodism","","","","","","Nashville, Tenn","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001141840&site=ehost-live&scope=site&scope=cite","","United States; Conference proceedings; African Americans -- Church history; Church history -- Historiography; Methodists, African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6J3WK9V","journalArticle","1984","Baldwin, Lewis V","Martin Luther King, Jr, the black church, and the black messianic vision","The Journal of the Interdenominational Theological Center","","0092-6558","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000951416&site=ehost-live&scope=site","","1984","2022-05-18 20:56:38","2022-05-18 20:56:38","2022-05-18 20:56:37","93-108","","1-2","12","","","","","","","","","","","","","","","EBSCOhost","","","","","","","United States; Social justice; Black theology; Church history; Civil rights; Social ethics, Christian; Race relations; Slavery; King, Martin Luther,   Jr        , 1929-1968; Messianism, Political; National Association for the Advancement of Colored People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYX6EPNU","journalArticle","1984","Baldwin, Lewis V","The Colored American and its reports on African Methodism in 1837","The AME Zion Quarterly Review","","0360-3717","","","","1984-01","2022-05-18 20:57:25","2022-05-18 20:57:25","","20-27","","4","95","","","","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000937615&site=ehost-live&scope=site&scope=cite","","African Methodist Episcopal Church; African Americans -- Church history; Methodists, African American; African Methodist Episcopal Zion Church; Newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFEUKUNI","journalArticle","1984","Baldwin, Lewis V","Sources and ideas for the study of John Wesley and Africa","The AME Zion Quarterly Review","","0360-3717","","","","1984-07","2022-05-18 20:57:42","2022-05-18 20:57:42","","24-28","","2","96","","","","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000923919&site=ehost-live&scope=site&scope=cite","","Church history; Africa; Africans; Slavery and the church -- Methodist churches; Wesley, John,   , 1703-1791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW99IYRV","journalArticle","1984","Baldwin, Lewis V","'A home in dat rock': Afro-American folk sources and slave visions of heaven and hell","The Journal of Religious Thought","","0022-4235","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000924200&site=ehost-live&scope=site","","1984","2022-05-18 20:57:55","2022-05-18 20:57:55","2022-05-18 20:57:55","38-57","","1","41","","","'A home in dat rock'","","","","","","","","","","","","EBSCOhost","","","","","","","United States; Race relations and church; African Americans -- Religion; Hell; Slavery; Future life; Heaven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JQQ7DII","journalArticle","1983","Baldwin, Lewis V","Review of A Rock in a Weary Land: The AME Church during the Civil War and Reconstruction","Methodist History","","0026-1238","","http://hdl.handle.net/10516/5111","Review of Walker, Clarence E. A Rock in a Weary Land: The AME Church during the Civil War and Reconstruction. Publisher: [S.l.] : Louisiana State Univ Pr, 1982.","1983-04","2022-05-18 20:58:13","2022-05-18 21:02:03","2022-05-18 20:58:12","174-175","","3","21","","","A Rock in a Weary Land","","","","","","","","","","","","EBSCOhost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2LBZMIE","journalArticle","1983","Baldwin, Lewis V","Black women and African Union Methodism, 1813-1983","Methodist History","","0026-1238","","http://hdl.handle.net/10516/5117","","1983-07","2022-05-18 21:04:38","2022-05-18 21:05:06","2022-05-18 21:04:38","225-237","","4","21","","","","","","","","","","","","","","","EBSCOhost","","","","","","","African American women; African Union Church (US); African Union Methodist Protestant Church; Union American Methodist Episcopal Church","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84MHPLF4","journalArticle","1983","Baldwin, Lewis V","Sources and ideas for the study of John Wesley and Africa","The AME Zion Quarterly Review","","0360-3717","","","","1983-10","2022-05-18 21:06:09","2022-05-18 21:06:09","","25-29","","3","95","","","","","","","","","","","","","","","EBSCOhost","","","","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000923918&site=ehost-live&scope=site&scope=cite","","Church history; Africa; Africans; Slavery and the church -- Methodist churches; Wesley, John,   , 1703-1791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSTYAYRI","journalArticle","1982","Baldwin, Lewis V","Festivity and celebration in a black Methodist tradition, 1813-1981","Methodist History","","0026-1238","","http://hdl.handle.net/10516/588","","1982-07","2022-05-18 21:06:38","2022-05-18 21:07:00","2022-05-18 21:06:38","183-191","","4","20","","","","","","","","","","","","","","","EBSCOhost","","","","","","","United States; Church history; African Americans -- Church history; Methodists, African American; Union American Methodist Episcopal Church; 1800-; Delaware; Festivals; Wilmington (Del)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WP9Y2R3B","journalArticle","1981","Baldwin, Lewis V","The AUMP and UAME churches: an unexplored area of black Methodism","Methodist History","","0026-1238","","http://hdl.handle.net/10516/5061","","1981-04","2022-05-18 21:07:20","2022-05-18 21:07:38","2022-05-18 21:07:20","175-178","","3","19","","","The AUMP and UAME churches","","","","","","","","","","","","EBSCOhost","","","","","","","Methodists, African American; African Union Methodist Protestant Church; Union American Methodist Episcopal Church; Methodist churches -- History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZAZ3Z84","journalArticle","1981","Baldwin, Lewis V","Father Peter Spencer: portrait of an unknown pioneer African Methodist leader","The Journal of the Interdenominational Theological Center","","0092-6558","","http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000922608&site=ehost-live&scope=site","","1981","2022-05-18 21:07:54","2022-05-18 21:07:54","2022-05-18 21:07:54","31-43","","1","9","","","Father Peter Spencer","","","","","","","","","","","","EBSCOhost","","","","","","","Biographies; Church history; African American clergy; 1800-1899; African Methodist Episcopal Church; African Union Church (US); Delaware; Methodist churches; Spencer, Peter,   , 1782-1843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKTQ5QIQ","journalArticle","2021","Nix, Echol; Baldwin, Lewis V.","The Freedom to Act on Conscience: Lawrence Edward Carter Sr.'s Life of Scholarship, Activism, and Service","Spectrum","","21623244","https://doi.org/10.2979/spectrum.9.1_2.07","https://www.proquest.com/docview/2598677269/abstract/ECF4561DC5454FA3PQ/1","Lawrence Edward Carter Sr. founded the Martin Luther King, Jr. International Chapel at Morehouse College in 1979, and it remains the largest and most important religious memorial to the legacy of the civil rights leader. Carter has also served as the chapel's only dean for 42 years. This essay explores his life pilgrimage as an ""organic intellectual"" or ""scholar-activist,"" with a special focus on how he has combined academic excellence in teaching and scholarship with a vital Christian ethic, social justice activism, and service to humanity. Much attention is also devoted to Carter's intellectual and spiritual sources, especially King, Mohandas K. Gandhi, and Daisaku Ikeda, whom Carter views as ""moral cosmopolitans."" Of particular importance is Carter's own emergence as ""a prophetic, moral cosmopolitan voice"" that still provokes and challenges on topics ranging from religion to spirituality and health to race, education, pan-religious dialogue, issues of civil and human rights, and the Black social Gospel tradition.","2021","2022-06-14 14:52:41","2022-06-14 14:52:41","2022-06-14 14:52:41","93-112","","1/2","9","","","The Freedom to Act on Conscience","","","","","","","English","Copyright Indiana University Press Autumn 2021","","","","ProQuest","","Num Pages: 93-112 Place: Bloomington, United States Publisher: Indiana University Press","","","","","Religion; Education; Race; Christianity; Teaching; Social justice; Traditions; Human rights; Civil rights; Academic freedom; Spirituality; Pilgrimages; Ethnic Interests; Activism; Activists; Chapels; Health education; Men's Studies; Oppression; Places of worship; Religiosity; Religious beliefs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MW4FFEHZ","journalArticle","1986","Baldwin, Lewis V.","Malcolm X and Martin Luther King, Jr.: What They Thought About Each Other","Islamic Studies","","0578-8072","","http://www.jstor.org/stable/20839793","","1986","2022-06-14 14:55:28","2022-06-14 14:56:15","2022-06-14 14:55:28","395-416","","4","25","","","MALCOLM X AND MARTIN LUTHER KING, JR.","","","","","","","","","","","","JSTOR","","Publisher: Islamic Research Institute, International Islamic University, Islamabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHGRI8QA","journalArticle","2000","Baldwin, Lewis V.","Review of The Papers of Martin Luther King, Jr., Volume IV: Symbol of the Movement, January 1957-December 1958","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40584294","","2000","2022-06-14 14:58:17","2022-06-14 14:58:17","2022-06-14 14:58:17","349-350","","2","84","","","Review of The Papers of Martin Luther King, Jr., Volume IV","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","","","","","","","","","","","","","","","Carson, Clayborne; Carson, Susan; Clay, Adrienne; Shadron, Virginia; Taylor, Kieran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNVI7VR6","journalArticle","1996","Baldwin, Lewis V.; DeCaro, Louis A.","Review of On the Side of My People: A Religious Life of Malcolm X., Louis A. DeCaro Jr.","The Journal of American History","","0021-8723","10.2307/2945087","http://www.jstor.org/stable/2945087","","1996","2022-06-14 15:01:00","2022-06-14 15:01:00","2022-06-14 15:01:00","700-701","","2","83","","","Review of On the Side of My People","","","","","","","","","","","","JSTOR","","Publisher: [Oxford University Press, Organization of American Historians]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X6ELCS9","journalArticle","2011","Baldwin, Lewis V.","The Unfolding of the Moral Order: Rufus Burrow, Jr., Personal Idealism, and the Life and Thought of Martin Luther King, Jr.","The Pluralist","","1930-7365","","https://www.proquest.com/docview/878591104/ECF4561DC5454FA3PQ/18","","2011","2022-06-14 15:07:52","2022-06-14 15:07:52","2022-06-14 15:07:52","1-13","","1","6","","","The Unfolding of the Moral Order","","","","","","","English","","","","","ProQuest","","Num Pages: 13","","","","","BURROW; IDEALISM; KING; MARTIN LUTHER; MORAL ORDER; PERSON; PERSONALISM; POLITICAL PHILOSOPHY; RUFUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IT4N2ZFA","journalArticle","2008","Baldwin, Lewis V.","Review of From Civil Rights to Human Rights: Martin Luther King Jr. and the Struggle for Economic Justice","The Historian","","0018-2370","","http://www.jstor.org/stable/24454019","","2008","2022-06-14 15:09:25","2022-06-14 15:09:25","2022-06-14 15:09:25","789-790","","4","70","","","Review of From Civil Rights to Human Rights","","","","","","","","","","","","JSTOR","","Publisher: Wiley","","","","","","","","","","","","","","","","","","","","Jackson, Thomas F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPBN49ZP","journalArticle","1999","Baldwin, Lewis V.","Review of Lift Your Voice Like a Trumpet: White Clergy and the Civil Rights and Antiwar Movements, 1954-1973","The American Historical Review","","0002-8762","10.2307/2650459","http://www.jstor.org/stable/2650459","","1999","2022-06-14 15:18:12","2022-06-14 15:18:12","2022-06-14 15:18:12","601-602","","2","104","","","Review of Lift Your Voice Like a Trumpet","","","","","","","","","","","","JSTOR","","Publisher: [Oxford University Press, American Historical Association]","","","","","","","","","","","","","","","","","","","","Friedland, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY3H2VD9","journalArticle","1992","Baldwin, Lewis V.","The Making of a Dreamer: The Georgia Roots of Martin Luther King, Jr.","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40582594","Reviewed Work: The Papers of Martin Luther King, Jr., Volume I: Called to Serve, January 1929-June 1951 by Clayborne Carson, Ralph E. Luker, Penny A. Russell","1992","2022-06-14 15:21:17","2022-06-14 15:21:36","2022-06-14 15:21:17","639-651","","3","76","","","The Making of a Dreamer","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","Carson, Clayborne; Luker, Ralph E.; Russell, Penny A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN78ME6L","journalArticle","1989","Baldwin, Lewis V.","A Reassessment of the Relationship Between Malcolm X and Martin Luther King, Jr.","The Western Journal of Black Studies","","0197-4327","","https://www.proquest.com/docview/1311835920/citation/ECF4561DC5454FA3PQ/38","","1989","2022-06-14 15:22:53","2022-06-14 15:22:53","2022-06-14 15:22:53","103–113","","2","13","","","","","","","","","","English","","","","","ProQuest","","Num Pages: 11 Place: Pullman, Wash., United States Publisher: Black Studies Program at Washington State University and Washington State University Press","","","","","Black Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CX2L8835","journalArticle","1995","Baldwin, Lewis V.","Review of American Congregations (2 vols) edited by James P. Wind and James W. Lewis","The Journal of American History","","00218723","","https://www.proquest.com/docview/224918475/abstract/7DE81DE8D1854742PQ/41","Review.","1995-12","2022-06-14 15:25:45","2022-06-14 15:26:40","2022-06-14 15:25:45","1295","","3","82","","","","","","","","","","English","Copyright Organization of American Historians Dec 1995","","","","ProQuest","","Num Pages: 1295 Place: Oxford, United States Publisher: Organization of American Historians","","","","","Religion; Sociology; Culture; History; Nonfiction; History--History of North And South America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SF5RS9E","journalArticle","2013","Baldwin, Lewis V.","Review of Dreams and Nightmares: Martin Luther King Jr., Malcolm X, and the Struggle for Black Equality in America","The Journal of Southern History","","00224642","","https://www.proquest.com/docview/1290502293/abstract/7DE81DE8D1854742PQ/44","[...]Dreams and Nightmares is quite useful for academics, persons of faith, and readers in the larger public square who are interested in a basic, easy-to-read book on Martin Luther King and Malcolm X.","2013-02","2022-06-14 15:27:57","2022-06-14 15:28:11","2022-06-14 15:27:57","232-233","","1","79","","","Dreams and Nightmares","","","","","","","English","Copyright Southern Historical Association Feb 2013","","","","ProQuest","","Num Pages: 2 Place: Houston, United States Publisher: Southern Historical Association","","","","","Equality; Books; History--History of North And South America; Dreams; Bibliographic literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CSATDVA","journalArticle","1997","Baldwin, Lewis V.","Review of The Papers of Martin Luther King, Jr., Volume III: Birth of a New Age","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40583788","","1997","2022-06-14 15:30:45","2022-06-14 15:30:45","2022-06-14 15:30:45","814-815","","3","81","","","Review of The Papers of Martin Luther King, Jr., Volume III","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","","","","","","","","","","","","","","","Carson, Clayborne; Burns, Stewart; Carson, Susan; Holloran, Peter; Powell, Dana L. H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSYN8TU5","journalArticle","1995","Baldwin, Lewis V.","Review of The Papers of Martin Luther King, Jr., Volume 2: Rediscovering Precious Values, July 1951-November 1955","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40583278","","1995","2022-06-14 15:31:40","2022-06-14 15:31:40","2022-06-14 15:31:40","513-515","","2","79","","","Review of The Papers of Martin Luther King, Jr., Volume 2","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","","","","","","","","","","","","","","","Carson, Clayborne; Luker, Ralph E.; Russell, Penny A.; Holloran, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFXXNA5X","journalArticle","1996","Baldwin, Lewis V.","Review of The Making of Martin Luther King and the Civil Right Movement","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40583635","","1996","2022-06-14 15:41:27","2022-06-14 15:41:27","2022-06-14 15:41:27","940-941","","4","80","","","","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","","","","","","","","","","","","","","","Ward, Brian; Badger, Anthony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZSZG4G6","journalArticle","1986","Baldwin, Lewis V.","Martin Luther King Jr.'s ""Beloved Community"" Ideal and the Apartheid System in South Africa","The Western Journal of Black Studies","","0197-4327","","https://www.proquest.com/docview/1311810669/citation/7DE81DE8D1854742PQ/64","","1986","2022-06-14 15:46:08","2022-06-14 15:46:08","2022-06-14 15:46:08","211–222","","4","10","","","","","","","","","","English","","","","","ProQuest","","Num Pages: 12 Place: Pullman, Wash., United States Publisher: Black Studies Program at Washington State University and Washington State University Press","","","","","Black Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWVZTIKS","journalArticle","1995","Baldwin, Lewis V.","Review of Conjuring Culture: Biblical Formations of Black America.","The Journal of American History","","0021-8723","10.2307/2081977","http://www.jstor.org/stable/2081977","","1995","2022-06-14 15:47:24","2022-06-14 15:47:24","2022-06-14 15:47:24","213-214","","1","82","","","Review of Conjuring Culture","","","","","","","","","","","","JSTOR","","Publisher: [Oxford University Press, Organization of American Historians]","","","","","","","","","","","","","","","","","","","","Smith, Theophus H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLJYXJRT","journalArticle","2005","Baldwin, Lewis V.","Review of A Stone of Hope: Prophetic Religion and the Death of Jim Crow","Alabama Review","","00024341","","https://www.proquest.com/docview/211809337/abstract/7DE81DE8D1854742PQ/66","Chappell's focus on the ideas that undergirded the movement is praiseworthy, but his claim that black activists were inspired by a prophetic faith and tradition rooted in the Bible, but not a liberal faith in human reason, is unconvincing. While it is true that black activists and their white liberal supporters did not always agree on religion and on the direction of the movement, as Chappell notes, they did share the belief that an appeal to the power of human reason was absolutely essential in the effort to eliminate prejudice and to create interracial community.","2005-01","2022-06-14 15:48:50","2022-06-14 15:49:03","2022-06-14 15:48:50","72-74","","1","58","","","A Stone of Hope","","","","","","","English","Copyright University of Alabama Press Jan 2005","","","","ProQuest","","Num Pages: 3 Place: Montgomery, United States Publisher: Alabama Historical Association","","","","","Religion; Theology; Bible; Nonfiction; History--History of North And South America; Activism; Keresiouan languages; Movement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WT78VQUC","journalArticle","1991","Baldwin, Lewis V.","Review of Hope and History: Why We Must Share the Story of the Movement","The Georgia Historical Quarterly","","0016-8297","","http://www.jstor.org/stable/40582417","","1991","2022-06-14 15:50:15","2022-06-14 15:50:15","2022-06-14 15:50:15","679-680","","3","75","","","Review of Hope and History","","","","","","","","","","","","JSTOR","","Publisher: Georgia Historical Society","","","","","","","","","","","","","","","","","","","","Harding, Vincent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CNT3WJ5","journalArticle","2009","Baldwin, Lewis V.","Review of The Burden of Black Religion","The Journal of American History","","00218723","","https://www.proquest.com/docview/224915601/abstract/7DE81DE8D1854742PQ/70","Historians, sociologists, anthropologists, folklorists, cultural theorists, ethicists, and theologians have explored the subject from different angles, giving considerable attention to the critical role of religion in the shaping of black life, thought, and culture. The Burden of Black Religion, written by Curtis J. Evans, an assistant professor of the history of Christianity at the University of Chicago Divinity School, builds on this scholarship while offering rich insights on the intersection of race and religion.","2009-03","2022-06-14 15:51:50","2022-06-14 15:51:59","2022-06-14 15:51:50","1135","","4","95","","","","","","","","","","English","Copyright Organization of American Historians Mar 2009","","","","ProQuest","","Num Pages: 1 Place: Oxford, United States Publisher: Organization of American Historians Section: Book Reviews","","","","","Religion; Ethics; History--History of North And South America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUG7W6TL","journalArticle","2010","Baldwin, Lewis V.","Review of Becoming King: Martin Luther King Jr. and the Making of a National Leader","The Journal of Southern History","","00224642","","https://www.proquest.com/docview/215777137/abstract/7DE81DE8D1854742PQ/87","[...] Becoming King is about King's reconnecting with his roots in the black church and African American culture in the South. Employing a range of sources, from King's own sermons, speeches, and writings to countless interviews, archival manuscripts, and secondary works, Jackson successfully presents a cogent and historically grounded analysis of how King's personality, oratorical skills, message, and social praxis evolved to mirror the larger challenges, struggles, hopes, and experiences of African Americans in Montgomery, the South, and the nation.","2010-05","2022-06-14 15:57:48","2022-06-14 15:57:58","2022-06-14 15:57:48","500-501","","2","76","","","Becoming King","","","","","","","English","Copyright Southern Historical Association May 2010","","","","ProQuest","","Num Pages: 2 Place: Houston, United States Publisher: Southern Historical Association","","","","","Leadership; African Americans; Nonfiction; Books; History--History of North And South America; Historical text analysis; Manuscripts; Personality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
