66WD3H4G	Article or chapter without published_in.	Collaborative Preaching: God’s Empowering Word		
VLRNJ6BL	Article or chapter without published_in.	Preaching as a New Pastor in Times of Congregational Crisis		
BIFJSKQW	Article or chapter without published_in.	Preaching as Soft Heresy: Liturgy and the Communicative Dimension of Homiletical Theology		
UIXSW2PN	Article or chapter without published_in.	Preaching and Sexual Ethics		
HANZF36E	Article or chapter without published_in.	Preaching and Practical Theology		
TJS93RJ9	Article or chapter without published_in.	Preaching the Gospel as Good News		
3TVTVM4U	Article or chapter without published_in.	Changes in Presbyterian Preaching in the Twentieth Century		
QUT6X3AB	Article or chapter without published_in.	The way of love: Loder, Levinas, and ethical transformation through preaching		
T872MFU6	Article or chapter without published_in.	In pursuit of good theological judgment: Newman and the preacher as theologian		
5CZ5XTXZ	Article or chapter without published_in.	Discourse, Ideology, and Party Formation on the Democratic Left in the USSR		
87UG8WWD	Article or chapter without published_in.	Changes in the authority, method, and message of Presbyterian (UPCUSA) preaching in the twentieth century		
KT3TRP66	Article or chapter without published_in.	Collaborative Preaching and the Bible: Toward a Practical Theology of Memory		
EAM4EINQ	Article or chapter without published_in.	Economics in the Christian scriptures		
HNBQ5AI7	Article or chapter without published_in.	The crucified God and the power of liberation		
DS5P7DD2	Article or chapter without published_in.	How to speak of God in an affluent society : images of hope		
BZ76CI68	Article or chapter without published_in.	Moltmann's contribution to practical theology		
BZANJV26	Article or chapter without published_in.	The future of the Methodist theological traditions		
SN92QU5T	Article or chapter without published_in.	Sanctification and economy : a Wesleyan perspective on stewardship		
K9CZJPF6	Article or chapter without published_in.	God's Oikonomia and the new world economy		
T3SCWNI4	Article or chapter without published_in.	Dogmatics as discipleship : the theological journey of Frederick Herzog		
87I7FEC8	Article or chapter without published_in.	Proclaiming the gospel: from Guttenberg to cyberspace		
36HEAUAP	Article or chapter without published_in.	The social Trinity and property		
WR7P5NF9	Article or chapter without published_in.	The economy of grace: human dignity in the market system		
WMX726GC	Article or chapter without published_in.	A home for the homeless: vocation, mission, and church in Wesleyan perspective		
I8SBX3G8	Article or chapter without published_in.	Christ and Culture Reconsidered: Globalization in the Market Society		
ZXSP62HI	Article or chapter without published_in.	Three lectures on the Theology of Hope		
UX8F8JA2	Article or chapter without published_in.	Economy and the future of liberation theology in North America		
Q3E8WJEI	Article or chapter without published_in.	God's oikonomia and the New World Economy		
XZUC24QW	Article or chapter without published_in.	Globalization and the oikoumene in theological education		
HBRVKS4A	Article or chapter without published_in.	Liberation theology and the United Church of Christ		
73KNV92K	Article or chapter without published_in.	Love and the hope for a just society		
WMDNRCD6	Article or chapter without published_in.	Hope		
GFQTTFAG	Article or chapter without published_in.	The future of theology in a commodity society		
8ER4ISP7	Article or chapter without published_in.	The Babylonian captivity of the church -- the American edition		
RBDQ6XDJ	Article or chapter without published_in.	Political theology and political economy		
D9BZNXXR	Article or chapter without published_in.	John Wesley's heritage and the future of systematic theology		
PAT3WVSV	Article or chapter without published_in.	Global economy and the globalization of theological education		
ZPAJQFJE	Article or chapter without published_in.	Die Zukunft der Theologie in der Gütergesellschaf		
K6QXEHAH	Article or chapter without published_in.	Philoxenos of Mabbug		
TPMX34EZ	Unknown work type.	The Syriac Gazetteer, The Syriac Reference Portal		
DFVI4VRE	Article or chapter without published_in.	Basil of Caesarea: A Guide to His Life and Doctrine (Book review)		
SW38NFCA	Article or chapter without published_in.	The Thousand Lives of Charlemagne: How Medieval Poets Turned a Border Skirmish into a Foundational Medieval Legend		
3MEK8WX9	Article or chapter without published_in.	Charlemagne’s Furniture: Whatever Happened to the Holy Roman Empire		
2QH7VR22	Article or chapter without published_in.	“Salutary Vertigo”: Peter R.L. Brown’s Impact on the Historiography of Christianity		
7EDTXFNP	Article or chapter without published_in.	Introduction: Dynamics of Faith and Community around the Mediterranean		
I3ZCBZRL	Unknown work type.	Faith and Community around the Mediterranean: In Honor of Peter R. L. Brown		
XSXU9MWI	Article or chapter without published_in.	The Rise and Contribution of Monasteries and Monasticism		
58J54553	Article or chapter without published_in.	The Hidden Excellence of Lectio Divina: The Ambiguities of Reading as an Elite Marker in East Syrian Monasticism of the Sixth and Seventh Centuries		
JHTKQI4F	Article or chapter without published_in.	Index of Maps		
G4A5NWJZ	Article or chapter without published_in.	“Diachronic Maps of Syriac Cultures and their Geographic Contexts		
E96TRCLH	Article or chapter without published_in.	“Online Resources for the Study of the Syriac World		
78E336G4	Article or chapter without published_in.	The sepulchre of Christ and the medieval West: from the beginning to 1600		
BMWPAEVG	Article or chapter without published_in.	Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187)		
SPK8S8A7	Article or chapter without published_in.	Philoxenos of Mabbug		
8JRLXVCB	Unknown work type.	READ THIS BOOK, On Asetical Life – October 2014		
TKRZRA6J	Article or chapter without published_in.	Philoxenos of Mabbug: A Cappadocian Theologian on the Banks of the Euphrates? | Motions of Late Antiquity		
WHBTY3VF	Article or chapter without published_in.	Syriaca.org as a Test Case for Digitally Re-Sorting the Ancient World		
L8WNAF8N	Article or chapter without published_in.	Mixed Up by Time and Chance? Using Digital Methods to “Re-Orient” the Syriac Religious Literature of Late Antiquity		
9EPKMF7T	Unknown work type.	Using Linked Open Data to Model Cultural Heritage Information: The Research Questions and Data Structures of the Syriaca.org Knowledge Graph		
MQFZVCJM	Article or chapter without published_in.	From manuscript catalogues to a handbook of Syriac literature: Modeling an infrastructure for Syriaca.org		
AJE86X3T	Unknown work type.	Srophé App		
RL82BZLT	Unknown work type.	Bibliotheca Hagiographica Syriaca Electronica		
P6NEE59D	Unknown work type.	New Handbook of Syriac Literature		
875XGV8Z	Unknown work type.	A Guide to Syriac Authors		
2KF8IM97	Unknown work type.	Caesarea-Maritima.org		
YIIFKU9A	Unknown work type.	Digital Syriac Corpus		
ZTVR7LZH	Unknown work type.	Qadishe: Guide to the Syriac Saints		
2YWTM6UN	Unknown work type.	e-GEDSH, Gorgias Encyclopedic Dictionary of the Syriac Heritage		
96TE63JH	Unknown work type.	Beth Qaṭraye Gazetteer		
IGHQUSC4	Unknown work type.	Christianity teaches forgiveness - and that includes you		
GP68SJGD	Article or chapter without published_in.	Birthing and mothering as powerful rites of passage		
2V3K62I2	Article or chapter without published_in.	Shaping the future of religion and psychology: feminist transformations in pastoral theology		
J6NJ6C4J	Article or chapter without published_in.	Generativity and gender : the politics of care		
G2J6E4KM	Article or chapter without published_in.	Pastoral theology as public theology : revolutions in the Fourth Area		
NT9V7AG5	Article or chapter without published_in.	Religious rites of passage		
WN5E8F4S	Article or chapter without published_in.	Protestantism		
79HVTKZN	Article or chapter without published_in.	Practical theology		
RR49X88N	Article or chapter without published_in.	Pastoral perspectives for 7th Sunday of Easter, 1 John 5:9-13		
9UCERZZF	Article or chapter without published_in.	Pastoral perspective for 6th Sunday of Easter, 1 John 5:1-6; Ascenion of the lord 1:15-23		
MWGRH736	Article or chapter without published_in.	Christian Discipline of Children		
FN798GXM	Article or chapter without published_in.	The American chalk circle : whose child is this?		
B4PMPUWP	Article or chapter without published_in.	Gender and pastoral care		
EEQBTQQV	Article or chapter without published_in.	The living human web : pastoral theology at the turn of the century		
FV9ZWFIJ	Article or chapter without published_in.	Many gifts, one body : towards a practical, feminist, disciple view of pastoral care		
6K7B5KWF	Article or chapter without published_in.	Protestantism and the European-American family : like oil and water		
KKMEEGXV	Article or chapter without published_in.	The subject and practice of pastoral theology as a practical theological discipline: pushing past the nagging identity crisis to the poetics of resistance		
2KBXRKM4	Article or chapter without published_in.	Pastoral theology as public theology : revolutions in the fourth area		
MPPFNA92	Article or chapter without published_in.	Mundane grief		
UPBUZR9V	Article or chapter without published_in.	Practical theology and pedagogy: embodying theological know-how		
EWU2KVVP	Article or chapter without published_in.	Spinning gold from straw : a matter of multiple vocations		
B2TFSJ95	Article or chapter without published_in.	Children, chores, and vocation : a social and theological lacuna		
7UZE7SVW	Article or chapter without published_in.	Introduction : Children and childhood in American religions		
SIP8J2M9	Article or chapter without published_in.	Are there limits to multicultural inclusion? Difficult questions for feminist pastoral theology		
9PPI42UJ	Article or chapter without published_in.	Work, labor, and chores: Christian ethical reflection on children and vocation		
TSNJW97B	Article or chapter without published_in.	Sex and the pastoral life		
MFS2K8I9	Article or chapter without published_in.	Two views on mothering :  becoming a mother and birthing and mothering as powerful rites of passage		
6RZMGTFP	Article or chapter without published_in.	Sloppy mutuality : just love for children and adults		
3W7RMEVE	Article or chapter without published_in.	Introduction : the contributions of practical theology		
AEM5UMXW	Article or chapter without published_in.	Feminism, children, and mothering : three books and three children later		
WFTAMR7E	Article or chapter without published_in.	Thinking about children: Christian faith and popular psychology		
7EX6UA8H	Article or chapter without published_in.	Globalisation and the family: a practical theological analysis		
CH5HWM7I	Unknown work type.	Is the creation museum for kids : balancing fact with faith in children's lifes, editorial		
GZN64872	Article or chapter without published_in.	Pondering all these things : Mary and motherhood		
E64RPUBM	Article or chapter without published_in.	Spirituality and the Disciples of Christ: sanctifying the ordinary		
5WVCRUGW	Article or chapter without published_in.	Aesthetics, hermeneutics, and practical theology		
G9RXASE6	Article or chapter without published_in.	Gender experience and fetal life : a proposal		
53RIIJD7	Article or chapter without published_in.	Who's minding the children?		
6I8FFSVX	Article or chapter without published_in.	Evaluating 'What the Bible Says': New Family Models challenge Male Headship		
55Z7Q2S8	Article or chapter without published_in.	Heard and seen: the challenge of religious formation in families		
8IK4E996	Article or chapter without published_in.	Family and Work : Can Anyone Have It All?		
4AQ9C5IF	Article or chapter without published_in.	Ideals and realities of motherhood: a theological perspective		
GJG2HT5G	Article or chapter without published_in.	Family : Feminist Theology		
F46S46PX	Article or chapter without published_in.	Children		
E9EVUIM5	Article or chapter without published_in.	Family		
A62IB4Z5	Article or chapter without published_in.	Theology, religious communities and practice		
ATUEJP6W	Article or chapter without published_in.	Academic Theology and Disciple Dissent		
PMB56QPJ	Article or chapter without published_in.	The Rule of Family Faith: Practicing the Presence of God in Our Outward Lives		
MU67WC4B	Article or chapter without published_in.	Motherhood as 24/7 Calling: a Cultural Lie We Keep Telling Ourselves		
KHFGGKHM	Article or chapter without published_in.	Christian Constructions of Children and Youths: Gift, Task, and Agent		
A2SF88CI	Article or chapter without published_in.	Motherhood in the balance: children, career, me, and God		
A3DTQPPF	Unknown work type.	Re-Evaluating 'What the Bible Says': New Family Models Challenge Male Headship		
82D48WND	Unknown work type.	Work and Family: Can Anyone 'Have it All?'		
I3S5U9AE	Unknown work type.	Publishing, Teaching, Advising, Committees, and a Personal Life? Handling the Demands of the Academy without Sacrificing Home and Health		
6U3U9P2S	Unknown work type.	Bonnie J. Miller-McLemore: Theology, religious communities and practice		
G5RHCQNZ	Unknown work type.	“Not a Snazzy Title But . . . .” (Thoughts on Heather Walton’s Writing Methods in Theological Reflection, SCM Press, 2014)		
PJ62XNTX	Article or chapter without published_in.	Childhood Studies and Pastoral Counseling		
KWVS88QB	Article or chapter without published_in.	Women who work and love : caught between cultures		
765DQBEN	Article or chapter without published_in.	What's a feminist mother to do?		
E6VR68HJ	Article or chapter without published_in.	How sexuality and relationships have revolutionized pastoral theology		
N3A8BEUB	Article or chapter without published_in.	Through the Eyes of Mircea Eliade: United States Football as Religious Rite de Passage		
XS2W6F3D	Article or chapter without published_in.	The Radical Reconstruction of Childhood: Is There a Place for Theology?		
3WN6CTCP	Article or chapter without published_in.	Children’s Voices, Spirituality, and Mature Faith		
9NZB98WQ	Article or chapter without published_in.	Disciplining		
VA6ZUFHC	Article or chapter without published_in.	Spooning		
NMIVRKPV	Article or chapter without published_in.	In Defense of Practical Theological Knowledge		
C4EFU37E	Article or chapter without published_in.	On the Road: A Gift for Inviting People into Practices		
KW654NV2	Unknown work type.	The Wisdom of the Body		
7JD8784T	Article or chapter without published_in.	Foreword, Graced vulnerability		
PFTZREUJ	Article or chapter without published_in.	Foreword, Hopes and fears		
2BXQJWU9	Article or chapter without published_in.	Pastoral Care and Gender		
KEUCME9G	Article or chapter without published_in.	The Contributions of Practical Theology		
SJZKNW2P	Article or chapter without published_in.	Practical Theology and Pedagogy (Portugeuse trans.)		
HVLYFICJ	Article or chapter without published_in.	Reimaging Vocation Across the Lifespan and Into Childhood		
AZYN9K45	Article or chapter without published_in.	Forward		
TIPYWMB6	Article or chapter without published_in.	And the ‘Hall Was Burned to the Ground’: Mothers and Theological Body Knowledge		
E7WD4C3G	Article or chapter without published_in.	Pastoral Theology as Public Theology: Revolutions in the ‘Fourth Area,’		
A5H8ZVUE	Article or chapter without published_in.	The academic paradigm and the denigration of practical theological know-how		
UQI884BP	Article or chapter without published_in.	Marriage Debate (book review essay of David Blankenhorn, The Future of Marriage and Elizabeth Fox-Genovese, Marriage: the Dream That Refuses to Die)		
PE27R2N8	Article or chapter without published_in.	Redefining children's spirituality		
7UIGJ938	Article or chapter without published_in.	Pastoral theology and public theology: developments in the U.S		
SZS6BE7W	Article or chapter without published_in.	Let the children come revisited: contemporary feminist theologians on children		
NKVVKK9F	Article or chapter without published_in.	Health, Christian marriage traditions, and the ethics of marital therapy		
6XE6B2PG	Article or chapter without published_in.	Generativity, self-sacrifice, and the ethics of family life		
R2IDRI3E	Article or chapter without published_in.	Feminismus/Feministische Theologie: VI Praktische Theologie		
UGE4E8GK	Article or chapter without published_in.	Engaging practice : the work of Christian theology		
489NZBBH	Article or chapter without published_in.	Contemplation in the Midst of Chaos: Contesting the Maceration of the Theological Teacher		
QGP5AFPW	Article or chapter without published_in.	A feminist Christian theologian looks (askance) at headship		
P8N2SNZP	Article or chapter without published_in.	Motherhood and the theological pie (or crisis of generativity : a theological issue)		
4UNIWEND	Article or chapter without published_in.	Sandwiched but Not Smashed: Connection, Loss, and Responsibility in the Middle Years		
SD87FQ6C	Article or chapter without published_in.	Childhood Studies and Pastoral Counseling		
A8T69UG5	Article or chapter without published_in.	Religion and the social sciences		
37XSRZFT	Article or chapter without published_in.	The Lively Congregation		
F7CKA7WA	Article or chapter without published_in.	It’s Not Just the Bakkers and the Priests: An Abuse of Power and Trust		
7VZ5ZHQG	Article or chapter without published_in.	Advent Inviting		
NSG3IGTH	Article or chapter without published_in.	Vision: One Congregation’s Story		
6RBCHXWV	Article or chapter without published_in.	Pieces of the Puzzle, Pieces of the Process		
A34D5NQK	Article or chapter without published_in.	Two in a Canoe: Reflections on Marriage		
VKVNB8RP	Article or chapter without published_in.	Ministry: how Disciples understand it		
9RG78XG4	Article or chapter without published_in.	Signs of Excellence in Ministry		
E2PZQGIW	Unknown work type.	The dark side of sabbatical for pastors | Faith & Leadership		
8C8E3PKM	Unknown work type.	Assessment: Richer Perspectives		
7MF7EFM8	Unknown work type.	Seminary and church: similarities and differences		
E76M2UEQ	Article or chapter without published_in.	Pastoral Commentary on Psalms 29, 103, and 104 (Day of Pentecost, Trinity Sunday, Proper 3 in Year B)		
CAT5686M	Unknown work type.	For Companions in the Call: A Convocation Prayer		
5JMCMG8S	Article or chapter without published_in.	The Bibfeldt Hustle,		
3ZR3SGFR	Article or chapter without published_in.	Lay Liturgical Leadership in the U.S. Catholic Church: Popular Advances, Official Retreat		
683VHBAU	Article or chapter without published_in.	Liturgia és	etika: a keresztény élet mint Isten dicsérete	
D4FXZS5T	Article or chapter without published_in.	Anointing as Pastoral-Sacramental Ministry to the Sick		
MC9UEGUE	Article or chapter without published_in.	Way of Forgiving		
S2C7VSKC	Article or chapter without published_in.	Emerging Critical Resources for Liturgical Studies		
FB48E8SC	Article or chapter without published_in.	Introduction for the Diekmann Award, presented to Louis-Marie Chauvet		
G83EUKRH	Article or chapter without published_in.	Liturgical Theology as Critical Practice		
I5953E6S	Article or chapter without published_in.	Introduction for the Berakah Award, presented to John F. Baldovin		
G3MC8WA8	Article or chapter without published_in.	Performing the Rite of Marriage: Agency, Identity, and Ideology		
KW79MVUN	Article or chapter without published_in.	Change as the Norm		
9DB5B6FQ	Article or chapter without published_in.	Nichtordinierte Leiter von	Gottesdiensten	in der katolischen Kirche in den USA. Verbreitete Fortschritte, offizieller Rückzug
P9D6ZBPC	Article or chapter without published_in.	The Struggle for Tradition		
IZ7JTZIB	Article or chapter without published_in.	The Prophetic Challenge: Introduction		
CEW297SQ	Article or chapter without published_in.	The Practical Character of Liturgy and Theology		
UGVVTABJ	Article or chapter without published_in.	Walking the Labyrinth: Recovering a Sacred Tradition		
J27GS326	Article or chapter without published_in.	Liturgical Music: Bodies Proclaiming and Responding to the Word of God		
S6G8MAAQ	Article or chapter without published_in.	Christ the Healer: An Investigation of Liturgical, Pastoral, and Biblical Approaches		
ZTTCETVS	Article or chapter without published_in.	Ritual Practice: The View from Liturgical Theology		
UM3PKNXP	Article or chapter without published_in.	Practicing the Pastoral Care of the Sick: The Sacramental Body in Liturgical Motion		
CMANIH4F	Article or chapter without published_in.	What Difference Does it Make for Me as a Liturgist to be a Jesuit--or Vice Versa?		
2ZPD7P2A	Article or chapter without published_in.	Sacraments: Key Symbols for the Christian Way of Life		
6AZXXUXE	Article or chapter without published_in.	Chapter Three: The Duties and Ministries in the Mass (De Officiis et Ministeriis in Missa)		
WQ928XU4	Article or chapter without published_in.	Christmas in Hooper Bay: God's Presence in Human Gifts		
KX3PIZZZ	Unknown work type.	2016 CTSA Proceedings: Reports on Sacraments & Liturgy		
29BTS2T6	Unknown work type.	Laudato Si: On Care For Our Common Home		
Q376R2MI	Unknown work type.	Ministering to a Yup’ik Eskimo Community at Eastertime | VDS Voices | Vanderbilt University		
4XTRWKNX	Unknown work type.	How Social Media Has Changed Religion		
P8BENBQJ	Article or chapter without published_in.	The Sacraments: The Word of God at the Mercy of the Body by Louis-Marie Chauvet		
RWP37XDN	check manually	Foreword		
IU56IESE	check manually	Foreword		
NR6VL2C5	Article or chapter without published_in.	Seasonal Themes: Advent and Christmas; Lent; Celebrating the Easter Sacraments
QRPRIANU	Article or chapter without published_in.	Liturgy: The Church's Spirituality
JSWHU9HW	Article or chapter without published_in.	Public Catholicism or Private Faith What’s on the Line in the Communion Procession?
HAKKCLTZ	Unknown work type.	How a Jesuit Order Recruited Long Before the Digital Age
I5TMS8QY	Article or chapter without published_in.	A Pastoral Role for Music:  Sacramental and Salvific Powers
62D4JTUK	Article or chapter without published_in.	Divine Power, Authentic Humility.
S4NQ8HE9	Article or chapter without published_in.	Easter
MJJ79HSI	Unknown work type.	What We’re Reading
KJXEZAD4	Unknown work type.	Watching People Watch (Then Not Watch) the Eclipse: A Liturgical-Theological Reflection
8S2JG5VC	Unknown work type.	Wanted: Resources for Chanting the Psalter
RRQ2ZDH8	Unknown work type.	Vatican II Essays - Positives and Negatives in the Liturgy Today
53PNEWHS	Unknown work type.	Too Many Masses? Pastoral-Liturgical Practice on Ash Wednesday
B9CQELLW	Unknown work type.	Taking the Bait (or: My Foray into the Liturgy Wars?)
PKQ8K9S3	Unknown work type.	Sharing Religious Life, Liturgy, and the Pursuit of Happiness on the Web
GGVXU3AT	Unknown work type.	Seeking “Sacred” Silence
ZWBIVVSX	Unknown work type.	Scientific Research: Worship Is Healthy
B2N9QKZ9	Unknown work type.	Reviewing Louis Bouyer Ten Years Later
DYNCKMDB	Unknown work type.	Review of June Programs Related to Liturgy
UPWASBYT	Unknown work type.	Responding to a Journalist’s Inquiry About Hell
ULZWXLV2	Unknown work type.	Pope Francis and a more open church
ZQ2TBLEU	Unknown work type.	New Resource Site, “Preaching and Worship”
HJAPREVS	Unknown work type.	Kinda Incensed Over Incense
KH2BP8Z5	Unknown work type.	Good Table Manners?
ZRTRDSEK	Unknown work type.	Distilling Advent Down to Newsfeed Size (A Necessary Art)
GPW383ME	Unknown work type.	Dateline: April 4th, Holy Saturday, Scammon Bay, Alaska
5JIGB59T	Unknown work type.	Community as Communio?
L5A3ZAK3	Unknown work type.	Chauvet Newly Translated in German
CY2ZG25T	Unknown work type.	CDF Issues Instruction on Cremains
LR9X9TZS	Article or chapter without published_in.	Canonization | Article | World Book Online InfoFinder
7HIHATT5	Unknown work type.	Blessing Non-Communicants during Holy Communion
BC8XW4QJ	Article or chapter without published_in.	Before the digital age, how religious groups increased the numbers in their order
ZQRBKN7H	Article or chapter without published_in.	Beatification | Article | World Book Online InfoFinder
M9CAWCFE	Unknown work type.	Ars Praedicandic: Homily for a Ritual Mass for the Anointing of the Sick
SUQP3DBY	Unknown work type.	An Autobiographical Review of J.B. Metz’s Influence on Liturgical Theology
6JA54B5C	Unknown work type.	Am I missing something in The Roman Missal (English translation)?
HLR9NS27	Unknown work type.	A Homely Reminder of How Rote Ritual Is
LK9ANMT7	Unknown work type.	Young Scholars Bring New Questions and Multiple Disciplines to Bear on Sacramental Theology
7NI4B2E7	Unknown work type.	Troubling the Lex Vivendi: The Church at Prayer Amidst an Imperiled Home
US4KYCJR	Article or chapter without published_in.	The Liturgical is Political
YYKVF9C3	Unknown work type.	Samaritan Sacramentality: 3rd Lenten Sunday, 1st Scrutiny
FJXGFQMY	Unknown work type.	Responding to a Journalist's Inquiry About Hell
IPMMYXHG	Unknown work type.	Ordination to Sacramental Priesthood: Traditional, Communal, Familial
6A3Y6EIV	Unknown work type.	Newest Issue of Liturgy: Confession & Reconciliation
5XZ7K5H3	Unknown work type.	NAAL 2020 Annual Meeting: Notable Moments and a First in Atlanta
8TSRDA9T	Unknown work type.	Liturgy in a Time of Ecclesial Crisis: Addressing Trauma, Shame, and Abuse
689YHAVF	Unknown work type.	Liturgical Music and Design: Jesuit Ministry in Slovenia
5LLGJQFX	Unknown work type.	Reading Toward Writing Liturgical Theology
QECGC63M	Article or chapter without published_in.	Liturgy’s Missional Character: Trusting Truth in Real Bodies of Culture and Tradition
WN5ALRZA	Article or chapter without published_in.	Faith in History and Society: Toward a Fundamental Practical Theology by Johann Baptist Metz
