qid,label_en,label_zh,label_zh_hans,label_zh_hant,label_de,label_fr,description_en,description_zh,description_zh_hans,description_zh_hant,description_de,description_fr,title_en_uuid,title_en,title_en_subtitle,title_en_ref1_hash,title_en_ref1_statedIn,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec
Q303410,Concilium,会议,会议,會議,Concilium,Concilium,academic journal,期刊,期刊,期刊,Gegenstand,,,,,,,,,,
Q3074754,Focus,,,,,Focus Magazine,,,,,,,ffe12ea6-4c24-1086-7e60-197254ad3be3,Focus,,,,,,,
Q3138561,History Today,今日历史,今日历史,今日歷史,,History Today,magazine,杂志,杂志,雜誌,,,572AF986-191A-4ACB-8966-69489E8B7F25,History Today,,,,,,,
Q3521429,The Jerusalem Report,耶路撒冷报告,耶路撒冷报告,耶路撒冷報告,,The Jerusalem Report,fortnightly magazine,双周刊,双周刊,雙週刊,,,DBAC1345-DA63-455B-A4BF-6E76C8D53D33,The Jerusalem Report,,,,,,,
Q3523724,Theological Studies,神学研究,神学研究,神學研究,,Theological Studies,academic journal published by Marquette University,马奎特大学发行的学术期刊,马奎特大学发行的学术期刊,馬奎特大學發行的學術期刊,,,D9CA78DE-5B61-4B71-B63C-B5CFBE5E0259,Theological Studies,,,,,,,
Q3656266,American Imago,,,,,American Imago,journal,,,,wissenschaftliche Zeitschrift,,4B8E1F63-022E-468B-BE69-4ABC35B1AB94,American Imago,,,,,,,
Q3669366,Perspectives in Biology and Medicine,生物学与医学观点,生物学与医学观点,生物學與醫學觀點,,Perspectives in Biology and Medicine,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Zeitschrift,,9C59A313-3D81-49D2-9BF5-33B108DDF39B,Perspectives in Biology and Medicine,,,,,,,
Q38312865,New Directions for Philanthropic Fundraising,慈善募款的新方法,慈善募款的新方法,慈善募款的新方法,,,Scholarly journal,学术期刊,学术期刊,學術期刊,,,0e8ff0ef-40ff-1da6-36eb-9f843dc8d035,New Directions for Philanthropic Fundraising,,,,,,,
Q389936,The American Historical Review,美國歷史評論,美國歷史評論,美國歷史評論,The American Historical Review,The American Historical Review,history journal,,,,Wissenschaftliche Fachzeitschrift,,96A20226-261E-42AC-AD06-D998017F214A,The American Historical Review,,,,,,,
Q4041879,Journal of Biblical Literature,圣经文学杂志,圣经文学杂志,聖經文學雜誌,Journal of Biblical Literature,Journal of Biblical Literature,academic journal,学术期刊,学术期刊,學術期刊,,,3937E6D3-D7CB-4FC4-AA8B-D33793E9A008,Journal of Biblical Literature,,,,,,,
Q4041903,The Journal of Theological Studies,神学研究期刊,神学研究期刊,神學研究期刊,,The Journal of Theological Studies,academic journal,学术期刊,学术期刊,學術期刊,,,65167609-E3B0-4161-A075-C739146F7C42,The Journal of Theological Studies,,,,,,,
Q4051385,HTS Theological Studies/Teologiese Studies,HTS 神学研究,HTS 神学研究,HTS 神學研究,,,academic journal,学术期刊,学术期刊,學術期刊,,,36c6d9a6-4b8f-9c88-e8d6-ae7bdbb1c688,Theological Studies,,,,,,,
Q4051386,Theology Today,今日神学,今日神学,今日神學,,Theology Today,academic journal,学术期刊,学术期刊,學術期刊,,,D7EF2EB1-969D-4FB9-8408-6E40765DCEF4,Theology Today,,,,,,,
Q4903105,Bible Review,圣经评论,圣经评论,聖經評論,,,journal,期刊,期刊,期刊,,,BE697256-7C98-4985-8EE5-6329BE2F67A5,Bible Review,,,,,,,
Q4903257,Biblica,,,,,Biblica,academic journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q4903261,Biblical Archaeology Review,圣经考古学评论,圣经考古学评论,聖經考古學評論,,Biblical Archaeology Review,American academic journal,美国学术期刊,美国学术期刊,美國學術期刊,,,0FEA40FC-ED73-46AC-88BF-15582D65FE7C,Biblical Archaeology Review,,,,,,,
Q4903264,Biblical Interpretation,圣经的诠释,圣经的诠释,聖經的詮釋,,Biblical Interpretation,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,EC691368-8EE5-4CCD-BD44-30AA6CF6E66F,Biblical Interpretation,,,,,,,
Q4903269,Biblical Theology Bulletin,圣经神学公告,圣经神学公告,聖經神學公告,,Biblical Theology Bulletin,academic journal,学术期刊,学术期刊,學術期刊,,,4D00E841-89F7-47F1-AF05-7D4F64E836DD,Biblical Theology Bulletin,,,,,,,
Q4914884,Biography,传记,传记,傳記,,Biography,academic journal published by University of Hawaii,夏威夷大学发行的学术期刊,夏威夷大学发行的学术期刊,夏威夷大學發行的學術期刊,,,C4F38BBF-F282-47B8-BCC3-F26C74590E0A,Biography,,,,,,,
Q4984286,Buddhist-Christian Studies,佛教与基督教研究,佛教与基督教研究,佛教與基督教研究,,,academic journal,学术期刊,学术期刊,學術期刊,,,5218BD68-AEB4-46D8-A2AF-DDC2AD30638E,Buddhist-Christian Studies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q5024509,Calvin Theological Journal,加尔文神学期刊,加尔文神学期刊,加爾文神學期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,9B5FC4FF-999B-448A-AA30-BA4B3C4B227B,Calvin Theological Journal,,,,,,,
Q50426286,Estudos Teológicos,神学研究,神学研究,神學研究,,,Academic journal published in Brazil,巴西发行的学术期刊,巴西发行的学术期刊,巴西發行學術期刊,,,,,,,,,,,
Q50426426,Estudos de Religião,宗教研究,宗教研究,宗教研究,,,Academic journal published by Universidade Metodista de São Paulo,巴西圣保罗卫理教会大学所发行的学术期刊,巴西圣保罗卫理教会大学所发行的学术期刊,巴西聖保羅衛理教會大學所發行的學術期刊,,,,,,,,,,,
Q50432461,Nederduitse Gereformeerde Teologiese Tydskrif,荷兰改革神学期刊,荷兰改革神学期刊,荷蘭改革神學期刊,,,Academic journal published by Stellenbosch University in South Africa,南非斯泰伦博斯大学发行的学术期刊,南非斯泰伦博斯大学发行的学术期刊,南非斯泰倫博斯大學發行的學術期刊,,,,,,,,,,,
Q50434867,XVII-XVIII,,,,,,"Academic journal published by Société d'Etudes Anglo-Américaines des XVIIe et XVIIIe siècles , covering the subjects:  History (General) and history of Europe",,,,,,,,,,,,,,
Q50478535,The Covenant Quarterly,圣约季刊,圣约季刊,聖約季刊,,,"Academic journal published by Covenant Publications , covering the subjects:  Philosophy. Psychology. Religion: Practical Theology",学术期刊,学术期刊,學術期刊,,,2c4319c3-46b8-785c-f0a4-38a4f68a0820,The Covenant Quarterly,,,,,,,
Q5053078,Catholic Biblical Quarterly,天主教圣经季刊,天主教圣经季刊,天主教聖經季刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,8BA0F91A-FB5B-4B31-9ADB-A5A3A47E5204,Catholic Biblical Quarterly,,,,,,,
Q5061045,Central European History,中歐歷史,中歐歷史,,Central European History,Central European History,journal,,,,,,4189CE58-DCA8-42B8-9ABE-A7AB2F2A839B,Central European History,,,,,,,
Q50814896,Studies in Christian-Jewish Relations,基督徒与犹太教徒关系之研究,基督徒与犹太教徒关系之研究,基督徒與猶太教徒關係之研究,,,Academic journal,学术期刊,学术期刊,學術期刊,,,5b57a402-4a8b-7ea5-18ed-fa3a1a9dadff,Studies in Christian-Jewish Relations,,,,,,,
Q50815593,Journal of French and Francophone Philosophy,法国与法文哲学期刊,法国与法文哲学期刊,法國與法文哲學期刊,,,Academic journal published by University of Pittsburgh,皮茨堡大学发行的学术期刊,皮茨堡大学发行的学术期刊,皮茨堡大學發行的學術期刊,,,8c7c18e4-4075-1720-4da1-5f9a332a3469,Journal of French and Francophone Philosophy,,,,,,,
Q50816836,Podium,,,,,,"Academic journal published by Universidade Nove de Julho , covering the subjects:  Geography. Anthropology. Recreation: Recreation. Leisure: Sports",,,,,,,,,,,,,,
Q5123518,City and Community,城市與社區,城市與社區,,,City and Community,journal,,,,wissenschaftliche Fachzeitschrift,,6C1E6F0A-6FF7-4C22-B6FC-DDB91C6C8B8F,City & Community,,,,,,,
Q5146365,College English,大学英语,大学英语,大學英語,,College English,academic journal,,,,,,037CB32E-CD27-4EB6-899D-C9995FEFDB8F,College English,,,,,,,
Q5158991,Concordia Theological Quarterly,协和神学季刊,协和神学季刊,協和神學季刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,CF232E4B-615D-4CF5-ABAE-C73695DDB2D2,Concordia Theological Quarterly,,,,,,,
Q5165005,Contemporary Sociology,,,,,Contemporary Sociology,journal,,,,wissenschaftliche Fachzeitschrift,,E0945CB3-5566-4FE8-A1FC-F2541C8F2F4D,Contemporary Sociology,,,,,,,
Q5188217,CrossCurrents,交流,交流,交流,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,3A379FCC-9F8E-421C-BA0E-54854C72F650,CrossCurrents,,,,,,,
Q5281463,DisciplesWorld,信徒世界,信徒世界,信徒世界,,,magazine,杂志,杂志,雜誌,,,efb12caa-45ae-7901-ba4c-e46c195a7919,DisciplesWorld,,,,,,,
Q5382167,Ephemerides Theologicae Lovanienses,洛瓦尼斯神学报纸,洛瓦尼斯神学报纸,洛瓦尼斯神學報紙,,Ephemerides Theologicae Lovanienses,academic journal,学术期刊,学术期刊,學術期刊,,,,,,,,,,,
Q5419149,Ex Auditu,从聆听中,从聆听中,從聆聽中,,,academic journal,学术期刊,学术期刊,學術期刊,,,,,,,,,,,
Q5421618,Expository Times,解说时代,解说时代,解說時代,,Expository Times,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,D513BEB0-9ABB-49C6-9DB7-6973D174ACB4,Expository Times,,,,,,,
Q5433232,Family Relations,家庭关系,家庭关系,家庭關係,,Family Relations,academic journal,学术期刊,学术期刊,學術期刊,,,150B0136-D7B9-444F-ADBE-900A986BD0C3,Family Relations,,,,,,,
Q5442855,Feminist Criminology,,,,,Feminist Criminology,journal,,,,wissenschaftliche Fachzeitschrift,,8F38DB68-B8D6-4DFC-AF85-FE2B4E36648D,Feminist Criminology,,,,,,,
Q5442869,Feminist Theology,女性主义者的神学,女性主义者的神学,女性主義者的神學,,Feminist Theology,academic journal,学术期刊,学术期刊,學術期刊,,,9D01E3DB-058E-44F7-9138-BF4027042468,Feminist Theology,,,,,,,
Q5448899,Film & History,,,,,Film & History,journal,,,,,,656706B5-6F8E-4FCC-BE01-3CF95D010619,Film & History,,,,,,,
Q5551256,German Studies Review,德国研究评论,德国研究评论,德國研究評論,,German Studies Review,academic journal,学术期刊,学术期刊,學術期刊,,,C412C76E-0ADB-4272-AE15-AF16B2F9B2F0,German Studies Review,,,,,,,
Q5618698,Holocaust and Genocide Studies,,,,,Holocaust and Genocide Studies,international peer-reviewed academic journal,,,,,,AC82BF74-A365-4F26-96FB-F3D3A838E4AE,Holocaust and Genocide Studies,,,,,,,
Q5676604,Harvard Theological Review,哈佛神学评论,哈佛神学评论,哈佛神學評論,,Harvard Theological Review,academic journal,学术期刊,学术期刊,學術期刊,,revue académique,D24248B6-6DA3-443F-A9A0-183F05730AA6,Harvard Theological Review,,,,,,,
Q57070350,,,,,,,,,,,,,,,,,,,,,
Q5715171,Henoch,,,,,Henoch,academic journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q57615071,Critical Research on Religion,宗教上的关键研究,宗教上的关键研究,宗教上的關鍵研究,,Critical Research on Religion,academic journal,学术期刊,学术期刊,學術期刊,,,5acb1c77-443d-c7ba-3952-7035db05ecdb,Critical Research on Religion,,,,,,,
Q589209,Bulletin of the American Schools of Oriental Research,美国学院东方研究的公告,美国学院东方研究的公告,美國學院東方研究的公告,Bulletin of the American Schools of Oriental Research,Bulletin of the American Schools of Oriental Research,academic journal,学术期刊,学术期刊,學術期刊,Wissenschaftliche Fachzeitschrift,,A38D2659-5DBF-48C2-B3E0-D2976ADB03C7,Bulletin of the American Schools of Oriental Research,,,,,,,
Q5957267,Hypatia (journal),,,,Hypatia,Hypatia: A Journal of Feminist Philosophy,journal,,,,,,9B449C94-AB5A-40B4-BBF7-87CA537155DC,Hypatia,,,,,,,
Q6005495,The Historian,,,,,The Historian,journal,,,,,,F077B41A-AC57-4E3A-9B63-43E744E3582B,The Historian,,,,,,,
Q6071283,Irish Theological Quarterly,爱尔兰神学季刊,爱尔兰神学季刊,愛爾蘭神學季刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,B4D3EB8F-01AA-44E8-96D2-8CCDA20F71E5,Irish Theological Quarterly,,,,,,,
Q6087079,Proceedings of the American Philosophical Society,美国哲学学会论文集,美国哲学学会论文集,美國哲學學會論文集,,Proceedings of the American Philosophical Society,academic journal,学术期刊,学术期刊,學術期刊,,,4340A250-E1E3-4816-AABB-5EE677FE9957,Proceedings of the American Philosophical Society,,,,,,,
Q62259203,Journal of Africana Religions,泛非洲宗教期刊,泛非洲宗教期刊,泛非洲宗教期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,5ee42019-40d2-ba3b-2e4f-c52890106e34,Journal of Africana Religions,,,,,,,
Q6294702,Journal for the Scientific Study of Religion,宗教的科学研究期刊,宗教的科学研究期刊,宗教的科學研究期刊,,Journal for the Scientific Study of Religion,academic journal,学术期刊,学术期刊,學術期刊,,,D66195B5-A55C-4A31-B925-F549860CCC33,Journal for the Scientific Study of Religion,,,,,,,
Q6294705,Journal for the Study of the Historical Jesus,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,ECB79613-531C-4984-B5B3-CBCDC83F9D53,Journal for the Study of the Historical Jesus,,,,,,,
Q6294706,Journal for the Study of the New Testament,新约圣经研究期刊,新约圣经研究期刊,新約聖經研究期刊,,Journal for the Study of the New Testament,academic journal,学术期刊,学术期刊,學術期刊,,,1C0F5CCA-7BCB-49E3-9362-A836B50BCDBE,Journal for the Study of the New Testament,,,,,,,
Q6294708,Journal for the Study of the Old Testament,研究旧约圣经的期刊,研究旧约圣经的期刊,研究舊約聖經的期刊,,Journal for the Study of the Old Testament,journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,7AED4508-EEE1-4A11-A80F-361B7004C114,Journal for the Study of the Old Testament,,,,,,,
Q6294865,Journal of Black Studies,黑人研究期刊,黑人研究期刊,,,Journal of Black Studies,journal,,,,wissenschaftliche Fachzeitschrift,,40AF5E4A-9ABC-43D9-9037-7568109AC9EE,Journal of Black Studies,,,,,,,
Q6294876,Journal of British Studies,,,,,Journal of British Studies,journal,,,,wissenschaftliche Fachzeitschrift,,372D8904-1D22-43F9-8488-C5AF6AD28920,Journal of British Studies,,,,,,,
Q6294950,Journal of Church and State,政教期刊,政教期刊,政教期刊,,Journal of Church and State,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,BF3CE8E9-443F-43D1-A72F-FFD2F7C14E9B,Journal of Church and State,,,,,,,
Q6295462,Journal of Lutheran Ethics,,,,,,journal,,,,,,EAAD422A-1403-4C01-9C84-C97C14AC42A4,Journal of Lutheran Ethics,,,,,,,
Q6295487,Journal of Marriage and Family,婚姻与家庭期刊,婚姻与家庭期刊,婚姻與家庭期刊,,Journal of Marriage and Family,academic journal,学术期刊,学术期刊,學術期刊,,,0A4A2992-6811-4496-90EF-FD75A9DA55F2,Journal of Marriage and Family,,,,,,,
Q6295630,Journal of Near Eastern Studies,近东研究期刊,近东研究期刊,近東研究期刊,Journal of Near Eastern Studies,Journal of Near Eastern Studies,academic journal,学术期刊,学术期刊,學術期刊,,,5B39D791-591B-47CE-B162-42C9354FB36A,The Journal of Near Eastern Studies,,,,,,,
Q6295844,Journal of Religion & Health,宗教与健康期刊,宗教与健康期刊,宗教與健康期刊,,Journal of Religion & Health,journal,期刊,期刊,期刊,,,A2301162-1BB7-49B1-A699-296A4FB73B90,Journal of Religion and Health,,,,,,,
Q6295853,Journal of Religious History,宗教历史期刊,宗教历史期刊,宗教歷史期刊,,Journal of Religious History,academic journal,学术期刊,学术期刊,學術期刊,,,8F8B366C-613C-4277-AB44-AC98817F3392,Journal of Religious History,,,,,,,
Q6296105,Journal of the American Oriental Society,美国东方研究社团期刊,美国东方研究社团期刊,美國東方研究社團期刊,,Journal of the American Oriental Society,academic journal,學術期刊,學術期刊,学术期刊,wissenschaftliche Fachzeitschrift,,9C6E10A9-38D6-48D6-B5F6-EB967A48FB76,Journal of the American Oriental Society,,,,,,,
Q635631,Archiv für Orientforschung,东方研究档案,东方研究档案,東方研究檔案,Archiv für Orientforschung,,academic journal,学术期刊,学术期刊,學術期刊,Wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q63871713,Journal of Pastoral Theology,牧会神学期刊,牧会神学期刊,牧會神學期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,4435965C-6184-445C-B13F-2BDEA0E6D7C4,Journal of Pastoral Theology,,,,,,,
Q63871731,Liturgy,崇拜仪式,崇拜仪式,崇拜儀式,,,academic journal,学术期刊,学术期刊,學術期刊,,,331536AB-EC82-4B3A-A9D3-419BAB97A06A,Liturgy,,,,,,,
Q63871802,The Review of Faith & International Affairs,信仰与国际事务评论,信仰与国际事务评论,信仰與國際事務評論,,,academic journal,学术期刊,学术期刊,學術期刊,,,FB17A0EE-7CA3-4F5C-A241-9F648859289C,The Review of Faith & International Affairs,,,,,,,
Q64596209,,,,,,,,,,,,,,,,,,,,,
Q68836075,Social Problems,,,,,,,,,,,,,,,,,,,,
Q6888731,Modern Language Quarterly,,,,,Modern Language Quarterly,journal,,,,wissenschaftliche Fachzeitschrift,,A6408A71-252C-4BCB-9B15-6D466502A71B,Modern Language Quarterly,,,,,,,
Q6888892,Modern Theology,现代神学,现代神学,現代神學,,Modern Theology,academic journal,学术期刊,学术期刊,學術期刊,,,323CFF64-3985-4DB9-8A38-22792A221C4D,Modern Theology,,,,,,,
Q7186211,Philosophy East and West,,,,,Philosophy East and West,journal,,,,,,1D283624-DADA-4701-B56D-E111C7377C9D,Philosophy East and West,,,,,,,
Q7256326,Psychoanalysis and History,,,,Psychoanalysis and History,Psychoanalysis and History,journal,,,,,,322F377B-2405-4BD8-98FC-E00EDFD54206,Psychoanalysis and History,,,,,,,
Q7307444,Reformation,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,F8D4E5A7-2AA0-41B3-A2E1-B9273FA71DF3,Reformation,,,,,,,
Q7311115,Religion,宗教,宗教,宗教,,Religion,academic journal,学术期刊,学术期刊,學術期刊,,,8A2FD8DD-D009-4DBF-9A66-392936537895,Religion,,,,,,,
Q7311312,Religious Studies Review,宗教的研究评论,宗教的研究评论,宗教的研究評論,,,academic journal,学术期刊,学术期刊,學術期刊,,,C093366D-C5E9-4B41-884A-5272935B331B,Religious Studies Review,,,,,,,
Q7437800,Scottish Journal of Theology,苏格兰神学期刊,苏格兰神学期刊,蘇格蘭神學期刊,,Scottish Journal of Theology,academic journal,学术期刊,学术期刊,學術期刊,,,7650E54A-B15F-4EDD-B1B2-CD27DB346250,Scottish Journal of Theology,,,,,,,
Q7500070,Shofar,公羊角：跨领域的犹太研究期刊,公羊角：跨领域的犹太研究期刊,公羊角：跨領域的猶太研究期刊,,Shofar,scholarly journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,32B56570-B399-4012-BBA7-59046B588366,Shofar,,,,,,,
Q7550658,Social Forces,社会力量,社会力量,社會力量,Social Forces,Social Forces,journal,,,,wissenschaftliche Fachzeitschrift,,87069C51-A8D0-464E-93C6-FF124D67D5BA,Social Forces,,,,,,,
Q7552806,Sociological Inquiry,社会学查询,社会学查询,社會學查詢,,Sociological Inquiry,academic journal,学术期刊,学术期刊,學術期刊,,,60EE79EC-54CF-4992-9C71-6E7F071CC3FA,Sociological Inquiry,,,,,,,
Q7578151,Spiritus,精神,精神,精神,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,6B52966F-D790-4DD1-92BC-30D288D0B618,Spiritus,A journal of Christian spirituality,,,,,,
Q7628032,Studia Patristica,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,ABB0FC2D-4AEC-4C06-8583-F7D3F09E3C5B,Studia Patristica,,,,,,,
Q7628082,Studies in World Christianity,世界基督教研究,世界基督教研究,世界基督教研究,,Studies in World Christianity,academic journal,学术期刊,学术期刊,學術期刊,,,43F28A10-B2E1-46DE-B2DB-11E8F71AE92C,Studies in World Christianity,,,,,,,
Q7718432,The Black Scholar,,,,,Black Scholar,journal,,,,wissenschaftliche Fachzeitschrift,,4ACCCB0F-81A4-4575-B050-F7FED38902F5,Black Scholar,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q7743575,The Journal of Ecclesiastical History,,,,,The Journal of Ecclesiastical History,journal,,,,,,DF4C8871-CB63-4632-B8BF-4AD6CAA74C4B,The Journal of Ecclesiastical History,,,,,,,
Q7743622,The Journal of Religion,信仰期刊,信仰期刊,信仰期刊,,The Journal of Religion,academic journal,学术期刊,学术期刊,學術期刊,,,F9353491-68B5-4D8E-9726-ADBAE02A452B,The Journal of Religion,,,,,,,
Q7758505,The Progressive Christian,进步的基督徒,进步的基督徒,進步的基督徒,,,magazine published by United Methodist Church,卫理教会发行的杂志,卫理教会发行的杂志,衛理教會發行的雜誌,,,84EF14FA-2FA9-4449-8482-D8E6B22924C8,The Progressive Christian,,,,,,,
Q7782238,Theology Digest,神学文摘,神学文摘,神學文摘,,,academic journal,学术期刊,学术期刊,學術期刊,,,98B9C0C0-884E-4E2A-AEF7-79BF31513B12,Theology Digest,,,,,,,
Q7899842,Urban Affairs Review,,,,,Urban Affairs Review,journal,,,,wissenschaftliche Fachzeitschrift,,0AC67821-6AC7-491E-B1EC-ABD4F66DA7D9,Urban Affairs Review,,,,,,,
Q7923855,Vetus Testamentum,,,,Vetus Testamentum,Vetus Testamentum,journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q7989227,Westminster Theological Journal,西敏神学期刊,西敏神学期刊,西敏神學期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,F3CC3B9A-D25D-4B91-B7D9-4A8649BD0B15,Westminster Theological Journal,,,,,,,
Q8034888,WorkingUSA,工作美国,工作美国,工作美国,,WorkingUSA,academic journal,学术期刊,学术期刊,學術期刊,Politikzeitschrift,,E122F4AB-8CFA-419C-91E3-C044ECB0BAE8,WorkingUSA,the journal of labor and society,,,,,,
Q8075881,Zygon,接合,接合,接合,,Zygon,academic journal,学术期刊,学术期刊,學術期刊,,,9CF1E9B6-C97E-4096-A5A7-FAD6AE3C0D29,Zygon,,,,,,,
Q88977207,"Women, Gender, and Families of Color",女人，性别，与有色种族家庭,女人，性别，与有色种族家庭,女人，性別，與有色種族家庭,,,academic journal,学术期刊,学术期刊,學術期刊,,,1a9361ef-4bb4-b337-c01e-49f33ac0ebf8,"Women, Gender, and Families of Color",,,,,,,
Q91678397,Journal of theology,神学期刊,神学期刊,神學期刊,,,Academic journal,学术期刊,学术期刊,學術期刊,,,af6bf46e-40fe-bcf0-1a18-9bd57346f415,Journal of theology,,,,,,,
Q93433869,Reflective Practice: Formation and Supervision in Ministry,反思的实践：牧会的建立与管理,反思的实践：牧会的建立与管理,反思的實踐：牧會的建立與管理,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,d9656f3f-490e-228b-79a0-56b88e15275e,Reflective Practice: Formation and Supervision in Ministry,,,,,,,
Q96320826,Hugoye : journal of Syriac studies,,,,,,,,,,,,c424df2c-4d75-c677-8f60-99c080455fb4,Hugoye : journal of Syriac studies,,,,,,,
Q96320924,"Race, Gender & Class: an interdisciplinary journal",种族，性别与阶级：一个跨学科的期刊,种族，性别与阶级：一个跨学科的期刊,種族，性別與階級：一個跨學科的期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,1d12aeb2-484a-9d25-7581-345aacd83e76,"Race, Gender & Class",,,,,,,
Q96329202,Journal of Religion and Abuse,,,,,,,,,,,,43e791f5-40ce-4b59-8d5a-918714876848,Journal of Religion and Abuse,,,,,,,
Q96658010,Reformed Worship,,,,,,scholarly journal,,,,,,72f7072f-47af-2490-fe62-613eb1c9251d,Reformed Worship,,,,,,,
Q96699253,Caminhando,,,,,,,,,,,,,,,,,,,,
Q96701134,Class Race Corporate Power,阶级，种族与财团的权势,阶级，种族与财团的权势,階級，種族與財團的權勢,,,academic journal,学术期刊,学术期刊,學術期刊,,,9980ED51-E2AD-4EEE-BC47-0BCBA1D6E190,"Class, Race and Corporation Power",,,,,,,
Q96703173,Conversations in Religion and Theology,宗教与神学会谈,宗教与神学会谈,宗教與神學會談,,,journal,期刊,期刊,期刊,,,2eb6dd94-4d7a-7536-9ec7-744b70ff6673,Conversations in Religion & Theology,,,,,,,
Q96710822,International Journal of Applied Sociology,,,,,,academic journal,,,,,,3d97a155-4911-f1ae-139a-e323016235bf,International Journal of Applied Sociology,,,,,,,
Q96720788,Kalfou,,,,,,scholar journal,,,,,,652c5ead-4238-2d76-c997-5e4c26d88122,Kalfou,,,,,,,
Q96721542,Kirche und Israel,,,,,,scholarly journal,,,,,,,,,,,,,,
Q96722512,Korean Journal of Christian Counseling,,,,,,academic journal,,,,,,,,,,,,,,
Q96727151,Mandrágora,,,,,,academic journal published by Instituto Ecumenico de Pos-Graduacao em Ciencias da Religiao in Brazil,,,,,,,,,,,,,,
Q96729370,Melilah Manchester Journal of Jewish Studies (1759-1953),,,,,,academic journal,,,,,,f5d31830-4f25-36a5-ec8c-c5c7c3964b22,Mililah,Manchester Journal of Jewish Studies,,,,,,
Q96747411,Faith and Freedom,,,,,,scholarly journal,,,,,,ca35c61d-4c60-f346-71e8-b2127c044962,Faith and Freedom: a journal of progressive religion,,,,,,,
Q96747975,Evangelical Missions Quarterly,福音宣教季刊,福音宣教季刊,福音宣教季刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,c7b35b3f-4a8a-4279-fd11-f85a9bfe951b,Evangelical Missions Quarterly,,,,,,,
Q96748292,Word & Witness,,,,,,scholarly journal,,,,,,aa0549c4-4ea2-b8fe-c0b7-845a4f521f68,Word & Witness,,,,,,,
Q96748674,Family and Community Ministries: Empowering through Faith,,,,,,scholarly journal,,,,,,1c9b978e-48ba-c60f-e55b-d249c9e935a9,Family and Community Ministries: Empowering through Faith,,,,,,,
Q96748958,Insights,慧眼,慧眼,慧眼,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,55fcdd81-4985-d516-bf99-23a3a031997f,Insights : a journal of the faculty of Austin Seminary.,,,,,,,
Q96757401,Journal of Family Ministry,家庭牧养期刊,家庭牧养期刊,家庭牧養期刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,481e6e37-43d2-a71b-2ef7-c66b57226adc,Journal of Family Ministry,,,,,,,
Q96758104,The African American Pulpit,,,,,,scholarly journal,,,,,,1e7ebb90-4060-b475-63ba-136478366bc3,The African American Pulpit,,,,,,,
Q96758245,Biblical Preaching Journal,,,,,,scholarly journal,,,,,,e247b3ef-4a6d-5485-4a5a-0ae4b1144329,Biblical Preaching Journal,,,,,,,
Q96758266,Consensus: a Canadian Lutheran journal of theology,,,,,,scholarly journal,,,,,,9bed36e1-49ed-0aca-f3ba-ac26026597e2,Consensus: a Canadian Lutheran journal of theology,,,,,,,
Q96758670,philoSOPHIA,,,,,,scholarly journal,,,,,,,,,,,,,,
Q96775368,The North Star,,,,,,scholarly journal,,,,,,5da1ea57-4482-2aa2-f56f-b12470c51622,The North Star,,,,,,,
Q96912729,Hebrew annual review: a journal of studies of Hebrew language and literature,希伯来文年度评论：研究希伯来语言与文学的期刊,希伯来文年度评论：研究希伯来语言与文学的期刊,希伯来文年度评论：研究希伯来语言与文学的期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,a52426e2-4468-de52-b0ea-309fd92cbbba,Hebrew annual review,A journal of studies of Hebrew language and literature,,,,,,
Q96913548,The Asbury Journal,,,,,,academic journal,,,,,,ffdab71f-48f0-fb38-208b-db9d70e5ca09,The Asbury Journal,,,,,,,
