qid,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,Deborah with her Lyre,, stained glass by artist unknown,,56000,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,1550-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56000,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56000,,2022-04-04,,,,,,,,,,,,Paris Saint-Germain-l'Auxerrois245.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56000,,2022-04-04,,,,,,,,
,Deborah with weapons and palm tree,"Cathedral Basilica of Saint Clement, Tenancingo, Mexico State, Mexico","ceramics by artist unknown, photo by Enrique López-Tamayo Biosca",,56001,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q13464614,,,,,,,,,,,,,,,,,,,,,,,Q96,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56001,,2022-04-04,,,,,,,,,,,,"Cathedral Basilica of Saint Clement, Tenancingo, Mexico State, Mexico04.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56001,,2022-04-04,,,,,,,,
,Her Secret is Patience,"Officially titled Her Secret Is Patience, it is better known by Sky Bloom. Civic Space Park Downtown Phoenix",fiber art by Janet Echelman,,56007,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q5446356,,,,,,,,2009-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56007,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56007,,2022-04-04,,,,,,,,,,,,Her Secret Is Patience in Phoenix Downtown Civic Space.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56007,,2022-04-04,,,,,,,,
,Iglesia de Santo Domingo,"The Coricancha (from the Quechua words Quri Kancha meaning 'Golden Courtyard'), originally named Inti Kancha  (' Temple of the Sun') was the most important temple in the Inca Empire, dedicated primarily to Inti, the Sun God. It was one of the most revered and respected temples of the city of Cusco, Peru. The walls and floors were once covered in sheets of solid gold, and the courtyard was filled with golden statues. Spanish reports tell of its opulence that was 'fabulous beyond belief'. The majority of the gold collected to fill the ransom room for the Inca Atahualpa was collected from Coricancha. The Church of Santo Domingo was built on the site, using the ruined foundations of the temple that was flattened by the Spanish in the 17th century, and is a fine example of where Inca stonework has been incorporated into the structure of a colonial building. Major earthquakes have severely damaged the church, but the Inca stone walls, built out of huge, tightly-interlocking blocks of stone, still stand thanks to the sophisticated stone masonry. Nearby is an underground archaeological site museum containing a number of interesting pieces, including mummies, textiles and sacred idols.","architectural structure by artist unknown, photo by Jorge Láscar",,56015,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56015,,2022-04-04,,,,1650-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56015,,2022-04-04,,,Q419,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56015,,2022-04-04,,,,,,,,,,,,Lascar La iglesia de Santo Domingo built on the ruins of The Coricancha temple (Cuzco) (4577531523).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56015,,2022-04-04,,,,,,,,
,"Louis IX of France washing a poor man's feet, and feeding the poor","Louis IX of France washing a poor man's feet, and feeding the poor. ( British Library, Royal 16 G VI  f. 422)",manuscript by artist unknown,,56054,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56054,,2022-03-30,,,,1341-01-01T00:00:00Z,9,,1332-01-01T00:00:00Z,9,,1350-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56054,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56054,,2022-03-30,,,,,,,,,,,,Louis9+Poor.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56054,,2022-03-30,,,,,,,,
,Neon Music Sign,Neon music sign,"graphic art by artist unknow, photo by Nevit Dilmen",,56055,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q911059,,,,,,,,2005-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56055,,2022-03-30,,,,,,,,,,,,,,,,,,,Music 01754.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56055,,2022-03-30,,,,,,,,
,Soup Kitchen for the Jewish Poor,"Soup Kitchen for the Jewish Poor, Brune Street, London Inscription above the doorway of the Soup Kitchen for The Jewish Poor.
Set up to feed the poor Jewish immigrants who had fled from Tsarist Russian persecution and pogroms following the anti-Semitic May Laws in the 1880s. Over the main door is a sculpture showing a large soup tureen, and below this is the Jewish year date and the Gregorian year of the opening of the building. If one only reads the inscriptions to the left of the date, they read: ""Way Out Soup Kitchen.""; but in 1902 this would not have raised a smile. The building has been subdivided to make flats.","architectural structure by artist unknown, photo by Christine Matthews",,56060,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56060,,2022-03-30,,,,1902-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56060,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56060,,2022-03-30,,,,,,,,,,,,"Soup Kitchen for the Jewish Poor, Brune Street, London - geograph.org.uk - 984504.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56060,,2022-03-30,,,,,,,,
,Baptism of Christ,"Momo (NO), oratory of the Holy Trinity, Baptism of Jesus, Giovanni and Francesco Cagnola (?), end of XV century - beginning of XVI century",fresco by Giovanni and Francesco Cagnola,,56071,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56071,,2022-03-30,,,,1500-01-01T00:00:00Z,7,,1450-01-01T00:00:00Z,7,,1550-01-01T00:00:00Z,7,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56071,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56071,,2022-03-30,,,,,,,,,,,,Momo Chiesa SS Trinità Battesimo.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56071,,2022-03-30,,,,,,,,
,Baptism of Christ,"Relief panel with scenes from the life of Christ (Massacre of the Innocents; Baptism of Christ; Marriage at Cana); Ivory; Rome or Milan, 1st third of 5th century AD. Museum für Byzantinische Kunst (Inv. no. 2719; acquired in 1902; Mallet collection), Bode-Museum, Berlin.",carving by artist unknown; photo: Andreas Praefcke,,56073,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q97570030,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56073,,2022-03-30,,,,0450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56073,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56073,,2022-03-30,,,,,,,,,,,,Relieftafel Szenen aus dem Leben Christi.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56073,,2022-03-30,,,,,,,,
,Altar of Keur Moussa Abbey,Altar of Keur Moussa Abbey (Senegal),mural by Father George Saget,,56076,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56076,,2022-03-30,,,,1963-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56076,,2022-03-30,,,,,,,,,,,,,,,,,,,KeurMoussaAutel.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56076,,2022-03-30,,,,,,,,
,"Faith, Hope, Love and Sophia","Rilla Monastery - еxternal мurals - lunette with icon of martyrs Faith, Hope, Love, and Sofia This is a photo of a monument in Kyustendil in Bulgaria identified by the ID 10/e-154",mural by artist unknown,,56082,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56082,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56082,,2022-03-30,,,,,,,,,,,,,,,,,,,RillaMonasteryExternalMuralsLunetteMartyrsFaithHopeLoveSofia.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56082,,2022-03-30,,,,,,,,
,Purification and the Presentation in the Temple,,manuscript by artist unknown,,56083,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,,,,,,,1510-01-01T00:00:00Z,9,,,,,,,Q5727902,,https://commons.wikimedia.org/wiki/File:La_Purification_ou_la_Pr%C3%A9sentation_au_Temple.jpg,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56083,,2022-03-30,,,,,,,,,,,,La Purification ou la Présentation au Temple.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56083,,2022-03-30,,,,,,,,
,Jailed Christ,"Weingarten, Museum für Klosterkultur Andachtsbild „Gefesselter Christus“, Oberschwaben um 1720 (eventuell Kloster Baindt)","painting by artist unknown, photo by Photo: Andreas Praefcke",,56094,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56094,,2022-03-30,,,,1720-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56094,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56094,,2022-03-30,,,,,,,,,,,,Andachtsbild Gefesselter Christus c1720 MfK Wgt.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56094,,2022-03-30,,,,,,,,
,"Ash Wednesday bags, for ashes","Ash Wednesday bags, made by the organisation Sóley and frends for Ash Wednesday celebration in Iceland, Reykjavík, 2011. Íslenska: Öskudagspokar saumaðir af samtökunum Sóley og félagar á Íslandi, mynd tekin árið 2011.",liturgicl object by Soley and Friends Organization,,56098,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q21818579,,,,,,,,2011-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56098,,2022-03-30,,,,,,,,,,,,,,,,,,,Oskudagspokar.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56098,,2022-03-30,,,,,,,,
,Children,Children sculpture in Donostia,sculpture by Fernando López Hernández,,56106,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56106,,2022-03-30,,,,1992-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56106,,2022-03-30,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56106,,2022-03-30,,,,,,,,,,,,Zubimusu 001.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56106,,2022-03-30,,,,,,,,
,Children Climbing Stairs,zh:深圳 福田區,sculpture by artist unknown,,56108,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56108,,2022-03-30,,,,2050-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56108,,2022-03-30,,,Q148,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56108,,2022-03-30,,,,,,,,,,,,SZ Tour 深圳園博園 Shenzhen International Garden and Flower Expo Park sculptures children visitors Aug-2010.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56108,,2022-03-30,,,,,,,,
,Father of These Children...,"San Francisco, California. The father of these children is being held as a dangerous enemy alien. . . .",photograph by Dorothea Lange,,56109,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56109,,2022-03-30,,,,1945-01-01T00:00:00Z,9,,1944-01-01T00:00:00Z,9,,1946-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56109,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56109,,2022-03-30,,,,,,,,,,,,"San Francisco, California. The father of these children is being held as a dangerous enemy alien. . . . - NARA - 536456.tif",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56109,,2022-03-30,,,,,,,,
,Christ Calling the First Disciples,"UploadWizard photos of 1879 San Pedro Bautista Parish of Candelaria, Our Lady of Candles (Nuestra Señora de la Candelaria) Candelaria, Quezon [1] 4323 Quezon it belongs to the Roman Catholic Diocese of Lucena [2] Episcopal District of Saint Mark Vicariate of Saint Philip [3] - belongs to the Roman Catholic Diocese of Lucena [4] [5] [6] [7] Episcopal District of St. Mark Episcopal Vicar: Msgr. Dennis M. Imperial, P.C. Vicar Forane: Father Alberto J. Aller Canonical Erection: 1884 Titular: San Pedro Bautista Parochial Feast: February 5 Parish Priest: Msgr. Dennis M. Imperial, P.C. Parochial Vicars: Father Ronaldo DC. Silva. [8] Saint Peter Baptist Parish Church / Parokya ni San Pedro Bautista / Simbahan ng Candelaria Quezon / Our Lady of Candelaria Church (Candelaria, Quezon) one of the oldest churches built by the Franciscan friars in Quezon; the last oldest church built during 18th century made of cogon built in 1879. In 1884, Candelaria, Quezon declared as Pueblo y Parroqia [9] [10] [11] [12] 13° 55' 46.52"" N  121° 25' 29.05"" E  - Candelaria, Quezon [13] The Municipality of Candelaria (Filipino: Bayan ng Candelaria) is a first class municipality in the province of Quezon, [14] Philippines; (2010 census, it) has a population of 110,570, it has a total area of 175 km².","sculpture by artist unknown, photo by Ramon FVelasquez",,56123,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56123,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56123,,2022-03-30,,,,,,,,,,,,,,,,,,,CandelariaChurchjf1988 08.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56123,,2022-03-30,,,,,,,,
,Miraculous Draught of Fish,"sculpture ""Miraculous Draught of Fish"" by Frans Gast in 1964 at the  Tamboersdijk Utrecht Nederlands: beeld ""wonderbaarlijke visvangst"" door Frans Gast in 1964, Tamboersdijk Utrecht",sculpture by Frans Gast,,56124,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56124,,2022-03-30,,,,1964-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56124,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56124,,2022-03-30,,,,,,,,,,,,Wonderbaarlijke visvangst.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56124,,2022-03-30,,,,,,,,
,Peter's Denial,,painting by Follower of Gerard Seghers,,56128,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56128,,2022-03-30,,,,1628-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56128,,2022-03-30,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Flemish_Denial_of_Saint_Peter.jpg,,2022-03-30,,,Flemish Denial of Saint Peter.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56128,,2022-03-30,,,,,,,,
,Blessing of First Fruits on the Great Feast of the Transfiguration of Jesus,"Produce laid on an altar for the Blessing of First Fruits on the Great Feast of the Transfiguration of Jesus, taken in a Japanese Orthodox church, 2008. 日本語: 主の顕栄祭 に用意された果物。 正教会 の顕栄祭では果物（主に葡萄）を成聖する習慣がある。 日本正教会 の聖堂で撮影。","liturgical object, photo by Kliment A. K. S.",,56135,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q21818579,,,,,,,,2008-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56135,,2022-03-30,,,Q17,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56135,,2022-03-30,,,,,,,,,,,,Fruits Transfiguration jp.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56135,,2022-03-30,,,,,,,,
,"Christ, Light of the Nations","Christ, Light of the Nations Parish Church Barangay Pio, Porac, Pampanga - Model Community Resettlement Center Vicariate of the Sacred Heart Roman Catholic Archdiocese of San Fernando .",mural by artist unknown,,56142,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jf3049Christ Light Nations Church Porac Pampangafvf 35.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56142,,2022-03-30,,,,,,,,
,WEAK!,"Bug Dome by the WEAK! (Hsieh Ying-chun, Marco Casagrande, Roan Ching-yueh) at the SZHK Biennale 2009.",architectural structure by Hsieh Ying-chun and Roan Ching-yueh Marco Casagrande,,56144,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56144,,2022-03-30,,,,2009-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56144,,2022-03-30,,,Q148,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56144,,2022-03-30,,,,,,,,,,,,Bug Dome by WEAK!.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56144,,2022-03-30,,,,,,,,
,Trinity,Arxina / Stonemason,photograph by Noel Feans,,56146,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q97570030,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56146,,2022-03-30,,,,2011-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56146,,2022-03-30,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56146,,2022-03-30,,,,,,,,,,,,"Canteiro en Berres, A Estrada.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56146,,2022-03-30,,,,,,,,
,Trinity,"Nederlands: Detail van een kazuifel van het Hilversumse atelier J.L. Sträter, ca. 1950-1955",garment by Louis Joseph Strater,,56147,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q11460,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56147,,2022-03-30,,,,1952-01-01T00:00:00Z,9,,1950-01-01T00:00:00Z,9,,1955-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56147,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56147,,2022-03-30,,,,,,,,,,,,Detail kazuifel J.L. Sträter drie-eenheid.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56147,,2022-03-30,,,,,,,,
,Raising of the Son of the Widow of Nain,Nain widow's son is resurrected by Christ - mosaic in Monreale Cathedral,mosaic by artist unknown,,56149,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56149,,2022-03-30,,,,1180-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56149,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56149,,2022-03-30,,,,,,,,,,,,Nain widow's son is resurrected by Christ.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56149,,2022-03-30,,,,,,,,
,Raising of the Son of the Widow of Nain,,"sculpture by artist unknown, photo by Bischöfliche Pressestelle Hildesheim (bph)",,56150,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56150,,2022-03-30,,,,1015-01-01T00:00:00Z,9,,1010-01-01T00:00:00Z,9,,1020-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56150,,2022-03-30,,,,,,,,,,,,,,,,,,,Christussäule 8.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56150,,2022-03-30,,,,,,,,
,Raising of the Son of the Widow of Nain and other healings,,sculpture by Augustin Alois Probst,,56156,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56156,,2022-03-30,,,,1976-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56156,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56156,,2022-03-30,,,,,,,,,,,,"Brixen, Krippenmuseum 07.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56156,,2022-03-30,,,,,,,,
,"Anointing the Feet of Jesus in the House of Simon, the Pharisee",Magdalene Altar,painting by Lukas Moser,,56159,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56159,,2022-03-30,,,,1431-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56159,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56159,,2022-03-30,,,,,,,,,,,,Lucas Moser 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56159,,2022-03-30,,,,,,,,
,"Anointing the Feet of Jesus in the House of Simon, the Pharisee",,stained glass by artist unknown,,56160,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,1550-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56160,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56160,,2022-03-30,,,,,,,,,,,,Triel Saint-Martin Vitrail 14 692.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56160,,2022-03-30,,,,,,,,
,Elijah on Mount Carmel,Bad Doberan ( Mecklenburg ). Minster: Altar of Cross - Christ side ( 1370s ): Relief of Elijah praying on Mount Carmel.,"sculpture by artist unknown, photo by Wolfgang Sauber",,56193,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56193,,2022-03-30,,,,1370-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56193,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56193,,2022-03-30,,,,,,,,,,,,Doberan Münster - Kreuzaltar Christusseite 2 Elias Karmel.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56193,,2022-03-30,,,,,,,,
,Paz -- Peace,Contribution made to the Community Health learning campaign,drawing by Emnamizouni,,56198,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q93184,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56198,,2022-03-30,,,,2015-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56198,,2022-03-30,,,,,,,,,,,,,,,,,,,Paz peace.png,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56198,,2022-03-30,,,,,,,,
,Turtle Peace Labyrinth,"The Turtle Peace Labyrinth at the Teaneck Creek Conservancy, Ariane Burgess.",labyrinth by Ariane Burgess,,56199,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,,,,,,,,,,,,,,,,,,,,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56199,,2022-03-30,,,,,,,,,,,,Turtle Peace Labyrinth.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56199,,2022-03-30,,,,,,,,
