qid,label,title1,language1,probability1
Q103551063,Illustration from La Mottes' Fables,Illustration from La Mottes' Fables,fr,0.857139042231258
Q103551073,Interior,Interior,it,0.999994648109749
Q103551099,Pig,Pig,tl,0.999999368420216
Q103551102,Relics,Relics,ca,0.857135681217423
Q103551189,"Windowpiece for Peninsula, Stadskantoor Eindhoven","Windowpiece for Peninsula, Stadskantoor Eindhoven",en,0.571425753977729
Q104013534,Frontispiece from Port d'Eaux-mortes,Frontispiece from Port d'Eaux-mortes,fr,0.999995845621303
Q104013542,In Texas,In Texas,en,0.999995744495791
Q104013550,Jazz Greats,Jazz Greats,de,0.999995865995033
Q104017128,River Sunset,River Sunset,no,0.999992526425925
Q104017130,Scene in Florida,Scene in Florida,it,0.52989270835773
Q104017133,Winter Landscape,Winter Landscape,de,0.857139027235847
Q104030926,Airlines Poster,Airlines Poster,de,0.999995028235308
Q104030927,Airlines Poster,Airlines Poster,de,0.999992971575611
Q104030928,Allegorical Scene,Allegorical Scene,it,0.999996265053784
Q104030929,Allegorical Scene,Allegorical Scene,it,0.999994568980122
Q104030938,Bed,Bed,de,0.99999463907272
Q104030939,Bed,Bed,de,0.99999469872584
Q104030940,Big Game,Big Game,de,0.999994361608667
Q104030941,Big Game,Big Game,de,0.857139069683853
Q104030942,Bizen ware rice bowl,Bizen ware rice bowl,en,0.99984720341351
Q104030943,Bizen ware rice bowl,Bizen ware rice bowl,en,0.857138892639815
Q104030954,Bottle,Bottle,hu,0.714284421160849
Q104030955,Bottle,Bottle,hu,0.857139291034104
Q104030956,Bowl,Bowl,so,0.999996149472542
Q104030957,Bowl,Bowl,so,0.999998700428652
Q104030958,Bowl,Bowl,so,0.999997053938712
Q104030959,Bowl,Bowl,so,0.999995840630527
Q104030960,Bowl,Bowl,so,0.857139527186694
Q104030961,Bowl (Kutani ware),Bowl (Kutani ware),sw,0.999997491778414
Q104030963,Bowl (Kutani ware),Bowl (Kutani ware),sw,0.999995616236663
Q104030965,Bowl (Kutani ware),Bowl (Kutani ware),sw,0.999996844485566
Q104030966,Bowl (Kutani ware),Bowl (Kutani ware),sw,0.999996395749384
Q104030967,Bowl (Sawankhalok ware),Bowl (Sawankhalok ware),so,0.999994968304789
Q104030968,Bowl (Sawankhalok ware),Bowl (Sawankhalok ware),so,0.999996230689862
Q104030986,Bronze plaque with inscription,Bronze plaque with inscription,en,0.999995990305353
Q104030990,Bronze weight with inscription,Bronze weight with inscription,en,0.857140480267258
Q104030993,Buddhist Celestial Being,Buddhist Celestial Being,de,0.714281810768993
Q104030995,Buddhist Celestial Being,Buddhist Celestial Being,en,0.571427889885016
Q104031914,Cloisonne candlestick,Cloisonne candlestick,fr,0.999996696326708
Q104031915,Cloisonne candlestick,Cloisonne candlestick,fr,0.999995942482638
Q104031926,Coin,Coin,en,0.857138370282435
Q104031934,Coin,Coin,en,0.999995364280797
Q104031935,Coin,Coin,en,0.999994818116011
Q104031937,Composition,Composition,it,0.857137053395209
Q104031940,Cup,Cup,ro,0.999996075935195
Q104031941,Cup,Cup,ro,0.999993987803688
Q104031944,"Don Kunkel, Galeria Carl van der Voort, Ibiza","Don Kunkel, Galeria Carl van der Voort, Ibiza",nl,0.999994701780517
Q104031945,"Don Kunkel, Galeria Carl van der Voort, Ibiza","Don Kunkel, Galeria Carl van der Voort, Ibiza",nl,0.999995527978892
Q104031962,Fabric,Fabric,pt,0.999502887523536
Q104031963,Fabric,Fabric,pt,0.999991877861284
Q104031965,Fashion,Fashion,en,0.571426830139066
Q104031966,Fashion,Fashion,sw,0.571426819992023
Q104031967,Female Ancestral Portrait,Female Ancestral Portrait,fr,0.571428448241586
Q104031970,Female funerary figure,Female funerary figure,en,0.571427376564282
Q104031972,Female funerary figure,Female funerary figure,ro,0.382342412381864
Q104031974,Figure,Figure,de,0.999996522163848
Q104031976,Figure,Figure,de,0.999996029966271
Q104031977,Figure,Figure,de,0.9999938354636
Q104031978,Figure,Figure,de,0.999995827538223
Q104031979,Figure,Figure,de,0.8571374113667
Q104031980,Figure,Figure,de,0.999997107929888
Q104031983,Figure with slit-like eyes,Figure with slit-like eyes,en,0.571427009717855
Q104031984,Figure with slit-like eyes,Figure with slit-like eyes,af,0.571429198892174
Q104031985,Figure with slit-like eyes,Figure with slit-like eyes,en,0.857140713736608
Q104031986,Figurine,Figurine,de,0.999995597209934
Q104031987,Figurine,Figurine,de,0.999995186604304
Q104031990,Flea Market,Flea Market,en,0.714281448979821
Q104031991,Flea Market,Flea Market,en,0.675490619491207
Q104031993,Flower basket,Flower basket,en,0.571424830685021
Q104031994,Flower basket,Flower basket,no,0.714279326017281
Q104031995,Folding fan,Folding fan,da,0.714282202679739
Q104031996,Folding fan,Folding fan,da,0.857137060238374
Q104031997,Folding fan,Folding fan,da,0.999993873177076
Q104031998,Folding fan,Folding fan,da,0.999993367073149
Q104031999,Folding fan,Folding fan,da,0.857140263453588
Q104032004,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.714284385087623
Q104032006,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571427315131057
Q104032007,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571427606958625
Q104032008,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.999996506899309
Q104032009,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571428121617269
Q104032010,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.57142715542823
Q104032011,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.714283764866584
Q104032012,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.999992870614538
Q104032014,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.571429335286027
Q104032015,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.71428194797158
Q104032016,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571428947909368
Q104032017,"From Galería Carl Van der Voort, Mini Collección","From Galería Carl Van der Voort, Mini Collección",ca,0.714285196248709
Q104032018,"From Galería Carl Van der Voort, Mini Collección","From Galería Carl Van der Voort, Mini Collección",ca,0.714283289833015
Q104032064,From: Summer Suite,From: Summer Suite,af,0.999997325780399
Q104032066,From: Summer Suite,From: Summer Suite,af,0.999996544723179
Q104032067,Gypsy Encampment,Gypsy Encampment,es,0.571185582437463
Q104032075,Head of Buddha,Head of Buddha,en,0.714284703337496
Q104032078,"Homely Girl, A Life","Homely Girl, A Life",en,0.714282785406856
Q104032079,"Homely Girl, A Life","Homely Girl, A Life",en,0.71428313285259
Q104032080,"Homely Girl, A Life","Homely Girl, A Life",en,0.571428972359291
Q104032081,"Homely Girl, A Life","Homely Girl, A Life",en,0.714284358833971
Q104032082,"Homely Girl, A Life","Homely Girl, A Life",en,0.857137364246994
Q104032084,"Homely Girl, A Life","Homely Girl, A Life",en,0.857142168960246
Q104032086,"Homely Girl, A Life","Homely Girl, A Life",en,0.571424745337823
Q104032087,Horse,Horse,no,0.857139856319876
Q104032088,Horse,Horse,no,0.999994220206276
Q104032089,Horse,Horse,no,0.714242589395225
Q104032090,Horse and Rider,Horse and Rider,da,0.571430000108434
Q104032095,Jane Holzer,Jane Holzer,de,0.999996036478138
Q104032096,Jane Holzer,Jane Holzer,de,0.999993758584883
Q104032113,Jug,Jug,id,0.999992547954692
Q104032116,Jug,Jug,id,0.999992655570824
Q104032121,Kogo (Incense Container),Kogo (Incense Container),en,0.71428421215085
Q104032125,Landscape,Landscape,ca,0.571427788278834
Q104032169,Lunar Circuit II,Lunar Circuit II,ro,0.714284757831595
Q104032170,Martin Blinder,Martin Blinder,de,0.999995636089042
Q104032171,Martin Blinder,Martin Blinder,de,0.999994478651066
Q104032173,Martin Blinder,Martin Blinder,de,0.999994897961745
Q104032175,Mercury,Mercury,en,0.999995522337473
Q104032176,Mercury,Mercury,en,0.999997335912565
Q104032181,Miniature woven basket,Miniature woven basket,en,0.999995469382221
Q104032199,Nude Model (Male),Nude Model (Male),es,0.857139000008914
Q104032200,Nude Model (Male),Nude Model (Male),es,0.999995678612827
Q104032202,Nude Model (Male),Nude Model (Male),es,0.857137496116865
Q104032203,Nude Model (Male),Nude Model (Male),es,0.999992753923481
Q104032204,Nude Model (Male),Nude Model (Male),es,0.855644783764667
Q104032210,Opium weights,Opium weights,de,0.99999627498466
Q104032212,Opium weights,Opium weights,de,0.999995340492791
Q104032214,Opium weights,Opium weights,de,0.999996460047758
Q104032215,Opium weights,Opium weights,de,0.999996382367022
Q104032216,Opium weights,Opium weights,de,0.999996920305466
Q104032236,Pitcher,Pitcher,de,0.999994647649653
Q104032237,Pitcher,Pitcher,de,0.999994798592003
Q104032238,Pitcher,Pitcher,de,0.857140491181149
Q104032240,Pitcher,Pitcher,de,0.999995191662511
Q104032244,"Portrait of a Cavalier, from the series Le Jardin de la Noblesse Françaises","Portrait of a Cavalier, from the series Le Jardin de la Noblesse Françaises",fr,0.999996652570106
Q104032246,"Portrait of a Cavalier, from the series Le Jardin de la Noblesse Françaises","Portrait of a Cavalier, from the series Le Jardin de la Noblesse Françaises",fr,0.714284374369979
Q104032264,Pot shard,Pot shard,sq,0.999995779489871
Q104032265,Pot shard,Pot shard,sq,0.999996998904639
Q104032267,"Quartet, Galeria Carl van der Voort, Ibiza","Quartet, Galeria Carl van der Voort, Ibiza",nl,0.999995451999262
Q104032268,"Quartet, Galeria Carl van der Voort, Ibiza","Quartet, Galeria Carl van der Voort, Ibiza",nl,0.857140189642333
Q104032269,"Quartet, Galeria Carl van der Voort, Ibiza","Quartet, Galeria Carl van der Voort, Ibiza",nl,0.857138683286332
Q104032270,"Quartet, Galeria Carl van der Voort, Ibiza","Quartet, Galeria Carl van der Voort, Ibiza",nl,0.999994454966267
Q104032273,Red vase,Red vase,et,0.999996121825102
Q104032275,Red vase,Red vase,et,0.99999510305112
Q104032276,Reimer Claussen,Reimer Claussen,de,0.999996036443545
Q104032278,Reimer Claussen,Reimer Claussen,de,0.999995431908942
Q104032279,Reimer Claussen,Reimer Claussen,de,0.999996669942024
Q104032280,Reimer Claussen,Reimer Claussen,de,0.999995728192901
Q104032281,Reimer Claussen,Reimer Claussen,de,0.999996613428179
Q104032282,Reimer Claussen,Reimer Claussen,de,0.999995976870127
Q104032284,Reimer Claussen,Reimer Claussen,de,0.999996575725823
Q104032301,Saying Grace,Saying Grace,en,0.571427510129865
Q104032302,Saying Grace,Saying Grace,en,0.714284799098316
Q104032303,Scroll weights,Scroll weights,en,0.999996657925422
Q104032304,Scroll weights,Scroll weights,en,0.857141622536017
Q104032307,Sean McKeon,Sean McKeon,id,0.999997085979005
Q104032308,Sean McKeon,Sean McKeon,id,0.999996713253425
Q104032309,Sean McKeon,Sean McKeon,id,0.71428259434451
Q104032331,Shield,Shield,de,0.999995588025385
Q104032334,Shield,Shield,de,0.999995412331947
Q104032336,Shield,Shield,de,0.99999495545114
Q104032337,Shield,Shield,de,0.999995033636298
Q104032340,Shield,Shield,de,0.99999529781168
Q104032426,Standing female figure,Standing female figure,en,0.999994256262363
Q104032457,Standing figure,Standing figure,en,0.857139326356044
Q104032460,Standing figure,Standing figure,en,0.714282334164477
Q104032464,Standing figure,Standing figure,en,0.999994892437858
Q104032468,Standing figure,Standing figure,en,0.571426874069469
Q104032497,Standing male figure,Standing male figure,en,0.99999422627749
Q104032503,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),it,0.571426631074722
Q104032507,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),en,0.571427377124611
Q104032510,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),it,0.714285105797348
Q104032514,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),en,0.571426724519208
Q104032519,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),en,0.714282638373132
Q104032522,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),it,0.57142719494545
Q104032525,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),it,0.571425442207733
Q104032529,Stencil pattern for Kimono (Shibori designs),Stencil pattern for Kimono (Shibori designs),en,0.571427103507351
Q104032542,Stone artifact,Stone artifact,en,0.999995075876272
Q104032558,Sugar bowl with lid,Sugar bowl with lid,en,0.857140301063208
Q104032561,Sugar bowl with lid,Sugar bowl with lid,cy,0.85714012016638
Q104032591,Teapot,Teapot,ro,0.999995220845756
Q104032594,Teapot,Teapot,ro,0.999996084137829
Q104032598,Teapot,Teapot,ro,0.99999816425166
Q104032601,Teapot,Teapot,ro,0.999995692606356
Q104032604,Teapot,Teapot,ro,0.999996310220716
Q104032614,The Anglers,The Anglers,en,0.999995990344595
Q104032618,The Anglers,The Anglers,en,0.999998452247059
Q104032655,The Smoking Room,The Smoking Room,en,0.999998508751819
Q104032693,Uchiwa (flat fan),Uchiwa (flat fan),sw,0.999998296327666
Q104032695,Uchiwa (flat fan),Uchiwa (flat fan),sw,0.857142505061522
Q104032699,Uchiwa (flat fan),Uchiwa (flat fan),sw,0.999998418677758
Q104032704,Uchiwa (flat fan),Uchiwa (flat fan),sw,0.857139935198629
Q104032708,Uchiwa (flat fan),Uchiwa (flat fan),sw,0.999999004308588
Q104032722,Unidentified Man (Grey Blazer),Unidentified Man (Grey Blazer),en,0.714281904286304
Q104032724,Unidentified Man (Grey Blazer),Unidentified Man (Grey Blazer),en,0.714282576210134
Q104032727,Unidentified Man (Grey Blazer),Unidentified Man (Grey Blazer),en,0.857141101733036
Q104032728,Unidentified Man (Grey Blazer),Unidentified Man (Grey Blazer),en,0.71428382918755
Q104032729,Unidentified Man (Grey Blazer),Unidentified Man (Grey Blazer),en,0.857139294629194
Q104032785,Untitled,Untitled,en,0.99999516771581
Q104032933,Untitled,Untitled,en,0.999994483478431
Q104033020,"Untitled from ""Danse Macabre""","Untitled from ""Danse Macabre""",en,0.999995170893655
Q104033068,"Untitled from ""Danse Macabre""","Untitled from ""Danse Macabre""",en,0.999996944962342
Q104033076,Untitled from L'Histoire de France,Untitled from L'Histoire de France,en,0.857139056557769
Q104033078,Untitled from L'Histoire de France,Untitled from L'Histoire de France,en,0.571425380844343
Q104033081,Untitled from L'Histoire de France,Untitled from L'Histoire de France,en,0.714286544698578
Q104033111,Vase,Vase,et,0.999996348440793
Q104033112,Vase,Vase,et,0.999995815950284
Q104033114,Vermeer Series: Study for Requiem,Vermeer Series: Study for Requiem,en,0.714281848407884
Q104033115,Vermeer Series: Study for Requiem,Vermeer Series: Study for Requiem,en,0.857137941060477
Q104033116,Village Romance,Village Romance,it,0.857140263222681
Q104033117,Village Romance,Village Romance,it,0.857137357027314
Q104033140,Zao Wou-ki Monograph book by Jean Laude dedicated to Carl van der Voort,Zao Wou-ki Monograph book by Jean Laude dedicated to Carl van der Voort,en,0.714283115879902
Q105091568,7 Mile Ford in Person,7 Mile Ford in Person,en,0.856398349100859
Q105091573,A Chiricahua Myth,A Chiricahua Myth,en,0.999994372638003
Q105091574,A Classic Blue Grass Experience,A Classic Blue Grass Experience,en,0.999995370093721
Q105091581,"A Painting for a King (Humayun's Tomb, India)","A Painting for a King (Humayun's Tomb, India)",en,0.857138709119261
Q105091588,Affair with Vanity,Affair with Vanity,en,0.999997846789372
Q105091628,"Banjovi, Bluegrass Explosion","Banjovi, Bluegrass Explosion",ca,0.857138982761202
Q105091646,Bechtold (Dedicated book),Bechtold (Dedicated book),en,0.857140145165809
Q105091647,"Ben Folds Five, Jude, May 30","Ben Folds Five, Jude, May 30",en,0.999995929820094
Q105091652,Bijou Theatre,Bijou Theatre,en,0.999996563056389
Q105091653,BIll Kirchen and Too Much Full Featuring Johnny and Jack,BIll Kirchen and Too Much Full Featuring Johnny and Jack,en,0.571426926699123
Q105091662,Blue Mountain,Blue Mountain,fr,0.857137610582576
Q105091663,Blue Surge,Blue Surge,fr,0.571428728682952
Q105091668,Bombastic Plastic,Bombastic Plastic,en,0.586367923754018
Q105091673,Bone Pony,Bone Pony,pl,0.999996421916964
Q105091674,Bonepony,Bonepony,pl,0.999994984697115
Q105091675,"Bonnie Raitt, House of Blues, June 15 & 16,1999","Bonnie Raitt, House of Blues, June 15 & 16,1999",fr,0.857138330404586
Q105091676,BRASIL 1982 ADGFAD,BRASIL 1982 ADGFAD,ca,0.999997632423223
Q105091677,Brighella from the Commedia dell'Arte Suite [I-A],Brighella from the Commedia dell'Arte Suite [I-A],en,0.857138588291354
Q105091682,Burning Tree,Burning Tree,en,0.999996440095345
Q105091683,Burton's Violet,Burton's Violet,fr,0.999993900864451
Q105091687,Califone poster,Califone poster,it,0.999994623100916
Q105091688,Calla Lillies,Calla Lillies,it,0.999994741336239
Q105091703,Cologne,Cologne,it,0.999995303494057
Q105091711,Confucius,Confucius,es,0.85713720828705
Q105091715,Corpus Mysticum,Corpus Mysticum,en,0.714282198242901
Q105091718,Courageous Chicken Records Presents Jason Ringenberg,Courageous Chicken Records Presents Jason Ringenberg,en,0.999995941559986
Q105091722,Crystalline,Crystalline,fi,0.857140073114211
Q105091724,Cup with Fruits,Cup with Fruits,en,0.999995986427104
Q105091730,David Peterson &1946,David Peterson &1946,sv,0.999994721711925
Q105091732,Dawn (A Winter Scene),Dawn (A Winter Scene),de,0.571426646439207
Q105091736,Des Moines Film Society Presents Premiere Event: Metropolis,Des Moines Film Society Presents Premiere Event: Metropolis,en,0.999997911312933
Q105091742,Dog Day Jam,Dog Day Jam,tl,0.999998855891318
Q105091743,Dogzilla!,Dogzilla!,it,0.999996407362919
Q105091747,"Doug Hoekstra Combo, September 18","Doug Hoekstra Combo, September 18",en,0.572803370761934
Q105091754,Early Bird,Early Bird,en,0.571427567803947
Q105091780,Farmer's Market,Farmer's Market,da,0.99999324730208
Q105091781,"Farmer's Market, Kid's Day","Farmer's Market, Kid's Day",da,0.99999528003442
Q105091783,Farmers Market Autumn Harvest,Farmers Market Autumn Harvest,no,0.714281119235497
Q105091784,Farmers Market International Extravaganza,Farmers Market International Extravaganza,en,0.571606748156944
Q105091785,Farmers Market Watermelon Festival,Farmers Market Watermelon Festival,no,0.714283214917034
Q105091789,Figure in Aura,Figure in Aura,de,0.714284068291593
Q105091797,Flower Vase (bizen ware),Flower Vase (bizen ware),de,0.857140195444588
Q105091806,"From Galeria Carl van der Voort, Mini Colección","From Galeria Carl van der Voort, Mini Colección",ca,0.857140228528865
Q105091807,"From Galeria Carl van der Voort, Mini Colección","From Galeria Carl van der Voort, Mini Colección",ca,0.857138446585689
Q105091808,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.428573175469084
Q105091809,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.57142836155312
Q105091810,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.714285007631809
Q105091811,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.714285736676865
Q105091812,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.857140088026272
Q105091813,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.714282581054942
Q105091814,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.857140976886898
Q105091815,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571426103783082
Q105091816,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571428063337507
Q105091817,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.571426359004213
Q105091818,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.857138358394794
Q105091819,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",ca,0.714283871308045
Q105091820,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.571427482488494
Q105091821,"From Galería Carl Van der Voort, Mini Collección","From Galería Carl Van der Voort, Mini Collección",es,0.571427099596138
Q105091822,"From Galería Carl Van der Voort, Mini Collección","From Galería Carl Van der Voort, Mini Collección",es,0.571428642863115
Q105091823,"From Galería Carl Van der Voort, Mini Collección","From Galería Carl Van der Voort, Mini Collección",es,0.571428193573834
Q105091826,George Clinton and Parliament/Funkadelic,George Clinton and Parliament/Funkadelic,de,0.999995015865132
Q105091828,Gillian Welch,Gillian Welch,cy,0.857140577233542
Q105091829,Gillian Welch,Gillian Welch,cy,0.571427813008575
Q105091833,Goose Alighting Amid Reeds Under a Half-Moon,Goose Alighting Amid Reeds Under a Half-Moon,en,0.714282851515925
Q105091839,"Great Grand Pappy's House, McMinnville, Tennessee","Great Grand Pappy's House, McMinnville, Tennessee",en,0.999995237559973
Q105091841,Guitar Pull,Guitar Pull,ca,0.999995024072973
Q105091842,Gunfighter,Gunfighter,en,0.571428672187539
Q105091843,"Hand Made & Bound Nashville (Big Minds. Small Presses)-Watkins College of Art, Design, and Film","Hand Made & Bound Nashville (Big Minds. Small Presses)-Watkins College of Art, Design, and Film",en,0.999995266493131
Q105091859,Hooray,Hooray,so,0.999998148675027
Q105091861,Hunting Scene (Dogs Attacking a Fox at Bay),Hunting Scene (Dogs Attacking a Fox at Bay),en,0.714282313509009
Q105091867,Il Doctore from the Commedia dell'Arte Suite [IV-A],Il Doctore from the Commedia dell'Arte Suite [IV-A],en,0.857139607341362
Q105091872,Indienet presents Progressive Studios,Indienet presents Progressive Studios,en,0.714281362121645
Q105091873,"Indienet Rock Show, The Wicked Farleys Fair Verona Menlo Park, The Carter Administration","Indienet Rock Show, The Wicked Farleys Fair Verona Menlo Park, The Carter Administration",en,0.999995545856367
Q105091888,Kirkland Hall,Kirkland Hall,tr,0.999995638404546
Q105091890,"Knox's Bridge, Valley Forge, Pennsylvania","Knox's Bridge, Valley Forge, Pennsylvania",no,0.571427046428984
Q105091891,"Kris Kristofferson & Merle Haggard, Oct 25, Hatch Show Print Poster","Kris Kristofferson & Merle Haggard, Oct 25, Hatch Show Print Poster",en,0.571427782142233
Q105091899,Landscape,Landscape,ca,0.857137979501846
Q105091900,Landscape,Landscape,ca,0.571424902396099
Q105091901,Landscape,Landscape,ca,0.714280815452067
Q105091905,LAUD 94 ADGFAD,LAUD 94 ADGFAD,fr,0.999992928164427
Q105091906,LAUS 74,LAUS 74,de,0.999996365749061
Q105091907,LAUS 74 (duplicate),LAUS 74 (duplicate),ro,0.999994123181332
Q105091908,LAUS 78,LAUS 78,de,0.999997308537064
Q105091909,LAUS 80,LAUS 80,de,0.999998578410596
Q105091910,LAUS 81,LAUS 81,de,0.999999036468664
Q105091911,LAUS 82 ADGFAD,LAUS 82 ADGFAD,de,0.99999831932372
Q105091912,LAUS 82 ADGFAD,LAUS 82 ADGFAD,de,0.999996765993966
Q105091913,LAUS 83 ADGFAD,LAUS 83 ADGFAD,de,0.99999646558652
Q105091914,LAUS 84 ADGFAD,LAUS 84 ADGFAD,de,0.999998053264635
Q105091915,LAUS 85 ADGFAD,LAUS 85 ADGFAD,de,0.999998096674566
Q105091916,LAUS 85 ADGFAD,LAUS 85 ADGFAD,de,0.999996856658703
Q105091917,LAUS 87 ADGFAD,LAUS 87 ADGFAD,de,0.999998095636445
Q105091918,LAUS 88 ADGFAD,LAUS 88 ADGFAD,de,0.999997643077013
Q105091919,LAUS 89 ADGFAD,LAUS 89 ADGFAD,de,0.999998681469839
Q105091920,LAUS 89 ADGFAD,LAUS 89 ADGFAD,de,0.99999706866172
Q105091921,LAUS 90 ADGFAD,LAUS 90 ADGFAD,de,0.999994953047903
Q105091922,LAUS 91,LAUS 91,de,0.999999410791443
Q105091923,LAUS 91,LAUS 91,de,0.999997887660205
Q105091924,Legendary Shack Shakers,Legendary Shack Shakers,en,0.999997747046348
Q105091925,Leibovitz Christmas Party (Black),Leibovitz Christmas Party (Black),en,0.714283958257745
Q105091926,Leibovitz Christmas Party (red),Leibovitz Christmas Party (red),en,0.857139293285385
Q105091929,Lion,Lion,it,0.999993361921354
Q105091935,Look Up,Look Up,af,0.999993350165261
Q105091942,Louisiana Folklife Festival,Louisiana Folklife Festival,fi,0.710729777286717
Q105091944,M&M,M&M,sw,0.999999129655758
Q105091945,M&M,M&M,sw,0.999996266701309
Q105091947,Making Babies: a Look at an Early Sex Manual,Making Babies: a Look at an Early Sex Manual,en,0.714284670873486
Q105091951,Mandala (suite of 5 serigraphs),Mandala (suite of 5 serigraphs),en,0.999996148007113
Q105091959,Marianne Faithfull,Marianne Faithfull,cy,0.714282385424856
Q105091960,Marilyn Monroe,Marilyn Monroe,cy,0.999997015958165
Q105091961,Markings 14-3,Markings 14-3,sv,0.571425134835027
Q105091962,Masculine,Masculine,ro,0.999995935824447
Q105091964,Mask Making from the Commedia dell'Arte [XXI-A],Mask Making from the Commedia dell'Arte [XXI-A],en,0.571429372345543
Q105091975,More,More,en,0.715175000757751
Q105091976,Mostra Biennal ADGFAD,Mostra Biennal ADGFAD,it,0.999995950776393
Q105092004,Owl,Owl,cy,0.999998262954128
Q105092005,Owl,Owl,cy,0.999995683933106
Q105092010,Pantalone & Arlechino from the Commedia dell'Arte [XVII-A],Pantalone & Arlechino from the Commedia dell'Arte [XVII-A],en,0.857142328022133
Q105092011,Pantalone Serenading Columbia from the Commedia dell'Arte Suite [X-A],Pantalone Serenading Columbia from the Commedia dell'Arte Suite [X-A],en,0.714284103125044
Q105092022,Pilar,Pilar,tl,0.999996438130808
Q105092064,Quaker Meeting,Quaker Meeting,af,0.58414708228641
Q105092067,Red-figure bell krater,Red-figure bell krater,da,0.999993992104071
Q105092069,"Remember Belgium, Buy Bonds, Fourth Liberty Loan","Remember Belgium, Buy Bonds, Fourth Liberty Loan",en,0.999993429451994
Q105092071,RESQUIGGLED,RESQUIGGLED,de,0.999992501298433
Q105092074,Roccoco Dance from the Commedia dell'Arte [XIV-A],Roccoco Dance from the Commedia dell'Arte [XIV-A],en,0.714282438308005
Q105092075,Rockin' Along the Mekong,Rockin' Along the Mekong,en,0.999997878834507
Q105092076,"Rocky Mount, Tennessee","Rocky Mount, Tennessee",en,0.857139219007591
Q105092077,"Rod Stewart June 13, 1999","Rod Stewart June 13, 1999",de,0.999994928672826
Q105092081,Safekeeping: Katherine J. Fries MFA Thesis Exhibition,Safekeeping: Katherine J. Fries MFA Thesis Exhibition,en,0.999994713685776
Q105092082,"Salem, Mass.","Salem, Mass.",de,0.999994338361715
Q105092087,SCRIBBLE,SCRIBBLE,de,0.999995777654785
Q105092088,SCRIBBLED,SCRIBBLED,de,0.99999568769748
Q105092089,Seascape,Seascape,ro,0.85711804180577
Q105092093,Self,Self,de,0.99999336199776
Q105092098,"Shocktoberfest - 3 Disturbing Dramas - Exit Theatre, San Francisco Oct. 21-23, 27-30","Shocktoberfest - 3 Disturbing Dramas - Exit Theatre, San Francisco Oct. 21-23, 27-30",en,0.99999413941556
Q105092099,Sinking of Enemy Ships at Ikaiei Bay (Sino-Japanese War),Sinking of Enemy Ships at Ikaiei Bay (Sino-Japanese War),en,0.714284777215126
Q105092100,Sinking Ship,Sinking Ship,tl,0.999995464943297
Q105092103,Sisters Wade & The Hipwaders,Sisters Wade & The Hipwaders,de,0.714285099170482
Q105092105,Smash Bang,Smash Bang,id,0.571428847462554
