qid,dimension,type,label
Q102968494,3D,work of art,Mbuya (initiation mask)
Q106568642,3D,work of art,Medicated Lamp
Q102968507,3D,work of art,Medicine steamer
Q106582723,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Bear
Q106582725,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Blowfish and a Giant Radish
Q106582726,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Boy with a Broom Standing by a Tub with a Tortoise
Q106582727,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Bundle of Flowers
Q106582729,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Ceremonial Whisk
Q106582730,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Chinese Lion-Dog
Q106582731,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Chrysanthemum and Water
Q106582732,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Figure Holding a Fan in Front of Chrysanthemums
Q106582734,3D,work of art,"Menuki (Sword Hilt Ornament) with a Design of a Fisherman in a Boat, Holding a Dip Net"
Q106582735,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Flat Ceremonial Fan
Q106582736,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Flying Bat and a Crescent Moon
Q106582737,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Man Holding a Sake Cup
Q106582738,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Man with a Rake
Q106582739,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Pair of Flying Cranes
Q106582740,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Puppy with a Hoe
Q106582741,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Rabbit Dressed as a Warrior
Q106582742,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Rat with a Branch of Fruit
Q106582743,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Recumbent Demon
Q106582744,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Seated Man with a Drinking Gourd
Q106582746,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Tengu (Mountain Deity) Emerging from an Egg
Q106582747,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Treasure Ship
Q106582748,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Treasure Ship
Q106582749,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of a Tripod Holding Sacred Fungus
Q106582750,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of an Insect
Q106582751,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Ebisu (One of the Seven Lucky Gods)
Q106582752,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Emperor and Empress Dolls for the Girls' Doll Festival
Q106582753,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Five Diamond Shapes
Q106582754,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Fukurokuju (One of the Seven Lucky Gods) Holding a Fan and a Scroll
Q106582755,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Pomegranates
Q106582756,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Shoki  (the Demon Queller)
Q106582757,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Two Seated Demons
Q106582758,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Two Stags and a Doe
Q106582759,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Two Swallows in Flight
Q106582761,3D,work of art,Menuki (Sword Hilt Ornament) with a Design of Two Tops
Q106568645,3D,work of art,Mini Museum
Q106582783,3D,work of art,Miniature ‘true’ replica of the Dead Sea Scrolls
Q103305271,3D,work of art,Miniature hair comb
Q102968583,3D,work of art,Miniature Sake Drinking Box
Q104032178,3D,work of art,Miniature woven basket
Q104032180,3D,work of art,Miniature woven basket
Q104032181,3D,work of art,Miniature woven basket
Q103305317,3D,work of art,Mirror with a Design of a Butterfly and a Border with Peonies
Q102968590,3D,work of art,"Mirror with a design of flying cranes, tortoise, pine tree with inscription in lacquered case with a design of a pine tree and bamboo"
Q103305327,3D,work of art,"Mirror with a Design of Mt. Fuji, Clouds, Waves, Pine Trees, and a Pavilion"
Q103305335,3D,work of art,"Mirror with a Design of Plum Blossoms and Two Characters Meaning ""Flower"" (upper right) and ""Moon"" (lower left)"
Q103305340,3D,work of art,"Mirror with a Design of Two Birds, a Stream, Flowers, and Rocks"
Q102968600,3D,work of art,Mirror with a foliate rim with a design of phoenixes and flowers
Q102968608,3D,work of art,Mirror with concentric rings with characters
Q102968615,3D,work of art,"Mirror with design of paulownia, three circles and three lozenges"
Q102968623,3D,work of art,Mirror with eight petaled rim with a design of a phoenix
Q106568654,3D,work of art,Model of the Taj Mahal
Q103305411,3D,work of art,Money Sorter
Q102968735,3D,work of art,Mosaic Box
Q103305667,3D,work of art,Nassa shell necklace
Q102968838,3D,work of art,"Natsume (tea caddy) with a design of salt making sheds, pines, and fish nets"
Q103305692,3D,work of art,Netsuke (Toggle) in the Form of a Bearded Man Seated on a Partially Unrolled Scroll
Q102968852,3D,work of art,Netsuke (Toggle) in the Form of a Chrysanthemum
Q102968858,3D,work of art,Netsuke (Toggle) in the Form of a Cicada
Q102968862,3D,work of art,Netsuke (Toggle) in the Form of a Crab and Seashells
Q103305702,3D,work of art,Netsuke (Toggle) in the Form of a Demon Noh Mask
Q102968867,3D,work of art,Netsuke (Toggle) in the Form of a Dragon in Clouds
Q102968882,3D,work of art,Netsuke (Toggle) in the Form of a Human Skull
Q102968889,3D,work of art,Netsuke (Toggle) in the Form of a Lotus Leaf
Q102968894,3D,work of art,Netsuke (Toggle) in the Form of a Lotus Pod
Q102968899,3D,work of art,"Netsuke (Toggle) in the Form of a Man on a Fish, with an Ojime (Closing Bead) on Cord"
Q102968905,3D,work of art,Netsuke (Toggle) in the Form of a Man with a Sack
Q103305717,3D,work of art,Netsuke (Toggle) in the Form of a Rooster
Q103305729,3D,work of art,Netsuke (Toggle) in the Form of a Rooster and a Chick
Q103305737,3D,work of art,Netsuke (Toggle) in the Form of a Seated Man Holding a Female Mask
Q103305744,3D,work of art,Netsuke (Toggle) in the Form of a Standing Male Figure
Q103305750,3D,work of art,"Netsuke (Toggle) in the Form of a Standing Man, Holding a Female Mask, with a Rotating Face"
Q102968913,3D,work of art,Netsuke (Toggle) in the Form of a Sunburst with a Silver Ball in the Center
Q103305758,3D,work of art,Netsuke (Toggle) in the Form of a Vase with a Design of a Peony and Bamboo Leaves
Q102968923,3D,work of art,Netsuke (Toggle) in the Form of Half of a Chrysanthemum
Q102968931,3D,work of art,Netsuke (Toggle) in the Form of Mushrooms
Q102968937,3D,work of art,Netsuke (Toggle) in the Form of Two Chestnuts
Q102968943,3D,work of art,Netsuke (Toggle) in the Form of Two Mice on a Seashell
Q102969129,3D,work of art,O-bento (Lunch Box)
Q106582786,3D,work of art,Obijime (Obi Cord Ornament) in the Form of Two Masu (Fish)
Q102969146,3D,work of art,Octagonal Ink Stick With Relief of a Constellation of a Deity Riding a Mythical Creature
Q102969245,3D,work of art,Oil lamp in the form of a bird
Q106582790,3D,work of art,One of a Pair of Carved Oval Wooden Picture Frames
Q106582791,3D,work of art,One of a Pair of Carved Oval Wooden Picture Frames
Q106582792,3D,work of art,One of two urns
Q104032210,3D,work of art,Opium weights
Q104032212,3D,work of art,Opium weights
Q104032214,3D,work of art,Opium weights
Q104032215,3D,work of art,Opium weights
Q104032216,3D,work of art,Opium weights
Q102969408,3D,work of art,Ornament in a design of a vase with plants and sacred fungus
Q102969418,3D,work of art,"Ornament with a carved design of a dragon, tiger and hero with attached corn and bead"
Q102969457,3D,work of art,Oval mirror with an urn on top
Q102969473,3D,work of art,Painted bowl
Q102969500,3D,work of art,Pair of dolls
Q105095763,3D,work of art,"Pair of lacquer ear (erbei) cups with painted designs in reds, cinnabar, and light yellow of large birds"
Q102969516,3D,work of art,Pair of lidded lacquer bowls with chopsticks to be presented to a married couple
Q106568663,3D,work of art,Pair of opium weights in the form of lions
Q102969526,3D,work of art,Pair of painted wooden dolls
Q102969541,3D,work of art,Paired carp
Q102969567,3D,work of art,Pale brown bottle
Q106582794,3D,work of art,Pale brown bottle
Q106582795,3D,work of art,Pale green and white glass bottle
Q103306299,3D,work of art,Pale green bottle
Q106582796,3D,work of art,Pale green bottle with design of an eagle
Q106582798,3D,work of art,Pale green glass bowl on a stem
Q103306316,3D,work of art,Palm Wine Cup with incised design of Royal Insignia
Q103306352,3D,work of art,Part of a Kogai (Dagger Handle) with a Design of Two Kirin (Mythical Beasts)
Q102969670,3D,work of art,Pen and ink holder
Q106582800,3D,work of art,"Pi disc, with center hole carved in antique design style. The verso is carved with Dao designs."
Q103306514,3D,work of art,"Pierced cylinder case, marriage scroll holder. Carving after painting of Li Pu descending the mountain hermitage, after the death of his companion."
Q106582801,3D,work of art,Pierced Ojime (Closing Bead) in the Form of a Warrior's Head Wearing a Helmet
Q102969763,3D,work of art,Pipe case with a carved design of vines and leaves
Q102969769,3D,work of art,Pitcher
Q104032240,3D,work of art,Pitcher
Q102969774,3D,work of art,Pitcher with stamped abstract signs
Q102969797,3D,work of art,Place mats (four in total)
Q102969831,3D,work of art,Plate With Carved Clematis Flower
Q106582806,3D,work of art,Pot
Q106582807,3D,work of art,Pot
Q106582808,3D,work of art,Poutos (a stringed instrument)
Q103307201,3D,work of art,Powder Horn
Q103307311,3D,work of art,Rectangular Mirror with a Design of a Branch of Blossoming Plum
Q103307318,3D,work of art,Rectangular Mirror with a Design of a Branch with Leaves and Berries
Q103307332,3D,work of art,Rectangular Mirror with a Design of a Cherry Blossom and a Meander Pattern
Q103307342,3D,work of art,Rectangular Mirror with a Design of a Nandina Bush and Bamboo Grass
Q103307355,3D,work of art,Rectangular Mirror with a Design of One Large Character and a Stream with Flowers
Q103307367,3D,work of art,"Rectangular Mirror with a Design of Pines, a Rock, and Bamboo"
Q103307376,3D,work of art,"Rectangular Mirror with a Design of Two Leaves, a Bamboo Blind, and a Cloud or Mist Motif"
Q103307383,3D,work of art,"Rectangular Mirror with Two Characters for Long Life (takasago),  and Pine Trees"
Q103307388,3D,work of art,Rectangular Pi Ring (fang pi) with display stand
Q104032273,3D,work of art,Red vase
Q104032275,3D,work of art,Red vase
Q102970335,3D,work of art,Repoussé bowl with farm scenes
Q106582812,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of a Praying Mantis
Q106582814,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of a Praying Mantis
Q106582815,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of a Warrior on Horseback
Q106582816,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of an Insect
Q106582817,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of an Insect
Q106582818,3D,work of art,Reproduction of a Menuki (Sword Hilt Ornament) with a Design of Two Armored Warriors
Q102970348,3D,work of art,"Reproductions of Samurai Swords, (Set of two) with Lacquered Stand"
Q102970390,3D,work of art,Rice Cake Mold (2 parts) with a Design of a Diamond-Shaped Flower
Q102970395,3D,work of art,Rice Cake Mold (2 parts) with a Design of an Open Folding Fan
Q102970401,3D,work of art,Rice Cake Mold (2 parts) with a Design of Pine Branches Against a Full Moon
Q102970406,3D,work of art,Rice Cake Mold (2 parts) with a Design of Thirteen Bamboo Shoots
Q102970411,3D,work of art,Rice Cake Mold with a Circular Design of Three Wisteria Blossoms
Q102970419,3D,work of art,Rice Cake Mold with a Cucumber
Q102970425,3D,work of art,Rice Cake Mold with a Design of a Bamboo Shoot
Q102970430,3D,work of art,Rice Cake Mold with a Design of a Basket of Peaches and Pomegranates
Q102970438,3D,work of art,Rice Cake Mold with a Design of a Peony
Q102970446,3D,work of art,Rice Cake Mold with a Design of a Pine Tree and Bamboo Grass
Q102970454,3D,work of art,"Rice Cake Mold with a Design of a Tortoise on One Side, a Crane on the Other"
Q102970459,3D,work of art,Rice Cake Mold with a Design of a Twelve-Petalled Chrysanthemum and a Peach
Q102970464,3D,work of art,Rice Cake Mold with a Design of Five Drinking Gourds
Q102970468,3D,work of art,Rice Cake Mold with a Design of Five Squares with Five Variations of the Character for Good Fortune (Fuku)
Q102970472,3D,work of art,Rice Cake Mold with a Design of Five Tortoises
Q102970480,3D,work of art,"Rice Cake Mold with a Design of Mt. Fuji, Pine, a Bird, Two Fruits, and Clouds"
Q102970490,3D,work of art,"Rice Cake Mold with a Design of Two Deer on One Side, Pine Trees on the Other"
Q102970496,3D,work of art,"Rice Cake Mold with a Design on one Side of Two Stylized Flowers, Another Flower on the Other Side"
Q103307552,3D,work of art,Rice Cake Mold with Geometrical Designs
Q103307608,3D,work of art,Rockingham Pottery Brown Cookie Jar
Q106577418,3D,work of art,Round lidded box with design of flowers
Q103307703,3D,work of art,Round Mirror with a Design of a Chrysanthemum and a Bird in a Tree
Q103307720,3D,work of art,Royal guard doll
Q103307743,3D,work of art,Ruler (Old Measurements)
Q103307748,3D,work of art,Ruler (Old Measurements) with writing on the reverse
Q104032298,3D,work of art,Sashi with geometric design
Q104032300,3D,work of art,Sashi with geometric design
Q102970864,3D,work of art,Sashi with leather coin purse
Q106582824,3D,work of art,Scales from Salonica
Q102971120,3D,work of art,Scroll weight with an inlaid chrysanthemum design in mother of pearl
Q102971125,3D,work of art,Scroll weight with an inlaid floral design in silver and gold
Q102971132,3D,work of art,Scroll weight with an inlaid tree peony design in gold and silver
Q102971141,3D,work of art,Scroll weight with inscription
Q104032303,3D,work of art,Scroll weights
Q104032304,3D,work of art,Scroll weights
Q102971169,3D,work of art,Seal case with a design of a dragon on both sides
Q103308021,3D,work of art,"Seated Buddha with reliquary, in dhyna pose"
Q103308296,3D,work of art,Serving Tray with a Design of a Bat and a Peach
Q102971296,3D,work of art,Set of Eight Ink Sticks With Relief Designs of Landscapes & Calligraphy
Q102971305,3D,work of art,Set of five incense cases with individual designs in cotton pouch
Q102971310,3D,work of art,Set of five incense cases with individual designs in cotton pouch (Bouquet of Irises for the Boy's Festival design)
Q102971317,3D,work of art,Set of five incense cases with individual designs in cotton pouch (Emperor and Empress for the Girl's Doll Festival design)
Q102971327,3D,work of art,Set of five incense cases with individual designs in cotton pouch (Leaf and inscribed poem papers for the Tanabata Festival design)
Q102971335,3D,work of art,Set of five incense cases with individual designs in cotton pouch Chrysanthemum and butterfly
Q106582825,3D,work of art,Sheep bell
Q102971369,3D,work of art,Shibayama plaque with design of Mt. Fuji and lake
Q103308515,3D,work of art,Signature seal with a dragon motif
Q102971643,3D,work of art,Small eagle pendant
Q102971652,3D,work of art,Small frog pendant
Q102971701,3D,work of art,"Snuff bottle with a carved design in blue glass of bats, deer, and cranes with a pink stone stopper"
Q106567597,3D,work of art,Snuff bottle with a carved glass design in blue with an interior painting of a landscape on one side and flowers and butterflies on the other side with a green stopper
Q102971744,3D,work of art,Snuff bottle with carved design of figures in a landscape
Q102971753,3D,work of art,Snuff bottle with green stopper
Q106568696,3D,work of art,Soft Basket
Q106582830,3D,work of art,Square brown bottle
Q106567604,3D,work of art,"Standing figure of a vendor with a barrel and masks on his back. The barrel ends inlaid with green nephrite jade, and an emblem on the front of the figure inlaid with red."
Q102973338,3D,work of art,Standing figure of woman with a bag
Q102973431,3D,work of art,Stirrup inlaid with semi-precious stones and incised abstract designs
Q102973472,3D,work of art,Storage box (reproduction)
Q104032558,3D,work of art,Sugar bowl with lid
Q104032561,3D,work of art,Sugar bowl with lid
Q102973605,3D,work of art,Suiteki (water dropper)
Q102973624,3D,work of art,Suiteki (Water Dropper) in the Form of a Boat
Q102973634,3D,work of art,Suiteki (Water Dropper) in the Form of the Magic Kettle and Badger
Q103309272,3D,work of art,Suiteki (water dropper) with a Design of a Frog
Q103309282,3D,work of art,Suiteki (water dropper) with a design of fans
Q102973662,3D,work of art,Suiteki (water-dropper) with a Design of a Lion-Dog
Q103309293,3D,work of art,Sumitsubo - Carpenter's Plumb Line
Q102973666,3D,work of art,Sumitsubo - Carpenter's Plumb Line with a Design of a Water Wheel and Tortoise
Q103309332,3D,work of art,Sutra Container with a Chrysanthemum Design
Q102973741,3D,work of art,Suzuribako (writing case) consisting of seven parts
Q103309357,3D,work of art,Sword Handle with Silk Cord
Q103309365,3D,work of art,Sword Handle with Unwrapped Cord
Q102973889,3D,work of art,Tea caddy (natsume) with design of paulownia flowers and leaves (kiri) & 16-petaled chrysanthemums
Q106582832,3D,work of art,Tea cup
Q106582833,3D,work of art,Tea cup
Q106582834,3D,work of art,Tea cup
Q106582836,3D,work of art,Tea cup
Q106582837,3D,work of art,Tea cup
Q102973912,3D,work of art,Teapot
Q102973939,3D,work of art,Teapot with lid
Q102975077,3D,work of art,"Three legged incense burner with two loop handles in the shape of a Chinese ting bronze ritual vessel with nine characters meaning ""good luck"""
Q102975107,3D,work of art,Three-tiered food container with design of baskets of flowers on one side and flowers on the other
Q102975228,3D,work of art,"Tobacco Pouch with a Design of Chrysanthemums, a Pipe Case, Ojime (Closing Bead), and Pipe"
Q102975235,3D,work of art,Tobacco Pouch with a Sashi (Sash Hook)
Q102975241,3D,work of art,"Tobacco Pouch with Carved Inscription, Ojime (Closing Bead), and Cigarette Holder with Carved Design of Mt. Fuji and a Poem"
Q104032670,3D,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe"
Q104032673,3D,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe"
Q102975298,3D,work of art,Toothpick holder in the shape of a folded paper crane
Q102975306,3D,work of art,Toothpick holder with inscription and inscribed toothpicks
Q102975358,3D,work of art,Tray
Q102975364,3D,work of art,Tray with a design of Buddha's fingers fruit and calligraphy
Q103310538,3D,work of art,Tray with Carved & Painted Design of a Noh Mask & Noh Fan (with wooden box)
Q105092231,3D,work of art,Triangular Bowl
Q103310564,3D,work of art,Triangular brown bottle
Q104032685,3D,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers"
Q104032689,3D,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers"
Q103310581,3D,work of art,Tsuba (Sword Guard) with a Design of a Dragon and Waves
Q103310588,3D,work of art,Tsuba (Sword Guard) with a Design of a Four-Petal Motif with a Bat
Q103310599,3D,work of art,"Tsuba (Sword Guard) with a Design of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other"
Q103310609,3D,work of art,"Tsuba (Sword Guard) with a Design of a Raven or Crow, Mountain Peaks, and Clouds"
Q103310618,3D,work of art,Tsuba (Sword Guard) with a Design of A Three-Petal Flower
Q103310622,3D,work of art,Tsuba (Sword Guard) with a Design of an Eagle
Q102975492,3D,work of art,Tsuba (Sword Guard) with a Design of Birds and Bird Net
Q103310630,3D,work of art,Tsuba (Sword Guard) with a Design of Cherry Blossoms
Q103310638,3D,work of art,Tsuba (Sword Guard) with a Design of Flower Blossoms on the Edges
Q103310646,3D,work of art,Tsuba (Sword Guard) With a Design of Lotuses
Q102975496,3D,work of art,Tsuba (Sword Guard) with a Design of One Plum Blossom and Two Cherry Blossoms
Q102975502,3D,work of art,Tsuba (Sword Guard) With a Design of Sparrows and Bamboo
Q103310655,3D,work of art,Tsuba (Sword Guard) with a Design of Squirrels and Grapes
Q102975510,3D,work of art,Tsuba (Sword Guard) with a Design of Tassels
Q103310663,3D,work of art,"Tsuba (Sword Guard) with a Design on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other"
Q103310673,3D,work of art,Tsuba (Sword Guard) with an Inlay Design of Bamboo
Q104032693,3D,work of art,Uchiwa (flat fan)
Q104032695,3D,work of art,Uchiwa (flat fan)
Q104032699,3D,work of art,Uchiwa (flat fan)
Q104032704,3D,work of art,Uchiwa (flat fan)
Q104032708,3D,work of art,Uchiwa (flat fan)
Q102976497,3D,work of art,Vase
Q103311937,3D,work of art,Vase with a design of landscape and crane design
Q102976527,3D,work of art,"Vase with a foliate rim with a design of cranes, pine and bamboo"
Q106582846,3D,work of art,Vase with colored glass decoration
Q106582847,3D,work of art,Vase with green stripes and design of pink flowers
Q106582848,3D,work of art,Vase with green stripes and design of pink flowers
Q103312028,3D,work of art,Vermeil bird
Q102976880,3D,work of art,Wakizashi (Short Sword)
Q102976904,3D,work of art,Wall Plaque with red and gold design of dragon and clouds
Q102976911,3D,work of art,Wall plaque with red and gold design of musicians and merrymakers
Q102976928,3D,work of art,Water Bottle
Q103312192,3D,work of art,Water bottle (Metsouo)
Q102976959,3D,work of art,"Wedding hair ornament set with elements depicting a landscape containing pine trees, cranes, tortoise"
Q102977047,3D,work of art,White figurine (Man with a gun)
Q102977068,3D,work of art,White jade dish
Q102977123,3D,work of art,Wine cup
Q102977132,3D,work of art,"Wine cup in the shape of an open lotus blossom, encircled with hawthorn branches, leaves and blossoms"
Q102977291,3D,work of art,"Wood Block with a Design of a Building on One Side, Figures on the Other"
Q102977300,3D,work of art,"Wood Block with a Design of Bamboo and Fence on One Side, Railings on the Other"
Q102977306,3D,work of art,"Wood Block with a Design of Figures on One Side, Railings on the Other"
Q102977313,3D,work of art,Wood Block with a Design of Flowers and Railing
Q102977318,3D,work of art,Wood carving
Q102977331,3D,work of art,Wooden architectural ornament
Q102977369,3D,work of art,Writing Box with Brush and Design of a Stylized Landscape on the Lid
Q102977407,3D,work of art,Yatate
Q104033135,3D,work of art,Yatate
Q103312547,3D,work of art,Yatate (Ink Horn)
Q102977416,3D,work of art,Yatate (Ink Horn) with a fan-shaped design with an inlaid pattern on lid
Q102977424,3D,work of art,Yatate (Ink Horn) With Ink Pot in the Form of a Basket
Q102977433,3D,work of art,Yatate (Ink Horn) With Ruler on Handle
Q102977444,3D,work of art,Yatate with a ball at the end of the handle
Q102977463,3D,work of art,Yatate with a movable ring and leather thong
Q102977472,3D,work of art,Yatate with an inlaid silver handle
Q102977480,3D,work of art,Yatate with crab design
Q102977487,3D,work of art,Yatate with linear scroll design
Q102977512,3D,work of art,Yi (Bronze vessel with animal spout)
Q106582606,3D,yarn,Ball of coarse yarn
Q106566448,ambiguous,print,--and to Sing Songs to the Lute (--und singen Lautenlieder) From the portfolio Felixmüller—Woodcuts (Felixmüller—Holzschnitte.)
Q106577239,ambiguous,print,'The Forest Pool’ from The Wood engravings of Ethelbert White
Q103296119,ambiguous,print,"""A Corner of the Forest"" from The Wood engravings of Ethelbert White"
Q105091560,ambiguous,print,"""Dead Dog on a Beach"" Series, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103296127,ambiguous,print,"""For the Mighty One has done great things for me: and holy is his name"", Luke 1:49, after Guidi Reni"
Q102958387,ambiguous,print,"(An Imaginary) Night Attack in the War Between the Hogen, Heiji, Minamoto, Yoshitomo, and Shirakawa [Forces]"
Q103296142,ambiguous,print,[Ethiopian Text] [One young man in a striped t-shirt] Wegen AIDS Talkline
Q103296148,ambiguous,print,[Ethiopian Text] [Three children; green panel to the right]
Q103296160,ambiguous,print,[Ethiopian text] [Two women washing clothes]
Q103296168,ambiguous,print,[Text in Ethiopian] [A heterosexual couple sitting on a park bench]
Q102961140,ambiguous,print,#109
Q103296177,ambiguous,print,#113
Q102961146,ambiguous,print,#116
Q102961155,ambiguous,print,#117
Q103296183,ambiguous,print,#126
Q103296194,ambiguous,print,#201
Q103296205,ambiguous,print,#202
Q103296215,ambiguous,print,#207
Q103296222,ambiguous,print,#208
Q103296231,ambiguous,print,#209
Q103296240,ambiguous,print,#210
Q103296252,ambiguous,print,#301 from a set of three
Q103296266,ambiguous,print,#302 from a set of three
Q103296274,ambiguous,print,#303 from a set of three
Q103296286,ambiguous,print,#501 from a set of five
Q103296295,ambiguous,print,#502 from a set of five
Q103296300,ambiguous,print,#503 from a set of five
Q103296306,ambiguous,print,#504 from a set of five
Q103296311,ambiguous,print,#505 from a set of five
Q102961180,ambiguous,print,"#IX, from the Series of Lithographs I To IX"
Q103296317,ambiguous,print,"$170,500,000.00 November 11 to 18. He Serves."
Q106568477,ambiguous,print,"1 Sekunde (One Second), a portfolio of 25 prints"
Q103296373,ambiguous,print,10 Drawings with Chinese Characters; from a Chinese art book
Q103296378,ambiguous,print,"10,000,000 Members by Christmas"
Q105091561,ambiguous,print,13th Annual Equestrian Cup
Q103296385,ambiguous,print,15th Invitational Art Exhibition at Cinema I and Cinema II
Q103296392,ambiguous,print,"1946 A Classic Bluegrass Experience, Wednesday, July 21 The Station Inn"
Q105091562,ambiguous,print,1946 A Victory in Bluegrass Tradition August 12
Q102961197,ambiguous,print,19th Century Representations of 17th-Century Fireplaces of the Louis XIV Period
Q102961202,ambiguous,print,19th-Century Representations of 17th-Century Fireplaces of the Louis XIV Period
Q105091563,ambiguous,print,"1st National Tour Lost Highway, The Music & Legend of Hank Williams, Jason Petty"
Q105091564,ambiguous,print,"27B-6 twenty - seven b stroke six. Appearing at- Check out their new album ""MiJumAanJa"""
Q105091565,ambiguous,print,3 women are killed every day by their intimate partners
Q105091566,ambiguous,print,"3000 Days In Babylon The White Animals, July 23"
Q103296400,ambiguous,print,"4 Food Groups We've got at least 12, Aug 19-29, 1999"
Q105091567,ambiguous,print,"6th Annual Back to School Bash - Saturday July 31, HCHS Track Infield"
Q105091568,ambiguous,print,7 Mile Ford in Person
Q105091569,ambiguous,print,89 INDIA ADGFAD
Q105091571,ambiguous,print,94% of women murder victims are killed by men they knew
Q105091572,ambiguous,print,9th Annual Wrangler City of Hope Celebrity Softball Challenge
Q106566589,ambiguous,print,"A Catalogue Raisonné of the Objects, Flora & Fauna, Angel Detritus, Characters & Architectural Elements of Eden and Nobotown"
Q105091573,ambiguous,print,A Chiricahua Myth
Q103296413,ambiguous,print,A Church Tower
Q105091574,ambiguous,print,A Classic Blue Grass Experience
Q102961211,ambiguous,print,A Cloudless Walk
Q105091575,ambiguous,print,A Cold Empty Feeling
Q103296424,ambiguous,print,A Connemara Peasant
Q102961230,ambiguous,print,A Craggy Landscape
Q105091576,ambiguous,print,A Drive into the desert at Night with cocktails in a thermos and paper cups is Beautiful
Q106582604,ambiguous,print,A Drunken Peasant Pushed into a Pigsty
Q103296439,ambiguous,print,"A Dwarf of Philip IV, after Velasquez"
Q102961239,ambiguous,print,A Famous View of Ise - The Marriage Rocks at Futami-ga-ura at Sunrise
Q103296446,ambiguous,print,A Flower Piece (after Jan van Huysum)
Q102961245,ambiguous,print,"A Ghost Painting Coming to Life in the Studio of the Painter Okyō, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103296455,ambiguous,print,A Good Story
Q103296464,ambiguous,print,A Group of Auriculas
Q103296468,ambiguous,print,A Group of Carnations
Q102961253,ambiguous,print,A group of muffs and other articles of dress on a table
Q103550883,ambiguous,print,A Harlot's Progress
Q106577242,ambiguous,print,A Harlot's Progress: Apprehended by a Magistrate
Q102961265,ambiguous,print,A Harlot's Progress: Scene in Bridewell
Q106577243,ambiguous,print,"A Harlot's Progress: She Expires, While the Doctors are Quarreling"
Q102961272,ambiguous,print,A Harlot's Progress: The Funeral
Q106577244,ambiguous,print,A Harlot's Progress: The Quarrel with Her Jew Protector
Q103296474,ambiguous,print,A Kabuki Actor as the Imposter Tagotohime
Q105091577,ambiguous,print,A La Habana me Voy  ADGFAD
Q105091578,ambiguous,print,A Lady
Q103296483,ambiguous,print,A Macaroni of the 18th Century
Q105091579,ambiguous,print,A Manifesto
Q102961288,ambiguous,print,A Meeting in a Forest
Q103296490,ambiguous,print,A Mountain Man
Q102961305,ambiguous,print,A Mountain Pass
Q105091580,ambiguous,print,A Musical Christmas Carol
Q102961312,ambiguous,print,A Philosopher
Q103296506,ambiguous,print,A Picture from an Outline of Women's Manners - Sewing
Q102961315,ambiguous,print,A Picture from an Outline of Women's Manners - The Wedding Ceremony
