RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
47046,3D,2022-06-19 16:53:39.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_023,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47047,3D,2022-06-19 16:53:28.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_024,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Tiles,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47048,3D,2022-06-19 16:53:17.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_025,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47049,3D,2022-06-19 16:53:07.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_026,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47050,3D,2022-06-19 16:52:56.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_027,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47051,3D,2022-06-19 16:52:48.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_028,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47052,3D,2022-06-19 16:52:37.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_029,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47053,3D,2022-06-19 16:52:26.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_030,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47054,3D,2022-06-19 16:52:09.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_031,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47055,3D,2022-06-19 16:51:57.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_032,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47056,3D,2022-06-19 16:51:46.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_033,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47057,3D,2022-06-19 16:51:17.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_034,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47058,3D,2022-06-19 16:51:07.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_035,,"The Woman and the Beast, Clermont-Ferrand stained glass",Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47061,3D,2022-06-19 16:50:31.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_038,,"The Woman and the Beast, Clermont-Ferrand stained glass, details",Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47062,3D,2022-06-19 16:50:18.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_039,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,999,Creative Commons BY-SA 4.0
47063,3D,2022-06-19 16:50:08.0,2006-09-13 00:00:00.0,France,,"The stained glass windows of the cathedral of Clermont-Ferrand were created over a span of seven centuries, from the 13th through the 20th and represent a number of styles. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,donated by Anne Richardson Womack,13th-20th centuries,||||,CEast06,Educational Use Permitted,,,"Cathédrale Notre-Dame (Clermont-Ferrand, France)",Clermont_Cathedral_040,,Clermont-Ferrand stained glass,Q1032205,Christian art and symbolism,||||,,Vanderbilt University,on,Stained glass,,,Clermont-Ferrand,,Art in the Christian Tradition,,,,,40,Creative Commons BY-SA 4.0
42430,2D,2022-06-20 19:18:04.0,2004-10-28 00:00:00.0,France,Other,"Located on transverse wall, west (nave) face <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,AProp06,Educational Use Permitted,"31 V6647 Ch02, 001A|Vic:Church",,"Saint-Martin (Church : Nohant-Vicq, France)",933,,College of Apostles,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Apostles (Biblical figures),Nohant-Vic,,Art in the Christian Tradition,11I3,,2,1140,999,Creative Commons BY-SA 4.0
42431,2D,2022-06-20 19:18:22.0,2004-10-28 00:00:00.0,France,Other,"Located on transverse wall, west (nave) face <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,,Educational Use Permitted,"31 V6647 Ch02, 001A|Vic:Church",,"Saint-Martin (Church : Nohant-Vicq, France)",931,,College of Apostles,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Apostles (Biblical figures),Nohant-Vic,,Art in the Christian Tradition,11I3,,2,1140,999,Creative Commons BY-SA 4.0
42432,2D,2022-06-20 19:18:35.0,2004-10-28 00:00:00.0,France,Other,"Located on transverse wall, west (nave) face <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,,Educational Use Permitted,"31 V6647 Ch02, 001A|Vic:Church",,"Saint-Martin (Church : Nohant-Vicq, France)",926,,College of Apostles ,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Apostles (Biblical figures),Nohant-Vic,,Art in the Christian Tradition,11I3,,2,1140,999,Creative Commons BY-SA 4.0
29231,3D,2022-06-19 17:52:00.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior, depicting Daniel in the lion's den surrounded by lions yet unhurt. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,D2U,1220-1240,||||,,Educational Use Permitted,"20 A51 CND 14W,002 E2",Daniel 6,Cathédrale d'Amiens,1210,,Daniel in the Lion's Den,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Lions,Vanderbilt University,on,Relief sculpture,,Daniel (Biblical figure),Amiens,,Art in the Christian Tradition,71P3411,,2,1220,999,Creative Commons BY-SA 4.0
29293,3D,2022-06-19 18:06:36.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior, depicting Daniel in the lion's den and God's angel protecting him from harm.  It also shows Daniel being fed, although the biblical text does not mention it. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,C3L,1220-1240,||||,,Educational Use Permitted,"20 A51 CND 14W,002 D2",Daniel 6,Cathédrale d'Amiens,1267,,Daniel in the Lion's Den,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Lions|Angels,Vanderbilt University,on,Relief sculpture,,Daniel (Biblical figure),Amiens,,Art in the Christian Tradition,71P3411,,2,1220,999,Creative Commons BY-SA 4.0
46335,3D,2022-06-23 15:30:26.0,2006-07-13 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum.  Angels hold a clipeus designating that the sarcophagus belonged to Aurelius. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00255,,Daniel in the Lions' Den,Q182955,,||||,Angels|Lions,Vanderbilt University,on,,,Daniel (Biblical figure),,,Art in the Christian Tradition,71P343,,2,300,999,Creative Commons BY-SA 4.0
46341,3D,2022-06-23 15:40:29.0,2006-07-13 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00238,,Daniel in the Lions' Den,Q182955,,||||,Lions,Vanderbilt University,on,,,Daniel (Biblical figure),,,Art in the Christian Tradition,71P343,,2,300,999,Creative Commons BY-SA 4.0
29285,3D,2022-06-19 18:04:48.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior, representing Haggai's prophetic speech according to which God points to the Temple that lies in ruins (in quatrefoil above) and asks it to be rebuilt. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,A3L,1220-1240,||||,CProp21,Educational Use Permitted,,Haggai 1:1-11,Cathédrale d'Amiens,1260,,"Haggai's prophetic speech, Fall into Ruin of the House of God",Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Temple|Building,Vanderbilt University,on,Relief sculpture,,Haggai (Biblical figure),Amiens,,Art in the Christian Tradition,71S11,,2,1220,999,Creative Commons BY-SA 4.0
29288,3D,2022-06-19 18:05:32.0,2003-04-26 00:00:00.0,France,Paint,"Quatrefoil on the western exterior, depicting the Temple which the people have allowed to fall into ruin, as deplored by God's address through Haggai. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,A3U,1220-1240,||||,CProp28,Educational Use Permitted,,Haggai 1:1-11,Cathédrale d'Amiens,1263,,Fall into Ruin of the House of God,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Temple|Building,Vanderbilt University,on,Relief sculpture,,Haggai (Biblical figure),Amiens,,Art in the Christian Tradition,71S111,,2,1220,999,Creative Commons BY-SA 4.0
29267,3D,2022-06-19 18:01:09.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior depicting Mary, Joseph and the infant Jesus fleeing to Egypt. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,F12U,1220-1240,||||,AXmas01,Educational Use Permitted,"20 A51 CND 14W,002 K2",Matthew 2:13-23,Cathédrale d'Amiens,1243,,"Flight into Egypt, stone",Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Flight into Egypt,Vanderbilt University,on,Relief sculpture,,,Amiens,,Art in the Christian Tradition,73B641,,2,1220,999,Creative Commons BY-SA 4.0
51540,3D,2022-06-19 16:10:33.0,2007-06-08 00:00:00.0,France,Wood,"Oak woodcarving in the choirstall area of the Cathedral of Amiens, 1508-1519. This scene shows Joseph's dream telling him to go to Egypt and then Mary, baby Jesus, and Joseph on their journey. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,Choir stalls,1508-1519,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,Cathédrale d'Amiens,Amiens04,,"Flight into Egypt, wood",Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Flight into Egypt,Vanderbilt University,on,Relief sculpture,,,Amiens,,Art in the Christian Tradition,73B62,,2,1508,999,Creative Commons BY-SA 4.0
29377,3D,2022-06-20 16:38:09.0,2003-04-26 00:00:00.0,France,Glass,"Flogging of Christ by soldiers, Christ tied to a column.  Composition by J. Le Breton; glass studio of Gaudin, Paris. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1933,||||,APass|BPass|AHoly05,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|John 18:1-19:42,Cathédrale d'Amiens,1350,,Flogging of Christ by soldiers,Q106934,"Christian art and symbolism -- France -- Amiens -- Modern period, 1500-",||||,Passion of Jesus Christ: Flagellation,Vanderbilt University,on,Stained glass,"Le Breton, Jacques ; Gaudin, Jean",,Amiens,,Art in the Christian Tradition,73D351,,2,1933,999,Creative Commons BY-SA 4.0
29389,3D,2022-06-20 16:42:42.0,2003-04-26 00:00:00.0,France,Glass,"Flogging by soldiers, Christ tied to a column.  Composition by J. Le Breton; glass studio of Gaudin, Paris. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1933,||||,APass|BPass|AHoly05,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|John 18:1-19:42,Cathédrale d'Amiens,1363,,Flogging of Christ by soldiers,Q106934,"Christian art and symbolism -- France -- Amiens -- Modern period, 1500-",||||,Passion of Jesus Christ: Flagellation,Vanderbilt University,on,Stained glass,"Le Breton, Jacques ; Gaudin, Jean",,Amiens,,Art in the Christian Tradition,73D351,,2,1933,999,Creative Commons BY-SA 4.0
29337,3D,2022-06-20 16:01:08.0,2003-04-26 00:00:00.0,France,Mixed,"Painted screen sculpture in the niches in the south transept, depicting from left to right: 1) James preaching in Judea; 2) Philetus being released from Hermogenes' spell; 3) James commanding the demons; 4) the presentation of Hermogenes in chains, the handing over of the staff, and Philetus and Hermogenes in prayer.  [From the Golden Legend.] <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,100,,1508-1519,||||,,Educational Use Permitted,,,Cathédrale d'Amiens,1311,,James the Great and the Conversion of Hermogenes the Sorcerer,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Demons|Conversion,Vanderbilt University,on,Relief sculpture,,"James the Elder, the Apostle (Biblical figure) |Hermogenes (legendary figure)",Amiens,,Art in the Christian Tradition,73F242,,2,1508,999,Creative Commons BY-SA 4.0
29339,3D,2022-06-20 16:01:36.0,2003-04-26 00:00:00.0,France,Mixed,"Painted screen sculpture in the niches in the south transept, depicting from left to right: 1) James preaching in Judea; 2) Philetus being released from Hermogenes' spell -- from The Golden Legend. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,100,,1508-1519,||||,,Educational Use Permitted,,,Cathédrale d'Amiens,1314,,James the Great and the Conversion of Hermogenes the Sorcerer,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Conversion,Vanderbilt University,on,Relief sculpture,,"James the Elder, the Apostle (Biblical figure) |Philetus (Biblical figure) |Hermogenes (legendary figure)",Amiens,,Art in the Christian Tradition,73F242,,2,1508,999,Creative Commons BY-SA 4.0
29341,3D,2022-06-20 16:01:54.0,2003-04-26 00:00:00.0,France,Mixed,"Painted screen sculpture in the niches in the south transept, depicting Philetus being released from Hermogenes' spell -- from The Golden Legend. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,100,,1508-1519,||||,,Educational Use Permitted,,,Cathédrale d'Amiens,1315,,James the Great and the Conversion of Hermogenes the Sorcerer,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Conversion,Vanderbilt University,on,Relief sculpture,,"James the Elder, the Apostle (Biblical figure) |Philetus (Biblical figure) |Hermogenes (legendary figure)",Amiens,,Art in the Christian Tradition,73F2422,,2,1508,999,Creative Commons BY-SA 4.0
29342,3D,2022-06-20 16:02:16.0,2003-04-26 00:00:00.0,France,Mixed,"Painted screen sculpture in the niches in the south transept, depicting James commanding the demons -- from The Golden Legend. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,100,,1508-1519,||||,,Educational Use Permitted,,,Cathédrale d'Amiens,1316,,James the Great and the Conversion of Hermogenes the Sorcerer,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Conversion,Vanderbilt University,on,Relief sculpture,,"James the Elder, the Apostle (Biblical figure) |Hermogenes (legendary figure)",Amiens,,Art in the Christian Tradition,73F2423,,2,1508,999,Creative Commons BY-SA 4.0
29343,3D,2022-06-20 16:02:34.0,2003-04-26 00:00:00.0,France,Mixed,"Painted screen sculpture in the niches in the south transept, depicting the presentation of Hermogenes in chains, the handing over of the staff, and Philetus and Hermogenes in prayer. -- from The Golden Legend. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,100,,1508-1519,||||,BXmas01,Educational Use Permitted,,,Cathédrale d'Amiens,1317,,James the Great and the Conversion of Hermogenes the Sorcerer,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Conversion,Vanderbilt University,on,Relief sculpture,,"James the Elder, the Apostle (Biblical figure) |Philetus (Biblical figure) |Hermogenes (legendary figure)",Amiens,,Art in the Christian Tradition,73F242,,2,1508,999,Creative Commons BY-SA 4.0
29391,3D,2022-06-20 17:19:47.0,2003-04-26 00:00:00.0,France,Wood,"Oak woodcarving in the choirstall area of the Cathedral of Amiens, 1508-1519.<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,Choir stalls,1508-1519,||||,BEpip04,Educational Use Permitted,,Mark 1:21-28,Cathédrale d'Amiens,1400,,Jesus Teaching in the Temple,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Teaching|Temple,Vanderbilt University,on,Carving,,,Amiens,,Art in the Christian Tradition,73C732C,,2,1508,1,Creative Commons BY-SA 4.0
51550,3D,2022-06-19 16:07:42.0,2007-06-08 00:00:00.0,France,Wood,"Oak woodcarving in the choirstall area of the Cathedral of Amiens, 1508-1519. Jesus questions the doctors (teachers) of the Temple in Jerusalem. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,Choir stalls,1508-1519,||||,CXmas01,Educational Use Permitted,,Luke 2:41-52,Cathédrale d'Amiens,Amiens19,,Jesus Teaching in the Temple,Q106934,Jesus Christ -- Temple visit at age twelve,||||,Teaching|Childhood of Jesus|Temple,Vanderbilt University,on,Relief sculpture,,,Amiens,,Art in the Christian Tradition,73C732C,,2,1508,999,Creative Commons BY-SA 4.0
42433,2D,2022-06-20 19:18:51.0,2004-10-28 00:00:00.0,France,Other,"Located on transverse wall, west (nave) face <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,AEpDy|BEpDy|CEpDy,Educational Use Permitted,"31 V6647 Ch05, 001A|Vic:Church",Matthew 2:1-12,"Saint-Martin (Church : Nohant-Vicq, France)",927,,Journey and Adoration of the Magi,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,Adoration of the Magi|Adoration of the Child (Mary)|Journey,Vanderbilt University,on,,,,Nohant-Vic,,Art in the Christian Tradition,73B57,,2,1140,999,Creative Commons BY-SA 4.0
27251,3D,2022-06-19 17:24:53.0,2002-08-01 00:00:00.0,France,,"<p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,identification needed,1155,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,Cathédrale de Laon,192,,"Laon; left jamb figures of the south portal, west facade (Last Judgment Portal)",Q585947,"Christian art and symbolism -- France -- Laon -- Medieval, 500-1500",||||,Last Judgment,Vanderbilt University,on,,,,Laon,,Art in the Christian Tradition,11U1 ; 73C841,,2,1155,999,Creative Commons BY-SA 4.0
27218,3D,2022-06-19 17:16:15.0,2002-08-01 00:00:00.0,France,,"From left to right, Joseph, Virgin Mary holding the infant Jesus, and Zechariah. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1155,||||,BXmas01,Educational Use Permitted,,Luke 2:22-40,Cathédrale de Laon,159,,"Laon; Presentation in the Temple, Virgin Mary, Jesus Christ; right embrasure figures of the north portal, west facade (Nativity Portal)",Q585947,"Christian art and symbolism -- France -- Laon -- Medieval, 500-1500",||||,Presentation of Jesus at the Temple,Vanderbilt University,on,,,,Laon,,Art in the Christian Tradition,73B4,,2,,999,Creative Commons BY-SA 4.0
