RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
33090,2D,2022-06-20 18:59:42.0,2003-10-03 00:00:00.0,France,,"Fresco on the lower south register of the nave depicting the blessing of Abraham by the angel of the Lord and Abraham giving all that he has to Isaac. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,Genesis 25:5,Abbaye de Saint-Savin,2317,,St. Savin - Angel's Blessing of Abraham; Isaac's Inheritance,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Blessing,Vanderbilt University,on,,,Abraham (Biblical figure) |Isaac (Biblical figure),Vienne,,Art in the Christian Tradition,71C131|71C222,,2,,999,Creative Commons BY-SA 4.0
33113,3D,2022-06-20 19:00:09.0,2003-10-06 00:00:00.0,France,,"Frescos on the tympanum and vault of the porch.  On the tympanum (far back) is depicted a tall and nimbused figure of Christ of Parousia sitting on a throne in a circle of glory and flanked by angels carrying the instruments of Passion, notably one on the left carrying the cross.  On the vault, the wall-arch (middle) depicts 12 angels and 12 apostles each in groups of four, while the second bay (foreground) illustrates several visions of Apocalypse <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,CEast07,Educational Use Permitted,,"Revelation 22:12-14, 16-17, 20-21",Abbaye de Saint-Savin,2320,,St. Savin - Christ of Parousia and the Visions of Apocalypse,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Parousia|Apocalypse: Revelation,Vanderbilt University,on,,,Jesus Christ (Biblical figure),Vienne,,Art in the Christian Tradition,11U1|73G,,2,1040,999,Creative Commons BY-SA 4.0
33138,2D,2022-06-20 19:03:46.0,2003-10-07 00:00:00.0,France,,"Fresco on the lower part of the wall-arch supporting the vault of the porch, depicting three nimbused, seated apostles holding a book in hand and discoursing together <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,,Abbaye de Saint-Savin,2322,,St. Savin - Apostles in Glory,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Glory,Vanderbilt University,on,,,Apostles (Biblical figures),Vienne,,Art in the Christian Tradition,11I3,,2,1040,999,Creative Commons BY-SA 4.0
33149,2D,2022-06-20 19:03:59.0,2003-10-07 00:00:00.0,France,,"Fresco on the upper part of the wall-arch supporting the vault of the porch, depicting three angels bowing in worship <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,CAscn,Educational Use Permitted,,,Abbaye de Saint-Savin,2324,,St. Savin - Angels Worshipping,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Worship,Vanderbilt University,on,,,,Vienne,,Art in the Christian Tradition,11G25,,2,1040,100,Creative Commons BY-SA 4.0
33155,2D,2022-06-20 19:04:14.0,2003-10-07 00:00:00.0,France,,"Fresco on the upper part of the wall-arch supporting the vault of the porch, depicting three angels bowing in worship <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,,Abbaye de Saint-Savin,2327,,St. Savin - Angels Worshipping,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Worship,Vanderbilt University,on,,,,Vienne,,Art in the Christian Tradition,11G25,,2,1040,999,Creative Commons BY-SA 4.0
33251,2D,2022-06-20 19:04:29.0,2003-10-09 00:00:00.0,France,,"Fresco on the upper right register of the second bay of the porch, depicting the sixth angel of the Apocalypse, who, after having blown his trumpet, releases the four angels of destruction bound at the river Euphrates, in accordance with the command of the voice from the golden altar before God (top right).  The horsemen of the four angels, two hundred thousand strong, then ride to kill a third of humankind with the fire, smoke, and sulfur coming out of their mouths (bottom right) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2328,,St. Savin - Sixth Angel of the Apocalypse,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Apocalypse: Revelation,Vanderbilt University,on,,,Angel (Biblical figure),Vienne,,Art in the Christian Tradition,73G326,,2,1040,999,Creative Commons BY-SA 4.0
33259,2D,2022-06-20 19:04:43.0,2003-10-09 00:00:00.0,France,,"Fresco on the middle right register of the second bay of the porch, depicting the clash of Michael the Archangel and his angels, armed with long spears and swords (left), against the dragon (hardly visible) and its angels (right). <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2329,,St. Savin - War of Michael and the Dragon,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,War|Apocalypse: Revelation,Vanderbilt University,on,,,Michael (Archangel),Vienne,,Art in the Christian Tradition,73G412,,2,1040,3,Creative Commons BY-SA 4.0
33260,2D,2022-06-20 19:04:58.0,2003-10-09 00:00:00.0,France,,"Fresco on the upper right register of the second bay of the porch, depicting the sixth angel of the Apocalypse, who, after having blown his trumpet, releases the four angels of destruction bound at the river Euphrates <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2330,,St. Savin - Sixth Angel of the Apocalypse (Detail),Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Apocalypse: Revelation,Vanderbilt University,on,,,Angel (Biblical figure),Vienne,,Art in the Christian Tradition,73G326,,2,1040,999,Creative Commons BY-SA 4.0
33262,2D,2022-06-20 19:05:12.0,2003-10-09 00:00:00.0,France,,"Fresco on the upper left register of the second bay of the porch, depicting the fifth angel of the Apocalypse who blows the trumpet and opens the bottomless pit, releasing the gold-crowned locusts with human faces, women's hair, lion's teeth, scales like iron breastplates, and scorpion's tails, and to which is given the power to torment for five months those without the seal of God on their foreheads <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,,Abbaye de Saint-Savin,2331,,St. Savin - Fifth Angel of the Apocalypse,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Apocalypse: Revelation,Vanderbilt University,on,,,Angel (Biblical figure),Vienne,,Art in the Christian Tradition,73G325,,2,1040,999,Creative Commons BY-SA 4.0
33263,2D,2022-06-20 19:05:29.0,2003-10-09 00:00:00.0,France,,"Fresco on the middle left register of the second bay of the porch, depicting: 1) John seeing the Temple of God opening in heaven with the ark of the covenant in it (left); 2) the woman, clothed with the sun and with the moon under her feet, giving birth to the child who is carried by an angel to the throne of God, while the dragon with seven heads and ten horns try to devour the child and, when that failed, pour from his mouth a flood in an attempt to sweep the woman away (right). <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2332,,"St. Savin - Temple of God; Woman, Child, and Dragon",Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Apocalypse: Revelation,Vanderbilt University,on,,,,Vienne,,Art in the Christian Tradition,73G3271|73G411|73G413,,2,1040,999,Creative Commons BY-SA 4.0
33274,2D,2022-06-20 19:05:44.0,2003-10-10 00:00:00.0,France,,"Fresco on the lower left register of the second bay of the porch, depicting the enthroned Virgin censed by two angels hovering above her and attended on the left by eight clerks and their abbot, possibly symbolizing the St. Savin community, and on the right by a crowd of laymen among the first rank of which are seen the benefactors of the abbey, who are, from left to right, two crowned princes, a nimbused and hooded churchman, and a nimbused man holding out a crown or reliquary, possibly Charlemagne, Louis the Pious, Benedict of Aniane, and Guillaume le Grand <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,,Abbaye de Saint-Savin,2333,,St. Savin - Adoration of the Virgin,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Abbey,Vanderbilt University,on,,,"Benedict, of Aniane, ca.747-821 |Charlemagne, Emperor, 748-814 |Mary, the mother of Jesus (Biblical figure)",Vienne,,Art in the Christian Tradition,11F32|11H(Charlemagne)|11H(William of Aquitaine),,2,1040,999,Creative Commons BY-SA 4.0
33281,2D,2022-06-20 19:05:57.0,2003-10-10 00:00:00.0,France,,"Fresco on the middle left register of the second bay of the porch, depicting the woman, clothed with the sun and with the moon under her feet, giving birth to the child who is carried by an angel to the throne of God, while the dragon with seven heads and ten horns try to devour the child and, when that failed, pour from his mouth a flood in an attempt to sweep the woman away <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,"Revelation 12:1-5, 15-16",Abbaye de Saint-Savin,2334,,"St. Savin - Woman, Child, and Dragon (Detail)",Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Vienne,,Art in the Christian Tradition,73G411|73G413,,2,1040,999,Creative Commons BY-SA 4.0
33283,2D,2022-06-20 19:06:11.0,2003-10-10 00:00:00.0,France,,"Fresco on the lower north register of the nave, depicting God, who's standing in a mandorla surrounded by clouds, giving the tablets of the Law to Moses who is kneeling on a rugged terrain evocative of Mt. Sinai, while angels on the left and right blow their long horns <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,AProp22,Public Domain,,Exodus 31:18,Abbaye de Saint-Savin,2335,,St. Savin - Moses Receiving the Tablets of the Law,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Law,Vanderbilt University,on,,,God (Biblical figure) |Moses (Biblical figure),Vienne,,Art in the Christian Tradition,71E1343,,2,1040,3,Creative Commons BY-SA 4.0
33358,2D,2022-06-20 19:06:29.0,2003-10-15 00:00:00.0,France,,"Fresco on the lower north register of the nave, depicting Pharaoh's war-chariot and his cavalry being swallowed by the waters of the Red Sea as they try to pursue the children of Israel. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,AProp19,Educational Use Permitted,,Exodus 14:19-31,Abbaye de Saint-Savin,2337,,St. Savin - Drowning of Pharaoh's Army in the Red Sea,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Exodus|Crossing the Red Sea,Vanderbilt University,on,,,Pharaoh (Biblical figure),Vienne,,Art in the Christian Tradition,71E12231,,2,1040,40,Creative Commons BY-SA 4.0
33359,2D,2022-06-20 19:06:41.0,2003-10-15 00:00:00.0,France,,"Fresco on the lower north register of the nave, depicting the children of Israel, led by Moses (on the right), marching toward the promised land guided by the pillar of cloud by day and the pillar of fire by night, while an angel of God protects them in the rear. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2336,,St. Savin - March of the Children of Israel Toward the Promised Land,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Exodus,Vanderbilt University,on,,,Moses (Biblical figure),Vienne,,Art in the Christian Tradition,71E1212,,2,1040,999,Creative Commons BY-SA 4.0
33360,2D,2022-06-20 19:06:53.0,2003-10-15 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Pharaoh, who is pleased with Joseph's interpretation of his dreams, investing Joseph with his signet-ring and thus giving him full power over the land of Egypt <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 41,Abbaye de Saint-Savin,2338,,St. Savin - Joseph's Appointment as the Master of Pharaoh's Palace,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Joseph, the son of Jacob (Biblical figure)",Vienne,,Art in the Christian Tradition,71D161,,2,1040,999,Creative Commons BY-SA 4.0
33361,2D,2022-06-20 19:07:05.0,2003-10-16 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Joseph (right) being taken out of his prison and brought before Pharaoh to interpret his dreams <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 41,Abbaye de Saint-Savin,2339,,St. Savin - Joseph Interprets Pharaoh's Dreams,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Dreams,Vanderbilt University,on,,,"Joseph, the son of Jacob (Biblical figure) |Pharaoh (Biblical figure)",Vienne,,Art in the Christian Tradition,71D154,,2,1040,999,Creative Commons BY-SA 4.0
33362,2D,2022-06-20 19:07:15.0,2003-10-16 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Potiphar's Wife attempting to seduce Joseph and, having been rejected, accusing him before Potiphar of trying to violate her <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,,Abbaye de Saint-Savin,2340,,St. Savin - Joseph and Potiphar's Wife,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Potiphars wife (Biblical figure) |Joseph, the son of Jacob (Biblical figure)",Vienne,,Art in the Christian Tradition,71D133|71D134,,2,1040,999,Creative Commons BY-SA 4.0
33363,2D,2022-06-20 19:07:31.0,2003-10-16 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Joseph being sold by his brothers to the Midianite traders who in turn sell him into slavery in Egypt (although according to the biblical account the Midianite traders themselves draw Joseph out of the pit into which the brothers have thrown him, thereby forestalling their scheme to sell him, the painting opted to depict an imaginary episode foreshadowing Jesus' betrayal by Judah) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,AProp14,Public Domain,,"Genesis 37:1-4, 12-28",Abbaye de Saint-Savin,2341,,St. Savin - Joseph Sold into Slavery,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Midianites|Slavery,Vanderbilt University,on,,,"Joseph, the son of Jacob (Biblical figure)",Vienne,,Art in the Christian Tradition,71D125,,2,1040,999,Creative Commons BY-SA 4.0
33376,2D,2022-06-20 19:07:43.0,2003-10-17 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Jacob stealing his brother Esau's blessing by disguising as his brother and presenting his father Isaac with a delicacy (a kid cooked by Rebecca) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 27:5-29,Abbaye de Saint-Savin,2342,,St. Savin - Isaac Blessing Jacob,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Blessing,Vanderbilt University,on,,,Isaac (Biblical figure) |Jacob (Biblical figure),Vienne,,Art in the Christian Tradition,71C2741,,2,1040,999,Creative Commons BY-SA 4.0
33378,2D,2022-06-20 19:07:59.0,2003-10-17 00:00:00.0,France,,"Fresco on the lower south register of the nave, depicting Jacob stealing his brother Esau's blessing by disguising as his brother and presenting his father Isaac with a delicacy (a kid cooked by Rebecca) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 27:5-29,Abbaye de Saint-Savin,2343,,St. Savin - Isaac Blessing Jacob (Detail),Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Blessing,Vanderbilt University,on,,,Isaac (Biblical figure) |Jacob (Biblical figure),Vienne,,Art in the Christian Tradition,71C2741,,2,1040,999,Creative Commons BY-SA 4.0
33423,2D,2022-06-20 19:08:13.0,2003-10-29 00:00:00.0,France,,"Fresco on the upper north register of the nave showing God  (the tall and richly attired human figure on the right) welcoming with open arms Noah and his family who have just disembarked from the ark <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,BLent01,Public Domain,,"Genesis 7:1-5, 11-18; 8:6-18; 9:8-13",Abbaye de Saint-Savin,2310,,St. Savin - Noah's Disembarkation from the Ark,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Noah (Biblical figure) |Shem (Biblical figure) |Ham (Biblical figure),Vienne,,Art in the Christian Tradition,71B342,,2,1040,3,Creative Commons BY-SA 4.0
33424,2D,2022-06-20 19:08:24.0,2003-10-29 00:00:00.0,France,,"Fresco on the upper south register of the nave showing Ham, Noah's son, mocking his father who is lying on his couch, drunk, with his mantle gaping to reveal his legs and belly, while Shem and Japheth, the other two sons, prepare to cover their father's nakedness <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 9:20-23,Abbaye de Saint-Savin,2311,,St. Savin - Noah's Drunkenness,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Noah (Biblical figure) |Shem (Biblical figure) |Ham (Biblical figure),Vienne,,Art in the Christian Tradition,71B35211,,2,1040,999,Creative Commons BY-SA 4.0
33428,2D,2022-06-20 19:08:38.0,2003-10-29 00:00:00.0,France,,"Fresco on the upper south register of the nave depicting Noah grabbing the left wrist of Canaan (Ham's son) in the presence of Shem and Japheth, and pointing to him, indicating that he is given to them as a servant to punish Ham's mockery of his own father <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Public Domain,,Genesis 9:24-27,Abbaye de Saint-Savin,2312,,St. Savin - Noah Curses Canaan,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Noah (Biblical figure) |Canaan (Biblical figure) |Shem (Biblical figure) |Japheth (Biblical figure),Vienne,,Art in the Christian Tradition,71B35221,,2,1040,999,Creative Commons BY-SA 4.0
33430,2D,2022-06-20 19:09:42.0,2003-10-29 00:00:00.0,France,Paint,"Church of St. Savin, fresco on the upper south register of the nave depicting the building of the Tower of Babel (in the likeness of a medieval construction site) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,CPDay,Public Domain,,Genesis 11:1-9,Abbaye de Saint-Savin,2313,,Building theTower of Babel,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Tower of Babel,Vanderbilt University,on,Fresco,,,Vienne,,Art in the Christian Tradition,71B42,,2,1050,7,Creative Commons BY-SA 4.0
33460,2D,2022-06-20 19:10:17.0,2003-10-31 00:00:00.0,France,,"Fresco on the upper south register of the nave depicting God speaking to Abraham to call him out of his native country with a promise of land and posterity.  <br><br>""For Abraham's own country and kindred had most of them fallen off; and without some extraordinary interposition of Providence, in all likelihood, in a generation or two more, the true religion in this line would have been extinct.  And therefor God called Abraham, the person in whose family he intended to uphold the true religion, out of his own country, and from his kindred, to a far distant country, that his posterity might there remain a people separate from all the rest of the world; that so the true religion might be upheld there..."" (Edwards, 543) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,221,,1040-1090,||||,AProp05|ALent02,Educational Use Permitted,,Genesis 12:1-4a,Abbaye de Saint-Savin,2314,,St. Savin - Calling of Abraham,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,Fresco,,God (Biblical figure) |Abraham (Biblical figure),Vienne,,Art in the Christian Tradition,71C1131,,2,1040,1,Creative Commons BY-SA 4.0
33462,2D,2022-06-20 19:10:50.0,2003-10-31 00:00:00.0,France,,"Fresco on the upper south register of the nave showing Abraham (right) and Lot (left with women) going their separate ways after a quarrel between their herders <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,Genesis 13:1-13,Abbaye de Saint-Savin,2315,,St. Savin - Abraham and Lot Part Company,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Lot (Biblical figure) |Abraham (Biblical figure),Vienne,,Art in the Christian Tradition,71C115,,2,1040,999,Creative Commons BY-SA 4.0
33547,2D,2022-06-20 19:11:06.0,2003-11-05 00:00:00.0,France,,"Fresco on the upper and lower north register of the nave depicting 1) God's creation of the sun, the moon, and the stars (upper) and 2) the ceation of Eve and her temptation by the serpent (lower) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,ATrin|ALent01,Educational Use Permitted,,Genesis 1:1-2:4a|Genesis 2:15-17; 3:1-7,Abbaye de Saint-Savin,2344,,St. Savin - Creation of the Luminaries; Creation of Eve and Her Temptation by the Serpent,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Moon|Serpent|Sun|Creation of Eve|Garden of Eden,Vanderbilt University,on,,,God (Biblical figure) |Adam (Biblical figure) |Eve (Biblical figure),Vienne,,Art in the Christian Tradition,71A24|71A341|71A351|71A411,,2,1040,999,Creative Commons BY-SA 4.0
33548,2D,2022-06-20 19:11:19.0,2003-11-05 00:00:00.0,France,,"Fresco on the upper north register of the nave depicting God, represented by the figure of Christ with a cruciform nimbus, creating the sun (the bust of a man aureoled with rays of light) and the moon (the bust of a woman crowned with a crescent) and the stars <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,ATrin,Public Domain,,Genesis 1:1-2:4a,Abbaye de Saint-Savin,2345,,St. Savin - God's Creation of the Luminaries,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Creation of the World|Light|Sun|Moon,Vanderbilt University,on,,,God (Biblical figure),Vienne,,Art in the Christian Tradition,71A24,,2,1040,999,Creative Commons BY-SA 4.0
33549,2D,2022-06-20 19:11:33.0,2003-11-05 00:00:00.0,France,,"Fresco on the lower north register of the nave depicting 1) God, represented by the figure of Christ with a cruciform nimbus, creating Eve and bringing her to Adam; 2) Eve being tempted by the serpent <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,ALent01,Public Domain,,Genesis 2:15-17; 3:1-7,Abbaye de Saint-Savin,2346,,St. Savin - God's Creation of Eve and Her Temptation by the Serpent,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Creation of Eve|Serpent|Garden of Eden,Vanderbilt University,on,,,God (Biblical figure),Vienne,,Art in the Christian Tradition,71A341|71A351|71A411,,2,1040,999,Creative Commons BY-SA 4.0
33550,2D,2022-06-20 19:11:47.0,2003-11-05 00:00:00.0,France,,"Fresco on the lower north register of the nave depicting 1) God, represented by a figure of Christ with the cruciform nimbus, creating Eve and bringing her to Adam; 2) Eve being tempted by the serpent <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,ALent01,Public Domain,,Genesis 2:15-17; 3:1-7,Abbaye de Saint-Savin,2347,,St. Savin - God's Creation of Eve and Her Temptation by the Serpent (Detail),Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Creation of Eve|Serpent|Garden of Eden,Vanderbilt University,on,,,God (Biblical figure) |Adam (Biblical figure) |Eve (Biblical figure),Vienne,,Art in the Christian Tradition,71A341|71A351|71A411,,2,1040,999,Creative Commons BY-SA 4.0
33852,2D,2022-06-20 19:11:59.0,2003-11-28 00:00:00.0,France,,"Fresco on the upper part of the wall-arch supporting the vault of the porch, depicting three angels bowing in worship <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,102,,1040-1090,||||,,Educational Use Permitted,,,Abbaye de Saint-Savin,2326,,St. Savin - Angels Worshipping,Q1774129,"Christian art and symbolism -- France -- Medieval, 500-1500",||||,Angels|Worship,Vanderbilt University,on,,,,Vienne,,Art in the Christian Tradition,11G25,,2,1040,999,Creative Commons BY-SA 4.0
42403,3D,2022-06-20 19:12:15.0,2004-10-22 00:00:00.0,France,Other,"Located on east choir wall, apsidal arch <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,,Educational Use Permitted,"31 V6647 Ch05, 001C|Vic:Church",Ezekiel 1,"Saint-Martin (Church : Nohant-Vicq, France)",951,,A Tetramorph Standing on a Wheel; head of Ezekiel below,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,Tetramorph,Vanderbilt University,on,,,Ezekiel (Biblical figure),Nohant-Vic,,Art in the Christian Tradition,,,2,1140,999,Creative Commons BY-SA 4.0
42407,2D,2022-06-20 19:12:42.0,2004-10-27 00:00:00.0,France,Other,"Located on south choir wall <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,CProp21,Educational Use Permitted,"31 V6647 Ch05, 001C",Luke 16:19-31,"Saint-Martin (Church : Nohant-Vicq, France)",950,,Lazarus in Abraham's Bosom,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Abraham (Biblical figure) |Lazarus (of Luke 16:19-21, Biblical figure)",Nohant-Vic,,Art in the Christian Tradition,73C8521|73C523,,2,1140,999,Creative Commons BY-SA 4.0
42408,2D,2022-06-20 19:12:55.0,2004-10-27 00:00:00.0,France,Other,"Located on transverse wall, west (nave) face <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,BXmas01,Educational Use Permitted,"31 V6647 Ch02, 001B",Luke 2:22-40,"Saint-Martin (Church : Nohant-Vicq, France)",925,,Presentation of the infant Jesus in the temple,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500|",||||,Presentation of Jesus at the Temple,Vanderbilt University,on,,,,Nohant-Vic,,Art in the Christian Tradition,73 B4,,2,1140,7,Creative Commons BY-SA 4.0
