qid,label,doi,pmid
Q115687811,The practice of sermon listening,,
Q115687812,Preaching words: 144 key terms in homiletics,,
Q115687813,Pentecost one: interpreting the lessons of the church year,,
Q115687814,Preaching Easter Faith at the Beginning of the New Millennium,,
Q115687815,Collaborative Leadership in Preaching,,
Q115687816,Under the oak tree: the church as community of conversation in a conflicted and pluralistic world,,
Q115687818,Telling the truth: preaching about sexual and domestic violence,,
Q115687819,Paul the apostle to America: cultural trends and Pauline scholarship (book review),,
Q115687820,The Crucified Ruler: Sermons for Lent and Easter (book review),,
Q115687821,Claiming theology in the pulpit,,
Q115687823,Speaking together and with God: liturgy and communicative ethics,,
Q115687824,Preaching the Lesson: Proper 28: Thirty-third Sunday in Ordinary Time,,
Q115687826,From Resistance to Jubilee: Prophetic Preaching and the Testimony of Love,,
Q115687827,Best advice for preaching,,
Q115687829,Ethical Approaches to Preaching: Choosing the Best Way to Preach About Difficult Issues.,,
Q115687830,The Ascension: A Promise of Great Things to Come,,
Q115687831,First Sunday of Advent,,
Q115687832,Christ the King,,
Q115687834,"Proper 27, Thirty-Second Sunday in Ordinary Time",,
Q115687835,"Proper 26, Thirty-First Sunday in Ordinary Time",,
Q115687837,Preaching fools: the gospel as a rhetoric of folly,,
Q115687838,Preaching to Teach: Inspire People to Think and Act,,
Q115687839,In What Sense is Proclamation Necessary?,,
Q115687841,"The Third Room of Preaching: The Sermon, the Listener, and the Creation of Meaning",,
Q115687842,Man and His New Hopes,,
Q115687844,God's suffering power and liberation,,
Q115687845,Directions toward a church of the people,,
Q115687846,Liberation of oppressors,,
Q115687847,Death by Bread Alone: Texts and Reflections on Religious Experience,,
Q115687849,Hope and the ministry of planning and management,,
Q115687850,The farm crisis and the rural economy in the perspective of God's economy,,
Q115687851,Conversion: what shall we teach?,,
Q115687852,The public character of the resurrection,,
Q115687853,Justice : God's Power For Life Against Death,,
Q115687854,Wesleyan theology in a postmodern era: the spirit of life in an age of the nihil,,
Q115687856,"A passion for God's reign: theology, Christian learning and the Christian self",,
Q115687858,Being human in the market society,,
Q115687859,Divine economy: theology and the market,,
Q115687860,"New proclamation. Year C, 2003-2004, Advent through Holy Week",,
Q115687861,Mashup Religion: Pop Music and Theological Invention,,
Q115687862,The Holy Spirit and human needs : toward a Trinitarian view of economics,,
Q115687864,Religion and the Ambiguities of Capitalism,,
Q115687865,The household of Jesus Christ in the age of access,,
Q115687866,Proclaiming the Lord's favor: preaching on economics in an election year,,
Q115688792,The Future of the Methodist Theological Traditions,,
Q115688793,Christian social ethics in a global era,,
Q115688794,The passion for life: a messianic lifestyle,,
Q115688795,Origins of the theology of hope [by] M. Douglas Meeks. Foreword by Jürgen Moltmann,,
Q115688796,God the economist: the doctrine of God and political economy,,
Q115688797,Human Identity in Christian Faith,,
Q115688798,"On human dignity: political theology and ethics / Meeks, M. Douglas.",,
Q115688799,The experiment hope,,
Q115688800,Introduction to Systematic Theology,,
Q115688801,Our calling to fulfill: Wesleyan views of the church in mission,,
Q115688803,In essentials unity: reflections on the nature and purpose of the church: in honor of Frederick R. Trost,,
Q115688804,"Trinity, community, and power: mapping trajectories in Wesleyan theology",,
Q115688805,The portion of the poor: good news to the poor in the Wesleyan tradition,,
Q115688807,What should Methodists teach?: Wesleyan tradition and modern diversity,,
Q115688808,Theology & corporate conscience: essays in honor of Frederick Herzog,,
Q115688809,Hope for the church : Moltmann in dialogue with practical theology / Jürgen Moltmann with M. Douglas Meeks ... [et al.] ; edited and translated by Theodore Runyon.,,
Q115688811,Love: the foundation of hope: the theology of Jürgen Moltmann and Elisabeth Moltmann-Wendel,,
Q115688812,Weltgesellschaft aus christlicher Perspektive,,
Q115688813,Hanŭnim ŭi kyŏngjehak: sinnon kwa chongchʻikyŏngjehak,,
Q115688814,Gott und Ökonomie: Kann das Gemeinwesen die Freihe it gegenüber dem Diktat der Wirtschaft Züruckgewinnen?,,
Q115688815,Gott der Ökonom :  Gotteslehre und politische Ökonomie.,,
Q115688816,Economia global & economia de Deus,,
Q115688817,"Proper 20, Twenty-fifth Sunday in Ordinary Time, Eighteenth Sunday After Pentecost",,
Q115688818,"Proper 19, Twenty-fourth Sunday in Ordinary Time, Seventeenth Sunday After Pentecost",,
Q115688819,"Proper 18, Twenty-third Sunday in Ordinary Time, Sixteenth Sunday After Pentecost",,
Q115688820,Women in purple: rulers of medieval Byzantium,,
Q115688821,The evolution of the late antique world,,
Q115688822,"La Perpétuité de la Foi: the appeal to Eastern Christianity of Jean Claude's eucharistic polemics, viewed in its French Reformation and Counter Reformation contexts",,
Q115688823,Syriaca.org: New Digital Tools for the Study of the Medieval Middle East,,
Q115688825,Encoding Western and Non-Western Names for Ancient Syriac Authors,10.4242/BALISAGEVOL16.GIBSON01,
Q115688826,Modeling a Body of Literature in TEI: Bibliotheca Hagiographica Syriaca Electronica,,
Q115688827,"Prayer and Worship in Eastern Christianities, 5th to 11th Centuries",10.1017/S0009640718001725,
Q115688828,Feminist and womanist pastoral theology,,
Q115688829,Faith's wisdom for daily living,,
Q115689681,Feminist theory in pastoral theology,,
Q115689682,"Poverty, suffering and HIV-AIDS : international practical theological perspectives",,
Q115689683,"Death, sin, and the moral life : contemporary cultural interpretations of death",,
Q115689684,Also a mother : work and family as theological dilemma,,
Q115689685,From culture wars to common ground : religion and the American family debate,,
Q115689686,Let the children come : reimagining childhood from a Christian perspective,,
Q115689687,In the midst of chaos : caring for children as spiritual practice,,
Q115689689,"Mutuality matters: family, faith, and just love",,
Q115689690,Word among Us: A Curriculum of the United Church of Christ,,
Q115689691,Women Respond to the Men's Movement: A Feminist Collection,,
Q115689692,Through the Landscape of Faith: Christian Life Maps,,
Q115689693,The social structure of Christian families: a historical perspective,,
Q115689694,The pastoral psychotherapist in Disciple ministry : anomaly or needed partner?,,
Q115689695,The family in theological perspective,,
Q115689696,The doctorate of ministry as an exercise in practical theology : qualitative research with living human documents,,
Q115689697,The death and dying movement : psychologies and the formation of culture,,
Q115689698,Produce or perish : a feminist critique of generativity,,
Q115689700,Let the children come,,
Q115689701,Hospital Ministry: The Role of the Chaplain Today,,
Q115689702,"Family and Work : Can Anyone ""Have It All""?",,
Q115689703,Death and the moral life : Odd bedfellows in our postmodern age,,
Q115689704,Can One Be Faithful While Teaching Research Methods to DMin Students,,
Q115689705,"""Also a Mother"" : Beyond Family Values",,
Q115689706,The church and wellness,,
Q115689707,The arts of ministry: feminist-womanist approaches,,
Q115689708,Reclaiming Space in Contested Terrain: The Role of the Congregation,,
Q115689710,"The Bonds of Love: Psychoanalysis, Feminism & the Problem of Domination",,
Q115689711,Loving and Working: Reweaving Women's Public and Private Lives,,
Q115689712,Brave New Families: Stories of Domestic Upheaval in Late 20th Century America,,
Q115689713,Children and childhood in American religions,,
Q115690090,"Women's Ways of Knowing: The Development of Self, Voice, and Mind",,
Q115690091,Religious insanity : history of a diagnosis : Comment : Bonnie J. Miller-Mclemore,,
Q115690092,Co-Creating: A Feminist Vision of Ministry,,
Q115690093,Teologia pastoral como teologia pública,,
Q115690095,Contemporary Psychoanalysis and Religion: Transference and Transcendence,,
Q115690096,Body theology,,
Q115690097,The mystery of the child,,
Q115690098,Religious institutions and issues of health care,,
Q115690100,Coming to our senses: feeling and knowledge in theology and ministry,10.1007/S11089-014-0617-1,
Q115690102,Promising again,,
Q115690103,Becoming married,,
Q115690104,"Feminism, children, and mothering: three books and three children later",,
Q115690105,Jesus loves the little children? An exercise in the use of Scripture,,
Q115690107,"Confession: good for the soul, hard for the heart, and a mark of maturity",,
Q115690108,Teologia prática e pedagogia: incorporando o know-how teológico,,
Q115690110,Protestantism and the Family,,
Q115690111,"Christian practical wisdom: what it is, why it matters",,
Q115690112,Calling all years good: Christian vocation throughout life's seasons,,
Q115690113,Desire: Practical Theological Explorations,,
Q115690115,The public character of the university-related divinity school,,
Q115690116,A graceful embrace: theological reflections on adopting children,,
Q115690118,Setting Limits: Medical Goals in an Aging Society,,
Q115690119,Regarding children: a new respect for childhood and families,,
Q115690120,Marriage debate,,
Q115690121,Living alone,,
Q115690123,Survival Manual for Women in Religious Studies,,
Q115690124,Spiritual contemplation in the chaos of parenthood,,
Q115690125,The human web : Reflections on the state of pastoral theology,,
Q115690126,Story hour,,
Q115690127,Scholars for the church: preparing seminary teachers,,
Q115690129,"Returning to the ""mother's house"" : a feminist look at Orpah",,
Q115690130,Essential books on marriage,,
Q115690132,"Doing wrong, getting sick, and dying",,
Q115690133,Representations of Motherhood,,
Q115690134,Myths and realities of mental illness,,
Q115690135,Dying Well Against the Odds: Cultural and Religious Horizons,,
Q115690138,Christian theology in practice : discovering a discipline,,
Q115690139,Children--where religion hits the road: why society needs religious views of children,,
Q115690140,Leaving home,,
Q115690148,City of desires - a place for God? : practical theological perspectives,,
Q115690504,‘A tale of two cities’: The evolution of the International Academy of Practical Theology,10.4102/HTS.V73I4.4718,
Q115690505,'This is my body': Christian wisdom on dying in an age of denial,10.1080/1756073X.2021.1889766,
Q115690506,Trees and the “Unthought Known”: The Wisdom of the Nonhuman (or Do Humans “Have Shit for Brains”?),10.1007/S11089-020-00920-7,
Q115690507,Taken for granted? four ways to do church better,,
Q115690508,Twenty-two keys to being a minister without quitting or wishing for early retirement,,
Q115690509,How to get along with your pastor,,
Q115690510,Leadership in scarcity,,
Q115690511,"Revaluing ""self-care"" as a practice of ministry",,
Q115690512,Faltering Steps: Imagining Our Way Across the Seminary-Church Divide,,
Q115690513,Ministry to Cancer Patients,,
Q115690515,Funerals for Non-Members,,
Q115690516,Start with Why: How Great Leaders Inspire Everyone to Take Action,,
Q115690517,Sacramental Life & Liturgy: Liturgy’s Prophetic Dimensions,,
Q115690518,Theology and Suffering,,
Q115690519,Sacramental and Liturgical Theology: The Communion Rite as Ecclesial Act,,
Q115690521,Sacramental-Liturgical Theology Since Vatican II: The Dialectic of Meaning and Performance,,
Q115690524,Sacramental and Liturgical Theology: Locating Liturgy: Worship in Contexts,,
Q115690525,Sacramental and Liturgical Theology: Liturgy and Evangelization,,
Q115690526,Sacramental and Liturgical Theology: Liturgical Signs of the Times,,
Q115690527,Sacramental and Liturgical Theology: Eucharistic Theology for the 21st Century,,
Q115690529,Sacramental and Liturgical Theology: Catholic Liturgy and Public Life,,
Q115690530,Liturgy and the moral self,,
Q115690532,Bodies of worship : explorations in theory and practice,,
Q115690533,Toward a theology of the body,,
Q115690534,"The journals of Father Alexander Schmemann, 1973-1983",,
Q115690535,Worship seeking understanding: windows into Christian practice,,
Q115690537,Political worship: ethics for Christian citizens,,
Q115690538,Christian symbol and ritual: an introduction,,
Q115690539,"Meeting mystery: liturgy, worship, sacraments",,
Q115690540,Immersed in the life of God: the healing resources of the Christian faith: essays in honor of William J. Abraham,,
Q115690541,"Interruptions: mysticism, politics, and theology in the work of Johann Baptist Metz",,
Q115690542,Sacramental orders,,
Q115690543,Breath of life: a theology of the creator spirit,,
Q115690544,Eucharist: the meal and the word,,
Q115690545,Holy conversation: spirituality for worship,,
Q115690546,Dorothee Soelle--mystic and rebel: the biography,,
Q115690547,"The meaning of confirmation: searching with the bishop, the liturgy, and the Holy Spirit",,
Q115690548,Hidden presence: the mystery of the assembly as body of Christ,,
Q115690551,The paschal mystery personified: a commentary on the rites of the RCIA,,
Q115690552,Anointing of the sick as sacrament within a larger pastoral process of faith,,
Q115690553,The christology of ordinary time,,
Q115690555,The liturgical spirituality of Lent,,
Q115690556,Liturgical music: bodies proclaiming and responding to the Word of God,,
Q115690557,Worship as public act on the American Catholic university campus,,
Q115690558,"Practicing Catholic ritual, body, and contestation in Catholic faith",,
Q115690559,Sacraments : revelation of the humanity of God : engaging the fundamental theology of Louis-Marie Chauvet,,
Q115690560,Anamnesis as dangerous memory : political and liturgical theology in dialogue,,
Q115690561,Divine worship and human healing : liturgical theology at the margins of life and death,,
Q115690562,"Encountering Christ in the Eucharist : the Paschal mystery in people, word, and sacrament",,
Q115690564,The hubris and folly of defining a discipline: Reflections on the evolution of the Wiley-Blackwell Companion to Practical Theology,,
Q115690565,Reconciliation and Conversion,,
Q115690590,Sacramental and Liturgical Theology: Practicing Liturgical Scholarship: Liturgical Theology as Vocation,,
Q115690591,Sacramental and Liturgical Theology: The Significance of Bodily Resurrection for Sacramental and Liturgical Theology,,
Q115690592,Sacramental and Liturgical Theology: The Bishop as Steward of the Liturgy,,
Q115691527,The Many Bodies of Worship: Locating the Spirit's Work,,
Q115691528,Initial Consideration: Theory and Practice of the Body in Liturgy Today,,
Q115691529,"Time, Absence, and Otherness: Divine-Human Paradoxes Bonding Liturgy and Ethics",,
Q115691531,"Christ the healer: a critical investigation of liturgical, pastoral, and biblical sources",,
Q115691532,Walking the Labyrinth : Recovering Sacred Tradition,,
Q115691536,Building Appreciatively on Chauvet’s Work: An Overview,,
Q115691603,The Rites of Christian Initiation: their evolution and interpretation,,
Q115691604,How God became king: the forgotten story of the Gospels,,
Q115691605,An introduction to Jean-Yves Lacoste,,
Q115691606,Healing God's people: theological and pastoral approaches; a reconciliation reader,,
Q115691607,Scanning the signs of the times: French Dominicans in the twentieth century,,
Q115691609,"Missional worship, worshipful mission: gathering as God's people, going out in God's name",,
Q115691610,Sacramental-Prophetic Vision: Exploiting Insights from Bernard Cooke's Essential Writings: Selected Session,,
Q115691611,The beginning of the end: eschatology in the liturgical year and lectionary,,
Q115691612,"Mediating mysteries, understanding liturgies: on bridging the gap between liturgy and systematic theology",,
Q115696747,"Symbol and Sacrifice: Problems in Roman Catholic Theology and Practice, Official and Popular",,
Q115698315,Jesus & Salvation: Soundings in the Christian Tradition and Contemporary Theology,,
Q115698316,"The Power of the Powerless: The Word of Liberation for Today, by Jurgen Moltmann",,
Q115698317,"What, Then, Is Liturgy? Musings and Memoir by Anscar J. Chupungco",,
Q115698318,Les raisons pour lesquelles les Américains apprécient L.-M. Chauvet,,
Q115698319,"Pratiques occasionnels ou pratiques régulières: miracles, médias, marchandisation, et fonction des rites",,
Q115698320,Practicing Political Holiness: The Call to a Life of Contrasts in the Work of Edward Schillebeeckx,,
Q115698323,Liturgia a Etika: Krestansky Zivot ako Bohosluzba,,
Q115698325,"Le Christ guérisseur. Enquête critique sur les sources liturgiques, pastorales et bibliques",,
Q115698326,Contemplating Suffering: Liturgical Imagination and Ethical Conviction,,
Q115698327,Christ's sacramental presence in the Eucharist: a biblical-pneumatological approach to the mystery of faith,,
Q115698328,Anamnetic Action: The Ethics of Remembrancing,,
Q115698329,"The Essential Writings of Bernard Cooke: A Narrative Theology of Church, Sacrament and Ministry",,
Q115698331,Holy Ground: A Liturgical Cosmology by Gordon Lathrop,,
Q115698332,The Sacraments: The Word of God at the Mercy of the Body by Louis-Marie Chauvet,,
Q115698333,Wise and Discerning Hearts: An Introduction to Wisdom Liturgical Theology by Jill Y. Crainshaw,,
Q115698335,Treasures from the Storeroom: Medieval Religion and the Eucharist by Gary Macy,,
Q115698336,A Passion for God: The Mystical-Political Dimension of Christianity,,
Q115698338,"Music, Liturgy, and Religious Formation",,
Q115698339,"Shorter Notices: Southgate, Christopher: Theology in a Suffering World: Glory and Longing",10.1177/00405639221078113A,
Q115698340,Tradition and The Roman Rite: The Ongoing Struggle,,
Q115698341,Sacramental Theology: Theory and Practice from Multiple Perspectives: Theory and Practice from Multiple Perspectives,,
Q115698342,Guide for celebrating funerals,,
Q115698343,Guía para celebrar funerales,,
Q115698344,Practical sacramental theology: at the intersection of liturgy and ethics / Bruce T. Morrill.,,
Q115698348,President’s Report,,
Q115707775,Introduction to the Vice-Presidential Address,,
Q115707776,The liturgical is political: A Narrative-Theological Assessment of Alexander Schmemann's Work,10.2143/QL.98.1.3275141,
Q115707777,"God, cornbread, and Elvis : pondering the things of everyday life",,
Q115707778,The gift of presence : a guide to helping those who suffer,,
Q115707779,The whisper of Christmas : reflections for Advent and Christmas,,
Q115707780,An inquiry into the beliefs of the Frayser Heights United Methodist Church informing a theory of preaching,,
Q115707782,"From anticipation to transfiguration : sermons for Advent, Christmas & Epiphany : cycle A Gospel texts",,
Q115707783,Response to 'Werner Erhard's est - a religious movement',,
Q115707784,Cultivating perennial churches: your guide to long term growth,,
Q115707785,From midterms to ministry: practical theologians on pastoral beginnings,,
Q115707786,Literary criticism as a method of biblical scholarship: narrative space and the gospel of John,,
Q115707788,Teaching reflection: thinking with Paulo Freire about Jeff Sessions and the Bible,10.2979/JFEMISTUDRELI.36.1.17,
Q115707789,"Gods and Markets: New Materialism, Divine-Human Economies, and the Letter to the Philippians",,
Q115707791,"Review Discussion (review of A Postcolonial Commentary on the New Testament Writings, edited by Fernando F. Segovia and R. S. Sugirtharajah)",,
Q115707793,Inclusiveness in the United Methodist Church in the new century,,
Q115707794,Divine accounting: theo-economics in the letter to the Philippians,,
Q115707795,Divine accounting: theo-economics in the letter to the Philippians,,
Q115707796,Divine accounting: theo-economics in early Christianity,,
Q115708220,Theological education between street and classroom: report and reflections,,
Q115708226,God and the excluded: visions and blindspots in contemporary theology,,
Q115708227,Methodism and Liberation Theology,,
Q115708231,"Christianity, capitalism, and desire: can religion still make a difference?",,
Q115708234,Religion and class struggle: transformations in progressive theology in the United States and some implications for race and gender,,
Q115708238,Karl Barth,,
Q115712819,Methodist and radical: rejuvenating a tradition,,
Q115712821,Graça libertadora: como o metodismo pode se envolver no século vinte e um. (Liberating Grace: How Methodism Can Engage the Twenty-First Century.),,
Q115712824,Grace under pressure: negotiating the heart of the Methodist traditions,,
Q115712827,Introducing liberative theologies,,
Q115712831,"Liberating the future: God, Mammon, and theology",,
Q115712835,"Across borders: Latin perspectives in the Americas reshaping religion, theology, and life",,
Q115712836,Globalization and theology,,
Q115712840,Remember the poor: the challenge to theology in the twenty-first century,,
Q115712842,Christ & empire: from Paul to postcolonial times,,
Q115712848,"No rising tide: theology, economics, and the future",,
Q115712856,Unified we are a force: how faith and labor can overcome America's inequalities,,
Q115712859,Faith on the road: a short theology of travel & justice,,
Q115712862,Theology from the belly of the whale: a Frederick Herzog reader,,
Q115714880,Beyond the spirit of empire: theology and politics in a new key.,,
Q115714881,Jesus kam nach Washington: Die Legitimation der amerikanischen Demokratie aus dem Geist des Protestantismus (Book review).,,
Q115714882,"The Means of Grace, John Wesley, and the Theological Dilemma of the Church Today",,
Q115714883,The Word of God and the people of God: revitalizing theological discourse from the bottom up,,
Q115714884,Papers of the Nineteenth Century Theology Working Group: AAR annual meeting,,
Q115714885,The God of Jesus or the God of Caesar? On the Heart of Christianity,,
Q115714886,No religion but social religion: liberating Wesleyan theology,,
Q115714887,Jesus vs. Caesar: for people tired of serving the wrong God,,
Q115714888,This Changes Everything,,
Q115714889,Lembrar-se dos Pobres: o desafio da teologia no século XXI,,
Q115714890,Cristo e Império: de Paulo aos tempos pós-coloniais,,
Q115714891,Christus und das Imperium : von Paulus bis zum Postkolonialismus,,
Q115715053,Más allá del espiritu imperial: Nuevas perspectivas en política y religión,,
Q115715054,Para além do espírito do Império: Novas perspectivas em política e religião,,
Q115715055,La religion del Mercado: Una aproximación crítica a la acumulación y la probreza,,
Q115715056,Gemeinsam sind wir stärker: „Tiefe Solidarität,,
Q115715058,Fé e viagens no mundo globalizado,,
Q115715059,Graça sob Pressão: Negociando o Coração das Tradições Metodistas,,
Q115715061,Globalizzazione e Teologia,,
Q115715062,Two decades in the development of liberation theology in the south of the United States,,
Q115715063,Traveling: Christian explorations of daily living,,
Q115715066,"Theological Themes: Matthew 11:16-19, 25-30; Matthew 13:1-9, 18-23; Matthew 13:24-30, 36-43; Matthew 13:31-33, 44-52",,
Q115715067,"Theological Themes: Mark 7:1-8, 14-15, 21-23; James 2:1-10 (11-13) 14-17; James 3:1-12; James 3:13-4:3, 7-8a",,
Q115715068,"Theological Themes: Mark 6:1-13; 14-29; 30-34, 53; John 6:1-21",,
Q115715070,"Theological Themes: Luke 17:5-10, Jeremiah 29:1, 4-7, Jeremiah 31:27-34, Luke 18:9-14, Luke 19:1-10.",,
Q115715071,Theological Themes: Lamentations 1:1-6; Luke 17:11-19; Luke 18:1-8; Joel 2:23-32; Habakkuk 1:1-4; 2:1-4,,
Q115715072,"Theological Themes: John 13:31-35; Revelation 21:10-14, 22-22:5; John 17:20-26; Psalm 104:24-35",,
Q115715073,Theological Themes: 1 Peter 3:13-22; John 17:1-11; Acts 2:1-21; Matth. 28:16-20; Matth. 7:21-29,,
Q115715074,The Middle Road Leads to Death,,
Q115715076,Von unten betrachtet: Die Zukunft von Theologie und Kirche im 21. Jahrhundert,,
Q115715077,Spiritualität der Befreiung? John Wesleys Sorge für die Armen und die Gnadenmittel,,
Q115715079,Solidarisch Mensch werden: Psychische und soziale Destruktion im Neoliberalismus—Wege zu ihrer Überwindung (book review),,
Q115715080,Kirche zwischen Arm und Reich.,,
Q115715081,"Religion, theology, and class: fresh engagements after long silence",,
Q115715082,Methodism and Empire: The Nineteenth and Twentieth Centuries,,
Q115715083,Liberative theologies of poverty and class,,
Q115715085,DAS ARGUMENT 299 - Religionskritik weiter denken,,
Q115715086,Ethics of Hope,,
Q115715087,"Der Mittelweg, der den Tod bringt. Eine Analyse der kirchlichen und politischen Mitte in den USA",,
Q115715088,Perché il problema non è il consumismo: Quando religione lavoro rimodellano il desiderio a partire dal basso,,
Q115715090,"Der Konsumismus ist nicht das Problem: Religion, Arbeit und die von unten umgeformten Bedürfnisse",,
Q115715091,Beyond burnout: new creation and the economics of grace in global capitalism,,
Q115715093,50 Jahre Atombombe auf Hiroshima: Die Situation in den USA,,
Q115715094,¿Por qué el consumismo no es el problema? La religion y el trabajo remodelan el deseo desde abajo hacia arriba.,,
Q115715096,Praktisch-theologische Hermeneutik: Ansätze-Anregungen-Aufgaben,,
Q115715097,Soul of a citizen: living with conviction in a cynical time by Paul Rogat Loeb,,
Q115715099,Toward a new heaven and a new Earth: essays in honor of Elisabeth Schüssler Fiorenza,,
Q115715100,Wirtschaftliche Ungerechtigkeit als Anfrage an Markttheorie und methodistische Wirtschaftsethik.,,
Q115715101,Review Discussion of A Postcolonial Commentary on the New Testament Writings,,
Q115715103,The Theological and the Political: On the Weight of the World d by Mark Lewis Taylor,,
Q115715104,Theology and economics,,
Q115715105,Theology and the Power of the Margins in a Postmodern World,,
Q115715106,"Theologie, Biographie und die wirklichen Probleme der Welt",,
Q115715107,Grace under pressure: on what really matters in the church,,
Q115715109,"Klassenkampf und Religion: Karl Barth, Sabine Plonz und aktuelle Alternativen zur bürgerlichen Theologie",,
Q115715308,The Gospel of Prosperity,,
Q115715309,Jesus is Lord?!,,
Q115715310,Santa Claus Theology,,
Q115715311,Rethinking Religion and Economics.,,
Q115715312,What is Jesus Doing,,
Q115715314,God and Creation—with a Twist,,
Q115715315,"Scripture, Authority, and Power",,
Q115715316,Justice Revisited,,
Q115715317,Tongue-Tied: Class Struggle Is Damaging the Church,,
Q115715320,Class Struggle and Religion: Staying Neutral Isn’t An Option,,
Q115715321,Keine Religion außer sozialer Religion: Zum befreienden Charakter wesleyanischer Theologie,,
Q115715324,"Theologies on the move: religion, migration, and pilgrimage in the world of neoliberal capital",,
Q115715325,"Faith, class, and labor: intersectional approaches in a global context",,
Q115715327,Instigating Class Struggle? The Study of Class in Religion and Theology in the United States And Some Implications for Race and Gender.,,
Q115715329,"Mobilizing, Organizing, and Religion: On the Relevance and Irrelevance of Christianity",10.1080/1462317X.2021.1899703,
Q115715330,Mission as Solidarity: Transforming the World Beyond Advocacy and Charity,,
Q115715332,"Rethinking religion, theology, and what really matters: the ultimate concerns of essential work",10.17570/STJ.2021.V7N2.A1,
Q115715334,Methodist revolutions: Evangelical engagements of church and world,,
Q115715335,"Seventh Sunday of Easter: May 20, 2007",,
Q115715336,"Day of Pentecost: May 27, 2007",,
Q115715337,"Proper 12, Ordinary 17, Pentecost 8: July 26, 2009",,
Q115715338,"Proper 11, Ordinary 16, Pentecost 7: July 19, 2009",,
Q115715340,"Proper 10, Ordinary 15, Pentecost 6: July 12, 2009",,
Q115715341,"Proper 9, Ordinary 14, Pentecost 5: July 5, 2009",,
Q115715343,"Proper Twenty-Six, Ordinary 31, Pentecost 23: October 31, 2010",,
Q115715344,"Proper Twenty-Five, Ordinary 30, Pentecost 22: October 24, 2010",,
Q115715346,"Proper Twenty-Four, Ordinary 29, Pentecost 21: October 17, 2010",,
Q115715347,"Proper Twenty-Three, Ordinary 28, Pentecost 20: October 10, 2010",,
Q115715349,"Proper Twenty-Two, Ordinary 27, Pentecost 19: October 3, 2010",,
Q115715350,"Proper 12, Ordinary 17, Pentecost 7: July 27, 2014",,
Q115715351,"Proper 11, Ordinary 16, Pentecost 6: July 20, 2014",,
Q115715352,"Proper 10, Ordinary 15, Pentecost 5: July 13, 2014",,
Q115715354,"Proper 9, Ordinary 14, Pentecost 4: July 6, 2014",,
Q115715355,Christianity and the New Spirit of Capitalism,,
Q115715357,"Jesus Came to Washington - Authorization of American Democracy Through the Spirit of Protestantism - German - Schwarke,c",,
Q115715358,Exploring a Wesleyan Political Theology,,
Q115715359,"Thirty-First Sunday in Ordinary Time: October 31, 2004. Proper 26-Twenty-Second Sunday After Pentecost",,
Q115715360,"Thirtieth Sunday in Ordinary Time: October 24, 2004. Proper 25-Twenty-First Sunday After Pentecost",,
Q115715361,"Twenty-Ninth Sunday in Ordinary Time: October 17, 2004. Proper 24-Twentieth Sunday After Pentecost",,
Q115715362,"Twenty-Eight Sunday in Ordinary Time: October 10, 2004. Proper 23-Nineteenth Sunday After Pentecost",,
Q115715363,"Proper 4-Ninth Sunday in Ordinary Time, Second Sunday after Pentecost: May 29, 2005",,
Q115715364,"Sixth Sunday of Easter: May 1, 2005",,
Q115715365,"Seventh Sunday of Easter: May 8, 2005",,
Q115715366,"Pentecost Sunday: May 15, 2005",,
Q115715367,"Trinity Sunday: May 22, 2005",,
Q115715368,"Proper 20—25th Sunday in Ordinary Time, Sixteenth Sunday after Pentecost: September 24, 2006",,
Q115715369,Twenty-Seventh Sunday in Ordinary Time: Proper 22-Eighteenth Sunday After Pentecost,,
Q115715640,"Proper 19—24th Sunday in Ordinary Time, Fifteenth Sunday after Pentecost: September 17, 2006",,
Q115715641,"Proper 18—23rd Sunday in Ordinary Time, Fourteenth Sunday after Pentecost: September 10, 2006",,
Q115715642,"Fifth Sunday of Easter: May 6, 2007",,
Q115715643,"Sixth Sunday of Easter: May 13, 2007",,
Q115715644,Intersubjectivity as the Ground of Hope: Psychoanalytic and Theological Perspectives,,
Q115715645,The Treatment of Criminals in the Ancient Near East,,
Q115715647,"Studies in literature from the ancient Near East by members of the American Oriental Society, dedicated to Samuel Noah Kramer",,
Q115715648,Civilizations of the ancient Near East,,
Q115715649,Word-play in Gen 6:8-9,,
Q115715651,Ruth: a new translation with a philological commentary and a formalist-folklorist interpretation,,
Q115715652,In the Time of Hammurabi: King Zimri-Lim of Mari,,
Q115715653,The Ancient Near East : an encyclopedia for students,,
Q115715654,"Hebrew origins: historiography, history, faith of ancient Israel",,
Q115715655,Wooing Rebekah : how Isaac got a wife,,
Q115715657,Ruth: A New Translation. With a Philological Commentary and a Folkloristic-Formalist Interpretation,,
Q115715658,Who cut Samson's hair : (and other trifling issues raised by Judges 16),,
Q115715660,The Numerical Progression in Keret I:15-20: Yet Another Suggestion,,
Q115715661,A major contribution to Song of Songs scholarship,,
Q115715662,Welō' yitbōšāšû (Gen 2:25) and its implications,,
Q115715663,Why should someone who knows something conceal it? Cuneiform Studies in Honor of David I. Owen on His 70th Birthday,,
Q115715664,"Proper 17—22nd Sunday in Ordinary Time, Thirteenth Sunday after Pentecost",,
Q115719906,Two Recent Works on Mari,,
Q115719909,"Genealogical ""convention"" in biblical chronography",,
Q115719912,Afterthoughts on Writing a Bible Commentary,,
Q115719915,Biographical Notices on Some Royal Ladies from Mari,10.2307/1359419,
