RecordNumber,filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
46624,Georges de La Tour 047.jpg,artwork,"[""Georges de La Tour"", ""(1593\u20131652)"", ""Alternative names"", ""Georges de Latour"", ""Georges du Mesnil Latour"", ""Georges Dumesnil Latour"", ""Description"", ""French painter and draftsperson"", ""Date of birth/death"", ""13 March 1593"", ""30 January 1652"", ""Location of birth/death"", ""Vic-sur-Seille"", ""Lun\u00e9ville"", ""Work location"", ""Lorraine"", "","", ""Paris"", ""Authority control"", "":"", ""Q203371"", ""VIAF"", "":"", ""59091120"", ""ISNI"", "":"", ""0000 0000 8137 6640"", ""ULAN"", "":"", ""500012114"", ""LCCN"", "":"", ""n50043390"", ""WGA"", "":"", ""LA TOUR, Georges de"", ""WorldCat"", ""artist QS:P170,Q203371""]",[],"[""Deutsch:"", ""Hl. Jacobus der J\u00fcngere""]",[],[],[],"[""between 1624 and 1650"", ""date QS:P571,+1650-00-00T00:00:00Z/7,P1319,+1624-00-00T00:00:00Z/9,P1326,+1650-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 66 cm (25.9 in); Width: 54 cm (21.2 in)"", ""dimensions QS:P2048,66U174728"", ""dimensions QS:P2049,54U174728""]",[],[],[],[],[],[],[],[],[],"[""Deutsch:"", ""Aus einer Serie zu den zw\u00f6lf Aposteln und Christus, fast alle Gem\u00e4lde befinden sich in Albi, genaue Datierung umstritten""]",[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""Mus\u00e9e Toulouse-Lautrec"", ""Native name"", ""Mus\u00e9e Toulouse-Lautrec d'Albi"", ""Location"", ""Albi"", "","", ""France"", ""Coordinates"", ""43\u00b0\u00a055\u2032\u00a038.712\u2033\u00a0N, 2\u00b0\u00a008\u2032\u00a053.7\u2033\u00a0E"", ""Established"", ""1922"", ""Web page"", ""www.musee-toulouse-lautrec.com"", ""Authority control"", "":"", ""Q2538129"", ""VIAF"", "":"", ""137109706"", ""ISNI"", "":"", ""0000 0001 2165 8942"", ""LCCN"", "":"", ""n82088331"", ""SUDOC"", "":"", ""026549530"", ""BNF"", "":"", ""11877616v"", ""WorldCat"", ""institution QS:P195,Q2538129""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Albi""]"
46625,Georges de La Tour 049.jpg,artwork,"[""Georges de La Tour"", ""(1593\u20131652)"", ""Alternative names"", ""Georges de Latour"", ""Georges du Mesnil Latour"", ""Georges Dumesnil Latour"", ""Description"", ""French painter and draftsperson"", ""Date of birth/death"", ""13 March 1593"", ""30 January 1652"", ""Location of birth/death"", ""Vic-sur-Seille"", ""Lun\u00e9ville"", ""Work location"", ""Lorraine"", "","", ""Paris"", ""Authority control"", "":"", ""Q203371"", ""VIAF"", "":"", ""59091120"", ""ISNI"", "":"", ""0000 0000 8137 6640"", ""ULAN"", "":"", ""500012114"", ""LCCN"", "":"", ""n50043390"", ""WGA"", "":"", ""LA TOUR, Georges de"", ""WorldCat"", ""artist QS:P170,Q203371""]",[],"[""Deutsch:"", ""Hl. Josef als Zimmermann, Detail: H\u00e4nde des Christuskind mit Kerze""]",[],[],[],"[""\ncirca 1635-1640""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""Louvre Museum"", ""("", ""Inventory"", "")"", ""Native name"", ""Mus\u00e9e du Louvre"", ""Parent institution"", ""\u00c9tablissement public du mus\u00e9e du Louvre"", ""Location"", ""Paris"", ""Coordinates"", ""48\u00b0\u00a051\u2032\u00a037.422\u2033\u00a0N, 2\u00b0\u00a020\u2032\u00a015.356\u2033\u00a0E"", ""Established"", ""1793"", ""Web page"", ""www.louvre.fr"", ""Authority control"", "":"", ""Q19675"", ""VIAF"", "":"", ""257711507"", ""ISNI"", "":"", ""0000 0001 2260 177X"", ""ULAN"", "":"", ""500125189"", ""LCCN"", "":"", ""n80020283"", ""NLA"", "":"", ""35912436"", ""WorldCat"", ""institution QS:P195,Q19675""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]",[]
46627,Georges de La Tour 050.jpg,artwork,"[""Georges de La Tour"", ""(1593\u20131652)"", ""Alternative names"", ""Georges de Latour"", ""Georges du Mesnil Latour"", ""Georges Dumesnil Latour"", ""Description"", ""French painter and draftsperson"", ""Date of birth/death"", ""13 March 1593"", ""30 January 1652"", ""Location of birth/death"", ""Vic-sur-Seille"", ""Lun\u00e9ville"", ""Work location"", ""Lorraine"", "","", ""Paris"", ""Authority control"", "":"", ""Q203371"", ""VIAF"", "":"", ""59091120"", ""ISNI"", "":"", ""0000 0000 8137 6640"", ""ULAN"", "":"", ""500012114"", ""LCCN"", "":"", ""n50043390"", ""WGA"", "":"", ""LA TOUR, Georges de"", ""WorldCat"", ""artist QS:P170,Q203371""]",[],"[""Deutsch:"", ""Hl. Josef als Zimmermann, Detail: Kopf des Josef""]",[],"[""Joseph"", ""Jesus""]",[],"[""\ncirca 1635-1640""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 137 cm (53.9 in)"", ""; Width: 102 cm (40.1 in)"", ""dimensions QS:P2048,+137U174728"", ""dimensions QS:P2049,+102U174728""]",[],[],"[""RF 1948-27"", ""("", ""Department of Paintings of the Louvre"", "")""]",[],[],[],"[""Kyoto Municipal Museum of Art"", ""(29 June 2009 - 27 September 2009)""]",[],[],[],"[""described at URL"", "":"", ""http://www.louvre.fr/oeuvre-notices/saint-joseph-charpentier"", ""("", ""French"", "")"", ""described at URL"", "":"", ""http://www.louvre.fr/en/oeuvre-notices/saint-joseph-carpenter"", ""("", ""English"", "")"", ""described at URL"", "":"", ""http://www.louvre.fr/jp/oeuvre-notices/\u300a\u5927\u5de5\u8056\u30e8\u30bb\u30d5\u300b"", ""("", ""Japanese"", "")"", ""described at URL"", "":"", ""https://www.wga.hu/html/l/la_tour/georges/2/06carpe1.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/l/la_tour/georges/2/06carpe.html"", ""Joconde database"", "":  entry"", ""000PE001637"", ""Mus\u00e9e du Louvre,"", ""Atlas database"", "":  entry"", ""8705"", ""described by source"", "":"", ""1001 Paintings You Must See Before You Die"", "", pp.\u00a0244""]",[],"[""[1]""]",[],[],[],[],[],[],[],"[""Louvre Museum"", ""("", ""Inventory"", "")"", ""Native name"", ""Mus\u00e9e du Louvre"", ""Parent institution"", ""\u00c9tablissement public du mus\u00e9e du Louvre"", ""Location"", ""Paris"", ""Coordinates"", ""48\u00b0\u00a051\u2032\u00a037.422\u2033\u00a0N, 2\u00b0\u00a020\u2032\u00a015.356\u2033\u00a0E"", ""Established"", ""1793"", ""Web page"", ""www.louvre.fr"", ""Authority control"", "":"", ""Q19675"", ""VIAF"", "":"", ""257711507"", ""ISNI"", "":"", ""0000 0001 2260 177X"", ""ULAN"", "":"", ""500125189"", ""LCCN"", "":"", ""n80020283"", ""NLA"", "":"", ""35912436"", ""WorldCat"", ""institution QS:P195,Q19675""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Department of Paintings of the Louvre"", ""Room 912""]"
46629,Georges de La Tour 052.jpg,artwork,"[""Georges de La Tour"", ""(1593\u20131652)"", ""Alternative names"", ""Georges de Latour"", ""Georges du Mesnil Latour"", ""Georges Dumesnil Latour"", ""Description"", ""French painter and draftsperson"", ""Date of birth/death"", ""13 March 1593"", ""30 January 1652"", ""Location of birth/death"", ""Vic-sur-Seille"", ""Lun\u00e9ville"", ""Work location"", ""Lorraine"", "","", ""Paris"", ""Authority control"", "":"", ""Q203371"", ""VIAF"", "":"", ""59091120"", ""ISNI"", "":"", ""0000 0000 8137 6640"", ""ULAN"", "":"", ""500012114"", ""LCCN"", "":"", ""n50043390"", ""WGA"", "":"", ""LA TOUR, Georges de"", ""WorldCat"", ""artist QS:P170,Q203371""]",[],"[""Saint Jude the Apostle"", ""label QS:Lit,\""San Giuda Taddeo\"""", ""label QS:Lde,\""Sankt Judas Thadd\u00e4us\"""", ""label QS:Len,\""Saint Jude the Apostle\"""", ""label QS:Lfr,\""Saint Jude Thadd\u00e9e\""""]",[],[],[],"[""between 1624 and 1650"", ""date QS:P571,+1650-00-00T00:00:00Z/7,P1319,+1624-00-00T00:00:00Z/9,P1326,+1650-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 62 cm (24.4 in); Width: 53 cm (20.8 in)"", ""dimensions QS:P2048,62U174728"", ""dimensions QS:P2049,53U174728""]",[],[],"[""MTL Inv.166"", ""("", ""Mus\u00e9e Toulouse-Lautrec"", "")""]",[],[],[],[],[],[],"[""Deutsch:"", ""Aus einer Serie zu den zw\u00f6lf Aposteln und Christus, fast alle Gem\u00e4lde befinden sich in Albi, genaue Datierung umstritten""]",[],[],"[""[1]""]",[],[],[],"[""Derivative works of this file:"", ""Georges de La Tour - Saint Jude Thadd\u00e9e.jpg"", ""(Albi) Saint Jude Thadd\u00e9e 1620 - Georges de La Tour Inv.166.jpg""]",[],[],[],"[""Mus\u00e9e Toulouse-Lautrec"", ""Native name"", ""Mus\u00e9e Toulouse-Lautrec d'Albi"", ""Location"", ""Albi"", "","", ""France"", ""Coordinates"", ""43\u00b0\u00a055\u2032\u00a038.712\u2033\u00a0N, 2\u00b0\u00a008\u2032\u00a053.7\u2033\u00a0E"", ""Established"", ""1922"", ""Web page"", ""www.musee-toulouse-lautrec.com"", ""Authority control"", "":"", ""Q2538129"", ""VIAF"", "":"", ""137109706"", ""ISNI"", "":"", ""0000 0001 2165 8942"", ""LCCN"", "":"", ""n82088331"", ""SUDOC"", "":"", ""026549530"", ""BNF"", "":"", ""11877616v"", ""WorldCat"", ""institution QS:P195,Q2538129""]","[""religious art""]","[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]",[]
55566,Ger van Iersel Pauluskerk.jpg,information,[],"[""FaceMePLS"", ""from The Hague, The Netherlands""]",[],"[""English:"", ""Sculptured glass/concrete window"", ""Crucifix"", ""(1960) by Ger van Iersel in Rotterdam/The Netherlands. Mural/graffiti made by Lastplak (www.lastplak.nl)"", ""Nederlands:"", ""De Pauluskerk is een gebouw van Hervormde gemeente (thans PKN) in het centrum van Rotterdam. Het is vooral bekend in heel Nederland vanwege de opvang van drugsverslaafden die hier werden opgevangen onder leiding van dominee Hans Visser. Het gebouw werd gesloopt om plaats te maken voor de nieuwbouw De Calypso.""]",[],[],"[""\n7 September 2007, 13:41""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Pauluskerk""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
46654,Gerard David 003.jpg,artwork,"[""Gerard David"", ""(circa 1450/1460\u20131523)"", ""Description"", ""Southern Netherlandish painter, illuminator, artist and drawer"", ""Date of birth/death"", ""circa 1450s"", ""date QS:P,+1450-00-00T00:00:00Z/8,P1480,Q5727902"", ""/ circa 1460"", ""13 August 1523"", ""Location of birth/death"", ""Oudewater"", ""Bruges"", ""Work location"", ""Bruges"", ""Authority control"", "":"", ""Q333380"", ""VIAF"", "":"", ""54419155"", ""ISNI"", "":"", ""0000 0000 8383 6807"", ""ULAN"", "":"", ""500025998"", ""LCCN"", "":"", ""n84222312"", ""NLA"", "":"", ""35368908"", ""WorldCat"", ""artist QS:P170,Q333380""]",[],"[""The Mystical marriage"", ""of Saint Catherine""]","[""now called"", ""The Virgin and Child with Saints and Donor""]","[""Virgin Mary"", ""Jesus"", ""Catherine of Alexandria""]",[],"[""\n1505-1510""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 104 cm (40.9 in); Width: 144 cm (56.6 in)"", ""dimensions QS:P2048,104U174728"", ""dimensions QS:P2049,144U174728""]",[],[],"[""NG1432"", ""("", ""National Gallery"", "")""]",[],[],[],[],[],[],[],"[""described at URL"", "":"", ""http://www.nationalgallery.org.uk/paintings/gerard-david-the-virgin-and-child-with-saints-and-donor"", ""described at URL"", "":"", ""https://www.wga.hu/html/d/david/2/catherin.html"", ""RKDimages, Art-work number 50622"", ""."", ""Art UK""]",[],"[""[1]""]",[],[],[],[],[],[],[],"[""National Gallery"", ""Native name"", ""National Gallery"", ""Location"", ""London"", ""Coordinates"", ""51\u00b0\u00a030\u2032\u00a031.334\u2033\u00a0N, 0\u00b0\u00a007\u2032\u00a042.366\u2033\u00a0W"", ""Established"", ""1824"", ""Web page"", ""nationalgallery.org.uk"", ""Authority control"", "":"", ""Q180788"", ""VIAF"", "":"", ""144868906"", ""ISNI"", "":"", ""0000 0001 2342 2001"", ""ULAN"", "":"", ""500125190"", ""LCCN"", "":"", ""n80081622"", ""NLA"", "":"", ""35311349"", ""WorldCat"", ""institution QS:P195,Q180788""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]",[]
46659,Gerard David 009.jpg,artwork,"[""Gerard David"", ""(circa 1450/1460\u20131523)"", ""Description"", ""Southern Netherlandish painter, illuminator, artist and drawer"", ""Date of birth/death"", ""circa 1450s"", ""date QS:P,+1450-00-00T00:00:00Z/8,P1480,Q5727902"", ""/ circa 1460"", ""13 August 1523"", ""Location of birth/death"", ""Oudewater"", ""Bruges"", ""Work location"", ""Bruges"", ""Authority control"", "":"", ""Q333380"", ""VIAF"", "":"", ""54419155"", ""ISNI"", "":"", ""0000 0000 8383 6807"", ""ULAN"", "":"", ""500025998"", ""LCCN"", "":"", ""n84222312"", ""NLA"", "":"", ""35368908"", ""WorldCat"", ""artist QS:P170,Q333380""]",[],"[""Deutsch:"", ""Ruhe auf der Flucht nach \u00c4gypten"", ""English:"", ""The Rest on the Flight into Egypt""]","[""rest on the flight into Egypt""]","[""Virgin Mary"", ""Child Jesus""]",[],"[""circa 1510"", ""date QS:P571,+1510-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""\n45 \u00d7 44.5 cm (17.7 \u00d7 17.5 in)""]",[],[],"[""1937.1.43"", ""("", ""National Gallery of Art"", "")""]",[],[],[],[],[],[],[],"[""described at URL"", "":"", ""https://www.wga.hu/html/d/david/2/rest.html"", ""RKDimages, Art-work number 50407"", "".""]",[],"[""[1]""]",[],[],[],[],[],[],[],"[""National Gallery of Art"", ""Native name"", ""National Gallery of Art, Washington DC"", ""Location"", ""Washington, D.C."", "","", ""United States of America"", ""Coordinates"", ""38\u00b0\u00a053\u2032\u00a029.292\u2033\u00a0N, 77\u00b0\u00a001\u2032\u00a012.036\u2033\u00a0W"", ""Established"", ""17 March 1941"", ""Web page"", ""www.nga.gov"", ""Authority control"", "":"", ""Q214867"", ""VIAF"", "":"", ""157699250"", ""ISNI"", "":"", ""0000 0001 2375 3994"", ""ULAN"", "":"", ""500115983"", ""LCCN"", "":"", ""n79054426"", ""NLA"", "":"", ""36099676"", ""WorldCat"", ""institution QS:P195,Q214867""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Deutsch:"", ""Washington (D.C.)""]"
58685,"Gerard dou, la preghiera della filatrice 2.JPG",artwork,"[""Gerrit Dou"", ""(1613\u20131675)"", ""Alternative names"", ""Gerrit Dou, Gerard Douw or Dow"", ""Description"", ""Dutch painter and drawer"", ""Date of birth/death"", ""7 April 1613"", ""9 February 1675 (buried)"", ""Location of birth/death"", ""Leiden"", ""Leiden"", ""Work period"", ""from 1628 until 1675"", ""date QS:P,+1650-00-00T00:00:00Z/7,P580,+1628-00-00T00:00:00Z/9,P582,+1675-00-00T00:00:00Z/9"", ""Work location"", ""Leiden"", ""Authority control"", "":"", ""Q335927"", ""VIAF"", "":"", ""96538660"", ""ISNI"", "":"", ""0000 0001 0859 4649"", ""ULAN"", "":"", ""500115513"", ""LCCN"", "":"", ""n86817929"", ""NLA"", "":"", ""36535477"", ""WorldCat"", ""artist QS:P170,Q335927""]",[],"[""German:"", ""Das Tischgebet der Spinnerin"", ""the Prayer of the Spinner"", ""label QS:Len,\""the Prayer of the Spinner\"""", ""label QS:Lit,\""La preghiera della filatrice\""""]",[],[],[],"[""1645""]","[""painting""]","[""Height: 27.5 cm (10.8 in)"", ""; Width: 28.5 cm (11.2 in)"", ""dimensions QS:P2048,+27.5U174728"", ""dimensions QS:P2049,+28.5U174728""]",[],[],"[""588"", ""("", ""Bavarian State Painting Collections"", "")""]",[],[],[],[],[],[],[],"[""catalogue"", "":"", ""Gerard Dou catalog raisonn\u00e9, 1908"", "",  103"", ""catalogue"", "":"", ""Gerard Dou catalog raisonn\u00e9, 1902"", "",  141"", ""described at URL"", "":"", ""https://www.wga.hu/html/d/dou/1/prayer.html"", ""RKDimages, Art-work number 250041"", "".""]",[],[],[],[],[],[],[],[],[],"[""Alte Pinakothek"", ""Native name"", ""Alte Pinakothek"", ""Parent institution"", ""Bavarian State Painting Collections"", ""Location"", ""Munich"", "","", ""Germany"", ""Coordinates"", ""48\u00b0\u00a008\u2032\u00a053.998\u2033\u00a0N, 11\u00b0\u00a034\u2032\u00a012\u2033\u00a0E"", ""Established"", ""1836"", ""Web page"", ""www.pinakothek.de/en/visit/alte-pinakothek"", ""Authority control"", "":"", ""Q154568"", ""VIAF"", "":"", ""142985185"", ""ISNI"", "":"", ""0000 0001 2173 5653"", ""ULAN"", "":"", ""500303270"", ""LCCN"", "":"", ""n50061231"", ""NLA"", "":"", ""35389935"", ""WorldCat"", ""institution QS:P195,Q154568""]","[""genre art""]","[""painting"", ""object_type QS:P31,Q3305213""]","[""Own work"", "","", ""sailko"", "", 13 July 2011, 14:03:50""]",[]
58765,Gerard Houckgeest 001.jpg,artwork,"[""Gerard Houckgeest"", ""(circa 1600"", ""date QS:P,+1600\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131661)"", ""Alternative names"", ""Geraert Hoeckgeest, Gerard Hoeckgeest, Gerrit Hoeckgeest, Geraert Houckgeest, Gerrit Houckgeest, Geeraert Houkgeest"", ""Description"", ""Dutch painter and etcher"", ""Date of birth/death"", ""circa 1600"", ""date QS:P,+1600-00-00T00:00:00Z/9,P1480,Q5727902"", ""August 1661"", ""Location of birth/death"", ""The Hague"", ""Bergen op Zoom"", ""Work location"", ""The Hague"", ""(1625-1635),"", ""Delft"", ""(1635-1649),"", ""Steenbergen"", ""(1651-1652),"", ""Bergen op Zoom"", ""(1653-1661)"", ""Authority control"", "":"", ""Q1935857"", ""VIAF"", "":"", ""40174270"", ""ISNI"", "":"", ""0000 0000 8222 8455"", ""ULAN"", "":"", ""500010735"", ""LCCN"", "":"", ""nr2001026639"", ""WGA"", "":"", ""HOUCKGEEST, Gerard"", ""WorldCat"", ""artist QS:P170,Q1935857""]",[],"[""The Tomb of William the Silent in the Nieuwe Kerk in Delft"", ""label QS:Les,\""La tumba de Guillermo I, pr\u00edncipe de Orange, en la Nieuwe Kerk de Delft\"""", ""label QS:Lfr,\""Le tombeau de Guillaume Ier, prince d'Orange, dans le Nieuwe Kerk \u00e0 Delft\"""", ""label QS:Lnl,\""Het grafmonument van Willem I, prins van Oranje, in de Nieuwe Kerk te Delft\"""", ""label QS:Len,\""The tomb of Willem I, prince of Orange, in the Nieuwe Kerk in Delft\"""", ""label QS:Lde,\""Das Grabmal von Wilhelm I., Prinz von Oranien, in der Nieuwe Kerk in Delft\""""]",[],[],[],"[""1651"", ""date QS:P571,+1651-00-00T00:00:00Z/9""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 56 cm (22 in); Width: 38 cm (14.9 in)"", ""dimensions QS:P2048,56U174728"", ""dimensions QS:P2049,38U174728""]",[],[],"[""58""]",[],[],"[""Unknown"", ""Unknown""]",[],[],"[""Monogram and date bottom center:"", ""GH \u00b7 1651"", ""on the centre pillar""]",[],"[""Mauritshuis in detail"", "", as"", ""The tomb of Willem I in the Nieuwe Kerk in Delft"", ""."", ""Web Gallery of Art"", "", as"", ""The Nieuwe Kerk in Delft with the Tomb of William the Silent"", "".""]","[""Het Geheugen""]",[],[],[],[],"[""File:Gerard Houckgeest - The Nieuwe Kerk in Delft with the Tomb of William the Silent - WGA11751.jpg"", ""Version from www.wga.hu""]",[],[],[],"[""Mauritshuis"", ""("", ""Inventory"", "")"", ""Native name"", ""Koninklijk Kabinet van Schilderijen Mauritshuis"", ""Location"", ""Korte Vijverberg 8,"", ""The Hague"", ""Coordinates"", ""52\u00b0\u00a004\u2032\u00a049\u2033\u00a0N, 4\u00b0\u00a018\u2032\u00a051.002\u2033\u00a0E"", ""Established"", ""1822"", ""Web page"", ""mauritshuis.nl"", ""Authority control"", "":"", ""Q221092"", ""VIAF"", "":"", ""134457328"", ""ISNI"", "":"", ""0000 0001 2288 890X"", ""ULAN"", "":"", ""500307433"", ""LCCN"", "":"", ""n79026755"", ""GND"", "":"", ""62314-3"", ""WorldCat"", ""institution QS:P195,Q221092""]","[""church interior""]","[""painting""]","[""Geheugen van Nederland\u00a0:"", ""Home"", "":"", ""Info"", "":"", ""Pic""]",[]
55285,Gerard van Honthorst - Christ before the High Priest (detail) - WGA11651.jpg,artwork,"[""Gerard van Honthorst"", ""(1592\u20131656)"", ""Alternative names"", ""Gerard Honthorst, Gerard Hermansz. van Honthorst, Gerardus Honthorst, Gerrit van Hondhorst, Gerrit Honthorst, Gerrit van Honthorst, Gherardo Fiammingo, Gherardo della Notte, Gherardo delle Notti, Gherardo Delle Notti"", ""Description"", ""Dutch painter, printmaker and ornamental painter"", ""Date of birth/death"", ""4 November 1592"", ""27 April 1656"", ""Location of birth/death"", ""Utrecht"", ""Utrecht"", ""Work location"", ""Utrecht"", "","", ""Rome"", ""(1610\u20131620),"", ""Utrecht"", ""(1620\u20131628),"", ""London"", ""(May 1628-December 1628),"", ""The Hague"", ""(1637\u20131651),"", ""Utrecht"", ""(1652\u20131656)"", ""Authority control"", "":"", ""Q314548"", ""VIAF"", "":"", ""17494224"", ""ISNI"", "":"", ""0000 0001 1561 2358"", ""ULAN"", "":"", ""500051681"", ""LCCN"", "":"", ""nr96007892"", ""WGA"", "":"", ""HONTHORST, Gerrit van"", ""WorldCat"", ""artist QS:P170,Q314548""]",[],"[""Christ before the High Priest (detail)""]",[],[],[],"[""circa 1617"", ""date QS:P571,+1617-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 272 cm (107 in)"", ""; Width: 183 cm (72 in)"", ""dimensions QS:P2048,+272U174728"", ""dimensions QS:P2049,+183U174728""]",[],[],"[""NG3679"", ""("", ""National Gallery"", "")""]",[],[],[],[],[],[],[],"[""described at URL"", "":"", ""http://www.nationalgallery.org.uk/paintings/gerrit-van-honthorst-christ-before-the-high-priest"", ""described at URL"", "":"", ""https://www.wga.hu/html/h/honthors/1/04christ_d.html"", ""RKDimages, Art-work number 240360"", ""."", ""Art UK""]",[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],"[""National Gallery"", ""Native name"", ""National Gallery"", ""Location"", ""London"", ""Coordinates"", ""51\u00b0\u00a030\u2032\u00a031.334\u2033\u00a0N, 0\u00b0\u00a007\u2032\u00a042.366\u2033\u00a0W"", ""Established"", ""1824"", ""Web page"", ""nationalgallery.org.uk"", ""Authority control"", "":"", ""Q180788"", ""VIAF"", "":"", ""144868906"", ""ISNI"", "":"", ""0000 0001 2342 2001"", ""ULAN"", "":"", ""500125190"", ""LCCN"", "":"", ""n80081622"", ""NLA"", "":"", ""35311349"", ""WorldCat"", ""institution QS:P195,Q180788""]","[""religious art""]","[""painting""]","[""Web Gallery of Art"", "":"", ""Image"", ""Info about artwork"", ""reference_wga QS:P973,\"""", ""http://www.wga.hu/html/h/honthors/1/04christ_d.html"", ""\""""]",[]
